Coronavirus disease (COVID-19),,
Situation Report – 111,,
"Data as received by WHO from national authorities by 10:00 CEST, 10 May 2020",,
This report has been reformatted to improve accessibility for persons with visual impairment.,,
Highlights,,
A newly-released WHO scientific brief summarizes the current evidence on the impact of angiotensin-,,
converting enzyme (ACE) inhibitors and receptor blockers on severe acute respiratory illness due to,,
COVID-19.,,
Pan American Health Organization and the United Nations Office for Project Services have published,,
"new guidelines on covid-19 prevention measures on construction projects, for workers to take",,
measures to protect themselves from infection. The guidelines are only available in Spanish at this time.,,
"Due to a change in reporting system to align with figures published by the US CDC, counts for the United",,
States of America were adjusted to 1 245 775 cases (-99 new cases) and 75 364 deaths (5475 new,,
deaths).,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,3 917 366 cases (61 578),274 361 deaths (8499)
Africa,42 626 cases (2082),1369 deaths (47)
Americas,1 655 378 cases (18 537),98 723 deaths (6830)
Eastern Mediterranean,255 728 cases (9706),8878 deaths (130)
Europe,1 707 946 cases (25 608),155 552 deaths (1319)
South-East Asia,95 314 cases (4506),3356 deaths (152)
Western Pacific,159 662 cases (1139),6470 deaths (21)

Surveillance
"Figure 1. Number of confirmed COVID-19 cases reported in the last seven days by country, territory or area, 4 May to 10 May**"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December 2019 through 10 May 2020**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST, 10 May 2020**",,,,,,
Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Togo,153,8,10,0,Clusters of cases,0
Central African Republic,143,49,0,0,Sporadic cases,0
South Sudan,120,0,0,0,Sporadic cases,1
Uganda,116,15,0,0,Sporadic cases,0
Mozambique,87,5,0,0,Sporadic cases,0
Malawi,56,13,3,0,Sporadic cases,0
Angola,43,7,2,0,Sporadic cases,0
Eritrea,39,0,0,0,Sporadic cases,21
Zimbabwe,35,1,4,0,Sporadic cases,0
Botswana,23,0,1,0,Sporadic cases,11
Gambia,20,0,1,0,Sporadic cases,1
Burundi,19,0,1,0,Sporadic cases,7
Namibia,16,0,0,0,Sporadic cases,34
Comoros,11,3,1,0,Pending,0

Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Territory/Area,cases,new cases,,,classificationi,reported case
Seychelles,11,0,0,0,Sporadic cases,33
Mauritania,8,0,1,0,Sporadic cases,9
Territoriesii,,,,,,
Mayotte,890,0,11,0,Clusters of cases,1
Réunion,430,0,0,0,Clusters of cases,1
Americas,,,,,,
United States of America,1 245 775,-99,75 364,5475,Community transmission,0
Brazil,145 328,10 222,9897,751,Community transmission,0
Canada,66 780,1381,4628,157,Community transmission,0
Peru,61 847,3321,1714,87,Community transmission,0
Mexico,31 522,1906,3160,199,Community transmission,0
Ecuador,28 818,-1480,1704,50,Community transmission,0
Chile,27 219,1247,304,10,Community transmission,0
Colombia,10 051,595,428,21,Community transmission,0
Dominican Republic,9882,506,385,5,Community transmission,0
Panama,8070,202,231,6,Community transmission,0
Argentina,5680,150,297,8,Community transmission,0
Bolivia (Plurinational State of),2266,185,106,4,Clusters of cases,0
Honduras,1771,86,107,2,Community transmission,0
Cuba,1754,13,74,0,Clusters of cases,0
Guatemala,900,68,24,1,Clusters of cases,0
El Salvador,784,42,16,1,Clusters of cases,0
Costa Rica,773,8,6,0,Clusters of cases,0
Uruguay,694,10,17,0,Clusters of cases,0

Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Territory/Area,cases,new cases,,,classificationi,reported case
Paraguay,689,126,10,0,Community transmission,0
Jamaica,490,2,9,0,Clusters of cases,0
"Venezuela (Bolivarian Republic
of)",388,7,10,0,Clusters of cases,0
Haiti,146,17,12,0,Clusters of cases,0
Trinidad and Tobago,116,0,8,0,Sporadic cases,12
Guyana,93,0,10,0,Clusters of cases,3
Bahamas,92,0,11,0,Clusters of cases,2
Barbados,82,0,7,0,Clusters of cases,5
Antigua and Barbuda,25,0,3,0,Clusters of cases,6
Grenada,21,0,0,0,Clusters of cases,6
Belize,18,0,2,0,Sporadic cases,25
Saint Lucia,18,0,0,0,Sporadic cases,5
"Saint Vincent and the
Grenadines",17,0,0,0,Sporadic cases,5
Dominica,16,0,0,0,Clusters of cases,29
Nicaragua,16,0,5,0,Pending,3
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,19
Suriname,10,0,1,0,Sporadic cases,36
Territoriesii,,,,,,
Puerto Rico,2173,17,108,52,Clusters of cases,0
Martinique,186,3,14,0,Clusters of cases,0
Guadeloupe,154,0,13,0,Clusters of cases,1
French Guiana,141,0,1,0,Clusters of cases,1

Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Territory/Area,cases,new cases,,,classificationi,reported case
Bermuda,118,0,7,0,Clusters of cases,2
Aruba,101,0,3,0,Sporadic cases,4
Cayman Islands,81,1,1,0,Clusters of cases,0
Sint Maarten,77,1,15,1,Sporadic cases,0
United States Virgin Islands,68,0,4,0,Clusters of cases,1
Saint Martin,38,0,3,0,Sporadic cases,17
Curaçao,16,0,1,0,Sporadic cases,12
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,14
Turks and Caicos Islands,12,0,1,0,Sporadic cases,12
Montserrat,11,0,1,0,Sporadic cases,26
British Virgin Islands,7,0,1,0,Sporadic cases,4
"Bonaire, Sint Eustatius and
Saba",6,0,0,0,Sporadic cases,12
Saint Barthélemy,6,0,0,0,Sporadic cases,40
Anguilla,3,0,0,0,Sporadic cases,36
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,32
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),106 220,1529,6589,48,Community transmission,0
Saudi Arabia,37 136,1704,239,10,Clusters of cases,0
Pakistan,29 465,1991,639,21,Clusters of cases,0
Qatar,21 331,1130,13,1,Community transmission,0
United Arab Emirates,17 417,624,185,11,Pending,0
Egypt,8964,488,514,11,Clusters of cases,0
Kuwait,7623,415,49,2,Clusters of cases,0

Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Territory/Area,cases,new cases,,,classificationi,reported case
Morocco,5910,199,186,0,Clusters of cases,0
Bahrain,4774,330,8,0,Clusters of cases,0
Afghanistan,4402,839,119,14,Clusters of cases,0
Oman,3400,176,17,0,Clusters of cases,0
Iraq,2679,76,107,3,Clusters of cases,0
Djibouti,1189,54,3,0,Clusters of cases,0
Sudan,1164,53,64,5,Sporadic cases,0
Tunisia,1032,2,45,0,Community transmission,0
Somalia,997,69,48,4,Sporadic cases,0
Lebanon,809,13,26,0,Clusters of cases,0
Jordan,522,14,9,0,Clusters of cases,0
Libya,64,0,3,0,Clusters of cases,3
Syrian Arab Republic,47,0,3,0,Community transmission,1
Yemen,36,0,8,0,Pending,1
Territoriesii,,,,,,
occupied Palestinian territory,547,0,4,0,Clusters of cases,2
Europe,,,,,,
Spain,223 578,721,26 478,227,Community transmission,0
Italy,218 268,1083,30 395,194,Community transmission,0
The United Kingdom,215 264,3896,31 587,346,Community transmission,0
Russian Federation,209 688,11 012,1915,88,Clusters of cases,0
Germany,169 218,667,7395,26,Community transmission,0
Turkey,137 115,1546,3739,50,Community transmission,0
France,137 008,430,26 268,80,Community transmission,0

Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Territory/Area,cases,new cases,,,classificationi,reported case
Belgium,52 596,585,8581,60,Community transmission,0
Netherlands,42 382,289,5422,63,Community transmission,0
Switzerland,30 168,0,1531,0,Community transmission,1
Portugal,27 406,138,1126,12,Community transmission,0
Sweden,25 921,656,3220,45,Community transmission,0
Belarus,22 973,1872,131,10,Clusters of cases,0
Ireland,22 760,219,1446,17,Community transmission,0
Israel,16 444,0,245,0,Pending,1
Austria,15 777,42,615,1,Community transmission,0
Poland,15 651,285,785,9,Community transmission,0
Ukraine,15 232,522,391,15,Community transmission,0
Romania,15 131,320,926,28,Community transmission,0
Denmark,10 319,101,526,4,Pending,0
Serbia,10 032,89,213,4,Pending,0
Czechia,8095,18,276,3,Community transmission,0
Norway,8069,35,213,0,Pending,0
Finland,5880,142,265,5,Pending,0
Kazakhstan,5056,134,31,0,Pending,0
Republic of Moldova,4867,139,165,6,Pending,0
Luxembourg,3877,6,101,1,Pending,0
Armenia,3313,138,45,1,Clusters of cases,0
Hungary,3263,50,413,8,Clusters of cases,0
Greece,2710,19,151,1,Community transmission,0
Azerbaijan,2422,143,31,3,Clusters of cases,0

Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Territory/Area,cases,new cases,,,classificationi,reported case
Uzbekistan,2387,51,10,0,Clusters of cases,0
Croatia,2176,15,87,1,Community transmission,0
Bosnia and Herzegovina,2070,0,97,0,Community transmission,1
Bulgaria,1955,44,90,2,Clusters of cases,0
Iceland,1801,0,10,0,Community transmission,2
Estonia,1733,8,60,4,Pending,0
North Macedonia,1622,36,91,1,Clusters of cases,0
Slovakia,1455,0,26,0,Clusters of cases,1
Slovenia,1454,4,101,1,Community transmission,0
Lithuania,1444,8,50,1,Community transmission,0
Kyrgyzstan,1002,71,12,0,Clusters of cases,0
Latvia,930,2,18,0,Community transmission,0
Cyprus,892,1,21,0,Clusters of cases,0
Albania,868,12,31,0,Clusters of cases,0
Andorra,754,0,48,1,Community transmission,1
Georgia,635,9,10,0,Community transmission,0
San Marino,632,0,41,0,Community transmission,2
Tajikistan,561,39,19,1,Pending,0
Malta,490,1,5,0,Pending,0
Montenegro,324,0,8,0,Clusters of cases,4
Monaco,95,0,1,0,Sporadic cases,6
Liechtenstein,83,0,1,0,Pending,14
Holy See,12,0,0,0,Sporadic cases,3

Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Territory/Area,cases,new cases,,,classificationi,reported case
erritoriesii,,,,,,
Kosovo[1],870,8,28,0,Community transmission,0
Isle of Man,329,0,23,0,Pending,1
Jersey,293,0,25,0,Pending,4
Guernsey,252,0,13,0,Community transmission,7
Faroe Islands,187,0,0,0,Pending,16
Gibraltar,146,2,0,0,Clusters of cases,0
Greenland,11,0,0,0,Pending,34
South-East Asia,,,,,,
India,62 939,3277,2109,128,Clusters of cases,0
Bangladesh,13 770,636,214,8,Clusters of cases,0
Indonesia,13 645,533,959,16,Community transmission,0
Thailand,3009,5,56,0,Clusters of cases,0
Sri Lanka,847,12,9,0,Clusters of cases,0
Maldives,785,41,3,0,Clusters of cases,0
Myanmar,178,1,6,0,Clusters of cases,0
Nepal,110,1,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,16
Bhutan,7,0,0,0,Sporadic cases,17
Western Pacific,,,,,,
China,84 430,14,4643,0,Clusters of cases,0
Singapore,22 460,753,20,0,Clusters of cases,0
Japan,15 747,119,613,12,Clusters of cases,0
Republic of Korea,10 874,34,256,0,Clusters of cases,0

Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Territory/Area,cases,new cases,,,classificationi,reported case
Philippines,10 610,147,704,8,Clusters of cases,0
Australia,6929,15,97,0,Clusters of cases,0
Malaysia,6589,54,108,1,Clusters of cases,0
New Zealand,1144,2,21,0,Clusters of cases,0
Viet Nam,288,0,0,0,Clusters of cases,2
Brunei Darussalam,141,0,1,0,Sporadic cases,2
Cambodia,122,0,0,0,Sporadic cases,28
Mongolia,42,0,0,0,Sporadic cases,1
"Lao People's Democratic
Republic",19,0,0,0,Sporadic cases,27
Fiji,18,0,0,0,Sporadic cases,19
Papua New Guinea,8,0,0,0,Sporadic cases,17
Territoriesii,,,,,,
Guam,147,0,5,0,Clusters of cases,3
French Polynesia,60,0,0,0,Sporadic cases,4
New Caledonia,18,0,0,0,Sporadic cases,37
Northern Mariana Islands,,,,,,
(Commonwealth of the),16,1,2,0,Pending,0
Subtotal for all regions,3 916 654,61 578,274 348,8499,,
Other*,,-,,,,54
,712,0,13,0,,
Grand total,,,,,,
,3 917 366,61 578,274 361,8499,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
–,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the international,,,
,community can provide to all countries to prepare and respond to the virus.,,,
–,WHO Health Emergency dashboard,,,
–,Weekly COVID-19 Operations Updates,,,
Recommendations and advice for the public,,,,
–,Protect yourself.,,,
–,Questions and answers,,,
–,Travel advice,,,
–,"EPI-WIN: tailored information for individuals, organizations and communities",,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus disease,,,,
(COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear alternative",,,,
cause of death that cannot be related to COVID disease (e.g. trauma). There should be no period of,,,,
complete recovery between the illness and death.,,,,

"Annex 1: Data, table and figure notes",
Caution must be taken when interpreting all data presented. Differences are to be expected,
"between information products published by WHO, national public health authorities, and other",
sources using different inclusion criteria and different data cut-off times. While steps are taken to,
"ensure accuracy and reliability, all data are subject to continuous verification and change. Case",
"detection, definitions, testing strategies, reporting practice, and lag times differ between",
"countries/territories/areas. These factors, amongst others, influence the counts presented with",
"variable underestimation of true case and death counts, and variable delays to reflecting these data",
at global level.,
"The designations employed, and the presentation of these materials do not imply the expression of",
"any opinion whatsoever on the part of WHO concerning the legal status of any country, territory or",
"area or of its authorities, or concerning the delimitation of its frontiers or boundaries. Dotted and",
dashed lines on maps represent approximate border lines for which there may not yet be full,
"agreement. Countries, territories and areas are arranged under the administering WHO region.",
[1] All references to Kosovo should be understood to be in the context of the United Nations Security,
"Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo (UNSCR 1244,",
1999) have been aggregated for visualization purposes.,
"Counts reflect laboratory-confirmed cases and deaths, based on WHO case definitions unless stated",
"otherwise (see Country, territory, or area-specific updates and errata), and include both domestic",
and repatriated cases.,
Other*: includes cases reported under the international conveyance (Diamond Princess).,
Due to the recent trend of countries conducting data reconciliation exercises which remove large,
"numbers of cases or deaths from their total counts, WHO will now display such data as negative",
numbers in the “new cases” / “new deaths” columns as appropriate. This will aid readers in,
identifying when such adjustments occur. When additional details become available that allow the,
"subtractions to be suitably apportioned to previous days, graphics will be updated accordingly. Prior",
situation reports will not be edited; see covid19.who.int for the most up-to-date data.,
Additional table notes,
i Transmission classification is based on a process of country/territory/area self -reporting.,
"Classifications are reviewed on a weekly basis, may be revised as new information becomes",
"available, and are based on the highest category reported. Differing degrees of transmission may be",
present within countries/territories/areas. Categories:,
•,No cases: with no confirmed cases (not shown in table).
•,"Sporadic cases: with one or more cases, imported or locally detected."
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by common"
,exposures.
•,Community transmission: experiencing larger outbreaks of local transmission defined through
,"an assessment of factors including, but not limited to: large numbers of cases not linkable to"
,transmission chains; large numbers of cases from sentinel lab surveillance; and/or multiple
,unrelated clusters in several areas of the country/territory/area.
•,Pending: transmission classification not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of similar",
status.,

"Country, territory, or area-specific updates and errata",
•,"10 May 2020, United States of America: Counts were adjusted due to a change in reporting"
,system to align with figures published by the US CDC.
•,"10 May 2020, Ecuador: Counts were adjusted to align with revised figures published by national"
,authorities.
•,"10 May 2020, São Tomé and Príncipe: Counts were adjusted to align with revised figures"
,published by national authorities.
