Coronavirus disease (COVID-19),,
Situation Report – 122,,
"Data as received by WHO from national authorities by 10:00 CEST, 21 May 2020",,
Highlights,,
The WHO World Health Assembly has ended with a global commitment to the COVID-19 response.,,
Delegates adopted a landmark resolution to bring the world together to fight the COVID-19 pandemic.,,
WHO has been supporting Somalia since the beginning of this outbreak to enhance its infection control,,
"measures, testing capacities, and case management. In particular, training has been provided for the",,
"healthcare workers of the De-Martino hospital and 13 other isolation centres across the country, which",,
"have also received medical supplies and budget support for salaries. However, so far, only 26% of WHO’s",,
urgent appeal of US$ 21.95 million for emergency response to COVID-19 in Somalia has been funded.,,
"The World Day for Cultural Diversity for Dialogue and Development, celebrated every year on 21 May, is an",,
"opportunity to celebrate not only the richness of the world’s cultures, but also the importance of cultural",,
competency and intercultural dialogue within healthcare systems. It also reminds us that public health,,
efforts against the COVID-19 pandemic require a whole-of-society approach and must include vulnerable,,
populations such as refugees and migrants in national plans and strategies.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,4 893 186 cases (103 981),323 256 deaths (4 467)
Africa,68 347 cases (2 391),1 910 deaths (64)
Americas,2 166 003 cases (60 333),128 649 deaths (2 806)
Eastern Mediterranean,376 379 cases (14 477),10 468 deaths (165)
Europe,1 946 610 cases (17 811),170 283 deaths (1 250)
South-East Asia,164 225 cases (8 014),5 140 deaths (169)
Western Pacific,170 910 cases (955),6 793 deaths (13)

Surveillance
"Figure 1. Number of confirmed COVID-19 cases reported in the last seven days by country, territory or area, 15 May to 21 May**"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December 2019 through 21 May 2020**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST, 21 May 2020**",,,,,,
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Angola,58,6,3,0,Clusters of cases,0
Zimbabwe,48,2,4,0,Sporadic cases,0
Burundi,42,0,1,0,Clusters of cases,3
Eritrea,39,0,0,0,Sporadic cases,32
Comoros,34,0,1,0,Community transmission,1

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Botswana,25,0,1,0,Clusters of cases,4
Gambia,24,0,1,0,Sporadic cases,3
Namibia,16,0,0,0,Sporadic cases,45
Seychelles,11,0,0,0,Clusters of cases,44
Lesotho,1,0,0,0,Pending,7
Territoriesii,,,,,,
Mayotte,1 475,56,19,0,Clusters of cases,0
Réunion,447,1,1,1,Clusters of cases,0
Americas,,,,,,
United States of America,1 501 876,24 417,90 203,932,Community transmission,0
Brazil,271 628,17 408,17 971,1 179,Community transmission,0
Peru,99 483,4 550,2 914,125,Community transmission,0
Canada,79 502,1 003,5 955,98,Community transmission,0
Mexico,54 346,2 713,5 666,334,Community transmission,0
Chile,53 617,7 558,544,66,Community transmission,0
Ecuador,34 151,0,2 839,0,Community transmission,1
Colombia,16 935,640,613,21,Community transmission,0
Dominican Republic,13 477,254,446,5,Community transmission,0
Panama,9 867,141,281,2,Community transmission,0
Argentina,8 809,438,393,11,Community transmission,0
Bolivia (Plurinational State of),4 481,218,189,15,Clusters of cases,0
Honduras,2 955,157,147,1,Community transmission,0
Guatemala,2 133,132,43,5,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Cuba,1 900,13,79,0,Clusters of cases,0
El Salvador,1 571,73,31,1,Community transmission,0
Costa Rica,882,0,10,0,Clusters of cases,1
Paraguay,833,4,11,0,Community transmission,0
Venezuela (Bolivarian Republic of),824,206,10,0,Clusters of cases,0
Uruguay,738,1,20,0,Clusters of cases,0
Haiti,596,63,22,1,Clusters of cases,0
Jamaica,520,0,9,0,Clusters of cases,2
Nicaragua,279,254,17,9,Clusters of cases,0
Guyana,125,1,10,0,Clusters of cases,0
Trinidad and Tobago,116,0,8,0,Sporadic cases,23
Bahamas,96,0,11,0,Clusters of cases,5
Barbados,90,2,7,0,Clusters of cases,0
Antigua and Barbuda,25,0,3,0,Clusters of cases,17
Grenada,22,0,0,0,Clusters of cases,5
Belize,18,0,2,0,Sporadic cases,36
Saint Lucia,18,0,0,0,Sporadic cases,16
Saint Vincent and the Grenadines,18,1,0,0,Sporadic cases,0
Dominica,16,0,0,0,Clusters of cases,40
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,30
Suriname,11,0,1,0,Sporadic cases,2
Territoriesii,,,,,,
Puerto Rico,2 866,61,125,1,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
French Guiana,218,8,1,0,Clusters of cases,0
Martinique,192,0,14,0,Clusters of cases,4
Guadeloupe,155,0,13,0,Clusters of cases,8
Bermuda,125,0,9,0,Clusters of cases,1
Cayman Islands,111,17,1,0,Clusters of cases,0
Aruba,101,0,3,0,Sporadic cases,15
Sint Maarten,78,0,15,0,Sporadic cases,7
United States Virgin Islands,69,0,6,0,Clusters of cases,10
Saint Martin,39,0,3,0,Sporadic cases,10
Curaçao,16,0,1,0,Sporadic cases,23
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,25
Turks and Caicos Islands,12,0,1,0,Sporadic cases,23
Montserrat,11,0,1,0,Sporadic cases,37
British Virgin Islands,8,0,1,0,Sporadic cases,5
"Bonaire, Sint Eustatius and Saba",6,0,0,0,No cases,23
Saint Barthélemy,6,0,0,0,Sporadic cases,51
Anguilla,3,0,0,0,Sporadic cases,47
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,43
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),126 949,2 346,7 183,64,Community transmission,0
Saudi Arabia,62 545,2 691,339,10,Clusters of cases,0
Pakistan,48 091,2 907,1 017,32,Clusters of cases,0
Qatar,37 097,1 491,16,1,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
United Arab Emirates,26 004,941,233,6,Pending,0
Kuwait,17 568,804,124,3,Clusters of cases,0
Egypt,14 229,745,680,21,Clusters of cases,0
Afghanistan,8 676,531,193,6,Clusters of cases,0
Bahrain,7 888,356,12,0,Clusters of cases,0
Morocco,7 133,110,194,1,Clusters of cases,0
Oman,6 370,699,30,3,Clusters of cases,0
Iraq,3 724,113,134,3,Clusters of cases,0
Sudan,3 138,410,121,10,Community transmission,0
Djibouti,1 828,210,9,2,Clusters of cases,0
Somalia,1 573,71,61,2,Sporadic cases,0
Tunisia,1 045,1,47,0,Community transmission,0
Lebanon,961,7,26,0,Clusters of cases,0
Jordan,672,23,9,0,Clusters of cases,0
Yemen,184,13,30,1,Pending,0
Libya,69,1,3,0,Clusters of cases,0
Syrian Arab Republic,58,0,3,0,Community transmission,3
Territoriesii,,,,,,
occupied Palestinian territory,577,7,4,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,317 554,8 849,3 099,127,Clusters of cases,0
The United Kingdom,248 297,-525,35 704,363,Community transmission,0
Spain,232 555,518,27 888,110,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Italy,227 364,665,32 330,161,Community transmission,0
Germany,176 752,745,8 147,57,Community transmission,0
Turkey,152 587,972,4 222,23,Community transmission,0
France,141 312,353,28 081,109,Community transmission,0
Belgium,55 983,192,9 150,42,Community transmission,0
Netherlands,44 447,198,5 748,33,Community transmission,0
Belarus,33 371,1 863,185,10,Community transmission,0
Sweden,31 523,724,3 831,88,Community transmission,0
Switzerland,30 575,40,1 629,16,Community transmission,0
Portugal,29 660,228,1 263,16,Community transmission,0
Ireland,24 315,64,1 571,10,Community transmission,0
Poland,19 739,471,962,14,Community transmission,0
Ukraine,19 706,476,579,15,Community transmission,0
Romania,17 387,196,1 141,15,Community transmission,0
Israel,16 659,9,278,1,Pending,0
Austria,16 275,18,633,1,Community transmission,0
Denmark,11 117,73,554,3,Community transmission,0
Serbia,10 833,100,235,1,Pending,0
Czechia,8 721,74,304,2,Clusters of cases,0
Norway,8 268,11,234,1,Clusters of cases,0
Kazakhstan,7 234,265,35,0,Pending,0
Republic of Moldova,6 553,213,232,8,Pending,0
Finland,6 443,44,304,3,Pending,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Armenia,5 606,335,70,3,Clusters of cases,0
Luxembourg,3 971,13,109,0,Pending,0
Hungary,3 641,43,473,3,Community transmission,0
Azerbaijan,3 631,113,43,2,Clusters of cases,0
Uzbekistan,2 950,70,13,0,Clusters of cases,0
Greece,2 850,10,166,1,Clusters of cases,0
Bosnia and Herzegovina,2 334,15,135,2,Community transmission,0
Bulgaria,2 331,39,120,4,Clusters of cases,0
Croatia,2 234,2,96,0,Community transmission,0
Tajikistan,2 140,204,44,0,Pending,0
North Macedonia,1 858,19,110,4,Clusters of cases,0
Iceland,1 803,1,10,0,Community transmission,0
Estonia,1 794,3,64,0,Pending,0
Lithuania,1 577,15,60,0,Community transmission,0
Slovakia,1 496,1,28,0,Clusters of cases,0
Slovenia,1 468,1,105,1,Clusters of cases,0
Kyrgyzstan,1 313,43,14,0,Clusters of cases,0
Latvia,1 016,4,21,0,Clusters of cases,0
Albania,969,5,31,0,Clusters of cases,0
Cyprus,922,4,17,0,Clusters of cases,0
Andorra,762,1,51,0,Community transmission,0
Georgia,721,8,12,0,Community transmission,0
San Marino,670,2,41,0,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Malta,584,24,6,0,Sporadic cases,0
Montenegro,324,0,9,0,Clusters of cases,15
Monaco,96,0,1,0,Sporadic cases,10
Liechtenstein,83,0,1,0,Pending,25
Holy See,12,0,0,0,Sporadic cases,14
Territoriesii,,,,,,
Kosovo[1],989,0,29,0,Community transmission,1
Isle of Man,335,0,24,0,Pending,3
Jersey,303,0,28,1,Community transmission,1
Guernsey,252,0,13,0,Community transmission,18
Faroe Islands,187,0,0,0,Pending,27
Gibraltar,147,0,0,0,Clusters of cases,8
Greenland,11,0,0,0,Pending,45
South-East Asia,,,,,,
India,112 359,5 609,3 435,132,Clusters of cases,0
Bangladesh,26 738,1 617,386,16,Clusters of cases,0
Indonesia,19 189,693,1 242,21,Community transmission,0
Thailand,3 037,3,56,0,Clusters of cases,0
Maldives,1 186,43,4,0,Clusters of cases,0
Sri Lanka,1 028,1,9,0,Clusters of cases,0
Nepal,444,42,2,0,Sporadic cases,0
Myanmar,199,6,6,0,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Timor-Leste,24,0,0,0,Clusters of cases,27
Bhutan,21,0,0,0,Sporadic cases,5
Western Pacific,,,,,,
China,84 507,2,4 645,0,Clusters of cases,0
Singapore,29 364,570,22,0,Clusters of cases,0
Japan,16 424,39,777,6,Clusters of cases,0
Philippines,13 221,279,842,5,Community transmission,0
Republic of Korea,11 122,12,264,1,Clusters of cases,0
Australia,7 079,11,100,1,Clusters of cases,0
Malaysia,7 009,31,114,0,Clusters of cases,0
New Zealand,1 153,0,21,0,Clusters of cases,2
Viet Nam,324,0,0,0,Clusters of cases,2
Brunei Darussalam,141,0,1,0,Clusters of cases,13
Mongolia,140,0,0,0,Sporadic cases,2
Cambodia,122,0,0,0,Sporadic cases,39
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,38
Fiji,18,0,0,0,Sporadic cases,30
Papua New Guinea,8,0,0,0,Sporadic cases,28
Territoriesii,,,,,,
Guam,160,11,5,0,Clusters of cases,0
French Polynesia,60,0,0,0,Sporadic cases,15

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Northern Mariana Islands,,,,,,
(Commonwealth of the) 21 0 2 0 Pending 4,,,,,,
New Caledonia,18,0,0,0,Sporadic cases,48
Subtotal for all regions,4 892 474,103 981,323 243,4 467,,
Other*,,,,,,
,712,0,13,0,-,66
Grand total,4 893 186,103 981,323 256,4 467,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
–,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the international,,,
,community can provide to all countries to prepare and respond to the virus,,,
–,WHO Health Emergency dashboard,,,
–,Weekly COVID-19 Operations Updates,,,
Recommendations and advice for the public,,,,
–,Protect yourself,,,
–,Questions and answers,,,
–,Travel advice,,,
–,"EPI-WIN: tailored information for individuals, organizations and communities",,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus disease,,,,
(COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
COVID-19 death is defined for surveillance purposes as a death resulting from a clinically compatible,,,,
"illness in a probable or confirmed COVID-19 case, unless there is a clear alternative cause of death that",,,,
cannot be related to COVID-19 disease (e.g. trauma). There should be no period of complete recovery,,,,
between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here.,,,,

"Annex 1: Data, table and figure notes",,
Caution must be taken when interpreting all data presented. Differences are to be expected between,,
"information products published by WHO, national public health authorities, and other sources using",,
different inclusion criteria and different data cut-off times. While steps are taken to ensure accuracy,,
"and reliability, all data are subject to continuous verification and change. Case detection, definitions,",,
"testing strategies, reporting practice, and lag times differ between countries/territories/areas. These",,
"factors, amongst others, influence the counts presented, with variable underestimation of true case",,
"and death counts, and variable delays to reflecting these data at global level.",,
"The designations employed, and the presentation of these materials do not imply the expression of",,
"any opinion whatsoever on the part of WHO concerning the legal status of any country, territory or",,
"area or of its authorities, or concerning the delimitation of its frontiers or boundaries. Dotted and",,
dashed lines on maps represent approximate border lines for which there may not yet be full,,
"agreement. Countries, territories and areas are arranged under the administering WHO region.",,
The mention of specific companies or of certain manufacturers’ products does not imply that they are,,
endorsed or recommended by WHO in preference to others of a similar nature that are not,,
"mentioned. Errors and omissions excepted, the names of proprietary products are distinguished by",,
initial capital letters.,,
[1] All references to Kosovo should be understood to be in the context of the United Nations Security,,
"Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo (UNSCR 1244, 1999)",,
have been aggregated for visualization purposes.,,
"Counts reflect laboratory-confirmed cases and deaths, based on WHO case definitions, unless stated",,
"otherwise (see Country, territory, or area-specific updates and errata), and include both domestic and",,
repatriated cases.,,
Other*: includes cases reported from an international conveyance (Diamond Princess).,,
Due to the recent trend of countries conducting data reconciliation exercises which remove large,,
"numbers of cases or deaths from their total counts, WHO will now display such data as negative",,
numbers in the “new cases” / “new deaths” columns as appropriate. This will aid readers in identifying,,
when such adjustments occur. When additional details become available that allow the subtractions to,,
"be suitably apportioned to previous days, graphics will be updated accordingly. Prior situation reports",,
will not be edited; see covid19.who.int for the most up-to-date data.,,
Additional table notes,,
i Transmission classification is based on a process of country/territory/area self-reporting.,,
"Classifications are reviewed on a weekly basis, may be revised as new information becomes available,",,
and are based on the highest category reported. Differing degrees of transmission may be present,,
within countries/territories/areas. Categories:,,
•,No cases: with no confirmed cases,
•,"Sporadic cases: with one or more cases, imported or locally detected.",
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by common",
,exposures.,
•,Community transmission: experiencing larger outbreaks of local transmission defined through an,
,"assessment of factors including, but not limited to: large numbers of cases not linkable to",
,transmission chains; large numbers of cases from sentinel lab surveillance; and/or multiple,
,unrelated clusters in several areas of the country/territory/area.,
•,Pending: transmission classification has not been reported to WHO.,
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions",,of similar status.

"Country, territory, or area-specific updates and errata",
•,"Update 21 May 2020, United Kingdom: Counts adjusted retrospectively by national authorities"
,due to data reclassification: 525 cases were excluded.
