Antigua and Barbuda,86,0,3,0,Clusters of cases,1
Saint Vincent and the Grenadines,52,0,0,0,Sporadic cases,6
Belize,48,0,2,0,Sporadic cases,4
Saint Lucia,24,0,0,0,Sporadic cases,6
Grenada,23,0,0,0,Clusters of cases,64
Dominica,18,0,0,0,Clusters of cases,47
Saint Kitts and Nevis,17,0,0,0,No cases,19
Territoriesii,,,,,,
Puerto Rico,16 061,221,211,2,Community transmission,0
French Guiana,7 647,85,43,0,Community transmission,0
United States Virgin Islands,385,10,8,1,Community transmission,0
Martinique,269,0,15,0,Clusters of cases,5
Cayman Islands,203,0,1,0,Sporadic cases,15

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Guadeloupe,203,0,14,0,Clusters of cases,5
Bermuda,156,2,9,0,Sporadic cases,0
Sint Maarten,121,6,15,0,Community transmission,0
Aruba,119,0,3,0,Sporadic cases,2
Turks and Caicos Islands,99,0,2,0,Clusters of cases,2
Saint Martin,49,0,3,0,Sporadic cases,4
Curaçao,29,0,1,0,Sporadic cases,5
Falkland Islands (Malvinas),13,0,0,0,No cases,95
Montserrat,13,0,1,0,No cases,3
"Bonaire, Sint Eustatius and Saba",11,0,0,0,Sporadic cases,6
British Virgin Islands,8,0,1,0,No cases,75
Saint Barthélemy,7,0,0,0,No cases,4
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,13
Anguilla,3,0,0,0,No cases,117
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),298 909,2 636,16 343,196,Community transmission,0
Pakistan,277 402,1 114,5 924,32,Clusters of cases,0
Saudi Arabia,272 590,1 759,2 816,27,Clusters of cases,0
Iraq,118 300,2 968,4 603,68,Community transmission,0
Qatar,110 153,273,169,2,Community transmission,0
Egypt,93 356,409,4 728,37,Clusters of cases,0
Oman,78 569,665,412,10,Community transmission,0
Kuwait,65 903,754,444,2,Clusters of cases,0
United Arab Emirates,59 921,375,347,0,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,40 311,390,144,3,Clusters of cases,0
Afghanistan,36 542,71,1 271,0,Clusters of cases,0
Morocco,22 213,826,334,7,Clusters of cases,0
Sudan,11 496,0,725,0,Community transmission,2
Djibouti,5 081,13,58,0,Clusters of cases,0
Lebanon,4 205,182,55,1,Clusters of cases,0
Somalia,3 212,0,93,0,Sporadic cases,1
Libya,3 017,0,67,0,Clusters of cases,1
Yemen,1 715,8,486,1,Community transmission,0
Tunisia,1 488,20,50,0,Sporadic cases,0
Jordan,1 187,5,11,0,Clusters of cases,0
Syrian Arab Republic,717,23,40,0,Community transmission,0
Territoriesii,,,,,,
14 458,,520,83,2,Clusters of cases,0
occupied Palestinian territory,,,,,,
Europe,,,,,,
Russian Federation,834 499,5 509,13 802,129,Clusters of cases,0
The United Kingdom,301 459,763,45 961,83,Community transmission,0
Spain,282 641,2 031,28 441,5,Clusters of cases,0
Italy,246 776,288,35 129,6,Clusters of cases,0
Turkey,228 924,942,5 659,14,Community transmission,0
Germany,206 926,0,9 128,0,Clusters of cases,1
France,173 455,1 307,30 120,15,Clusters of cases,0
Kazakhstan,87 664,1 472,793,0,Clusters of cases,0
Sweden,79 782,288,5 730,28,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Ukraine,68 794,1 197,1 673,23,Community transmission,0
Belarus,67 665,147,553,5,Community transmission,0
Belgium,67 242,0,9 836,0,Community transmission,1
Israel,66 527,2 099,486,9,Community transmission,0
Netherlands,53 621,247,6 147,2,Community transmission,0
Portugal,50 613,203,1 725,3,Clusters of cases,0
Romania,48 235,1 182,2 269,30,Community transmission,0
Poland,44 416,512,1 694,12,Community transmission,0
Armenia,38 196,259,728,5,Community transmission,0
Kyrgyzstan,35 143,631,1 364,17,Clusters of cases,0
Switzerland,34 714,192,1 702,0,Community transmission,0
Azerbaijan,31 221,363,438,8,Clusters of cases,0
Ireland,25 942,13,1 764,0,Clusters of cases,0
Serbia,24 892,372,558,7,Community transmission,0
Republic of Moldova,23 947,426,762,5,Community transmission,0
Uzbekistan,22 872,703,132,3,Clusters of cases,0
Austria,20 846,164,716,3,Community transmission,0
Czechia,16 093,294,374,1,Clusters of cases,0
Denmark,13 634,57,614,1,Community transmission,0
Bulgaria,11 155,284,368,13,Clusters of cases,0
Bosnia and Herzegovina,11 129,382,312,17,Community transmission,0
North Macedonia,10 500,185,476,5,Clusters of cases,0
Norway,9 150,18,255,0,Clusters of cases,0
Finland,7 414,10,329,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Tajikistan,7 320,44,60,0,Pending,0
Luxembourg,6 533,158,114,1,Community transmission,0
Albania,5 105,108,150,2,Clusters of cases,0
Croatia,4 923,0,141,1,Clusters of cases,1
Hungary,4 484,19,596,0,Community transmission,0
Greece,4 336,57,203,0,Clusters of cases,0
Montenegro,3 065,129,47,2,Clusters of cases,0
Slovakia,2 245,41,28,0,Clusters of cases,0
Slovenia,2 115,14,117,0,Clusters of cases,0
Lithuania,2 043,16,80,0,Community transmission,0
Estonia,2 042,4,69,0,Sporadic cases,0
Iceland,1 861,4,10,0,Community transmission,0
Latvia,1 224,4,31,0,Clusters of cases,0
Georgia,1 160,5,17,1,Sporadic cases,0
Cyprus,1 080,13,19,0,Clusters of cases,0
Andorra,918,7,52,0,Community transmission,0
Malta,786,78,9,0,Sporadic cases,0
San Marino,716,0,42,0,Community transmission,20
Monaco,99,0,1,0,Sporadic cases,53
Liechtenstein,88,1,1,0,Sporadic cases,0
Holy See,12,0,0,0,Sporadic cases,84
Territoriesii,,,,,,
Kosovo [1],7 803,194,186,4,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Isle of Man,336,0,24,0,No cases,69
Jersey,335,1,31,0,Community transmission,0
Guernsey,252,0,13,0,Community transmission,88
Faroe Islands,220,0,0,0,Sporadic cases,1
Gibraltar,186,1,0,0,Clusters of cases,0
Greenland,14,0,0,0,No cases,1
South-East Asia,,,,,,
India,1 583 792,52 123,34 968,775,Clusters of cases,0
Bangladesh,232 194,3 009,3 035,35,Community transmission,0
Indonesia,104 432,2 381,4 975,74,Community transmission,0
Nepal,19 273,210,49,0,Clusters of cases,0
Maldives,3 567,61,15,0,Clusters of cases,0
Thailand,3 304,6,58,0,Clusters of cases,0
Sri Lanka,2 810,0,11,0,Clusters of cases,1
Myanmar,353,2,6,0,Clusters of cases,0
Bhutan,101,2,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,No cases,97
Western Pacific,,,,,,
China,87 680,223,4 665,1,Clusters of cases,0
Philippines,85 486,1 813,1 962,15,Community transmission,0
Singapore,51 531,334,27,0,Clusters of cases,0
Japan,33 049,1 148,1 004,3,Clusters of cases,0
Australia,15 582,278,176,9,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Republic of Korea,14 269,18,300,0,Clusters of cases,0
Malaysia,8 956,13,124,0,Clusters of cases,0
New Zealand,1 210,2,22,0,Clusters of cases,0
Viet Nam,459,13,0,0,Clusters of cases,0
Mongolia,291,2,0,0,Sporadic cases,0
Cambodia,226,0,0,0,Sporadic cases,2
Brunei Darussalam,141,0,3,0,No cases,83
Papua New Guinea,63,0,1,1,Sporadic cases,1
Fiji,27,0,0,0,Sporadic cases,9
Lao People's Democratic Republic,20,0,0,0,Sporadic cases,5
Territoriesii,,,,,,
Guam,346,3,5,0,Clusters of cases,0
French Polynesia,62,0,0,0,Sporadic cases,32
Northern Mariana Islands,40,0,2,0,Pending,3
(Commonwealth of the),,,,,,
New Caledonia,22,0,0,0,Sporadic cases,15
Subtotal for all regions,16 812 014,253 793,662 082,5 999,,
Other†,741,0,13,0,Not applicable,-
Grand total,16 812 755,253 793,662 095,5 999,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,,,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
,Weekly COVID-19 Operations Updates,,,
–,,,,
Recommendations and advice for the public,,,,
,Protect yourself,,,
–,,,,
–,Questions and answers,,,
–,Travel advice,,,
,"EPI-WIN: tailored information for individuals, organizations and communities",,,
–,,,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus,,,,
disease (COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear",,,,
alternative cause of death that cannot be related to COVID-19 disease (e.g. trauma). There,,,,
should be no period of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here and here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be expected
"between information products published by WHO, national public health authorities, and"
other sources using different inclusion criteria and different data cut-off times. While steps
"are taken to ensure accuracy and reliability, all data are subject to continuous verification and"
"change. Case detection, definitions, testing strategies, reporting practice, and lag times differ"
"between countries/territories/areas. These factors, amongst others, influence the counts"
"presented, with variable underestimation of true case and death counts, and variable delays"
to reflecting these data at global level.
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal status of
"any country, territory or area or of its authorities, or concerning the delimitation of its"
frontiers or boundaries. Dotted and dashed lines on maps represent approximate border
"lines for which there may not yet be full agreement. Countries, territories and areas are"
arranged under the administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not imply
that they are endorsed or recommended by WHO in preference to others of a similar
"nature that are not mentioned. Errors and omissions excepted, the names of proprietary"
products are distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United Nations
"Security Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo"
"(UNSCR 1244, 1999) have been aggregated for visualization purposes."
*A small number of countries/territories/areas report combined probable and laboratory-
confirmed cases; efforts are underway to identify these for notation in the data table.†Other:
includes cases reported from international conveyances.
Due to the recent trend of countries conducting data reconciliation exercises which remove
"large numbers of cases or deaths from their total counts, WHO will now display such data as"
negative numbers in the “new cases” / “new deaths” columns as appropriate. This will aid
readers in identifying when such adjustments occur. When additional details become
"available that allow the subtractions to be suitably apportioned to previous days, graphics will"
be updated accordingly. Prior situation reports will not be edited; see covid19.who.int for the
most up-to-date data.
Additional table notes
iTransmission classification is based on a process of country/territory/area self-reporting.
Classifications are reviewed on a weekly basis and may be revised as new information

becomes available. Differing degrees of transmission may be present within,
countries/territories/areas; classification is based on the highest category reported within,
a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by"
,common exposures;
•,Community transmission: experiencing larger outbreaks of local transmission defined
,"through an assessment of factors including, but not limited to: large numbers of cases not"
,linkable to transmission chains; large numbers of cases from sentinel lab surveillance;
,and/or multiple unrelated clusters in several areas of the country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of",
similar status.,
"Country, territory, or area-specific notes, updates and errata",
•,"Update 30 July 2020, UK: Counts adjusted retrospectively by national authorities: case and"
,death counts adjusted from 1 February to 29 July.
•,"Update 30 July 2020, Belgium: Counts adjusted retrospectively by national authorities: case"
,and death counts adjusted from 7 February to 28 July.
