Coronavirus disease,,
(COVID-19),,
Situation Report – 146,,
"Data as received by WHO from national authorities by 10:00 CEST, 14 June 2020",,
Highlights,,
The investigation of a cluster of COVID-19 in Beijing associated with a wholesale market,,
"continues. As of 14 June, 16:00 (CEST+6), Chinese authorities reported a total of 77 cases",,
"since 11 June, including 2 linked cases in Liaoning Province. See below for more information",,
and press statement issued on 13 June.,,
World Elder Abuse Awareness Day takes place every year on 15 June as designated by the,,
United Nations General Assembly. It is believed that abuse towards older people has risen,,
significantly during the COVID-19 pandemic. This makes a compelling case for World Elder,,
Abuse Awareness Day’s call for decision-makers to develop universally applicable normative,,
standards for the protection of older people.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,7 690 708 cases (137 526),427 630 deaths (4 281)
Africa,167 566 cases (6 312),3 998 deaths (131)
Americas,3 711 768 cases (73 243),199 252 deaths (2 812)
Eastern Mediterranean,758 551 cases (20 910),16 640 deaths (380)
Europe,2 398 779 cases (19 821),188 001 deaths (533)
South-East Asia,455 439 cases (16 091),12 526 deaths (400)
Western Pacific,197 864 cases (1 149),7 200 deaths (25)

Surveillance,,
"Update on a cluster of COVID-19 in Beijing, People’s Republic of China",,
After 56 days of no reported confirmed COVID-19 cases or asymptomatic,,"infections in Beijing,"
"People’s Republic of China, a local case of COVID-19 with no known travel history or contact with a",,
case was reported on 11 June.,,
WHO published a press release summarizing the event as of 13 June.,,
"From 11-14 June (as of 18:00 CEST+6 14 June), 77 symptomatic laboratory-confirmed cases have",,
"been identified related to this cluster in Beijing, including two cases who travelled to Liaoning Province.",,
"An additional 46 laboratory confirmed cases, reported without symptoms, have been identified",,
through active screening in the area. The initial symptomatic cases were identified from presentation,,
at six fever clinics and most of the initial cases were linked to the Xinfadi Market in Beijing.,,
"Preliminary investigations continue and as of 14 June, WHO is aware of 40 environmental samples",,
"from the Xinfadi market, which have tested positive for SARS-CoV-2 using molecular tests (RT-PCR).",,
Genetic sequencing from humans and environmental samples is ongoing and WHO encourages the,,
release of these sequences as soon as possible. WHO understands that genetic sequences will be,,
released as soon as possible once further laboratory analyses are completed.,,
Chinese officials have informed WHO of ongoing investigations into the source of the cluster as well,,
as the extent of the current infection among contacts and others who have visited markets in recent,,
weeks.,,
WHO recommends that thorough investigations continue to better understand the source of the,,
cluster (exploring multiple hypotheses) and the extent of infection.,,
"All identified cases are currently isolated and receiving care, depending on clinical presentation, and",,
"contacts of all cases, including those without symptoms, are being followed up and tested.",,
The public health response by Chinese officials includes:,,
•,Tracing and monitoring of close contacts of all laboratory confirmed cases (regardless of the,
,development of symptoms).,
•,Six wholesale food markets in Beijing have fully or partially closed operations.,
•,"Those working in Xinfadi Market, those living in the surrounding residential compounds, and",
,those who have visited the Xinfadi Market in the preceding weeks are being traced and will,
,undergo testing.,
•,"Under the Emergency Response framework, some of the local measures that were relaxed",
,had been re-implemented in Beijing.,
•,Enhanced screening measures implemented at points of entry.,
WHO is closely monitoring the situation and is in close contact with national authorities in China.,,

Surveillance
"Figure 1. Number of confirmed COVID-19 cases reported in the last seven days by country, territory or area, 08 June to 14 June**"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December through 14 June**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths, by WHO region. Data as of 10 AM",,,,,,
"CEST, 14 June 2020**",,,,,,
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
El Salvador,3 603,122,72,4,Community transmission,0
Venezuela (Bolivarian Republic of),2 879,65,23,0,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Cuba,2 238,5,84,0,Clusters of cases,0
Nicaragua,1 655,0,55,0,Community transmission,3
Costa Rica,1 612,74,12,0,Clusters of cases,0
Paraguay,1 261,7,11,0,Community transmission,0
Uruguay,847,0,23,0,Clusters of cases,2
Jamaica,614,3,10,0,Clusters of cases,0
Suriname,187,19,3,1,Clusters of cases,0
Guyana,159,1,12,0,Clusters of cases,0
Trinidad and Tobago,117,0,8,0,Sporadic cases,13
Bahamas,103,0,11,0,Clusters of cases,7
Barbados,96,0,7,0,Clusters of cases,3
Saint Vincent and the Grenadines,27,0,0,0,Sporadic cases,5
Antigua and Barbuda,26,1,3,0,Clusters of cases,0
Grenada,23,0,0,0,Clusters of cases,18
Belize,20,0,2,0,Sporadic cases,3
Saint Lucia,19,0,0,0,Sporadic cases,8
Dominica,18,0,0,0,Clusters of cases,1
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,54
Territoriesii,,,,,,
Puerto Rico,5 690,154,146,0,Community transmission,0
French Guiana,1 161,118,2,0,Clusters of cases,0
Martinique,202,0,14,0,Clusters of cases,7
Cayman Islands,187,1,1,0,Clusters of cases,0
Guadeloupe,171,0,14,0,Clusters of cases,1

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bermuda,142,1,9,0,Clusters of cases,0
Aruba,101,0,3,0,No cases,39
Sint Maarten,77,0,15,0,Sporadic cases,8
United States Virgin Islands,72,0,6,0,Clusters of cases,3
Saint Martin,41,0,3,0,Sporadic cases,14
Curaçao,22,0,1,0,Sporadic cases,3
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,49
Turks and Caicos Islands,12,0,1,0,Sporadic cases,47
Montserrat,11,0,1,0,Sporadic cases,61
British Virgin Islands,8,0,1,0,Sporadic cases,29
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,19
Saint Barthélemy,6,0,0,0,Sporadic cases,75
Anguilla,3,0,0,0,Sporadic cases,71
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,67
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),184 955,2 410,8 730,71,Community transmission,0
Pakistan,139 230,6 825,2 632,81,Clusters of cases,0
Saudi Arabia,123 308,3 366,932,39,Clusters of cases,0
Qatar,78 416,1 828,70,0,Community transmission,0
Egypt,42 980,1 677,1 484,62,Clusters of cases,0
United Arab Emirates,41 990,491,288,1,Pending,0
Kuwait,35 466,514,289,4,Clusters of cases,0
Afghanistan,24 766,664,471,20,Clusters of cases,0
Oman,22 077,1 006,99,3,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Iraq,18 950,1 180,549,53,Clusters of cases,0
Bahrain,18 227,514,39,3,Clusters of cases,0
Morocco,8 692,82,212,0,Clusters of cases,0
Sudan,7 007,128,447,14,Community transmission,0
Djibouti,4 449,8,41,3,Clusters of cases,0
Somalia,2 579,66,87,2,Sporadic cases,0
Lebanon,1 442,20,32,1,Clusters of cases,0
Tunisia,1 094,1,49,0,Community transmission,0
Jordan,953,38,9,0,Clusters of cases,0
Yemen,709,73,161,21,Pending,0
Libya,418,9,8,2,Clusters of cases,0
Syrian Arab Republic,170,6,6,0,Community transmission,0
Territoriesii,,,,,,
occupied Palestinian territory,673,4,5,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,528 964,8 835,6 948,119,Clusters of cases,0
The United Kingdom,294 379,1 425,41 662,181,Community transmission,0
Spain,243 605,396,27 136,0,Community transmission,0
Italy,236 651,346,34 301,78,Community transmission,0
Germany,186 269,247,8 787,6,Community transmission,0
Turkey,176 677,1 459,4792,14,Community transmission,0
France,152 460,393,29 335,23,Community transmission,0
Belgium,59 918,99,9 650,4,Community transmission,0
Belarus,53 241,721,303,5,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Sweden,50 931,1 247,4 874,20,Community transmission,0
Netherlands,48 640,179,6 057,4,Community transmission,0
Portugal,36 463,283,1 512,7,Community transmission,0
Ukraine,31 154,648,889,9,Community transmission,0
Switzerland,31 011,31,1 676,0,Community transmission,0
Poland,29 017,440,1 237,15,Community transmission,0
Ireland,25 295,45,1 705,0,Community transmission,0
Romania,21 679,275,1 391,11,Community transmission,0
Israel,18 876,175,300,0,Pending,0
Austria,17 014,20,677,2,Community transmission,0
Armenia,16 667,663,269,5,Community transmission,0
Kazakhstan,14 496,258,73,3,Clusters of cases,0
Serbia,12 251,76,253,1,Pending,0
Denmark,12 139,40,597,3,Community transmission,0
Republic of Moldova,11 459,366,399,4,Community transmission,0
Czechia,9 991,53,329,0,Clusters of cases,0
Azerbaijan,9 570,352,115,2,Clusters of cases,0
Norway,8 606,0,242,0,Clusters of cases,1
Finland,7 087,14,325,0,Pending,0
Uzbekistan,4 994,93,19,0,Clusters of cases,0
Tajikistan,4 971,69,50,1,Pending,0
Hungary,4 064,11,559,4,Community transmission,0
Luxembourg,4 063,8,110,0,Clusters of cases,0
North Macedonia,3 902,196,179,8,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bulgaria,3 266,75,172,0,Clusters of cases,0
Greece,3 112,4,183,0,Clusters of cases,0
Bosnia and Herzegovina,2 892,0,162,0,Community transmission,1
Kyrgyzstan,2 285,78,27,0,Clusters of cases,0
Croatia,2 251,2,107,0,Sporadic cases,0
Estonia,1 973,3,69,0,Sporadic cases,0
Iceland,1 808,1,10,0,Community transmission,0
Lithuania,1 763,7,75,1,Community transmission,0
Slovakia,1 545,3,28,0,Clusters of cases,0
Albania,1 521,57,36,0,Clusters of cases,0
Slovenia,1 492,2,109,0,Clusters of cases,0
Latvia,1 097,1,28,1,Clusters of cases,0
Cyprus,980,0,18,0,Clusters of cases,1
Georgia,864,13,14,1,Community transmission,0
Andorra,853,0,51,0,Community transmission,1
San Marino,695,0,42,0,Community transmission,9
Malta,646,1,9,0,Sporadic cases,0
Montenegro,324,0,9,0,Clusters of cases,39
Monaco,99,0,1,0,Sporadic cases,7
Liechtenstein,83,0,1,0,Pending,49
Holy See,12,0,0,0,Sporadic cases,38
Territoriesii,,,,,,
Kosovo[1],1 437,111,32,1,Community transmission,0
Isle of Man,336,0,24,0,Pending,23

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Jersey,313,0,30,0,Community transmission,4
Guernsey,252,0,13,0,Community transmission,42
Faroe Islands,187,0,0,0,Pending,51
Gibraltar,176,0,0,0,Clusters of cases,5
Greenland,13,0,0,0,Pending,16
South-East Asia,,,,,,
India,320 922,11 929,9 195,311,Clusters of cases,0
Bangladesh,84 379,2 856,1 139,44,Community transmission,0
Indonesia,37 420,1 014,2 091,43,Community transmission,0
Nepal,5 335,273,18,2,Sporadic cases,0
Thailand,3 135,1,58,0,Clusters of cases,0
Maldives,2 013,10,8,0,Clusters of cases,0
Sri Lanka,1 884,4,11,0,Clusters of cases,0
Myanmar,261,0,6,0,Clusters of cases,2
Bhutan,66,4,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,51
Western Pacific,,,,,,
China,84 729,58,4 645,0,Clusters of cases,0
Singapore,40 197,347,26,1,Clusters of cases,0
Philippines,25 392,605,1 074,22,Community transmission,0
Japan,17 429,47,925,1,Clusters of cases,0
Republic of Korea,12 085,34,277,0,Clusters of cases,0
Malaysia,8 445,43,120,1,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Australia,7 302,12,102,0,Clusters of cases,0
New Zealand,1 154,0,22,0,Clusters of cases,23
Viet Nam,334,2,0,0,Clusters of cases,0
Mongolia,197,0,0,0,Sporadic cases,1
Brunei Darussalam,141,0,2,0,Clusters of cases,37
Cambodia,126,0,0,0,Sporadic cases,7
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,62
Fiji,18,0,0,0,Sporadic cases,54
Papua New Guinea,8,0,0,0,Sporadic cases,52
Territoriesii,,,,,,
Guam,177,1,5,0,Clusters of cases,0
French Polynesia,60,0,0,0,Sporadic cases,39
Northern Mariana Islands,,,,,,
(Commonwealth of the),30,0,2,0,Pending,4
New Caledonia,21,0,0,0,Sporadic cases,4
Subtotal for all regions,7 689 967,137 526,427 617,4 281,,
Other*,741,0,13,0,Not applicable,-
Grand total,7 690 708,137 526,427 630,4 281,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
–,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the international,,,
,community can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
–,Weekly COVID-19 Operations Updates,,,
Recommendations and advice for the public,,,,
–,Protect yourself,,,
–,Questions and answers,,,
–,Travel advice,,,
–,"EPI-WIN: tailored information for individuals, organizations and communities",,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus disease,,,,
(COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear alternative",,,,
cause of death that cannot be related to COVID-19 disease (e.g. trauma). There should be no period,,,,
of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here and here.,,,,

"Annex 1: Data, table and figure notes",
Caution must be taken when interpreting all data presented. Differences are to be expected,
"between information products published by WHO, national public health authorities, and other",
sources using different inclusion criteria and different data cut-off times. While steps are taken to,
"ensure accuracy and reliability, all data are subject to continuous verification and change. Case",
"detection, definitions, testing strategies, reporting practice, and lag times differ between",
"countries/territories/areas. These factors, amongst others, influence the counts presented, with",
"variable underestimation of true case and death counts, and variable delays to reflecting these data",
at global level.,
"The designations employed, and the presentation of these materials do not imply the expression of",
"any opinion whatsoever on the part of WHO concerning the legal status of any country, territory or",
"area or of its authorities, or concerning the delimitation of its frontiers or boundaries. Dotted and",
dashed lines on maps represent approximate border lines for which there may not yet be full,
"agreement. Countries, territories and areas are arranged under the administering WHO region.",
The mention of specific companies or of certain manufacturers’ products does not imply that they,
are endorsed or recommended by WHO in preference to others of a similar nature that are not,
"mentioned. Errors and omissions excepted, the names of proprietary products are distinguished by",
initial capital letters.,
[1]All references to Kosovo should be understood to be in the context of the United Nations Security,
"Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo (UNSCR 1244,",
1999) have been aggregated for visualization purposes.,
"Counts reflect laboratory-confirmed cases and deaths, based on WHO case definitions, unless",
"stated otherwise (see Country, territory, or area-specific updates and errata), and include both",
domestic and repatriated cases.,
Other*: includes cases reported from international conveyances.,
Due to the recent trend of countries conducting data reconciliation exercises which remove large,
"numbers of cases or deaths from their total counts, WHO will now display such data as negative",
numbers in the “new cases” / “new deaths” columns as appropriate. This will aid readers in,
identifying when such adjustments occur. When additional details become available that allow the,
"subtractions to be suitably apportioned to previous days, graphics will be updated accordingly. Prior",
situation reports will not be edited; see covid19.who.int for the most up-to-date data.,
Additional table notes,
iTransmission classification is based on a process of country/territory/area self-reporting.,
Classifications are reviewed on a weekly basis and may be revised as new information becomes,
available. and. Differing degrees of transmission may be present within countries/territories/areas;,
classification is based on the highest category reported within a country/territory/area. Categories:,
•,No cases: with no confirmed cases
•,"Sporadic cases: with one or more cases, imported or locally detected"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by common"
,exposures

•,Community transmission: experiencing larger outbreaks of local transmission defined through an
,"assessment of factors including, but not limited to: large numbers of cases not linkable to"
,transmission chains; large numbers of cases from sentinel lab surveillance; and/or multiple
,unrelated clusters in several areas of the country/territory/area
•,Pending: transmission classification has not been reported to WHO
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of similar",
status.,
"Country, territory, or area-specific updates and errata",
•,None
