Coronavirus disease,,
(COVID-19),,
Situation Report – 139,,
"Data as received by WHO from national authorities by 10:00 CEST, 07 June 2020",,
Highlights,,
A joint task force has been established by the WHO Regional Office for Europe and the Central,,
European Initiative to strengthen regional coordination for the COVID-19 response and mitigate the,,
"impact of the pandemic. The task force will serve as a strategic platform for updating member states,",,
"exchanging information, and sharing experiences, best practices and training.",,
"This year on World Food Safety Day on 7 June, the WHO Regional Office for Europe has reminded",,
"everyone of the Five Keys to Safer Food, which are basic principles that each individual should know",,
"to prevent foodborne diseases, some of which (such as handwashing) also offer protection from",,
"COVID-19. The WHO Regional Office for the Americas stated that traditional markets, particularly",,
"those which sell live animals, may represent a risk of transmission of diseases between animals and",,
"humans (zoonotic diseases), and that appropriate regulations and inspections for the production and",,
sale of live animals are needed to prevent the spread of emerging diseases.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,6 799 713 cases (136 409),397 388 deaths (4 586)
Africa,131 324 cases (4 763),3 148 deaths (86)
Americas,3 234 875 cases (79 505),179 394 deaths (3 227)
Eastern Mediterranean,623 684 cases (18 658),14 326 deaths (302)
Europe,2 268 311 cases (18 312),183 732 deaths (604)
South-East Asia,350 542 cases (13 965),9 672 deaths (356)
Western Pacific,190 236 cases (1 206),7 103 deaths (11)

Surveillance
"Figure 1. Number of confirmed COVID-19 cases reported in the last seven days by country, territory or area, 01 June to 07 June**"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December 2019 through 07 June 2020**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths, by WHO region. Data as of 10 AM",,,,,,
"CEST, 07 June 2020**",,,,,,
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Eswatini,322,17,3,0,Clusters of cases,0
São Tomé and Príncipe,295,0,10,0,Clusters of cases,11
Zimbabwe,279,14,4,0,Sporadic cases,0
Benin,268,7,4,1,Community transmission,0
Comoros,97,35,2,0,Community transmission,0
Angola,86,0,4,0,Clusters of cases,6
Burundi,83,20,1,0,Clusters of cases,0
Eritrea,41,0,0,0,Sporadic cases,2
Botswana,40,0,1,0,Clusters of cases,4
Namibia,29,4,0,0,Sporadic cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Gambia 26 0 1 0 Sporadic cases 4,,,,,,
Seychelles 11 0 0 0 Clusters of cases 61,,,,,,
Lesotho,4,0,0,0,Sporadic cases,3
Territoriesii,,,,,,
Mayotte,2 079,0,25,0,Clusters of cases,1
Réunion,480,0,1,0,Clusters of cases,1
Americas,,,,,,
United States of America,1 886 794,28 922,109 038,1 127,Community transmission,0
Brazil,645 771,30 830,35 026,1 005,Community transmission,0
Peru,187 400,4 202,5 162,131,Community transmission,0
Chile,127 745,5 246,1 541,93,Community transmission,0
Mexico,110 026,4 346,13 170,625,Community transmission,0
Canada,94 335,265,7 703,51,Community transmission,0
Ecuador,42 728,622,3 608,16,Community transmission,0
Colombia,36 635,1 515,1 145,58,Community transmission,0
Argentina,21 037,840,642,27,Community transmission,0
Dominican Republic,19 195,487,536,11,Community transmission,0
Panama,15 463,419,370,7,Community transmission,0
Bolivia (Plurinational State of),12 728,483,427,12,Community transmission,0
Guatemala,6 485,331,216,58,Community transmission,0
Honduras,5 971,91,248,5,Community transmission,0
El Salvador,2 934,85,53,0,Community transmission,0
Haiti,2 924,284,50,0,Community transmission,0
Cuba,2 173,40,83,0,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Venezuela (Bolivarian Republic of),2 145,58,20,0,Community transmission,0
Nicaragua,1 309,0,46,0,Community transmission,3
Costa Rica,1 263,69,10,0,Clusters of cases,0
Paraguay,1 090,3,11,0,Community transmission,0
Uruguay,834,2,23,0,Clusters of cases,0
Jamaica,595,4,10,0,Clusters of cases,0
Guyana,153,0,12,0,Clusters of cases,5
Trinidad and Tobago,117,0,8,0,Sporadic cases,6
Bahamas,103,1,11,0,Clusters of cases,0
Barbados,92,0,7,0,Clusters of cases,13
Suriname,90,8,1,0,Sporadic cases,0
Saint Vincent and the Grenadines,26,0,0,0,Sporadic cases,6
Antigua and Barbuda,25,0,3,0,Clusters of cases,34
Grenada,23,0,0,0,Clusters of cases,11
Belize,19,1,2,0,Sporadic cases,0
Saint Lucia,19,0,0,0,Sporadic cases,1
Dominica,16,0,0,0,Clusters of cases,57
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,47
Territoriesii,,,,,,
Puerto Rico,4 915,295,142,1,Community transmission,0
French Guiana,639,50,1,0,Clusters of cases,0
Martinique,202,2,14,0,Clusters of cases,0
Cayman Islands,164,4,1,0,Clusters of cases,0
Guadeloupe,164,0,14,0,Clusters of cases,1

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bermuda,141,0,9,0,Clusters of cases,4
Aruba,101,0,3,0,No cases,32
Sint Maarten,77,0,15,0,Sporadic cases,1
United States Virgin Islands,71,0,6,0,Clusters of cases,2
Saint Martin,41,0,3,0,Sporadic cases,7
Curaçao,21,0,1,0,Sporadic cases,2
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,42
Turks and Caicos Islands,12,0,1,0,Sporadic cases,40
Montserrat,11,0,1,0,Sporadic cases,54
British Virgin Islands,8,0,1,0,Sporadic cases,22
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,12
Saint Barthélemy,6,0,0,0,Sporadic cases,68
Anguilla,3,0,0,0,Sporadic cases,64
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,60
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),169 425,2 269,8 209,75,Community transmission,0
Pakistan,98 943,4 960,2 002,67,Clusters of cases,0
Saudi Arabia,98 869,3 121,676,34,Clusters of cases,0
Qatar,67 195,1 700,51,2,Community transmission,0
United Arab Emirates,38 268,626,275,1,Pending,0
Egypt,32 612,1 497,1 198,32,Clusters of cases,0
Kuwait,31 131,487,254,10,Clusters of cases,0
Afghanistan,20 342,791,357,30,Clusters of cases,0
Oman,16 016,930,72,0,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,14 383,548,24,2,Clusters of cases,0
Iraq,11 098,1 252,318,33,Clusters of cases,0
Morocco,8 151,80,208,0,Clusters of cases,0
Sudan,6 081,216,359,12,Community transmission,0
Djibouti,4 169,46,26,0,Clusters of cases,0
Somalia,2 289,85,82,3,Sporadic cases,0
Lebanon,1 320,8,29,1,Clusters of cases,0
Tunisia,1 087,0,49,0,Community transmission,3
Jordan,795,11,9,0,Clusters of cases,0
Yemen,486,13,112,0,Pending,0
Libya,256,17,5,0,Clusters of cases,0
Syrian Arab Republic,125,1,6,0,Community transmission,0
Territoriesii,,,,,,
occupied Palestinian territory,643,0,5,0,Clusters of cases,2
Europe,,,,,,
Russian Federation,467 673,8 984,5 859,134,Clusters of cases,0
The United Kingdom,284 872,1 557,40 465,204,Community transmission,0
Spain,241 310,332,27 135,1,Community transmission,0
Italy,234 801,270,33 846,72,Community transmission,0
Germany,183 979,301,8 668,22,Community transmission,0
Turkey,169 218,878,4 669,21,Community transmission,0
France,150 022,527,29 084,31,Community transmission,0
Belgium,59 072,165,9 580,14,Community transmission,0
Netherlands,47 335,183,6 011,6,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Belarus,46 868,0,259,0,Community transmission,1
Sweden,43 887,948,4 656,17,Community transmission,0
Portugal,34 351,382,1 474,9,Community transmission,0
Switzerland,30 873,20,1 660,1,Community transmission,0
Ukraine,26 999,485,788,11,Community transmission,0
Poland,25 986,567,1 153,16,Community transmission,0
Ireland,25 183,20,1 670,0,Community transmission,0
Romania,20 290,187,1 318,10,Community transmission,0
Israel,17 706,144,292,1,Pending,0
Austria,16 822,19,672,0,Community transmission,0
Armenia,13 130,766,200,10,Community transmission,0
Kazakhstan,12 694,183,54,2,Clusters of cases,0
Denmark,11 924,49,587,1,Community transmission,0
Serbia,11 741,74,248,1,Pending,0
Czechia,9 567,38,327,0,Clusters of cases,0
Republic of Moldova,9 511,264,335,12,Community transmission,0
Norway,8 504,0,238,0,Clusters of cases,1
Azerbaijan,7 239,379,84,2,Clusters of cases,0
Finland,6 964,23,322,0,Pending,0
Tajikistan,4 453,83,48,0,Pending,0
Uzbekistan,4 181,159,17,1,Clusters of cases,0
Luxembourg,4 035,3,110,0,Clusters of cases,0
Hungary,3 970,0,542,0,Community transmission,1
Greece,2 952,15,180,1,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
North Macedonia,2 915,123,151,2,Clusters of cases,0
Bulgaria,2 711,43,160,0,Clusters of cases,0
Bosnia and Herzegovina,2 645,40,158,0,Community transmission,0
Croatia,2 247,0,104,1,Sporadic cases,2
Kyrgyzstan,2 007,33,22,0,Clusters of cases,0
Estonia,1 931,21,69,0,Pending,0
Iceland,1 806,0,10,0,Community transmission,7
Lithuania,1 705,11,71,0,Community transmission,0
Slovakia,1 528,2,28,0,Clusters of cases,0
Slovenia,1 494,5,108,0,Clusters of cases,0
Albania,1 246,14,34,0,Clusters of cases,0
Latvia,1 086,4,25,0,Clusters of cases,0
Cyprus,960,0,18,1,Clusters of cases,1
Andorra,852,0,51,0,Community transmission,2
Georgia,809,1,13,0,Community transmission,0
San Marino,695,0,42,0,Community transmission,2
Malta,622,0,9,0,Sporadic cases,3
Montenegro,324,0,9,0,Clusters of cases,32
Monaco,99,1,1,0,Sporadic cases,0
Liechtenstein,83,0,1,0,Pending,42
Holy See,12,0,0,0,Sporadic cases,31
Territoriesii,,,,,,
Kosovo[1],1 151,9,30,0,Community transmission,0
Isle of Man,336,0,24,0,Pending,16

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Jersey,309,0,30,0,Community transmission,2
Guernsey,252,0,13,0,Community transmission,35
Faroe Islands,187,0,0,0,Pending,44
Gibraltar,174,0,0,0,Clusters of cases,1
Greenland,13,0,0,0,Pending,9
South-East Asia,,,,,,
India,246 628,9 971,6 929,287,Clusters of cases,0
Bangladesh,63 026,2 635,846,35,Community transmission,0
Indonesia,30 514,993,1 801,31,Community transmission,0
Nepal,3 235,323,13,2,Sporadic cases,0
Thailand,3 112,8,58,0,Clusters of cases,0
Maldives,1 901,18,8,1,Clusters of cases,0
Sri Lanka,1 814,13,11,0,Clusters of cases,0
Myanmar,240,4,6,0,Clusters of cases,0
Bhutan,48,0,0,0,Sporadic cases,1
Timor-Leste,24,0,0,0,Clusters of cases,44
Western Pacific,,,,,,
China,84 629,9,4 645,0,Clusters of cases,0
Singapore,37 527,344,25,1,Clusters of cases,0
Philippines,21 340,714,994,7,Community transmission,0
Japan,17 141,38,916,2,Clusters of cases,0
Republic of Korea,11 776,57,273,0,Clusters of cases,0
Malaysia,8 303,37,117,1,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Australia,7 255,4,102,0,Clusters of cases,0
New Zealand,1 154,0,22,0,Clusters of cases,16
Viet Nam,329,0,0,0,Clusters of cases,1
Mongolia,193,2,0,0,Sporadic cases,0
Brunei Darussalam,141,0,2,0,Clusters of cases,30
Cambodia,126,1,0,0,Sporadic cases,0
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,55
Fiji,18,0,0,0,Sporadic cases,47
Papua New Guinea,8,0,0,0,Sporadic cases,45
Territoriesii,,,,,,
Guam,171,0,5,0,Clusters of cases,2
French Polynesia,60,0,0,0,Sporadic cases,32
Northern Mariana Islands,,,,,,
(Commonwealth of the),26,0,2,0,Pending,2
New Caledonia,20,0,0,0,Sporadic cases,2
Subtotal for all regions,6 798 972,136 409,397 375,4 586,,
Other*,741,0,13,0,Not applicable,-
Grand total,6 799 713,136 409,397 388,4 586,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
–,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
–,Weekly COVID-19 Operations Updates,,,
Recommendations and advice for the public,,,,
–,Protect yourself,,,
–,Questions and answers,,,
–,Travel advice,,,
–,"EPI-WIN: tailored information for individuals, organizations and communities",,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus,,,,
disease (COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear alternative",,,,
cause of death that cannot be related to COVID-19 disease (e.g. trauma). There should be no,,,,
period of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be expected
"between information products published by WHO, national public health authorities, and other"
sources using different inclusion criteria and different data cut-off times. While steps are taken
"to ensure accuracy and reliability, all data are subject to continuous verification and change."
"Case detection, definitions, testing strategies, reporting practice, and lag times differ between"
"countries/territories/areas. These factors, amongst others, influence the counts presented,"
"with variable underestimation of true case and death counts, and variable delays to reflecting"
these data at global level.
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal status of any
"country, territory or area or of its authorities, or concerning the delimitation of its frontiers or"
boundaries. Dotted and dashed lines on maps represent approximate border lines for which
"there may not yet be full agreement. Countries, territories and areas are arranged under the"
administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not imply that
they are endorsed or recommended by WHO in preference to others of a similar nature that
"are not mentioned. Errors and omissions excepted, the names of proprietary products are"
distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United Nations
"Security Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo"
"(UNSCR 1244, 1999) have been aggregated for visualization purposes."
"Counts reflect laboratory-confirmed cases and deaths, based on WHO case"
"definitions, unless stated otherwise (see Country, territory, or area-specific updates and"
"errata), and include both domestic and repatriated cases."
Other*: includes cases reported from international conveyances.
Due to the recent trend of countries conducting data reconciliation exercises which remove
"large numbers of cases or deaths from their total counts, WHO will now display such data as"
negative numbers in the “new cases” / “new deaths” columns as appropriate. This will aid
readers in identifying when such adjustments occur. When additional details become available
"that allow the subtractions to be suitably apportioned to previous days, graphics will be"
updated accordingly. Prior situation reports will not be edited; see covid19.who.int for the
most up-to-date data.
Additional table notes
iTransmission classification is based on a process of country/territory/area self-reporting.
"Classifications are reviewed on a weekly basis, and may be revised as new information"
becomes available. and. Differing degrees of transmission may be present within
countries/territories/areas; classification is based on the highest category reported within a
country/territory/area. Categories:
• No cases: with no confirmed cases
"• Sporadic cases: with one or more cases, imported or locally detected."

•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by"
,common exposures.
•,Community transmission: experiencing larger outbreaks of local transmission defined
,"through an assessment of factors including, but not limited to: large numbers of cases not"
,linkable to transmission chains; large numbers of cases from sentinel lab surveillance;
,and/or multiple unrelated clusters in several areas of the country/territory/area.
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of",
similar status.,
"Country, territory, or area-specific updates and errata",
•,"Update 7 June 2020, Brazil: As of 6 June, WHO will report the sum of the"
,cumulative data reported by the Ministry of Health of Brazil as of 4 June and the
,"daily reported cases and deaths thereafter, available at: https://covid.saude.gov.br/"
