Coronavirus disease,,
(COVID-19),,
Situation Report – 208,,
"Data as received by WHO from national authorities by 10:00 CEST, 15 August 2020",,
Highlights,,
"The International Narcotics Control Board, World Health Organization, and the United Nations Office on Drugs",,
and Crime have released a statement calling on governments to ensure that the procurement and supply of,,
"controlled medicines in countries meet the needs of patients, both those who have COVID-19 and those who",,
require internationally controlled medicines for other medical conditions.,,
While several countries in the Americas have implemented innovative strategies to boost immunization,,
"programmes during the COVID-19 pandemic, concerns about risk of exposure, as well as challenges accessing",,
"services during lockdown, have led to a reduction in vaccination coverage. This was shown in a series of surveys",,
carried out by the WHO Regional Office for the Americas.,,
Africa is marking six months since the first cases of COVID-19 were detected on the continent. Cases have been,,
"gradually increasing, with South Africa bearing the brunt of the crisis, with over half a million cases and 11 000",,
deaths.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,21 026 758 cases (294 237),755 786 deaths (9 985)
Africa,936 062 cases (10 765),18 286 deaths (382)
Americas,11 271 215 cases (161 772),410 483 deaths (7 749)
Eastern Mediterranean,1 710 272 cases (13 382),45 361 deaths (357)
Europe,3 733 965 cases (29 260),213 674 deaths (365)
South-East Asia,2 971 104 cases (70 757),58 844 deaths (1 088)
Western Pacific,403 399 cases (8 301),9 125 deaths (44)

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 9 August to 15 August **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed* COVID-19 cases, by date of report and WHO region, 30 December through 15 August**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST, 15 August 2020**",,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
Uganda,1 385,32,12,1,Clusters of cases,0
Liberia,1 254,2,82,0,Community transmission,0
Burkina Faso,1 238,10,54,0,Community transmission,0
Botswana,1 214,0,3,0,Clusters of cases,1
Niger,1 165,4,69,0,Community transmission,0
Togo,1 092,0,26,0,Community transmission,1
Chad,951,2,76,0,Community transmission,0
Lesotho,903,19,25,0,Clusters of cases,0
Sao Tome and Principe,885,2,15,0,Clusters of cases,0
United Republic of Tanzania,509,0,21,0,Community transmission,99
Burundi,412,0,1,0,Clusters of cases,1
Comoros,403,0,7,0,Community transmission,1

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Mauritius 344 0 10 0 Sporadic cases 21,,,,,,
Eritrea 285 0 0 0 Sporadic cases 7,,,,,,
Seychelles,127,1,0,0,Sporadic cases,0
Territoriesii,,,,,,
Mayotte,3 119,0,39,0,Clusters of cases,1
Réunion,776,22,5,0,Clusters of cases,0
Americas,,,,,,
United States of America,5 203 206,52 799,165 995,1 169,Community transmission,0
Brazil,3 224 876,60 091,105 463,1 262,Community transmission,0
Peru,507 996,9 441,25 648,3 935,Community transmission,0
Mexico,505 751,7 371,55 293,627,Community transmission,0
Colombia,433 805,11 286,14 145,308,Community transmission,0
Chile,382 111,2 077,10 340,41,Community transmission,0
Argentina,276 072,7 498,5 428,182,Community transmission,0
Canada,121 234,390,9 015,9,Community transmission,0
Ecuador,99 409,1 066,6 030,20,Community transmission,0
Bolivia (Plurinational State of),96 459,1 388,3 884,57,Community transmission,0
Dominican Republic,84 488,1 354,1 409,16,Community transmission,0
Panama,78 446,1 069,1 722,19,Community transmission,0
Guatemala,61 428,1 144,2 341,45,Community transmission,0
Honduras,49 042,385,1 542,9,Community transmission,0
Venezuela (Bolivarian Republic of),30 369,1 281,259,12,Community transmission,0
Costa Rica,26 129,1 072,272,9,Community transmission,0
El Salvador,22 314,321,595,11,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Paraguay,8 389,371,97,4,Community transmission,0
Haiti,7 810,29,192,0,Community transmission,0
Nicaragua,3 413,0,128,0,Community transmission,3
Cuba,3 229,55,88,- 1,Clusters of cases,0
Suriname,2 761,108,40,1,Community transmission,0
Uruguay,1 409,16,37,0,Clusters of cases,0
Bahamas,1 089,53,15,0,Clusters of cases,0
Jamaica,1 071,6,14,0,Clusters of cases,0
Guyana,631,8,22,0,Clusters of cases,0
Trinidad and Tobago,412,43,8,0,Clusters of cases,0
Belize,356,60,2,0,Clusters of cases,0
Barbados,144,0,7,0,Clusters of cases,1
Antigua and Barbuda,93,1,3,0,Clusters of cases,0
Saint Vincent and the Grenadines,57,0,0,0,Sporadic cases,4
Saint Lucia,25,0,0,0,Sporadic cases,15
Grenada,24,0,0,0,Clusters of cases,15
Dominica,18,0,0,0,Clusters of cases,63
Saint Kitts and Nevis,17,0,0,0,No cases,35
Territoriesii,,,,,,
Puerto Rico,25 128,682,317,11,Community transmission,0
French Guiana,8 549,78,53,2,Community transmission,0
Aruba,894,96,4,1,Community transmission,0
United States Virgin Islands,704,22,9,0,Community transmission,0
Guadeloupe,446,79,14,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Martinique,336,0,16,0,Clusters of cases,6
Sint Maarten,263,15,17,0,Community transmission,0
Turks and Caicos Islands,258,17,2,0,Clusters of cases,0
Cayman Islands,203,0,1,0,No cases,31
Bermuda,159,0,9,0,Sporadic cases,3
Saint Martin,92,0,4,0,Sporadic cases,1
"Bonaire, Sint Eustatius and Saba",13,0,0,0,Sporadic cases,11
Falkland Islands (Malvinas),13,0,0,0,No cases,111
Montserrat,13,0,1,0,No cases,19
Saint Barthélemy,13,0,0,0,Sporadic cases,5
British Virgin Islands,9,0,1,0,Sporadic cases,10
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,29
Anguilla,3,0,0,0,No cases,133
Curaçao,32,0,1,0,Sporadic cases,4
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),338 825,2 501,19 331,169,Community transmission,0
Saudi Arabia,295 902,1 383,3 338,35,Clusters of cases,0
Pakistan,288 047,747,6 162,9,Clusters of cases,0
Iraq,168 290,4 013,5 709,68,Community transmission,0
Qatar,114 532,251,190,0,Community transmission,0
Egypt,96 220,112,5 124,17,Clusters of cases,0
Oman,82 743,212,557,6,Community transmission,0
Kuwait,75 185,699,494,5,Clusters of cases,0
United Arab Emirates,63 819,330,359,1,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,46 052,326,168,1,Clusters of cases,0
Morocco,39 241,1 306,611,27,Clusters of cases,0
Afghanistan,37 551,120,1 370,7,Clusters of cases,0
Sudan,12 211,49,796,3,Community transmission,0
Lebanon,8 045,334,94,2,Community transmission,0
Libya,7 327,277,139,4,Clusters of cases,0
Djibouti,5 367,9,59,0,Clusters of cases,0
Somalia,3 250,23,93,0,Sporadic cases,0
Tunisia,1 903,56,53,0,Sporadic cases,0
Yemen,1 862,11,529,0,Community transmission,0
Syrian Arab Republic,1 515,83,58,3,Community transmission,0
Jordan,1 329,9,11,0,Clusters of cases,0
Territoriesii,,,,,,
Clusters of cases,,,,,,
occupied Palestinian territory,21 056,531,116,0,0,
Europe,,,,,,
Russian Federation,917 884,5 061,15 617,119,Clusters of cases,0
Spain,342 813,5 479,28 617,12,Clusters of cases,0
The United Kingdom,316 371,1 440,41 357,10,Community transmission,0
Italy,252 809,574,35 234,3,Clusters of cases,0
Turkey,246 861,1 226,5 934,22,Community transmission,0
Germany,222 828,1 415,9 231,6,Clusters of cases,0
France,198 876,2 667,30 275,16,Clusters of cases,0
Kazakhstan,119 781,1 267,1 433,0,Clusters of cases,0
Ukraine,89 719,1 847,2 044,33,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Israel,88 488,0,640,0,Community transmission,1
Sweden,84 294,442,5 783,7,Community transmission,0
Belgium,77 020,0,9 924,2,Community transmission,1
Belarus,69 308,105,603,4,Community transmission,0
Romania,68 046,1 415,2 904,44,Community transmission,0
Netherlands,61 785,636,6 158,2,Community transmission,0
Poland,55 319,832,1 858,14,Community transmission,0
Portugal,53 783,235,1 772,2,Clusters of cases,0
Kyrgyzstan,41 645,272,1 493,2,Clusters of cases,0
Armenia,41 495,196,817,3,Community transmission,0
Switzerland,37 580,268,1 715,1,Community transmission,0
Uzbekistan,34 251,690,223,5,Clusters of cases,0
Azerbaijan,34 018,103,504,4,Clusters of cases,0
Republic of Moldova,29 483,396,884,6,Community transmission,0
Serbia,29 233,235,665,4,Community transmission,0
Ireland,26 955,26,1 774,0,Clusters of cases,0
Austria,22 951,221,725,0,Community transmission,0
Czechia,19 693,292,394,3,Clusters of cases,0
Bosnia and Herzegovina,15 534,347,464,11,Community transmission,0
Denmark,15 379,165,621,0,Community transmission,0
Bulgaria,14 243,174,492,8,Clusters of cases,0
North Macedonia,12 386,0,532,0,Clusters of cases,1
Norway,9 850,67,261,4,Clusters of cases,0
Tajikistan,7 989,39,63,0,Pending,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Finland,7 700,17,333,0,Clusters of cases,0
Luxembourg,7 405,37,122,0,Community transmission,0
Albania,7 117,146,219,6,Clusters of cases,0
Greece,6 632,251,223,2,Clusters of cases,0
Croatia,6 258,208,163,2,Clusters of cases,0
Hungary,4 853,40,607,0,Community transmission,0
Montenegro,3 960,80,73,0,Clusters of cases,0
Slovakia,2 801,62,31,0,Clusters of cases,0
Slovenia,2 369,37,124,0,Clusters of cases,0
Lithuania,2 352,22,81,0,Community transmission,0
Estonia,2 177,3,63,0,Clusters of cases,0
Iceland,1 983,7,10,0,Community transmission,0
Georgia,1 321,15,17,0,Clusters of cases,0
Cyprus,1 318,13,20,0,Clusters of cases,0
Latvia,1 308,1,32,0,Clusters of cases,0
Malta,1 175,31,9,0,Sporadic cases,0
Andorra,989,8,53,0,Community transmission,0
San Marino,719,0,42,0,Community transmission,3
Monaco,143,2,1,0,Sporadic cases,0
Liechtenstein,91,0,1,0,Sporadic cases,1
Holy See,12,0,0,0,Sporadic cases,100
Territoriesii,,,,,,
Kosovo[1],,,,,,
,11 087,142,371,8,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Faroe Islands,362,0,0,0,Sporadic cases,1
Jersey,356,4,31,0,Community transmission,0
Isle of Man,336,0,24,0,No cases,85
Guernsey,252,0,13,0,Community transmission,104
Gibraltar,205,2,0,0,Clusters of cases,0
Greenland,14,0,0,0,No cases,17
South-East Asia,,,,,,
India,2 526 192,65 002,49 036,996,Clusters of cases,0
Bangladesh,271 881,2 766,3 591,34,Community transmission,0
Indonesia,135 123,2 307,6 021,53,Community transmission,0
Nepal,25 551,594,99,4,Clusters of cases,0
Maldives,5 572,78,22,1,Clusters of cases,0
Thailand,3 376,0,58,0,Clusters of cases,1
Sri Lanka,2 882,0,11,0,Clusters of cases,1
Myanmar,369,8,6,0,Sporadic cases,0
Bhutan,133,2,0,0,Sporadic cases,0
Timor-Leste,25,0,0,0,No cases,11
Western Pacific,,,,,,
Philippines,153 660,6 134,2 442,16,Community transmission,0
China,89 695,70,4 708,1,Clusters of cases,0
Singapore,55 580,83,27,0,Clusters of cases,0
Japan,53 577,1 360,1 085,12,Clusters of cases,0
Australia,22 743,385,375,14,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Republic of Korea,15 039,166,305,0,Clusters of cases,0
Malaysia,9 149,20,125,0,Clusters of cases,0
New Zealand,1 258,7,22,0,Clusters of cases,0
Viet Nam,930,19,22,1,Clusters of cases,0
Mongolia,297,0,0,0,Sporadic cases,1
Papua New Guinea,275,4,3,0,Community transmission,0
Cambodia,273,0,0,0,Sporadic cases,1
Brunei Darussalam,142,0,3,0,Sporadic cases,7
Fiji,28,0,1,0,Sporadic cases,1
Lao People's Democratic Republic,20,0,0,0,Sporadic cases,21
Territoriesii,,,,,,
Guam,494,25,5,0,Clusters of cases,0
French Polynesia,166,27,0,0,Sporadic cases,0
Northern Mariana Islands,,,,,,
(Commonwealth of the),50,1,2,0,Pending,0
New Caledonia,23,0,0,0,Sporadic cases,7
Subtotal for all regions,21 026 017,294 237,755 773,9 985,,
Other †,741,0,13,0,Not applicable,-
Grand total,21 026 758,294 237,755 786,9 985,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,,,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the international community,,,
,can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
,Weekly COVID-19 Operational Updates,,,
–,,,,
Recommendations and advice for the public,,,,
,Protect yourself,,,
–,,,,
–,Questions and answers,,,
–,Travel advice,,,
,"EPI-WIN: tailored information for individuals, organizations and communities",,,
–,,,,
Case definitions,,,,
WHO periodically updates the Public health surveillance for COVID-19: interim guidance document which,,,,
includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically compatible illness,,,,
"in a probable or confirmed COVID-19 case, unless there is a clear alternative cause of death that cannot be",,,,
related to COVID-19 disease (e.g. trauma). There should be no period of complete recovery between the,,,,
illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is available here,,,,
and here.,,,,

"Annex 1: Data, table and figure notes",
Caution must be taken when interpreting all data presented. Differences are to be expected between,
"information products published by WHO, national public health authorities, and other sources using different",
"inclusion criteria and different data cut-off times. While steps are taken to ensure accuracy and reliability, all",
"data are subject to continuous verification and change. Case detection, definitions, testing strategies,",
"reporting practice, and lag times differ between countries/territories/areas. These factors, amongst others,",
"influence the counts presented, with variable underestimation of true case and death counts, and variable",
delays to reflecting these data at global level.,
"The designations employed, and the presentation of these materials do not imply the expression of any",
"opinion whatsoever on the part of WHO concerning the legal status of any country, territory or area or",
"of its authorities, or concerning the delimitation of its frontiers or boundaries. Dotted and dashed lines",
"on maps represent approximate border lines for which there may not yet be full agreement. Countries,",
territories and areas are arranged under the administering WHO region.,
The mention of specific companies or of certain manufacturers’ products does not imply that they are,
endorsed or recommended by WHO in preference to others of a similar nature that are not mentioned.,
"Errors and omissions excepted, the names of proprietary products are distinguished by initial capital",
letters.,
[1] All references to Kosovo should be understood to be in the context of the United Nations Security Council,
"resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo (UNSCR 1244, 1999) have been",
aggregated for visualization purposes.,
* A small number of countries/territories/areas report combined probable and laboratory-confirmed cases;,
efforts are underway to identify these for notation in the data table.† Other: includes cases reported from,
international conveyances.,
Due to the recent trend of countries conducting data reconciliation exercises which remove large numbers of,
"cases or deaths from their total counts, WHO will now display such data as negative numbers in the “new",
cases” / “new deaths” columns as appropriate. This will aid readers in identifying when such adjustments,
occur. When additional details become available that allow the subtractions to be suitably apportioned to,
"previous days, graphics will be updated accordingly. Prior situation reports will not be edited; see",
covid19.who.int for the most up-to-date data.,
Additional table notes,
iTransmission classification is based on a process of country/territory/area self-reporting. Classifications,
are reviewed on a weekly basis and may be revised as new information becomes available. Differing,
degrees of transmission may be present within countries/territories/areas; classification is based on the,
highest category reported within a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by common"
,exposures;

•,Community transmission: experiencing larger outbreaks of local transmission defined through an
,"assessment of factors including, but not limited to: large numbers of cases not linkable to transmission"
,chains; large numbers of cases from sentinel lab surveillance; and/or multiple unrelated clusters in
,several areas of the country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of similar status.",
"Country, territory, or area-specific notes, updates and errata",
•,"Update 15 August 2020, United Kingdom: Counts adjusted retrospectively by national"
,authorities: case and death counts adjusted for 14 August (1129 cases added and 5359 deaths
,deducted).
•,"Update 15 August 2020, Belgium: Counts adjusted retrospectively by national authorities: case"
,and death counts adjusted from 10 April to 14 August.
•,"Update 15 August 2020, Czechia: Counts adjusted retrospectively by national authorities: case and"
,death counts adjusted from 1 March to 14 August.
•,"Update 15 August 2020, Cyprus: Counts adjusted retrospectively by national authorities: case"
,and death counts adjusted from 9 March to 14 August.
•,"Update 15 August 2020, Peru: Counts adjusted retrospectively by national authorities (3935"
,deaths included).
•,"Update 15 August 2020, Cuba: Counts adjusted retrospectively by national authorities: death"
,counts adjusted for 14 August.
