Coronavirus disease,,
(COVID-19),,
Situation Report – 195,,
"Data as received by WHO from national authorities by 10:00 CEST, 2 August 2020",,
Highlights,,
WHO has published a COVID-19 Preparedness and Response Progress Report. The report,,
highlights the progress made from 1 February to 30 June 2020 under the three objectives,,
outlined in the Strategic Response and Reparedness Plan: scaling up international coordination,,
"and support, scaling up country preparedness and response by pillar and accelerating research",,
"and innovation. The report also discusses some of the key challenges faced, and provides an",,
update on the resource requirements for the next phase of WHO’s response.,,
"A new report by the Economic Commission for Latin America and the Caribbean, and the WHO",,
Regional Office for the Americas has highlighted that economies in the Region will only be,,
revived if the COVID-19 curve is flattened. The report highlights that convergence and,,
"coordination between health, economic, social and productive policies are required in order",,
to control the COVID-19 pandemic.,,
A team of Russian laboratory experts is providing support to Tajikistan’s COVID-19 response.,,
"The team from Rospotrebnadzor, Russian Federation, an active member of the Global Outbreak",,
"Alert and Response Network, will assess Tajikistan’s existing laboratory system, including the",,
"flow of information, and suggest steps to strengthen the COVID-19 laboratory data",,
management system.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,17 660 523 cases (262 929),680 894 deaths (5 851)
Africa,802 792 cases (14 344),13 779 deaths (234)
Americas,9 476 763 cases (156 433),359 180 deaths (3 963)
Eastern Mediterranean,1 554 065 cases (9 071),40 386 deaths (367)
Europe,3 375 535 cases (17 419),213 284 deaths (323)
South-East Asia,2 131 165 cases (58 971),45 837 deaths (937)
Western Pacific,319 462 cases (6 691),8 415 deaths (27)

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 27 July to 2 August **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December through 2 August**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST,",,,,,,
2 August 2020**,,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
Botswana,804,0,2,0,Clusters of cases,3
Lesotho,702,98,14,1,Clusters of cases,0
United Republic of Tanzania,509,0,21,0,Community transmission,86
Gambia,498,0,9,0,Sporadic cases,1
Burundi,387,0,1,0,Clusters of cases,2
Comoros,382,0,7,0,Community transmission,2

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Mauritius 344 0 10 0 Sporadic cases 8,,,,,,
Eritrea 279 0 0 0 Sporadic cases 2,,,,,,
Seychelles,114,0,0,0,Sporadic cases,5
Territoriesii,,,,,,
Mayotte,2 962,0,39,0,Clusters of cases,2
Réunion,664,4,4,0,Clusters of cases,0
Americas,,,,,,
United States of America,4 523 888,67 499,152 630,1 365,Community transmission,0
Brazil,2 662 485,52 383,92 475,1 212,Community transmission,0
Mexico,424 637,8 458,46 688,688,Community transmission,0
Peru,407 492,0,19 021,0,Community transmission,1
Chile,357 658,1 991,9 533,76,Community transmission,0
Colombia,295 508,9 488,10 105,295,Community transmission,0
Argentina,191 302,5 929,3 543,77,Community transmission,0
Canada,116 312,513,8 935,6,Community transmission,0
Ecuador,86 232,877,5 736,34,Community transmission,0
Bolivia (Plurinational State of),76 789,1 555,2 977,83,Community transmission,0
Dominican Republic,71 415,1 766,1 170,10,Community transmission,0
Panama,65 256,1 065,1 421,24,Community transmission,0
Guatemala,50 979,1 190,1 957,33,Community transmission,0
Honduras,42 014,588,1 337,25,Community transmission,0
Venezuela (Bolivarian Republic of),18 574,715,164,6,Community transmission,0
Costa Rica,17 820,530,150,10,Community transmission,0
El Salvador,17 050,418,459,11,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Haiti,7 424,12,161,0,Community transmission,0
Paraguay,5 338,131,49,2,Community transmission,0
Nicaragua,3 080,0,116,0,Community transmission,4
Cuba,2 633,25,87,0,Clusters of cases,0
Suriname,1 706,56,26,0,Clusters of cases,0
Uruguay,1 265,22,35,0,Clusters of cases,0
Jamaica,878,14,10,0,Clusters of cases,0
Bahamas,508,0,14,0,Clusters of cases,1
Guyana,413,12,20,0,Clusters of cases,0
Trinidad and Tobago,173,4,8,0,Sporadic cases,0
Barbados,110,0,7,0,Clusters of cases,5
Antigua and Barbuda,91,0,3,0,Clusters of cases,2
Saint Vincent and the Grenadines,54,0,0,0,Sporadic cases,1
Belize,48,0,2,0,Sporadic cases,7
Saint Lucia,25,0,0,0,Sporadic cases,2
Grenada,24,0,0,0,Clusters of cases,2
Dominica,18,0,0,0,Clusters of cases,50
Saint Kitts and Nevis,17,0,0,0,No cases,22
Territoriesii,,,,,,
Puerto Rico,17 872,1 091,225,6,Community transmission,0
French Guiana,7 857,58,43,0,Community transmission,0
United States Virgin Islands,421,15,8,0,Community transmission,0
Martinique,269,0,15,0,Clusters of cases,8
Guadeloupe,265,21,14,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Cayman Islands,203,0,1,0,Sporadic cases,18
Bermuda,156,0,9,0,Sporadic cases,3
Sint Maarten,128,0,15,0,Community transmission,1
Aruba,120,0,3,0,Sporadic cases,1
Turks and Caicos Islands,114,7,2,0,Clusters of cases,0
Saint Martin,53,0,3,0,Sporadic cases,3
Curaçao,29,0,1,0,Sporadic cases,8
Falkland Islands (Malvinas),13,0,0,0,No cases,98
Montserrat,13,0,1,0,No cases,6
"Bonaire, Sint Eustatius and Saba",11,0,0,0,Sporadic cases,9
British Virgin Islands,8,0,1,0,No cases,78
Saint Barthélemy,8,0,0,0,No cases,3
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,16
Anguilla,3,0,0,0,No cases,120
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),306 752,2 548,16 982,216,Community transmission,0
Pakistan,278 305,0,5 951,0,Clusters of cases,2
Saudi Arabia,277 478,1 573,2 887,21,Clusters of cases,0
Iraq,126 704,2 095,4 805,64,Community transmission,0
Qatar,110 911,216,174,0,Community transmission,0
Egypt,94 316,238,4 834,29,Clusters of cases,0
Oman,79 159,0,421,0,Community transmission,2
Kuwait,67 448,491,453,6,Clusters of cases,0
United Arab Emirates,60 760,254,351,0,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,41 190,208,148,0,Clusters of cases,0
Afghanistan,36 710,0,1 283,0,Clusters of cases,1
Morocco,25 051,729,367,14,Clusters of cases,0
Sudan,11 738,94,752,6,Community transmission,0
Djibouti,5 081,0,58,0,Clusters of cases,3
Lebanon,4 730,175,61,2,Clusters of cases,0
Libya,3 691,70,80,6,Clusters of cases,0
Somalia,3 212,0,93,0,Sporadic cases,4
Yemen,1 734,2,495,1,Community transmission,0
Tunisia,1 552,17,51,1,Sporadic cases,0
Jordan,1 208,15,11,0,Clusters of cases,0
Syrian Arab Republic,780,23,43,0,Community transmission,0
Territoriesii,,,,,,
15 555,,323,86,1,Clusters of cases,0
occupied Palestinian territory,,,,,,
Europe,,,,,,
Russian Federation,850 870,5 427,14 128,70,Clusters of cases,0
The United Kingdom,303 956,771,46 193,74,Community transmission,0
Spain,288 522,0,28 445,0,Clusters of cases,1
Italy,247 832,295,35 146,5,Clusters of cases,0
Turkey,231 869,996,5 710,19,Community transmission,0
Germany,209 893,240,9 141,0,Clusters of cases,0
France,175 920,0,30 147,0,Clusters of cases,1
Kazakhstan,91 593,1 226,793,0,Clusters of cases,0
Sweden,80 422,0,5 743,0,Community transmission,1

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Ukraine,72 168,1 112,1 725,16,Community transmission,0
Belgium,69 309,0,9 845,0,Community transmission,1
Israel,68 492,0,493,0,Community transmission,2
Belarus,67 946,138,563,4,Community transmission,0
Netherlands,54 732,431,6 148,1,Community transmission,0
Romania,52 111,1 225,2 379,36,Community transmission,0
Portugal,51 310,238,1 737,2,Clusters of cases,0
Poland,46 346,658,1 721,5,Community transmission,0
Armenia,39 050,209,754,5,Community transmission,0
Kyrgyzstan,36 719,420,1 409,12,Clusters of cases,0
Switzerland,35 412,479,1 707,4,Community transmission,0
Azerbaijan,32 157,279,454,6,Clusters of cases,0
Ireland,26 109,44,1 763,0,Clusters of cases,0
Serbia,25 882,330,582,9,Community transmission,0
Republic of Moldova,25 113,380,789,11,Community transmission,0
Uzbekistan,25 040,736,149,6,Clusters of cases,0
Austria,21 224,126,718,0,Community transmission,0
Czechia,16 699,125,383,1,Clusters of cases,0
Denmark,13 789,0,615,0,Community transmission,1
Bosnia and Herzegovina,11 875,433,335,11,Community transmission,0
Bulgaria,11 836,146,385,2,Clusters of cases,0
North Macedonia,10 900,138,493,7,Clusters of cases,0
Norway,9 208,0,255,0,Clusters of cases,1
Tajikistan,7 451,42,60,0,Pending,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Finland,7 443,11,329,0,Clusters of cases,0
Luxembourg,6 695,0,114,0,Community transmission,1
Albania,5 396,120,161,4,Clusters of cases,0
Croatia,5 224,86,145,0,Clusters of cases,0
Greece,4 587,110,206,0,Clusters of cases,0
Hungary,4 526,21,597,1,Community transmission,0
Montenegro,3 253,69,51,2,Clusters of cases,0
Slovakia,2 337,45,29,0,Clusters of cases,0
Slovenia,2 171,6,117,0,Clusters of cases,0
Lithuania,2 093,18,80,0,Community transmission,0
Estonia,2 072,8,69,0,Sporadic cases,0
Iceland,1 893,8,10,0,Community transmission,0
Latvia,1 238,7,32,0,Clusters of cases,0
Georgia,1 177,6,17,0,Sporadic cases,0
Cyprus,1 124,10,19,0,Clusters of cases,0
Andorra,930,5,52,0,Community transmission,0
Malta,845,21,9,0,Sporadic cases,0
San Marino,716,0,42,0,Community transmission,23
Monaco,99,0,1,0,Sporadic cases,56
Liechtenstein,89,0,1,0,Sporadic cases,2
Holy See,12,0,0,0,Sporadic cases,87
Territoriesii,,,,,,
Kosovo [1],8 511,224,227,10,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Isle of Man,336,0,24,0,No cases,72
Jersey,335,0,31,0,Community transmission,3
Guernsey,252,0,13,0,Community transmission,91
Faroe Islands,225,0,0,0,Sporadic cases,1
Gibraltar,187,0,0,0,Clusters of cases,1
Greenland,14,0,0,0,No cases,4
South-East Asia,,,,,,
India,1 750 723,54 735,37 364,853,Clusters of cases,0
Bangladesh,239 860,2 199,3 132,21,Community transmission,0
Indonesia,109 936,1 560,5 193,62,Community transmission,0
Nepal,20 086,315,56,0,Clusters of cases,0
Maldives,3 949,156,17,1,Clusters of cases,0
Thailand,3 317,5,58,0,Clusters of cases,0
Sri Lanka,2 815,0,11,0,Clusters of cases,1
Myanmar,353,0,6,0,Clusters of cases,3
Bhutan,102,1,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,No cases,100
Western Pacific,,,,,,
Philippines,98 232,4 878,2 039,16,Community transmission,0
China,88 302,180,4 674,6,Clusters of cases,0
Singapore,52 512,307,27,0,Clusters of cases,0
Japan,36 689,853,1 011,0,Clusters of cases,0
Australia,17 282,377,200,4,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Republic of Korea,14 366,30,301,0,Clusters of cases,0
Malaysia,8 985,9,125,0,Clusters of cases,0
New Zealand,1 215,3,22,0,Clusters of cases,0
Viet Nam,590,32,3,1,Clusters of cases,0
Mongolia,291,0,0,0,Sporadic cases,3
Cambodia,240,1,0,0,Sporadic cases,0
Brunei Darussalam,141,0,3,0,No cases,86
Papua New Guinea,91,19,2,0,Sporadic cases,0
Fiji,27,0,1,0,Sporadic cases,12
Lao People's Democratic Republic,20,0,0,0,Sporadic cases,8
Territoriesii,,,,,,
Guam,351,0,5,0,Clusters of cases,1
,62,0,0,0,Sporadic cases,35
French Polynesia,,,,,,
Northern Mariana Islands,44,2,2,0,Pending,0
(Commonwealth of the),,,,,,
New Caledonia,22,0,0,0,Sporadic cases,18
Subtotal for all regions,17 659 782,262 929,680 881,5 851,,
Other†,741,0,13,0,Not applicable,-
Grand total,17 660 523,262 929,680 894,5 851,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,,,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
,Weekly COVID-19 Operations Updates,,,
–,,,,
Recommendations and advice for the public,,,,
,Protect yourself,,,
–,,,,
–,Questions and answers,,,
–,Travel advice,,,
,"EPI-WIN: tailored information for individuals, organizations and communities",,,
–,,,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus,,,,
disease (COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear",,,,
alternative cause of death that cannot be related to COVID-19 disease (e.g. trauma). There,,,,
should be no period of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here and here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be expected
"between information products published by WHO, national public health authorities, and"
other sources using different inclusion criteria and different data cut-off times. While steps
"are taken to ensure accuracy and reliability, all data are subject to continuous verification and"
"change. Case detection, definitions, testing strategies, reporting practice, and lag times differ"
"between countries/territories/areas. These factors, amongst others, influence the counts"
"presented, with variable underestimation of true case and death counts, and variable delays"
to reflecting these data at global level.
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal status of
"any country, territory or area or of its authorities, or concerning the delimitation of its"
frontiers or boundaries. Dotted and dashed lines on maps represent approximate border
"lines for which there may not yet be full agreement. Countries, territories and areas are"
arranged under the administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not imply
that they are endorsed or recommended by WHO in preference to others of a similar
"nature that are not mentioned. Errors and omissions excepted, the names of proprietary"
products are distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United Nations
"Security Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo"
"(UNSCR 1244, 1999) have been aggregated for visualization purposes."
*A small number of countries/territories/areas report combined probable and laboratory-
confirmed cases; efforts are underway to identify these for notation in the data table.†Other:
includes cases reported from international conveyances.
Due to the recent trend of countries conducting data reconciliation exercises which remove
"large numbers of cases or deaths from their total counts, WHO will now display such data as"
negative numbers in the “new cases” / “new deaths” columns as appropriate. This will aid
readers in identifying when such adjustments occur. When additional details become
"available that allow the subtractions to be suitably apportioned to previous days, graphics will"
be updated accordingly. Prior situation reports will not be edited; see covid19.who.int for the
most up-to-date data.
Additional table notes
iTransmission classification is based on a process of country/territory/area self-reporting.
Classifications are reviewed on a weekly basis and may be revised as new information

becomes available. Differing degrees of transmission may be present within,
countries/territories/areas; classification is based on the highest category reported within,
a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by"
,common exposures;
•,Community transmission: experiencing larger outbreaks of local transmission defined
,"through an assessment of factors including, but not limited to: large numbers of cases not"
,linkable to transmission chains; large numbers of cases from sentinel lab surveillance;
,and/or multiple unrelated clusters in several areas of the country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of",
similar status.,
"Country, territory, or area-specific notes, updates and errata",
•,"Update 2 August 2020, Belgium: Counts adjusted retrospectively by national"
,authorities: case and death counts adjusted for 28 July to 1 August.
•,"Update 2 August 2020, Andorra: Counts adjusted retrospectively by national"
,"authorities: case and death counts adjusted for 3 March to 1 April, 28 to 30 April and on"
,1 August.
