Coronavirus disease,,
(COVID-19),,
Situation Report – 184,,
"Data as received by WHO from national authorities by 10:00 CEST, 22 July 2020",,
Highlights,,
Approximately one third of people in the Americas are at increased risk of developing severe,,
"COVID-19 illness due to underlying health conditions. To help confront this, the WHO Regional",,
"Office of the Americas/PAHO, in partnership with the London School of Hygiene and Tropical",,
"Medicine, have developed a new data model that provides a more accurate picture of the",,
prevalence of underlying health conditions in the Americas.,,
WHO works with the Ministry of Health and Medical Education to serve the people of Islamic,,
"Republic of Iran to deliver vital equipment and medicines, train health workers and raise",,
awareness in communities across the country. Computed Tomography (CT) scanning is a key,,
component of clinical diagnosis of COVID-19 patients. WHO has delivered 16 CT scan machines,,
to strengthen the Islamic Republic of Iran’s emergency response to COVID-19.,,
"WHO has chronicled the experience of Dr Altynai Karakhoishiyeva, an obstetrician-gynecologist",,
"working in Municipal Maternity Hospital No. 1 in Almaty, Kazakhstan. She has worked at this",,
"hospital throughout the pandemic, when it became a place of quarantine for pregnant women",,
suspected of having COVID-19.,,
WHO is helping redesign hospitals to ensure and optimise mitigation measures against,,
"COVID-19. In Italy, WHO is providing advice on how to create alternative routes in hospitals for",,
confirmed and suspected cases of COVID-19 as well as how to ensure better spacing in waiting,,
rooms and improve ventilation in order to minimise spread of the virus in health care settings.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,14 765 256 cases (202 726),612 054 deaths (4 286)
Africa,623 851 cases (12 666),10 157 deaths (259)
Americas,7 811 127 cases (109 052),313 809 deaths (2 240)
Eastern Mediterranean,1 414 462 cases (13 918),35 628 deaths (483)
Europe,3 124 701 cases (21 047),208 469 deaths (524)
South-East Asia,1 520 780 cases (42 639),35 891 deaths (770)
Western Pacific,269 594 cases (3 404),8 087 deaths (10)

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 16 July to 22 July **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed* COVID-19 cases, by date of report and WHO region, 30 December through 22 July**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST,",,,,,,
22 July 2020**,,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
Burundi,328,0,1,0,Clusters of cases,1

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Eritrea 251 0 0 0 Sporadic cases 5,,,,,,
Gambia 132 20 5 1 Sporadic cases 0,,,,,,
Seychelles,108,0,0,0,Sporadic cases,6
Territoriesii,,,,,,
Mayotte,2 824,16,38,0,Clusters of cases,0
Réunion,639,8,3,0,Clusters of cases,0
Americas,,,,,,
United States of America,3 805 524,57 276,140 437,473,Community transmission,0
Brazil,2 118 646,20 257,80 120,632,Community transmission,0
Peru,357 681,4 091,13 384,197,Community transmission,0
Mexico,349 396,5 172,39 485,301,Community transmission,0
Chile,334 683,1 654,8 677,44,Community transmission,0
Colombia,204 005,6 727,6 929,193,Community transmission,0
Argentina,130 774,4 019,2 426,145,Community transmission,0
Canada,111 124,786,8 858,6,Community transmission,0
Ecuador,76 217,1 597,5 366,48,Community transmission,0
Bolivia (Plurinational State of),60 991,1 409,2 218,67,Community transmission,0
Dominican Republic,54 797,841,999,6,Community transmission,0
Panama,54 426,958,1 127,31,Community transmission,0
Guatemala,40 229,1 190,1 531,29,Community transmission,0
Honduras,34 611,776,935,35,Community transmission,0
El Salvador,12 582,375,352,8,Community transmission,0
Venezuela (Bolivarian Republic of),12 334,443,116,4,Community transmission,0
Costa Rica,11 534,420,66,4,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Haiti,7 100,37,151,5,Community transmission,0
Paraguay,3 748,27,33,2,Community transmission,0
Nicaragua,3 004,292,108,9,Community transmission,0
Cuba,2 449,3,87,0,Clusters of cases,0
Suriname,1 079,50,21,0,Clusters of cases,0
Uruguay,1 064,10,33,0,Clusters of cases,0
Jamaica,809,19,10,0,Clusters of cases,0
Guyana,337,1,19,0,Clusters of cases,0
Bahamas,174,21,11,0,Clusters of cases,0
Trinidad and Tobago,137,0,8,0,Sporadic cases,2
Barbados,106,1,7,0,Clusters of cases,0
Antigua and Barbuda,76,0,3,0,Clusters of cases,3
Saint Vincent and the Grenadines,50,0,0,0,Sporadic cases,1
Belize,42,2,2,0,Sporadic cases,0
Grenada,23,0,0,0,Clusters of cases,56
Saint Lucia,23,0,0,0,Sporadic cases,6
Dominica,18,0,0,0,Clusters of cases,39
Saint Kitts and Nevis,17,0,0,0,No cases,11
Territoriesii,,,,,,
Puerto Rico,12 940,479,180,0,Community transmission,0
French Guiana,6 851,106,39,1,Community transmission,0
United States Virgin Islands,308,11,6,0,Clusters of cases,0
Martinique,262,0,15,0,Clusters of cases,3
Cayman Islands,203,0,1,0,Clusters of cases,7

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Guadeloupe,195,0,14,0,Clusters of cases,4
Bermuda,153,0,9,0,Sporadic cases,2
Aruba,115,2,3,0,Sporadic cases,0
Turks and Caicos Islands,81,0,2,0,Clusters of cases,1
Sint Maarten,79,0,15,0,No cases,6
Saint Martin,46,0,3,0,Sporadic cases,4
Curaçao,28,0,1,0,No cases,4
Falkland Islands (Malvinas),13,0,0,0,No cases,87
Montserrat,12,0,1,0,No cases,11
"Bonaire, Sint Eustatius and Saba",10,0,0,0,No cases,5
British Virgin Islands,8,0,1,0,No cases,67
Saint Barthélemy,6,0,0,0,No cases,113
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,5
Anguilla,3,0,0,0,No cases,109
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),278 827,2 625,14 634,229,Community transmission,0
Pakistan,267 428,1 332,5 677,38,Clusters of cases,0
Saudi Arabia,255 825,2 476,2 557,34,Clusters of cases,0
Qatar,107 430,393,160,1,Community transmission,0
Iraq,97 159,2 466,3 950,81,Community transmission,0
Egypt,89 078,676,4 399,47,Clusters of cases,0
Oman,69 887,1 487,337,11,Community transmission,0
Kuwait,60 434,671,412,4,Clusters of cases,0
United Arab Emirates,57 498,305,341,1,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,37 316,380,129,1,Clusters of cases,0
Afghanistan,35 727,112,1 190,6,Clusters of cases,0
Morocco,17 742,180,280,4,Clusters of cases,0
Sudan,11 127,135,706,13,Community transmission,0
Djibouti,5 027,7,56,0,Clusters of cases,0
Somalia,3 135,5,93,0,Sporadic cases,0
Lebanon,2 980,75,41,0,Clusters of cases,0
Libya,2 088,108,50,1,Clusters of cases,0
Yemen,1 633,10,457,9,Community transmission,0
Tunisia,1 389,8,50,0,Sporadic cases,0
Jordan,1 269,46,11,0,Clusters of cases,0
Syrian Arab Republic,540,18,31,2,Community transmission,0
Territoriesii,,,,,,
10 923,,403,67,1,Clusters of cases,0
occupied Palestinian territory,,,,,,
Europe,,,,,,
Russian Federation,789 190,5 862,12 745,165,Clusters of cases,0
The United Kingdom,295 821,445,45 422,110,Community transmission,0
Spain,266 194,1 358,28 424,2,Clusters of cases,0
Italy,244 752,128,35 073,15,Clusters of cases,0
Turkey,221 500,928,5 526,18,Community transmission,0
Germany,202 799,454,9 095,5,Clusters of cases,0
France,166 511,454,30 054,0,Clusters of cases,0
Sweden,78 166,118,5 646,7,Community transmission,0
Kazakhstan,75 153,1 685,585,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Belarus,66 348,135,507,4,Community transmission,0
Belgium,64 258,93,9 805,0,Community transmission,0
Ukraine,60 995,829,1 534,16,Community transmission,0
Israel,52 381,1 888,419,9,Pending,0
Netherlands,52 073,163,6 136,0,Community transmission,0
Portugal,48 898,127,1 697,6,Community transmission,0
Poland,40 782,399,1 636,9,Community transmission,0
Romania,39 133,994,2 074,36,Community transmission,0
Armenia,35 693,439,678,16,Community transmission,0
Switzerland,33 655,108,1 690,3,Community transmission,0
Kyrgyzstan,29 359,1 108,1 123,44,Clusters of cases,0
Azerbaijan,28 242,352,376,13,Clusters of cases,0
Ireland,25 802,36,1 753,0,Clusters of cases,0
Serbia,21 605,352,491,9,Community transmission,0
Republic of Moldova,21 442,327,708,11,Community transmission,0
Austria,19 679,0,710,0,Community transmission,1
Uzbekistan,18 171,581,96,4,Clusters of cases,0
Czechia,14 324,226,360,1,Clusters of cases,0
Denmark,13 302,40,611,0,Community transmission,0
North Macedonia,9 412,163,432,0,Clusters of cases,0
Bulgaria,9 254,325,313,5,Clusters of cases,0
Norway,9 038,10,255,0,Clusters of cases,0
Bosnia and Herzegovina,8 786,195,261,5,Community transmission,0
Finland,7 351,11,328,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Tajikistan,6 967,46,57,0,Pending,0
Luxembourg,5 725,120,111,0,Community transmission,0
Croatia,4 422,52,122,0,Clusters of cases,0
Hungary,4 366,19,596,0,Community transmission,0
Albania,4 290,119,117,4,Clusters of cases,0
Greece,4 048,36,197,2,Clusters of cases,0
Estonia,2 022,1,69,0,Clusters of cases,0
Slovakia,2 021,41,28,0,Clusters of cases,0
Slovenia,1 977,24,111,0,Clusters of cases,0
Lithuania,1 949,2,80,0,Community transmission,0
Montenegro,1 920,59,35,0,Clusters of cases,0
Iceland,1 839,0,10,0,Community transmission,2
Latvia,1 193,1,31,0,Clusters of cases,0
Georgia,1 073,24,16,0,Sporadic cases,0
Cyprus,1 040,2,19,0,Clusters of cases,0
Andorra,884,0,52,0,Community transmission,1
San Marino,716,0,42,0,Community transmission,12
Malta,677,0,9,0,Sporadic cases,1
Monaco,99,0,1,0,Sporadic cases,45
Liechtenstein,87,0,1,0,Sporadic cases,2
Holy See,12,0,0,0,Sporadic cases,76
Territoriesii,,,,,,
Kosovo [1],6 002,168,134,5,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Isle of Man,336,0,24,0,No cases,61
Jersey,331,0,31,0,Community transmission,4
Guernsey,252,0,13,0,Community transmission,80
Faroe Islands,191,0,0,0,Pending,2
Gibraltar,180,0,0,0,Clusters of cases,11
Greenland,13,0,0,0,No cases,54
South-East Asia,,,,,,
India,1 192 915,37 724,28 732,648,Clusters of cases,0
Bangladesh,210 510,3 057,2 709,41,Community transmission,0
Indonesia,89 869,1 655,4 320,81,Community transmission,0
Nepal,17 994,150,40,0,Clusters of cases,0
Thailand,3 261,6,58,0,Clusters of cases,0
Maldives,3 044,45,15,0,Clusters of cases,0
Sri Lanka,2 730,0,11,0,Clusters of cases,1
Myanmar,341,0,6,0,Clusters of cases,3
Bhutan,92,2,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,No cases,89
Western Pacific,,,,,,
China,86 226,74,4 655,2,Clusters of cases,0
Philippines,70 764,1 866,1 837,2,Community transmission,0
Singapore,48 434,398,27,0,Clusters of cases,0
Japan,26 303,567,989,1,Clusters of cases,0
Republic of Korea,13 879,63,297,1,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Australia,12 428,359,126,3,Clusters of cases,0
Malaysia,8 815,15,123,0,Clusters of cases,0
New Zealand,1 205,0,22,0,Clusters of cases,1
Viet Nam,401,17,0,0,Clusters of cases,0
Mongolia,287,0,0,0,Sporadic cases,3
Cambodia,197,26,0,0,Sporadic cases,0
Brunei Darussalam,141,0,3,0,No cases,75
Fiji,27,0,0,0,Sporadic cases,1
Papua New Guinea,27,10,1,1,Sporadic cases,0
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,100
Territoriesii,,,,,,
Guam,319,8,5,0,Clusters of cases,0
,62,0,0,0,Sporadic cases,24
French Polynesia,,,,,,
Northern Mariana Islands,38,1,2,0,Pending,0
(Commonwealth of the),,,,,,
New Caledonia,22,0,0,0,Sporadic cases,7
Subtotal for all regions,14 764 515,202 726,612 041,4 286,,
Other†,741,0,13,0,Not applicable,-
Grand total,14 765 256,202 726,612 054,4 286,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,,,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
,Weekly COVID-19 Operations Updates,,,
–,,,,
Recommendations and advice for the public,,,,
,Protect yourself,,,
–,,,,
–,Questions and answers,,,
–,Travel advice,,,
,"EPI-WIN: tailored information for individuals, organizations and communities",,,
–,,,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus,,,,
disease (COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear",,,,
alternative cause of death that cannot be related to COVID-19 disease (e.g. trauma). There,,,,
should be no period of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here and here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be expected
"between information products published by WHO, national public health authorities, and"
other sources using different inclusion criteria and different data cut-off times. While steps
"are taken to ensure accuracy and reliability, all data are subject to continuous verification and"
"change. Case detection, definitions, testing strategies, reporting practice, and lag times differ"
"between countries/territories/areas. These factors, amongst others, influence the counts"
"presented, with variable underestimation of true case and death counts, and variable delays"
to reflecting these data at global level.
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal status of
"any country, territory or area or of its authorities, or concerning the delimitation of its"
frontiers or boundaries. Dotted and dashed lines on maps represent approximate border
"lines for which there may not yet be full agreement. Countries, territories and areas are"
arranged under the administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not imply
that they are endorsed or recommended by WHO in preference to others of a similar
"nature that are not mentioned. Errors and omissions excepted, the names of proprietary"
products are distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United Nations
"Security Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo"
"(UNSCR 1244, 1999) have been aggregated for visualization purposes."
*A small number of countries/territories/areas report combined probable and laboratory-
confirmed cases; efforts are underway to identify these for notation in the data table.†Other:
includes cases reported from international conveyances.
Due to the recent trend of countries conducting data reconciliation exercises which remove
"large numbers of cases or deaths from their total counts, WHO will now display such data as"
negative numbers in the “new cases” / “new deaths” columns as appropriate. This will aid
readers in identifying when such adjustments occur. When additional details become
"available that allow the subtractions to be suitably apportioned to previous days, graphics will"
be updated accordingly. Prior situation reports will not be edited; see covid19.who.int for the
most up-to-date data.
Additional table notes
iTransmission classification is based on a process of country/territory/area self-reporting.
Classifications are reviewed on a weekly basis and may be revised as new information

becomes available. Differing degrees of transmission may be present within,
countries/territories/areas; classification is based on the highest category reported within,
a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by"
,common exposures;
•,Community transmission: experiencing larger outbreaks of local transmission defined
,"through an assessment of factors including, but not limited to: large numbers of cases not"
,linkable to transmission chains; large numbers of cases from sentinel lab surveillance;
,and/or multiple unrelated clusters in several areas of the country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of",
similar status.,
"Country, territory, or area-specific notes, updates and errata",
•,"Update 22 July 2020, Austria: Counts adjusted retrospectively by national authorities: case"
,and death counts adjusted between 17 July and 21 July.
•,"Update 22 July 2020, Belgium: Counts adjusted retrospectively by national authorities: case"
,and death counts adjusted between 3 March and 21 July.
•,"Update 22 July 2020, France: Counts adjusted retrospectively by national authorities: 12"
,deaths excluded on 21 July.
•,"Update 22 July 2020, Iceland: Counts adjusted retrospectively by national authorities: case"
,and death counts adjusted between 13 June and 21 July.
•,"Update 22 July 2020, Spain: Counts adjusted retrospectively by national authorities: case"
,and death counts adjusted between 11 May and 21 July.
