Coronavirus disease,,
(COVID-19),,
Situation Report – 206,,
"Data as received by WHO from national authorities by 10:00 CEST, 13 August 2020",,
Highlights,,
There have been notable achievements made by Azerbaijan in their response to the COVID-19,,
"pandemic. To further boost its response to the ongoing pandemic, a team of WHO experts has",,
recommended that the country strengthen contact tracing and testing.,,
Access to basic handwashing facilities is a key condition for schools to be able to operate safely,,
in the midst of the COVID-19 pandemic. Yet the latest data from the WHO/UNICEF Joint,,
Monitoring Programme (JMP) found that 43% of schools worldwide lacked access to basic,,
handwashing with soap and water in 2019.,,
More than 2800 community health workers have been trained in Haiti as part of the response,,
"to the COVID-19 pandemic, and meetings have been conducted with community leaders to",,
provide them with accurate information about COVID-19. All of these efforts provide much-,,
needed support to the Ministry of Health and the country’s Multisectoral Pandemic,,
Management Commission of COVID-19.,,
There has been a continued commitment to measles and rubella elimination in the WHO,,
"European Region, although the COVID-19 pandemic is placing an extraordinary burden on",,
health systems.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,20 439 814 cases (276 398),744 385 deaths (6 933)
Africa,916 644 cases (7 070),17 557 deaths (359)
Americas,10 950 220 cases (151 158),398 229 deaths (4 502)
Eastern Mediterranean,1 683 511 cases (13 578),44 661 deaths (373)
Europe,3 668 652 cases (26 107),218 255 deaths (504)
South-East Asia,2 830 404 cases (72 582),56 636 deaths (1 072)
Western Pacific,389 642 cases (5 903),9 034 deaths (123)

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 7 August to 13 August **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed* COVID-19 cases, by date of report and WHO region, 30 December through 13 August**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST,",,,,,,
13 August 2020**,,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
Togo,1 067,0,25,0,Community transmission,1
Botswana,1 066,0,2,0,Clusters of cases,1
Chad,949,3,76,0,Community transmission,0
Sao Tome and Principe,882,1,15,0,Clusters of cases,0
Lesotho,815,17,24,0,Clusters of cases,0
United Republic of Tanzania,509,0,21,0,Community transmission,97
Burundi,410,1,1,0,Clusters of cases,0
Comoros,399,0,7,0,Community transmission,4

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Mauritius 344 0 10 0 Sporadic cases 19,,,,,,
Eritrea 285 0 0 0 Sporadic cases 5,,,,,,
Seychelles,126,0,0,0,Sporadic cases,5
Territoriesii,,,,,,
Mayotte,3 091,0,39,0,Clusters of cases,1
Réunion,734,32,5,0,Clusters of cases,0
Americas,,,,,,
United States of America,5 094 500,54 791,163 340,1 236,Community transmission,0
Brazil,3 109 630,52 160,103 026,1 274,Community transmission,0
Mexico,492 522,6 686,53 929,926,Community transmission,0
Peru,489 680,6 547,21 501,225,Community transmission,0
Colombia,410 453,12 830,13 475,321,Community transmission,0
Chile,378 168,1 552,10 205,27,Community transmission,0
Argentina,260 911,7 043,5 088,303,Community transmission,0
Canada,120 421,289,8 991,4,Community transmission,0
Ecuador,95 563,0,5 951,0,Community transmission,1
Bolivia (Plurinational State of),93 328,1 693,3 761,49,Community transmission,0
Dominican Republic,82 224,1 130,1 371,25,Community transmission,0
Panama,76 464,1 070,1 680,16,Community transmission,0
Guatemala,59 089,1 123,2 267,34,Community transmission,0
Honduras,48 403,531,1 515,9,Community transmission,0
Venezuela (Bolivarian Republic of),27 938,1 138,238,9,Community transmission,0
Costa Rica,24 508,636,255,11,Community transmission,0
El Salvador,21 644,375,577,7,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Haiti,7 743,94,187,4,Community transmission,0
Paraguay,7 519,285,86,4,Community transmission,0
Nicaragua,3 413,0,128,0,Community transmission,1
Cuba,3 128,35,88,0,Clusters of cases,0
Suriname,2 559,70,39,9,Community transmission,0
Uruguay,1 385,21,37,0,Clusters of cases,0
Jamaica,1 047,16,14,0,Clusters of cases,0
Bahamas,989,44,15,0,Clusters of cases,0
Guyana,602,34,22,0,Clusters of cases,0
Trinidad and Tobago,308,13,8,0,Clusters of cases,0
Belize,210,33,2,0,Clusters of cases,0
Barbados,143,0,7,0,Clusters of cases,1
Antigua and Barbuda,92,0,3,0,Clusters of cases,8
Saint Vincent and the Grenadines,57,0,0,0,Sporadic cases,2
Saint Lucia,25,0,0,0,Sporadic cases,13
Grenada,24,0,0,0,Clusters of cases,13
Dominica,18,0,0,0,Clusters of cases,61
Saint Kitts and Nevis,17,0,0,0,No cases,33
Territoriesii,,,,,,
Puerto Rico,24 074,671,295,8,Community transmission,0
French Guiana,8 423,63,50,1,Community transmission,0
Aruba,717,87,3,0,Community transmission,0
United States Virgin Islands,639,63,9,0,Community transmission,0
Martinique,336,0,16,0,Clusters of cases,4

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Guadeloupe,317,0,14,0,Clusters of cases,1
Turks and Caicos Islands,224,8,2,0,Clusters of cases,0
Sint Maarten,219,27,17,0,Community transmission,0
Cayman Islands,203,0,1,0,No cases,29
Bermuda,159,0,9,0,Sporadic cases,1
Saint Martin,84,0,4,0,Sporadic cases,1
"Bonaire, Sint Eustatius and Saba",13,0,0,0,Sporadic cases,9
Falkland Islands (Malvinas),13,0,0,0,No cases,109
Montserrat,13,0,1,0,No cases,17
Saint Barthélemy,13,0,0,0,Sporadic cases,3
British Virgin Islands,9,0,1,0,Sporadic cases,8
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,27
Anguilla,3,0,0,0,No cases,131
Curaçao,32,0,1,0,Sporadic cases,2
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),333 699,2 510,18 988,188,Community transmission,0
Saudi Arabia,293 037,1 569,3 269,36,Clusters of cases,0
Pakistan,286 683,762,6 139,10,Clusters of cases,0
Iraq,160 436,3 441,5 588,57,Community transmission,0
Qatar,113 938,292,190,2,Community transmission,0
Egypt,95 963,129,5 085,26,Clusters of cases,0
Oman,82 299,249,539,6,Community transmission,0
Kuwait,73 785,717,489,3,Clusters of cases,0
United Arab Emirates,63 212,246,358,1,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,45 264,460,167,0,Clusters of cases,0
Afghanistan,37 424,79,1 363,9,Clusters of cases,0
Morocco,36 694,1 499,556,23,Clusters of cases,0
Sudan,12 115,82,792,6,Community transmission,0
Lebanon,7 413,292,89,2,Community transmission,0
Libya,6 611,670,132,- 2,Clusters of cases,0
Djibouti,5 358,10,59,0,Clusters of cases,0
Somalia,3 227,0,93,0,Sporadic cases,7
Yemen,1 845,10,529,5,Community transmission,0
Tunisia,1 780,42,52,0,Sporadic cases,0
Syrian Arab Republic,1 332,0,58,0,Community transmission,1
Jordan,1 303,20,11,0,Clusters of cases,0
Territoriesii,,,,,,
20 093,,499,115,1,Clusters of cases,0
Occupied Palestinian territory,,,,,,
Europe,,,,,,
Russian Federation,907 758,5 057,15 384,124,Clusters of cases,0
Spain,329 784,3 172,28 579,0,Clusters of cases,0
The United Kingdom,313 802,1 009,46 706,180,Community transmission,0
Italy,251 713,476,35 225,10,Clusters of cases,0
Turkey,244 392,1 212,5 891,18,Community transmission,0
Germany,219 964,1 445,9 211,4,Clusters of cases,0
France,193 694,2 429,30 243,16,Clusters of cases,0
Kazakhstan,117 104,1 489,1 433,0,Clusters of cases,0
Ukraine,86 140,1 592,1 992,22,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Israel,85 056,0,617,0,Community transmission,1
Sweden,83 455,329,5 774,4,Community transmission,0
Belgium,75 554,1,9 900,0,Community transmission,0
Belarus,69 102,97,595,3,Community transmission,0
Romania,65 177,1 415,2 807,43,Community transmission,0
Netherlands,60 572,654,6 152,2,Community transmission,0
Poland,53 676,715,1 830,9,Community transmission,0
Portugal,53 223,278,1 764,3,Clusters of cases,0
Kyrgyzstan,41 069,310,1 487,3,Clusters of cases,0
Armenia,41 023,229,809,3,Community transmission,0
Switzerland,37 079,273,1 713,1,Community transmission,0
Azerbaijan,33 824,93,497,2,Clusters of cases,0
Uzbekistan,32 837,622,213,5,Clusters of cases,0
Serbia,28 751,254,658,6,Community transmission,0
Republic of Moldova,28 697,474,863,6,Community transmission,0
Ireland,26 838,37,1 774,1,Clusters of cases,0
Austria,22 501,241,724,1,Community transmission,0
Czechia,19 075,292,391,0,Clusters of cases,0
Denmark,15 070,111,621,0,Community transmission,0
Bosnia and Herzegovina,14 960,254,448,6,Community transmission,0
Bulgaria,13 893,171,482,11,Clusters of cases,0
North Macedonia,12 245,139,530,1,Clusters of cases,0
Norway,9 750,66,256,0,Clusters of cases,0
Tajikistan,7 912,41,63,0,Pending,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Finland,7 642,19,333,0,Clusters of cases,0
Luxembourg,7 300,58,122,0,Community transmission,0
Albania,6 817,141,208,3,Clusters of cases,0
Greece,6 177,235,216,2,Clusters of cases,0
Croatia,5 870,130,160,0,Clusters of cases,0
Hungary,4 768,22,605,0,Community transmission,0
Montenegro,3 834,59,73,0,Clusters of cases,0
Slovakia,2 690,75,31,0,Clusters of cases,0
Lithuania,2 309,26,81,0,Community transmission,0
Slovenia,2 303,31,123,3,Clusters of cases,0
Estonia,2 174,7,63,0,Clusters of cases,0
Iceland,1 972,4,10,0,Community transmission,0
Latvia,1 303,0,32,0,Clusters of cases,1
Cyprus,1 291,14,20,0,Clusters of cases,0
Georgia,1 283,5,17,0,Clusters of cases,0
Malta,1 089,78,9,0,Sporadic cases,0
Andorra,977,4,53,1,Community transmission,0
San Marino,719,0,42,0,Community transmission,1
Monaco,99,0,1,0,Sporadic cases,67
Liechtenstein,90,1,1,0,Sporadic cases,0
Holy See,12,0,0,0,Sporadic cases,98
Territoriesii,,,,,,
Kosovo[1],10 752,205,355,11,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Jersey,348,0,31,0,Community transmission,1
Faroe Islands,339,15,0,0,Sporadic cases,0
Isle of Man,336,0,24,0,No cases,83
Guernsey,252,0,13,0,Community transmission,102
Gibraltar,202,1,0,0,Clusters of cases,0
Greenland,14,0,0,0,No cases,15
South-East Asia,,,,,,
India,2 396 637,66 999,47 033,942,Clusters of cases,0
Bangladesh,266 498,2 995,3 513,42,Community transmission,0
Indonesia,130 718,1 942,5 903,79,Community transmission,0
Nepal,24 432,484,91,8,Clusters of cases,0
Maldives,5 366,143,21,1,Clusters of cases,0
Thailand,3 359,3,58,0,Clusters of cases,0
Sri Lanka,2 880,0,11,0,Clusters of cases,1
Myanmar,361,1,6,0,Sporadic cases,0
Bhutan,128,15,0,0,Sporadic cases,0
Timor-Leste,25,0,0,0,No cases,9
Western Pacific,,,,,,
Philippines,143 749,4 211,2 404,92,Community transmission,0
China,89 526,82,4 704,5,Clusters of cases,0
Singapore,55 395,42,27,0,Clusters of cases,0
Japan,51 147,937,1 063,4,Clusters of cases,0
Australia,22 127,414,352,21,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Republic of Korea,14 770,56,305,0,Clusters of cases,0
Malaysia,9 114,11,125,0,Clusters of cases,0
New Zealand,1 238,14,22,0,Clusters of cases,0
Viet Nam,883,17,18,1,Clusters of cases,0
Mongolia,293,0,0,0,Sporadic cases,10
Papua New Guinea,287,73,3,0,Community transmission,0
Cambodia,272,4,0,0,Sporadic cases,0
Brunei Darussalam,142,0,3,0,Sporadic cases,5
Fiji,27,0,1,0,Sporadic cases,23
Lao People's Democratic Republic,20,0,0,0,Sporadic cases,19
Territoriesii,,,,,,
Guam,441,15,5,0,Clusters of cases,0
French Polynesia,139,27,0,0,Sporadic cases,0
Northern Mariana Islands,49,0,2,0,Pending,2
(Commonwealth of the),,,,,,
New Caledonia,23,0,0,0,Sporadic cases,5
Subtotal for all regions,20 439 073,276 398,744 372,6 933,,
Other†,741,0,13,0,Not applicable,-
Grand total,20 439 814,276 398,744 385,6 933,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,,,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
,Weekly COVID-19 Operational Updates,,,
–,,,,
Recommendations and advice for the public,,,,
,Protect yourself,,,
–,,,,
–,Questions and answers,,,
–,Travel advice,,,
,"EPI-WIN: tailored information for individuals, organizations and communities",,,
–,,,,
Case definitions,,,,
WHO periodically updates the Public health surveillance for COVID-19: interim guidance,,,,
document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear",,,,
alternative cause of death that cannot be related to COVID-19 disease (e.g. trauma). There,,,,
should be no period of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here and here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be expected
"between information products published by WHO, national public health authorities, and"
other sources using different inclusion criteria and different data cut-off times. While steps
"are taken to ensure accuracy and reliability, all data are subject to continuous verification and"
"change. Case detection, definitions, testing strategies, reporting practice, and lag times differ"
"between countries/territories/areas. These factors, amongst others, influence the counts"
"presented, with variable underestimation of true case and death counts, and variable delays"
to reflecting these data at global level.
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal status of
"any country, territory or area or of its authorities, or concerning the delimitation of its"
frontiers or boundaries. Dotted and dashed lines on maps represent approximate border
"lines for which there may not yet be full agreement. Countries, territories and areas are"
arranged under the administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not imply
that they are endorsed or recommended by WHO in preference to others of a similar
"nature that are not mentioned. Errors and omissions excepted, the names of proprietary"
products are distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United Nations
"Security Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo"
"(UNSCR 1244, 1999) have been aggregated for visualization purposes."
*A small number of countries/territories/areas report combined probable and laboratory-
confirmed cases; efforts are underway to identify these for notation in the data table.†Other:
includes cases reported from international conveyances.
Due to the recent trend of countries conducting data reconciliation exercises which remove
"large numbers of cases or deaths from their total counts, WHO will now display such data as"
negative numbers in the “new cases” / “new deaths” columns as appropriate. This will aid
readers in identifying when such adjustments occur. When additional details become
"available that allow the subtractions to be suitably apportioned to previous days, graphics will"
be updated accordingly. Prior situation reports will not be edited; see covid19.who.int for the
most up-to-date data.
Additional table notes
iTransmission classification is based on a process of country/territory/area self-reporting.
Classifications are reviewed on a weekly basis and may be revised as new information

becomes available. Differing degrees of transmission may be present within,
countries/territories/areas; classification is based on the highest category reported within,
a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by"
,common exposures;
•,Community transmission: experiencing larger outbreaks of local transmission defined
,"through an assessment of factors including, but not limited to: large numbers of cases not"
,linkable to transmission chains; large numbers of cases from sentinel lab surveillance;
,and/or multiple unrelated clusters in several areas of the country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of",
similar status.,
"Country, territory, or area-specific notes, updates and errata",
•,"Update 13 August 2020, Belgium: Counts adjusted retrospectively by national"
,authorities: case counts adjusted from 6 to 12 August and death counts adjusted
,from 2 to 12 August.
•,"Update 13 August 2020, Bosnia and Herzegovina: Counts adjusted retrospectively by"
,national authorities: case and death counts adjusted from 11 to 12 August.
