Coronavirus disease,,
(COVID-19),,
Situation Report – 127,,
"Data as received by WHO from national authorities by 10:00 CEST, 26 May 2020",,
Highlights,,
"WHO Director-General Dr Tedros, in his regular media briefing, mentioned that “over 400",,
hospitals in 35 countries are actively recruiting patients and nearly 3500 patients have been,,
enrolled from 17 countries” as part of the Solidarity Trial which was established to evaluate the,,
safety and efficacy of four drugs and drug combinations against COVID-19.,,
The WHO Regional Office for Europe along with the European Centre for Disease Prevention,,
"and Control (ECDC), said that they will continue to repurpose their influenza surveillance",,
systems to also detect the COVID-19 virus.,,
"Facing an unprecedented global demand for essential COVID-19 medical supplies, WHO is",,
working with partners to help secure supplies to assist the most vulnerable countries. This is,,
"explored in today’s ‘Subject in Focus’, below.",,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,5 404 512 cases (99 780),343 514 deaths (1 486)
Africa,83 044 cases (3 042),2 214 deaths (94)
Americas,2 454 452 cases (59 157),143 739 deaths (2 267)
Eastern Mediterranean,438 900 cases (11 068),11 293 deaths (129)
Europe,2 041 705 cases (16 569),173 213 deaths (-1 215**)
South-East Asia,210 273 cases (9 066),6 140 deaths (188)
Western Pacific,175 397 cases (878),6 902 deaths (23)
"** Details for this negative number can be found in Annex 1 under ‘Country, territory, or area-specific updates",,
and errata’.,,

Subject in Focus: COVID-19 Supply Chain Systems,
Progress Updates,
"Unprecedented global demand for personal protective equipment (PPE), diagnostic tests and",
biomedical equipment required for the COVID-19 response has created acute market shortages,
of these essential supplies. WHO’s Operations Support and Logistics (OSL) team is working,
"with WFP, UNICEF and other UN agencies, donor partners and NGOs to approach the market",
with the collective voice of the UN to negotiate with manufacturers to help secure life-saving,
supplies to assist the most vulnerable countries.,
"In recent weeks, OSL with the support of purchasing consortia has procured large volumes of",
"PPE, testing supplies and clinical care equipment for allocation and delivery to low- and middle-",
income countries facing the greatest difficulties accessing these critical supplies.,
The diagnostics consortium has procured 4 million manual polymerase chain reaction (PCR),
tests and 3 million sample collection kits for allocation to 135 countries.,
"The biomedical consortium has procured and allocated to 41 countries 4,000 oxygen",
"concentrators, along with additional quantities of accessories and consumables (including",
"oxygen cannulas, venturi masks, filters and other items). First deliveries are expected in the",
coming two weeks. WHO is also preparing to purchase additional biomedical equipment for,
"allocation to countries in June, including concentrators, ventilators, pulse oximeters and patient",
monitors.,
"With support from the PPE consortium, WHO is preparing to ship more than 70 million medical",
"masks, 3 million gowns, 28 million gloves, 15 million N95 Respirators, 1 million goggles and 9",
million face shields to 126 countries.,
COVID-19 Supply Portal,
WHO encourages Member States to submit requests for supplies through the COVID-19 Supply,
"Portal, a tool to enable national authorities and all implementing partners supporting COVID-19",
national plans to request critical supplies. The Portal may be accessed through the COVID-19,
"Partners Platform, which provides guidance and instructions on the use of the Portal.",
"An updated version of the Supply Portal was launched last week, with new features that:",
▪,enable supplying agencies to list supplies.
▪,add a comments feature
▪,provide a ‘Country viewer’ of all requests submitted within one country; designed for country
,teams and government.
▪,"and, provide a ‘Global viewer’ of all requests submitted globally; designed for regional offices"
,and HQ.
"To date, the Portal has received 117 requests from 47 countries.",

Surveillance
"Figure 1. Number of confirmed COVID-19 cases reported in the last seven days by country, territory or area, 20 May to 26 May**"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December 2019 through 26 May 2020**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths, by WHO region. Data as of 10 AM",,,,,,
"CEST, 26 May 2020**",,,,,,
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Haiti,958,93,27,1,Community transmission,0
Costa Rica,930,12,10,0,Clusters of cases,0
Paraguay,865,3,11,0,Community transmission,0
Uruguay,769,5,22,0,Clusters of cases,0
Jamaica,552,2,9,0,Clusters of cases,0
Nicaragua,279,0,17,0,Community transmission,5
Guyana,135,8,10,0,Clusters of cases,0
Trinidad and Tobago,116,0,8,0,Sporadic cases,28
Bahamas,100,0,11,0,Clusters of cases,1
Barbados,92,0,7,0,Clusters of cases,1
Antigua and Barbuda,25,0,3,0,Clusters of cases,22
Grenada,22,0,0,0,Clusters of cases,10
Belize,18,0,2,0,Sporadic cases,41
Saint Lucia,18,0,0,0,Sporadic cases,21
Saint Vincent and the Grenadines,18,0,0,0,Sporadic cases,5
Dominica,16,0,0,0,Clusters of cases,45
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,35
Suriname,11,0,1,0,Sporadic cases,7
Territoriesii,,,,,,
Puerto Rico,3 260,71,129,2,Community transmission,0
French Guiana,328,49,1,0,Clusters of cases,0
Martinique,197,0,14,0,Clusters of cases,3
Guadeloupe,161,5,14,1,Clusters of cases,0
Bermuda,133,0,9,0,Clusters of cases,1

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Cayman Islands,129,0,1,0,Clusters of cases,2
Aruba,101,0,3,0,Sporadic cases,20
Sint Maarten,78,0,15,0,Sporadic cases,12
United States Virgin Islands,69,0,6,0,Clusters of cases,15
Saint Martin,39,0,3,0,Sporadic cases,15
Curaçao,17,0,1,0,Sporadic cases,1
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,30
Turks and Caicos Islands,12,0,1,0,Sporadic cases,28
Montserrat,11,0,1,0,Sporadic cases,42
British Virgin Islands,8,0,1,0,Sporadic cases,10
"Bonaire, Sint Eustatius and Saba",7,1,0,0,No cases,0
Saint Barthélemy,6,0,0,0,Sporadic cases,56
Anguilla,3,0,0,0,Sporadic cases,52
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,48
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),137 724,2 023,7 451,34,Community transmission,0
Saudi Arabia,74 795,2 235,399,9,Clusters of cases,0
Pakistan,57 705,1 356,1 197,30,Clusters of cases,0
Qatar,45 465,1 751,26,3,Community transmission,0
United Arab Emirates,30 307,822,248,3,Pending,0
Kuwait,21 967,665,165,9,Clusters of cases,0
Egypt,17 967,702,783,19,Clusters of cases,0
Afghanistan,11 831,737,220,1,Clusters of cases,0
Bahrain,9 171,33,14,1,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Oman,7 770,0,37,0,Clusters of cases,1
Morocco,7 532,99,200,1,Clusters of cases,0
Iraq,4 632,163,163,3,Clusters of cases,0
Sudan,3 976,150,170,5,Community transmission,0
Djibouti,2 468,198,14,4,Clusters of cases,0
Somalia,1 689,95,66,5,Sporadic cases,0
Lebanon,1 119,5,26,0,Clusters of cases,0
Tunisia,1 051,0,48,0,Community transmission,1
Jordan,711,3,9,0,Clusters of cases,0
Yemen,237,11,45,2,Pending,0
Syrian Arab Republic,106,20,4,0,Community transmission,0
Libya,75,0,3,0,Clusters of cases,2
Territoriesii,,,,,,
occupied Palestinian territory,602,0,5,0,Clusters of cases,3
Europe,,,,,,
Russian Federation,362 342,8 915,3 807,174,Clusters of cases,0
The United Kingdom,261 188,1 625,36 914,121,Community transmission,0
Spain,235 400,- 372,26 834,- 1 918,Community transmission,0
Italy,230 158,300,32 877,92,Community transmission,0
Germany,179 002,432,8 302,45,Community transmission,0
Turkey,157 814,987,4 369,29,Community transmission,0
France,142 482,278,28 379,64,Community transmission,0
Belgium,57 342,250,9 312,32,Community transmission,0
Netherlands,45 445,209,5 830,8,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Belarus,37 144,946,204,5,Community transmission,0
Sweden,33 843,384,4 029,31,Community transmission,0
Portugal,30 788,165,1 330,14,Community transmission,0
Switzerland,30 663,10,1 641,1,Community transmission,0
Ireland,24 698,59,1 606,- 2,Community transmission,0
Poland,21 631,305,1 007,11,Community transmission,0
Ukraine,21 584,339,644,21,Community transmission,0
Romania,18 283,213,1 197,18,Community transmission,0
Israel,16 720,8,280,1,Pending,0
Austria,16 459,20,641,1,Community transmission,0
Denmark,11 387,27,563,1,Community transmission,0
Serbia,11 193,34,239,1,Pending,0
Czechia,9 002,45,317,2,Clusters of cases,0
Kazakhstan,8 969,438,35,0,Pending,0
Norway,8 352,43,235,0,Clusters of cases,0
Armenia,7 402,289,91,4,Clusters of cases,0
Republic of Moldova,7 149,56,265,9,Pending,0
Finland,6 599,20,308,1,Pending,0
Azerbaijan,4 271,149,51,2,Clusters of cases,0
Luxembourg,3 993,1,110,0,Pending,0
Hungary,3 771,15,499,8,Community transmission,0
Uzbekistan,3 261,81,13,0,Clusters of cases,0
Tajikistan,3 100,171,46,0,Pending,0
Greece,2 882,4,172,1,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bulgaria,2 433,0,130,0,Clusters of cases,1
Bosnia and Herzegovina,2 405,14,145,4,Community transmission,0
Croatia,2 244,0,100,1,Community transmission,1
North Macedonia,1 999,21,113,0,Clusters of cases,0
Estonia,1 824,1,65,1,Pending,0
Iceland,1 804,0,10,0,Community transmission,2
Lithuania,1 635,12,63,0,Community transmission,0
Slovakia,1 511,2,28,0,Clusters of cases,0
Slovenia,1 469,0,106,0,Clusters of cases,1
Kyrgyzstan,1 468,35,16,0,Clusters of cases,0
Latvia,1 049,2,22,0,Clusters of cases,0
Albania,1 029,25,33,1,Clusters of cases,0
Cyprus,937,2,17,0,Clusters of cases,0
Andorra,763,0,51,0,Community transmission,2
Georgia,732,1,12,0,Community transmission,0
San Marino,672,0,42,0,Community transmission,4
Malta,611,1,6,0,Sporadic cases,0
Montenegro,324,0,9,0,Clusters of cases,20
Monaco,98,0,1,0,Sporadic cases,2
Liechtenstein,83,0,1,0,Pending,30
Holy See,12,0,0,0,Sporadic cases,19
Territoriesii,,,,,,
Kosovo[1],1 038,6,30,1,Community transmission,0
Isle of Man,336,0,24,0,Pending,4

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Jersey,306,0,29,0,Community transmission,4
Guernsey,252,0,13,0,Community transmission,23
Faroe Islands,187,0,0,0,Pending,32
Gibraltar,155,0,0,0,Clusters of cases,1
Greenland,12,1,0,0,Pending,0
South-East Asia,,,,,,
India,145 380,6 535,4 167,146,Clusters of cases,0
Bangladesh,35 585,1 975,501,21,Clusters of cases,0
Indonesia,22 750,479,1 391,19,Community transmission,0
Thailand,3 045,3,57,0,Clusters of cases,0
Maldives,1 395,24,4,0,Clusters of cases,0
Sri Lanka,1 182,41,10,1,Clusters of cases,0
Nepal,682,7,4,1,Sporadic cases,0
Myanmar,203,2,6,0,Clusters of cases,0
Bhutan,27,0,0,0,Sporadic cases,1
Timor-Leste,24,0,0,0,Clusters of cases,32
Western Pacific,,,,,,
China,84 543,7,4 645,0,Clusters of cases,0
Singapore,31 960,344,23,0,Clusters of cases,0
Japan,16 623,42,846,16,Clusters of cases,0
Philippines,14 319,284,873,5,Community transmission,0
Republic of Korea,11 225,19,269,2,Clusters of cases,0
Malaysia,7 417,172,115,0,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Australia,7 118,9,102,0,Clusters of cases,0
New Zealand,1 154,0,21,0,Clusters of cases,4
Viet Nam,326,1,0,0,Clusters of cases,0
Brunei Darussalam,141,0,1,0,Clusters of cases,18
Mongolia,141,0,0,0,Sporadic cases,3
Cambodia,124,0,0,0,Sporadic cases,3
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,43
Fiji,18,0,0,0,Sporadic cases,35
Papua New Guinea,8,0,0,0,Sporadic cases,33
Territoriesii,,,,,,
Guam,161,0,5,0,Clusters of cases,2
,60,0,0,0,Sporadic cases,20
French Polynesia,,,,,,
Northern Mariana Islands,22,0,2,0,Pending,4
(Commonwealth of the),,,,,,
New Caledonia,18,0,0,0,Sporadic cases,53
Subtotal for all regions,5 403 771,99 780,343 501,1 486,,
Other*,712,0,13,0,Not applicable,71
International commercial vessel,29,0,0,0,Pending,3
Grand total,5 404 512,99 780,343 514,1 486,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
–,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the virus,,,
–,WHO Health Emergency dashboard,,,
–,Weekly COVID-19 Operations Updates,,,
Recommendations and advice for the public,,,,
–,Protect yourself,,,
–,Questions and answers,,,
–,Travel advice,,,
–,"EPI-WIN: tailored information for individuals, organizations and communities",,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus,,,,
disease (COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear alternative",,,,
cause of death that cannot be related to COVID-19 disease (e.g. trauma). There should be no,,,,
period of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be expected
"between information products published by WHO, national public health authorities, and other"
sources using different inclusion criteria and different data cut-off times. While steps are taken
"to ensure accuracy and reliability, all data are subject to continuous verification and change."
"Case detection, definitions, testing strategies, reporting practice, and lag times differ between"
"countries/territories/areas. These factors, amongst others, influence the counts presented,"
"with variable underestimation of true case and death counts, and variable delays to reflecting"
these data at global level.
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal status of any
"country, territory or area or of its authorities, or concerning the delimitation of its frontiers or"
boundaries. Dotted and dashed lines on maps represent approximate border lines for which
"there may not yet be full agreement. Countries, territories and areas are arranged under the"
administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not imply that
they are endorsed or recommended by WHO in preference to others of a similar nature that
"are not mentioned. Errors and omissions excepted, the names of proprietary products are"
distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United Nations
"Security Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo"
"(UNSCR 1244, 1999) have been aggregated for visualization purposes."
"Counts reflect laboratory-confirmed cases and deaths, based on WHO case"
"definitions, unless stated otherwise (see Country, territory, or area-specific updates and"
"errata), and include both domestic and repatriated cases."
Other*: includes cases reported from an international conveyance (Diamond Princess).
Due to the recent trend of countries conducting data reconciliation exercises which remove
"large numbers of cases or deaths from their total counts, WHO will now display such data as"
negative numbers in the “new cases” / “new deaths” columns as appropriate. This will aid
readers in identifying when such adjustments occur. When additional details become available
"that allow the subtractions to be suitably apportioned to previous days, graphics will be"
updated accordingly. Prior situation reports will not be edited; see covid19.who.int for the
most up-to-date data.
Additional table notes
iTransmission classification is based on a process of country/territory/area self-reporting.
"Classifications are reviewed on a weekly basis, may be revised as new information becomes"
"available, and are based on the highest category reported. Differing degrees of transmission"
may be present within countries/territories/areas. Categories:
• No cases: with no confirmed cases
"• Sporadic cases: with one or more cases, imported or locally detected."

•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by"
,common exposures.
•,Community transmission: experiencing larger outbreaks of local transmission defined
,"through an assessment of factors including, but not limited to: large numbers of cases not"
,linkable to transmission chains; large numbers of cases from sentinel lab surveillance;
,and/or multiple unrelated clusters in several areas of the country/territory/area.
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of",
similar status.,
"Country, territory, or area-specific updates and errata",
•,"Update 26 May 2020, Ireland: Counts adjusted retrospectively by national authorities:"
,2 deaths were excluded.
•,"Update 26 May 2020, São Tomé and Príncipe: Counts adjusted retrospectively by"
,national authorities: 9 cases were excluded.
•,"Update 26 May 2020, French Polynesia: The last three publications (on 23 May, 24"
,May and 25 May) attributed 29 cases from an international commercial vessel to
,French Polynesia. This has been updated.
•,"Update 26 May 2020, Spain: Counts adjusted retrospectively by national authorities:"
,372 cases and 1918 deaths were excluded.
•,"Update 26 May 2020, Slovenia: Counts adjusted retrospectively by national"
,authorities: 40 cases have been excluded.
