Coronavirus disease,,
(COVID-19),,
Situation Report – 186,,
"Data as received by WHO from national authorities by 10:00 CEST, 24 July 2020",,
Highlights,,
"Dr Tedros, in his media briefing yesterday, reminded people not to let their guard down ‘we will",,
not be going back to the “old normal”. The pandemic has already changed the way we live our,,
lives. Part of adjusting to the “new normal” is finding ways to live our lives safely.’,,
"As the possibility of a protracted pandemic becomes increasingly likely, countries are",,
encouraged to conduct periodic reviews of their national and subnational COVID-19 response.,,
This ensures that countries do not miss critical opportunities for learning and improvement to,,
better respond to the COVID-19 outbreak. WHO has produced guidance to assist in this,,
exercise.,,
At the annual High-level Political Forum on Sustainable Development held between 7–16 July,,
2020 all countries expressed their support for the SDGs and discussed response measures to,,
help mitigate the negative effects of COVID-19.,,
"Ouagadougou: WHO is tackling COVID-19 fear and stigma in Burkina Faso, West Africa, where",,
both patients and health workers have been shunned by their communities.,,
"For Somalis, COVID-19 is the most immediate crisis in a seemingly unending cycle of floods,",,
"food insecurity, conflict and outbreaks of vaccine-preventable diseases like measles, cholera",,
"and polio. Against this backdrop, WHO’s polio programme is working to steer the COVID-19",,
"response and, more broadly, maintain vaccine immunity levels and improve access to health",,
care.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,15 296 926 cases (284 196),628 903 deaths (9 753)
Africa,659 348 cases (16 962),11 001 deaths (212)
Americas,8 121 700 cases (173 187),325 625 deaths (7 663)
Eastern Mediterranean,1 442 346 cases (13 262),36 600 deaths (482)
Europe,3 170 382 cases (22 522),209 421 deaths (451)
South-East Asia,1 625 564 cases (54 247),38 111 deaths (908)
Western Pacific,276 845 cases (4 016),8 132 deaths (37)

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 18 July to 24 July **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed* COVID-19 cases, by date of report and WHO region, 30 December through 24 July**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST,",,,,,,
24 July 2020**,,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
Burundi,345,7,1,0,Clusters of cases,0
Mauritius,343,0,10,0,Sporadic cases,10
Comoros,340,3,7,0,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Eritrea 261 10 0 0 Sporadic cases 0,,,,,,
Gambia 170 38 5 0 Sporadic cases 0,,,,,,
Seychelles,107,0,0,0,Sporadic cases,1
Territoriesii,,,,,,
Mayotte,2 862,23,38,0,Clusters of cases,0
Réunion,646,1,3,0,Clusters of cases,0
Americas,,,,,,
United States of America,3 938 094,69 641,142 553,1 074,Community transmission,0
Brazil,2 227 514,67 860,82 771,1 284,Community transmission,0
Peru,366 550,4 463,17 455,3 876,Community transmission,0
Mexico,362 274,6 019,41 190,790,Community transmission,0
Chile,338 759,2 357,8 838,116,Community transmission,0
Colombia,218 428,7 390,7 373,207,Community transmission,0
Argentina,141 900,5 782,2 617,111,Community transmission,0
Canada,112 240,543,8 870,8,Community transmission,0
Ecuador,78 148,891,5 439,21,Community transmission,0
Bolivia (Plurinational State of),64 135,1 778,2 328,55,Community transmission,0
Dominican Republic,57 615,1 572,1 006,1,Community transmission,0
Panama,55 906,753,1 180,21,Community transmission,0
Guatemala,42 192,1 057,1 632,59,Community transmission,0
Honduras,36 102,757,1 006,18,Community transmission,0
El Salvador,13 377,402,372,9,Community transmission,0
Venezuela (Bolivarian Republic of),13 164,390,124,4,Community transmission,0
Costa Rica,12 361,550,71,3,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Haiti,7 167,21,154,0,Community transmission,0
Paraguay,4 000,183,36,1,Community transmission,0
Nicaragua,3 004,0,108,0,Community transmission,2
Cuba,2 466,4,87,0,Clusters of cases,0
Suriname,1 176,45,21,0,Clusters of cases,0
Uruguay,1 117,21,34,1,Clusters of cases,0
Jamaica,816,6,10,0,Clusters of cases,0
Guyana,350,11,19,0,Clusters of cases,0
Bahamas,219,25,11,0,Clusters of cases,0
Trinidad and Tobago,141,1,8,0,Sporadic cases,0
Barbados,106,0,7,0,Clusters of cases,2
Antigua and Barbuda,76,0,3,0,Clusters of cases,5
Saint Vincent and the Grenadines,52,2,0,0,Sporadic cases,0
Belize,43,0,2,0,Sporadic cases,1
Saint Lucia,24,1,0,0,Sporadic cases,0
Grenada,23,0,0,0,Clusters of cases,58
Dominica,18,0,0,0,Clusters of cases,41
Saint Kitts and Nevis,17,0,0,0,No cases,13
Territoriesii,,,,,,
Puerto Rico,13 473,435,188,3,Community transmission,0
French Guiana,7 086,203,40,1,Community transmission,0
United States Virgin Islands,336,16,7,0,Clusters of cases,0
Martinique,262,0,15,0,Clusters of cases,5
Cayman Islands,203,0,1,0,Sporadic cases,9

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Guadeloupe,195,0,14,0,Clusters of cases,6
Bermuda,153,0,9,0,Sporadic cases,4
Aruba,117,0,3,0,Sporadic cases,1
Turks and Caicos Islands,86,4,2,0,Clusters of cases,0
Sint Maarten,84,3,15,0,Sporadic cases,0
Saint Martin,46,0,3,0,Sporadic cases,6
Curaçao,28,0,1,0,Sporadic cases,6
Falkland Islands (Malvinas),13,0,0,0,No cases,89
Montserrat,12,0,1,0,No cases,13
"Bonaire, Sint Eustatius and Saba",11,1,0,0,Sporadic cases,0
British Virgin Islands,8,0,1,0,No cases,69
Saint Barthélemy,6,0,0,0,No cases,115
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,7
Anguilla,3,0,0,0,No cases,111
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),284 034,2 621,15 074,221,Community transmission,0
Pakistan,270 400,1 209,5 763,54,Clusters of cases,0
Saudi Arabia,260 394,2 238,2 635,34,Clusters of cases,0
Qatar,108 244,373,164,1,Community transmission,0
Iraq,102 226,2 361,4 122,80,Community transmission,0
Egypt,90 413,668,4 480,40,Clusters of cases,0
Oman,72 646,1 099,355,6,Community transmission,0
Kuwait,61 872,687,421,4,Clusters of cases,0
United Arab Emirates,57 988,254,342,0,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,37 996,359,134,4,Clusters of cases,0
Afghanistan,35 981,66,1 225,14,Clusters of cases,0
Morocco,18 264,302,292,7,Clusters of cases,0
Sudan,11 302,65,715,7,Community transmission,0
Djibouti,5 031,1,58,0,Clusters of cases,0
Lebanon,3 260,155,43,0,Clusters of cases,0
Somalia,3 171,10,93,0,Sporadic cases,0
Libya,2 314,138,56,3,Clusters of cases,0
Yemen,1 658,14,462,3,Community transmission,0
Tunisia,1 406,12,50,0,Sporadic cases,0
Jordan,1 287,11,11,0,Clusters of cases,0
Syrian Arab Republic,584,23,35,3,Community transmission,0
Territoriesii,,,,,,
11 875,,596,70,1,Clusters of cases,0
occupied Palestinian territory,,,,,,
Europe,,,,,,
Russian Federation,800 849,5 811,13 046,154,Clusters of cases,0
The United Kingdom,297 150,769,45 554,53,Community transmission,0
Spain,270 166,2 615,28 429,3,Clusters of cases,0
Italy,245 338,306,35 092,10,Clusters of cases,0
Turkey,223 315,913,5 563,18,Community transmission,0
Germany,204 183,815,9 111,10,Clusters of cases,0
France,168 291,835,30 069,9,Clusters of cases,0
Sweden,78 763,259,5 676,9,Community transmission,0
Kazakhstan,78 486,1 687,585,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Belarus,66 688,167,519,6,Community transmission,0
Belgium,64 754,220,9 812,4,Community transmission,0
Ukraine,62 823,972,1 571,20,Community transmission,0
Israel,54 369,0,427,0,Community transmission,1
Netherlands,52 404,163,6 139,0,Community transmission,0
Portugal,49 379,229,1 705,3,Clusters of cases,0
Poland,41 580,418,1 651,9,Community transmission,0
Romania,41 275,1 112,2 126,25,Community transmission,0
Armenia,36 613,451,692,4,Community transmission,0
Switzerland,33 913,117,1 693,1,Community transmission,0
Kyrgyzstan,31 247,921,1 211,42,Clusters of cases,0
Azerbaijan,28 980,347,391,6,Clusters of cases,0
Ireland,25 826,7,1 763,9,Clusters of cases,0
Serbia,22 443,412,508,9,Community transmission,0
Republic of Moldova,22 105,307,721,8,Community transmission,0
Austria,20 148,110,711,0,Community transmission,0
Uzbekistan,18 986,455,103,4,Clusters of cases,0
Czechia,14 800,230,365,1,Clusters of cases,0
Denmark,13 390,40,612,1,Community transmission,0
Bulgaria,9 853,269,329,8,Clusters of cases,0
North Macedonia,9 668,121,445,3,Clusters of cases,0
Bosnia and Herzegovina,9 460,344,272,5,Community transmission,0
Norway,9 062,9,255,0,Clusters of cases,0
Finland,7 372,10,328,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Tajikistan,7 060,45,58,0,Pending,0
Luxembourg,5 952,98,112,1,Community transmission,0
Croatia,4 634,104,128,3,Clusters of cases,0
Albania,4 466,108,123,3,Clusters of cases,0
Hungary,4 398,18,596,0,Community transmission,0
Greece,4 110,33,201,1,Clusters of cases,0
Montenegro,2 569,308,40,1,Clusters of cases,0
Slovakia,2 089,31,28,0,Clusters of cases,0
Slovenia,2 033,18,115,0,Clusters of cases,0
Estonia,2 027,2,69,0,Clusters of cases,0
Lithuania,1 960,0,80,0,Community transmission,1
Iceland,1 841,1,10,0,Community transmission,0
Latvia,1 203,6,31,0,Clusters of cases,0
Georgia,1 104,19,16,0,Sporadic cases,0
Cyprus,1 045,5,19,0,Clusters of cases,0
Andorra,889,0,52,0,Community transmission,1
San Marino,716,0,42,0,Community transmission,14
Malta,680,1,9,0,Sporadic cases,0
Monaco,99,0,1,0,Sporadic cases,47
Liechtenstein,87,0,1,0,Sporadic cases,4
Holy See,12,0,0,0,Sporadic cases,78
Territoriesii,,,,,,
Kosovo [1],6 424,282,148,8,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Isle of Man,336,0,24,0,No cases,63
Jersey,331,0,31,0,Community transmission,6
Guernsey,252,0,13,0,Community transmission,82
Faroe Islands,191,0,0,0,Sporadic cases,4
Gibraltar,182,2,0,0,Clusters of cases,0
Greenland,13,0,0,0,No cases,56
South-East Asia,,,,,,
India,1 287 945,49 310,30 601,740,Clusters of cases,0
Bangladesh,216 110,2 856,2 801,50,Community transmission,0
Indonesia,93 657,1 906,4 576,117,Community transmission,0
Nepal,18 241,147,43,1,Clusters of cases,0
Thailand,3 279,10,58,0,Clusters of cases,0
Maldives,3 120,17,15,0,Clusters of cases,0
Sri Lanka,2 753,1,11,0,Clusters of cases,0
Myanmar,343,0,6,0,Clusters of cases,1
Bhutan,92,0,0,0,Sporadic cases,2
Timor-Leste,24,0,0,0,No cases,91
Western Pacific,,,,,,
China,86 500,139,4 656,1,Clusters of cases,0
Philippines,74 390,2 121,1 871,28,Community transmission,0
Singapore,49 098,354,27,0,Clusters of cases,0
Japan,27 956,927,992,2,Clusters of cases,0
Republic of Korea,13 979,41,298,1,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Australia,13 306,410,133,5,Clusters of cases,0
Malaysia,8 840,9,123,0,Clusters of cases,0
New Zealand,1 206,1,22,0,Clusters of cases,0
Viet Nam,412,4,0,0,Clusters of cases,0
Mongolia,287,0,0,0,Sporadic cases,5
Cambodia,202,4,0,0,Sporadic cases,0
Brunei Darussalam,141,0,3,0,No cases,77
Papua New Guinea,31,1,0,0,Sporadic cases,0
Fiji,27,0,0,0,Sporadic cases,3
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,102
Territoriesii,,,,,,
Guam,329,5,5,0,Clusters of cases,0
French Polynesia,62,0,0,0,Sporadic cases,26
Northern Mariana Islands,38,0,2,0,Pending,2
(Commonwealth of the),,,,,,
New Caledonia,22,0,0,0,Sporadic cases,9
Subtotal for all regions,15 296 185,284 196,628 890,9 753,,
Other†,741,0,13,0,Not applicable,-
Grand total,15 296 926,284 196,628 903,9 753,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,,,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
,Weekly COVID-19 Operations Updates,,,
–,,,,
Recommendations and advice for the public,,,,
,Protect yourself,,,
–,,,,
–,Questions and answers,,,
–,Travel advice,,,
,"EPI-WIN: tailored information for individuals, organizations and communities",,,
–,,,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus,,,,
disease (COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear",,,,
alternative cause of death that cannot be related to COVID-19 disease (e.g. trauma). There,,,,
should be no period of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here and here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be expected
"between information products published by WHO, national public health authorities, and"
other sources using different inclusion criteria and different data cut-off times. While steps
"are taken to ensure accuracy and reliability, all data are subject to continuous verification and"
"change. Case detection, definitions, testing strategies, reporting practice, and lag times differ"
"between countries/territories/areas. These factors, amongst others, influence the counts"
"presented, with variable underestimation of true case and death counts, and variable delays"
to reflecting these data at global level.
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal status of
"any country, territory or area or of its authorities, or concerning the delimitation of its"
frontiers or boundaries. Dotted and dashed lines on maps represent approximate border
"lines for which there may not yet be full agreement. Countries, territories and areas are"
arranged under the administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not imply
that they are endorsed or recommended by WHO in preference to others of a similar
"nature that are not mentioned. Errors and omissions excepted, the names of proprietary"
products are distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United Nations
"Security Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo"
"(UNSCR 1244, 1999) have been aggregated for visualization purposes."
*A small number of countries/territories/areas report combined probable and laboratory-
confirmed cases; efforts are underway to identify these for notation in the data table.†Other:
includes cases reported from international conveyances.
Due to the recent trend of countries conducting data reconciliation exercises which remove
"large numbers of cases or deaths from their total counts, WHO will now display such data as"
negative numbers in the “new cases” / “new deaths” columns as appropriate. This will aid
readers in identifying when such adjustments occur. When additional details become
"available that allow the subtractions to be suitably apportioned to previous days, graphics will"
be updated accordingly. Prior situation reports will not be edited; see covid19.who.int for the
most up-to-date data.
Additional table notes
iTransmission classification is based on a process of country/territory/area self-reporting.
Classifications are reviewed on a weekly basis and may be revised as new information

becomes available. Differing degrees of transmission may be present within,
countries/territories/areas; classification is based on the highest category reported within,
a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by"
,common exposures;
•,Community transmission: experiencing larger outbreaks of local transmission defined
,"through an assessment of factors including, but not limited to: large numbers of cases not"
,linkable to transmission chains; large numbers of cases from sentinel lab surveillance;
,and/or multiple unrelated clusters in several areas of the country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of",
similar status.,
"Country, territory, or area-specific notes, updates and errata",
•,"Update 24 July 2020, Peru: Counts adjusted retrospectively by national authorities: 3688"
,deaths included.
•,"Erratum 24 July 2020, Seychelles: Counts adjusted retrospectively to align with national"
,authorities. One case excluded on July 23.
