Coronavirus disease,,
(COVID-19),,
Situation Report – 156,,
"Data as received by WHO from national authorities by 10:00 CEST, 24 June 2020",,
Highlights,,
Mr Bean has joined the war against COVID-19! A cartoon has been developed by WHO in,,
"partnership with Project Everyone and Tiger Aspect Productions, to remind the public to",,
continue to take precautions to prevent COVID-19 infection and spread.,,
"23 June marked Olympic Day. This year, the International Olympic Committee and WHO,",,
"together with the United Nations, launched a partnership to encourage individuals and",,
communities around the world to be #HEALTHYTogether.,,
WHO has released a scientific brief on Breastfeeding and COVID-19 examining the evidence of,,
the risks of transmission of COVID-19 from an infected mother to her baby through,,
"breastfeeding, as well as evidence on the risks to child health from not breastfeeding. WHO",,
recommends that mothers with suspected or confirmed COVID-19 should be encouraged to,,
initiate or continue to breastfeed.,,
Today’s ‘Subject in Focus’ provides an update on WHO’s work at securing and shipping COVID-,,
"19 supplies, including personal protective equipment, diagnostics kits, and biomedical",,
equipment.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,9 129 146 cases (135 212),473 797 deaths (4 187)
Africa,239 548 cases (7 333),5 290 deaths (173)
Americas,4 507 006 cases (68 785),226 504 deaths (2 274)
Eastern Mediterranean,950 730 cases (17 678),21 439 deaths (442)
Europe,2 581 602 cases (18 960),194 530 deaths (736)
South-East Asia,641 148 cases (21 033),18 663 deaths (544)
Western Pacific,208 371 cases (1 423),7 358 deaths (18)

Subject in Focus: COVID-19 Supply Chain System – Progress Update
Personal Protective Equipment (PPE)
"Through the PPE purchasing consortium, WHO has secured large volumes of equipment that"
are being shipped to 135 countries in the coming weeks. A total of more than 239 million items
– comprising 141 million PPE procured by WHO and a donation by the Jack Ma Foundation of
100 million medical masks and 1 million N95 respirator masks – have been allocated to all
WHO regions and are being shipped in the coming weeks
Recent discussions with 54 private sector organizations addressed issues related to quality
"assurance of PPE, which continues to be of major concern to manufacturers, buyers and"
governments. They urge WHO to advocate at the highest levels to ensure that counterfeit and
low-quality products are not sold in the market. WHO and purchasing consortia partners
continue to engage with suppliers to ensure that all goods procured by WHO and consortia
partners meet quality assurance standards.
Diagnostics
WHO has procured 4.5 million polymerase chain reaction (PCR) tests through the diagnostics
purchasing consortium. Tests are being produced and packed by suppliers for shipment in
"the coming weeks. As of 15 June, 585 830 tests have been shipped to 10 countries."
"WHO has also procured 4.8 million sample collection kits, of which 1.04 million kits are ready"
"to ship. As of 15 June, 114 000 sample kits have been sent to 29 countries."
"The United Nations Children's Fund (UNICEF) has procured 298 000 tests, of which 123 000"
have been shipped to 18 countries.
Biomedical Equipment
"Following an initial procurement of 4000 oxygen concentrators, WHO has purchased an"
"additional 10 000 oxygen concentrators, 9800 pulse oximeters and consumables"
"(estimated total value: USD 10 million), which will be distributed to more than 120"
"countries. To date, 2000 oxygen concentrators have been shipped, and 2000 are in transit."
COVID-19 Supply Portal
"So far, 48 countries have submitted requests for supplies valued at more than USD 92 million"
"through the COVID-19 Supply Portal, an online platform WHO launched in May through which"
countries that need supplies for the COVID-19 response can enter requests.

Surveillance
"Figure 1. Number of confirmed COVID-19 cases reported in the last seven days by country, territory or area, 18 June to 24 June**"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December through 24 June**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST,",,,,,,
24 June 2020**,,,,,,
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
El Salvador,4 973,165,113,6,Community transmission,0
Venezuela (Bolivarian Republic of),4 048,130,35,2,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Cuba,2 318,3,85,0,Clusters of cases,0
Costa Rica,2 277,64,12,0,Clusters of cases,0
Nicaragua,2 014,0,64,0,Community transmission,6
Paraguay,1 422,30,13,0,Community transmission,0
Uruguay,882,6,25,0,Clusters of cases,0
Jamaica,665,6,10,0,Clusters of cases,0
Suriname,319,1,9,1,Clusters of cases,0
Guyana,205,21,12,0,Clusters of cases,0
Trinidad and Tobago,123,0,8,0,Sporadic cases,8
Bahamas,104,0,11,0,Clusters of cases,8
Barbados,97,0,7,0,Clusters of cases,8
Saint Vincent and the Grenadines,29,0,0,0,Sporadic cases,6
Antigua and Barbuda,26,0,3,0,Clusters of cases,10
Belize,23,1,2,0,Sporadic cases,0
Grenada,23,0,0,0,Clusters of cases,28
Saint Lucia,19,0,0,0,Sporadic cases,18
Dominica,18,0,0,0,Clusters of cases,11
Saint Kitts and Nevis,15,0,0,0,No cases,64
Territoriesii,,,,,,
Puerto Rico,6 685,121,149,0,Community transmission,0
French Guiana,2 593,135,8,0,Community transmission,0
Martinique,236,0,14,0,Clusters of cases,3
Cayman Islands,195,0,1,0,Clusters of cases,3
Guadeloupe,174,0,14,0,Clusters of cases,4

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bermuda,146,0,9,0,Sporadic cases,3
Aruba,101,0,3,0,No cases,49
Sint Maarten,77,0,15,0,Sporadic cases,18
United States Virgin Islands,76,0,6,0,Clusters of cases,2
Saint Martin,42,0,3,0,Sporadic cases,7
Curaçao,24,1,1,0,Sporadic cases,0
Turks and Caicos Islands,14,0,1,0,No cases,2
Falkland Islands (Malvinas),13,0,0,0,No cases,59
Montserrat,11,0,1,0,No cases,71
British Virgin Islands,8,0,1,0,No cases,39
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,29
Saint Barthélemy,6,0,0,0,No cases,85
Anguilla,3,0,0,0,No cases,81
Saint Pierre and Miquelon,1,0,0,0,No cases,77
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),209 970,2 445,9 863,121,Community transmission,0
Pakistan,188 926,3 892,3 755,60,Clusters of cases,0
Saudi Arabia,164 144,3 139,1 346,39,Clusters of cases,0
Qatar,89 579,1 176,99,0,Community transmission,0
Egypt,58 141,1 332,2 365,87,Clusters of cases,0
United Arab Emirates,45 683,380,305,2,Pending,0
Kuwait,41 033,742,334,4,Clusters of cases,0
Iraq,34 502,1 826,1 251,84,Community transmission,0
Oman,32 394,1 318,140,3,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Afghanistan,29 640,159,639,21,Clusters of cases,0
Bahrain,23 062,655,67,2,Clusters of cases,0
Morocco,10 344,172,214,0,Clusters of cases,0
Sudan,8 791,93,540,7,Community transmission,0
Djibouti,4 617,18,49,1,Clusters of cases,0
Somalia,2 835,23,90,0,Sporadic cases,0
Lebanon,1 622,19,32,0,Clusters of cases,0
Tunisia,1 159,0,50,0,Sporadic cases,1
Jordan,1 047,5,9,0,Clusters of cases,0
Yemen,996,25,262,4,Community transmission,0
Libya,639,68,17,7,Clusters of cases,0
Syrian Arab Republic,231,12,7,0,Community transmission,0
Territoriesii,,,,,,
occupied Palestinian territory,1 375,179,5,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,606 881,7 176,8 513,154,Clusters of cases,0
The United Kingdom,306 214,921,42 927,280,Community transmission,0
Spain,246 752,248,28 325,1,Community transmission,0
Italy,238 833,113,34 675,18,Community transmission,0
Germany,191 449,587,8 914,19,Clusters of cases,0
Turkey,190 165,1 268,5 001,27,Community transmission,0
France,155 256,364,29 648,57,Community transmission,0
Sweden,60 837,1 905,5 161,39,Community transmission,0
Belgium,60 810,260,9 713,17,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Belarus,59 487,464,357,6,Community transmission,0
Netherlands,49 722,64,6 095,5,Community transmission,0
Portugal,39 737,345,1 540,6,Community transmission,0
Ukraine,39 014,940,1 051,16,Community transmission,0
Poland,32 527,300,1 375,16,Community transmission,0
Switzerland,31 249,32,1 679,- 1,Community transmission,0
Ireland,25 391,8,1 720,3,Community transmission,0
Romania,24 505,214,1 539,16,Community transmission,0
Armenia,21 717,711,386,14,Community transmission,0
Israel,21 158,345,307,1,Pending,0
Kazakhstan,18 765,534,134,7,Clusters of cases,0
Austria,17 351,31,693,3,Community transmission,0
Republic of Moldova,14 714,351,492,8,Community transmission,0
Azerbaijan,13 715,508,167,6,Clusters of cases,0
Serbia,13 092,102,263,1,Pending,0
Denmark,12 561,34,603,1,Community transmission,0
Czechia,10 650,89,339,3,Clusters of cases,0
Norway,8 751,6,248,0,Clusters of cases,0
Finland,7 155,11,327,0,Pending,0
Uzbekistan,6 755,255,19,0,Clusters of cases,0
Tajikistan,5 567,54,52,0,Pending,0
North Macedonia,5 314,118,251,4,Clusters of cases,0
Luxembourg,4 133,12,110,0,Clusters of cases,0
Bulgaria,4 114,130,208,1,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Hungary,4 107,0,573,0,Community transmission,1
Kyrgyzstan,3 726,207,42,1,Clusters of cases,0
Bosnia and Herzegovina,3 587,63,171,1,Community transmission,0
Greece,3 302,15,190,0,Clusters of cases,0
Croatia,2 366,30,107,0,Sporadic cases,0
Albania,2 114,67,47,2,Clusters of cases,0
Estonia,1 982,1,69,0,Clusters of cases,0
Iceland,1 824,1,10,0,Community transmission,0
Lithuania,1 803,2,77,1,Community transmission,0
Slovakia,1 589,1,28,0,Clusters of cases,0
Slovenia,1 534,13,111,2,Clusters of cases,0
Latvia,1 111,0,30,0,Sporadic cases,3
Cyprus,990,2,19,0,Clusters of cases,0
Georgia,914,3,14,0,Sporadic cases,0
Andorra,855,0,52,0,Community transmission,5
San Marino,713,0,42,0,Community transmission,4
Malta,665,0,9,0,Sporadic cases,2
Montenegro,378,3,9,0,Clusters of cases,0
Monaco,99,0,1,0,Sporadic cases,17
Liechtenstein,83,0,1,0,Pending,59
Holy See,12,0,0,0,Sporadic cases,48
Territoriesii,,,,,,
Kosovo[1],2 225,52,28,1,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Isle of Man,336,0,24,0,Pending,33
Jersey,318,0,31,0,Community transmission,5
Guernsey,252,0,13,0,Community transmission,52
Faroe Islands,187,0,0,0,Pending,61
Gibraltar,176,0,0,0,Clusters of cases,15
Greenland,13,0,0,0,Pending,26
South-East Asia,,,,,,
India,456 183,15 968,14 476,465,Clusters of cases,0
Bangladesh,119 198,3 412,1 545,43,Community transmission,0
Indonesia,47 896,1 051,2 535,35,Community transmission,0
Nepal,10 099,538,24,1,Sporadic cases,0
Thailand,3 157,1,58,0,Clusters of cases,0
Maldives,2 238,21,8,0,Clusters of cases,0
Sri Lanka,1 991,40,11,0,Clusters of cases,0
Myanmar,292,1,6,0,Clusters of cases,0
Bhutan,70,1,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,61
Western Pacific,,,,,,
China,85 098,28,4 647,1,Clusters of cases,0
Singapore,42 432,119,26,0,Clusters of cases,0
Philippines,31 825,1 143,1 186,9,Community transmission,0
Japan,18 024,56,963,8,Clusters of cases,0
Republic of Korea,12 535,51,281,0,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Malaysia,8 590,3,121,0,Clusters of cases,0
Australia,7 492,18,102,0,Clusters of cases,0
New Zealand,1 166,1,22,0,Clusters of cases,0
Viet Nam,349,0,0,0,Clusters of cases,4
Mongolia,215,2,0,0,Sporadic cases,0
Brunei Darussalam,141,0,3,0,Clusters of cases,47
Cambodia,130,1,0,0,Sporadic cases,0
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,72
Fiji,18,0,0,0,Sporadic cases,64
Papua New Guinea,9,0,0,0,Sporadic cases,3
Territoriesii,,,,,,
Guam,217,1,5,0,Clusters of cases,0
,60,0,0,0,Sporadic cases,49
French Polynesia,,,,,,
Northern Mariana Islands,30,0,2,0,Pending,14
(Commonwealth of the),,,,,,
New Caledonia,21,0,0,0,Sporadic cases,14
Subtotal for all regions,9 128 405,135 212,473 784,4 187,,
Other*,741,0,13,0,Not applicable,-
Grand total,9 129 146,135 212,473 797,4 187,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,,,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
,Weekly COVID-19 Operations Updates,,,
–,,,,
Recommendations and advice for the public,,,,
,Protect yourself,,,
–,,,,
–,Questions and answers,,,
–,Travel advice,,,
,"EPI-WIN: tailored information for individuals, organizations and communities",,,
–,,,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus,,,,
disease (COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear alternative",,,,
cause of death that cannot be related to COVID-19 disease (e.g. trauma). There should be no,,,,
period of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here and here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be expected
"between information products published by WHO, national public health authorities, and"
other sources using different inclusion criteria and different data cut-off times. While steps
"are taken to ensure accuracy and reliability, all data are subject to continuous verification and"
"change. Case detection, definitions, testing strategies, reporting practice, and lag times differ"
"between countries/territories/areas. These factors, amongst others, influence the counts"
"presented, with variable underestimation of true case and death counts, and variable delays"
to reflecting these data at global level.
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal status of any
"country, territory or area or of its authorities, or concerning the delimitation of its frontiers or"
boundaries. Dotted and dashed lines on maps represent approximate border lines for which
"there may not yet be full agreement. Countries, territories and areas are arranged under the"
administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not imply that
they are endorsed or recommended by WHO in preference to others of a similar nature that
"are not mentioned. Errors and omissions excepted, the names of proprietary products are"
distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United Nations
"Security Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo"
"(UNSCR 1244, 1999) have been aggregated for visualization purposes."
"Counts reflect laboratory-confirmed cases and deaths, based on WHO case"
"definitions, unless stated otherwise (see Country, territory, or area-specific updates and"
"errata), and include both domestic and repatriated cases."
Other*: includes cases reported from international conveyances.
Due to the recent trend of countries conducting data reconciliation exercises which remove
"large numbers of cases or deaths from their total counts, WHO will now display such data as"
negative numbers in the “new cases” / “new deaths” columns as appropriate. This will aid
readers in identifying when such adjustments occur. When additional details become
"available that allow the subtractions to be suitably apportioned to previous days, graphics will"
be updated accordingly. Prior situation reports will not be edited; see covid19.who.int for the
most up-to-date data.

Additional table notes,
iTransmission classification is based on a process of country/territory/area self-reporting.,
Classifications are reviewed on a weekly basis and may be revised as new information,
becomes available. and. Differing degrees of transmission may be present within,
countries/territories/areas; classification is based on the highest category reported within a,
country/territory/area. Categories:,
•,No cases: with no confirmed cases
•,"Sporadic cases: with one or more cases, imported or locally detected"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by"
,common exposures
•,Community transmission: experiencing larger outbreaks of local transmission defined
,"through an assessment of factors including, but not limited to: large numbers of cases not"
,linkable to transmission chains; large numbers of cases from sentinel lab surveillance;
,and/or multiple unrelated clusters in several areas of the country/territory/area
•,Pending: transmission classification has not been reported to WHO
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of",
similar status.,
"Country, territory, or area-specific updates and errata",
•,"Erratum 24 June 2020, Ecuador: The original publication of the 23 June Situation Report"
,excluded 275 additional cases and 23 deaths. Counts have been corrected.
•,"Update 24 June 2020, Switzerland: Counts adjusted retrospectively by national"
,authorities: 1 death has been excluded.
