Coronavirus disease,,
(COVID-19),,
Situation Report – 164,,
"Data as received by WHO from national authorities by 10:00 CEST, 2 July 2020",,
Highlights,,
WHO Director-General Dr Tedros has emphasized the importance of taking a comprehensive approach to,,
responding to the pandemic -- “Not testing alone. Not physical distancing alone. Not contact tracing alone. Not,,
"masks alone. Do it all”, he said during yesterday’s regular media briefing.",,
"In Turkey, a WHO-backed helpline has been created to provide psychosocial health support to persons affected",,
"by mental health issues in the wake of COVID-19. The helpline reaches all of Turkey’s 81 provinces, and has",,
provided over 80 000 consultations since March 2020.,,
"While countries have had to de-prioritise non-urgent care to make way for COVID-19 patients, maternal and",,
"child health is one area that cannot be put on hold. In the WHO European region, examples from Italy,",,
"Germany and Israel show that swift recalibration of healthcare has helped maintain essential services, thereby",,
protecting the well-being of pregnant women and their babies.,,
"The WHO Regional Director for the Americas, Dr Carissa F. Etienne, said countries planning to relax public",,
health measures must take a phased approach based on local conditions and be prepared to impose,,
preventive measures again if the epidemiological situation changes.,,
"The WHO representative, Dr Akjemal Magtymova, shared her professional and personal experience of taking",,
"up her new duty station in Syria amid the restrictions brought about by COVID-19, as well as challenges in",,
responding to the pandemic in a conflict area.,,
WHO has published new guidance on infection prevention and control during healthcare when COVID-19 is,,
"suspected or confirmed. Details are explored further in today’s Subject in Focus, below.",,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,10 533 779 cases (176 102),512 842 deaths (4 787)
Africa,318 432 cases (11 638),6 340 deaths (148)
Americas,5 317 792 cases (99 202),252 340 deaths (3 022)
Eastern Mediterranean,1 096 565 cases (19 139),25 517 deaths (547)
Europe,2 747 810 cases (19 736),198 405 deaths (531)
South-East Asia,833 735 cases (24 829),22 769 deaths (534)
Western Pacific,218 704 cases (1 558),7 458 deaths (5)

Subject in Focus: Updated guidance on Infection Prevention and Control (IPC),
WHO has updated the interim guidance on infection prevention and control during healthcare when,
coronavirus disease (COVID-19) is suspected or confirmed.,
"This is the third edition of the guidance and expands the scope and structure of earlier guidance, bringing",
together other interim recommendations as well as considerations and advice from subject matter experts.,
The main differences and additions compared to the previous versions include the following:,
•,expansion of all sub-sections to include clarifications and further recommendations;
•,addition of new guidance and practical advice for the management of visitors especially in areas with
,COVID-19 community transmission;
•,inclusion of a sub-section on ventilation in the section “Environmental and engineering controls”;
•,new guidance on IPC considerations for surgical procedures for patients with suspected or confirmed
,"COVID-19, as well as those patients whose COVID-19 status is unknown;"
•,updated considerations for dead body management in healthcare facilities; and
•,practical advice and tools to assess healthcare facility IPC readiness and to monitor and evaluate IPC
,measures for COVID-19.
"This guidance is intended for health workers, including healthcare managers and IPC teams at the facility",
"level, but it is also relevant for the national and district/provincial levels.",

Surveillance
"Figure 1. Number of confirmed COVID-19 cases reported in the last seven days by country, territory or area, 26 June to 2 July **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December through 2 July**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST, 2 July 2020**",,,,,,
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Ecuador,56 342,0,4 527,0,Community transmission,1
Panama,33 550,765,631,11,Community transmission,0
Dominican Republic,33 387,819,754,7,Community transmission,0
Bolivia (Plurinational State of),33 219,1 094,1 123,52,Community transmission,0
Honduras,19 558,740,497,12,Community transmission,0
Guatemala,18 096,687,773,27,Community transmission,0
El Salvador,6 736,298,182,8,Community transmission,0
Haiti,5 975,42,105,0,Community transmission,0
Venezuela (Bolivarian Republic of),5 832,302,51,3,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Costa Rica,3 459,190,16,1,Clusters of cases,0
Cuba,2 348,7,86,0,Clusters of cases,0
Paraguay,2 260,39,19,2,Community transmission,0
Nicaragua,2 182,168,83,9,Community transmission,0
Uruguay,936,4,27,0,Clusters of cases,0
Jamaica,702,4,10,0,Clusters of cases,0
Suriname,517,2,13,0,Clusters of cases,0
Guyana,245,10,12,0,Clusters of cases,0
Trinidad and Tobago,130,0,8,0,Sporadic cases,1
Bahamas,104,0,11,0,Clusters of cases,16
Barbados,97,0,7,0,Clusters of cases,16
Antigua and Barbuda,66,0,3,0,Clusters of cases,1
Saint Vincent and the Grenadines,29,0,0,0,Sporadic cases,14
Belize,28,4,2,0,Sporadic cases,0
Grenada,23,0,0,0,Clusters of cases,36
Saint Lucia,19,0,0,0,Sporadic cases,26
Dominica,18,0,0,0,Clusters of cases,19
Saint Kitts and Nevis,15,0,0,0,No cases,72
Territoriesii,,,,,,
Puerto Rico,7 537,72,153,0,Community transmission,0
French Guiana,4 268,264,16,1,Community transmission,0
Martinique,242,0,14,0,Clusters of cases,4
Cayman Islands,200,1,1,0,Clusters of cases,0
Guadeloupe,182,0,14,0,Clusters of cases,5

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bermuda,146,0,9,0,Sporadic cases,11
Aruba,103,0,3,0,No cases,1
United States Virgin Islands,90,6,6,0,Clusters of cases,0
Sint Maarten,77,0,15,0,No cases,26
Saint Martin,43,0,3,0,Sporadic cases,2
Turks and Caicos Islands,42,1,2,0,Sporadic cases,0
Curaçao,25,0,1,0,No cases,1
Falkland Islands (Malvinas),13,0,0,0,No cases,67
Montserrat,11,0,1,0,No cases,79
British Virgin Islands,8,0,1,0,No cases,47
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,37
Saint Barthélemy,6,0,0,0,No cases,93
Anguilla,3,0,0,0,No cases,89
Saint Pierre and Miquelon,1,0,0,0,No cases,85
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),230 211,2 549,10 958,141,Community transmission,0
Pakistan,217 809,4 339,4 473,78,Clusters of cases,0
Saudi Arabia,194 225,3 402,1 698,49,Clusters of cases,0
Qatar,97 003,915,115,2,Community transmission,0
Egypt,69 814,1 503,3 034,81,Clusters of cases,0
Iraq,51 524,2 415,2 050,107,Community transmission,0
United Arab Emirates,49 069,402,316,1,Community transmission,0
Kuwait,46 940,745,358,4,Clusters of cases,0
Oman,41 194,1 124,185,9,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Afghanistan,32 022,260,807,33,Clusters of cases,0
Bahrain,27 414,656,92,5,Clusters of cases,0
Morocco,12 636,103,228,0,Clusters of cases,0
Sudan,9 574,316,602,30,Community transmission,0
Djibouti,4 704,22,55,1,Clusters of cases,0
Somalia,2 924,0,90,0,Sporadic cases,1
Lebanon,1 788,10,34,0,Clusters of cases,0
Yemen,1 194,32,319,6,Community transmission,0
Tunisia,1 175,1,50,0,Sporadic cases,0
Jordan,1 133,1,9,0,Clusters of cases,0
Libya,824,0,24,0,Clusters of cases,1
Syrian Arab Republic,293,14,9,0,Community transmission,0
Territoriesii,,,,,,
occupied Palestinian territory,3 095,330,11,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,661 165,6 760,9 683,147,Clusters of cases,0
The United Kingdom,313 487,829,43 906,176,Community transmission,0
Spain,249 659,388,28 363,8,Community transmission,0
Italy,240 760,182,34 788,21,Community transmission,0
Turkey,201 098,1 192,5 150,19,Community transmission,0
Germany,194 725,0,8 985,0,Clusters of cases,1
France,157 806,612,29 777,17,Community transmission,0
Sweden,69 692,1 241,5 370,37,Community transmission,0
Belarus,62 424,306,398,6,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Belgium,61 598,89,9 761,7,Community transmission,0
Netherlands,50 335,62,6 115,2,Community transmission,0
Ukraine,45 888,890,1 185,12,Community transmission,0
Kazakhstan,42 574,1 509,188,0,Clusters of cases,0
Portugal,42 454,313,1 579,3,Community transmission,0
Poland,34 775,382,1 477,14,Community transmission,0
Switzerland,31 851,220,1 684,1,Community transmission,0
Romania,27 296,326,1 667,16,Community transmission,0
Armenia,26 658,593,459,6,Community transmission,0
Ireland,25 477,4,1 738,2,Clusters of cases,0
Israel,25 385,803,320,1,Pending,0
Azerbaijan,18 112,588,220,7,Clusters of cases,0
Austria,17 814,37,705,0,Community transmission,0
Republic of Moldova,16 898,285,549,2,Community transmission,0
Serbia,14 836,272,281,4,Pending,0
Denmark,12 794,26,606,1,Community transmission,0
Czechia,12 046,92,349,0,Clusters of cases,0
Uzbekistan,8 904,277,26,0,Clusters of cases,0
Norway,8 887,22,251,1,Clusters of cases,0
Finland,7 236,22,328,0,Pending,0
North Macedonia,6 470,120,306,4,Clusters of cases,0
Kyrgyzstan,6 261,526,66,4,Clusters of cases,0
Tajikistan,6 005,51,52,0,Pending,0
Bulgaria,5 154,165,232,2,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bosnia and Herzegovina,4 606,153,187,2,Community transmission,0
Luxembourg,4 345,46,110,0,Clusters of cases,0
Hungary,4 157,2,586,1,Community transmission,0
Greece,3 432,23,192,0,Clusters of cases,0
Croatia,2 831,54,108,1,Sporadic cases,0
Albania,2 662,82,69,4,Clusters of cases,0
Estonia,1 989,0,69,0,Clusters of cases,1
Iceland,1 847,5,10,0,Community transmission,0
Lithuania,1 818,1,78,0,Community transmission,0
Slovakia,1 687,20,28,0,Clusters of cases,0
Slovenia,1 613,13,111,0,Clusters of cases,0
Latvia,1 121,3,30,0,Sporadic cases,0
Cyprus,999,1,19,0,Clusters of cases,0
Georgia,939,8,15,0,Sporadic cases,0
Andorra,855,0,52,0,Community transmission,13
San Marino,713,0,42,0,Community transmission,12
Malta,670,0,9,0,Sporadic cases,5
Montenegro,576,28,12,0,Clusters of cases,0
Monaco,99,0,1,0,Sporadic cases,25
Liechtenstein,83,0,1,0,Pending,67
Holy See,12,0,0,0,Sporadic cases,56
Territoriesii,,,,,,
Kosovo[1],2 948,113,44,3,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Isle of Man,336,0,24,0,Pending,41
Jersey,319,0,31,0,Community transmission,6
Guernsey,252,0,13,0,Community transmission,60
Faroe Islands,187,0,0,0,Pending,69
Gibraltar,177,0,0,0,Clusters of cases,3
Greenland,13,0,0,0,Pending,34
South-East Asia,,,,,,
India,604 641,19 148,17 834,434,Clusters of cases,0
Bangladesh,149 258,3 775,1 888,41,Community transmission,0
Indonesia,57 770,1 385,2 934,58,Community transmission,0
Nepal,14 046,482,30,1,Sporadic cases,0
Thailand,3 179,6,58,0,Clusters of cases,0
Maldives,2 382,21,8,0,Clusters of cases,0
Sri Lanka,2 054,7,11,0,Clusters of cases,0
Myanmar,304,5,6,0,Clusters of cases,0
Bhutan,77,0,0,0,Sporadic cases,2
Timor-Leste,24,0,0,0,No cases,69
Western Pacific,,,,,,
China,85 263,31,4 648,0,Clusters of cases,0
Singapore,44 122,215,26,0,Clusters of cases,0
Philippines,38 511,997,1 270,4,Community transmission,0
Japan,18 874,151,975,1,Clusters of cases,0
Republic of Korea,12 904,54,282,0,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Malaysia,8 640,1,121,0,Clusters of cases,0
Australia,7 920,86,104,0,Clusters of cases,0
New Zealand,1 180,2,22,0,Clusters of cases,0
Viet Nam,355,0,0,0,Clusters of cases,4
Mongolia,220,0,0,0,Sporadic cases,2
Brunei Darussalam,141,0,3,0,No cases,55
Cambodia,141,0,0,0,Sporadic cases,3
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,80
Fiji,18,0,0,0,Sporadic cases,72
Papua New Guinea,11,0,0,0,Sporadic cases,6
Territoriesii,,,,,,
Guam,272,21,5,0,Clusters of cases,0
French Polynesia,62,0,0,0,Sporadic cases,4
Northern Mariana Islands,30,0,2,0,Pending,22
(Commonwealth of the),,,,,,
New Caledonia,21,0,0,0,Sporadic cases,22
Subtotal for all regions,10 533 038,176 102,512 829,4 787,,
Other*,741,0,13,0,Not applicable,-
Grand total,10 533 779,176 102,512 842,4 787,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
–,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the international community,,,
,can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
–,Weekly COVID-19 Operations Updates,,,
Recommendations and advice for the public,,,,
–,Protect yourself,,,
–,Questions and answers,,,
–,Travel advice,,,
–,"EPI-WIN: tailored information for individuals, organizations and communities",,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus disease (COVID-19),,,,
document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically compatible illness in,,,,
"a probable or confirmed COVID-19 case, unless there is a clear alternative cause of death that cannot be",,,,
related to COVID-19 disease (e.g. trauma). There should be no period of complete recovery between the illness,,,,
and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is available here and,,,,
here.,,,,

"Annex 1: Data, table and figure notes",
Caution must be taken when interpreting all data presented. Differences are to be expected between,
"information products published by WHO, national public health authorities, and other sources using different",
"inclusion criteria and different data cut-off times. While steps are taken to ensure accuracy and reliability, all",
"data are subject to continuous verification and change. Case detection, definitions, testing strategies,",
"reporting practice, and lag times differ between countries/territories/areas. These factors, amongst others,",
"influence the counts presented, with variable underestimation of true case and death counts, and variable",
delays to reflecting these data at global level.,
"The designations employed, and the presentation of these materials do not imply the expression of any",
"opinion whatsoever on the part of WHO concerning the legal status of any country, territory or area or of its",
"authorities, or concerning the delimitation of its frontiers or boundaries. Dotted and dashed lines on maps",
"represent approximate border lines for which there may not yet be full agreement. Countries, territories and",
areas are arranged under the administering WHO region.,
The mention of specific companies or of certain manufacturers’ products does not imply that they are,
endorsed or recommended by WHO in preference to others of a similar nature that are not mentioned.,
"Errors and omissions excepted, the names of proprietary products are distinguished by initial capital letters.",
[1] All references to Kosovo should be understood to be in the context of the United Nations Security Council,
"resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo (UNSCR 1244, 1999) have been",
aggregated for visualization purposes.,
"Counts reflect laboratory-confirmed cases and deaths, based on WHO case definitions, unless stated",
"otherwise (see Country, territory, or area-specific updates and errata), and include both domestic and",
repatriated cases.,
Other*: includes cases reported from international conveyances.,
Due to the recent trend of countries conducting data reconciliation exercises which remove large numbers of,
"cases or deaths from their total counts, WHO will now display such data as negative numbers in the “new",
cases” / “new deaths” columns as appropriate. This will aid readers in identifying when such adjustments,
occur. When additional details become available that allow the subtractions to be suitably apportioned to,
"previous days, graphics will be updated accordingly. Prior situation reports will not be edited; see",
covid19.who.int for the most up-to-date data.,
Additional table notes,
i Transmissionclassification is based on a process of country/territory/area self-reporting. Classifications are,
reviewed on a weekly basis and may be revised as new information becomes available. Differing degrees of,
transmission may be present within countries/territories/areas; classification is based on the highest,
category reported within a country/territory/area. Categories:,
•,No cases: with no confirmed cases
•,"Sporadic cases: with one or more cases, imported or locally detected"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by common"
,exposures

•,Community transmission: experiencing larger outbreaks of local transmission defined through an
,"assessment of factors including, but not limited to: large numbers of cases not linkable to transmission"
,chains; large numbers of cases from sentinel lab surveillance; and/or multiple unrelated clusters in
,several areas of the country/territory/area
•,Pending: transmission classification has not been reported to WHO
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of similar status.",
"Country, territory, or area-specific updates and errata",
"• Update 2 July 2020, Israel: Counts adjusted by national authorities: an additional 15 cases on 1 July.",
