Coronavirus disease,,
(COVID-19),,
Situation Report – 138,,
"Data as received by WHO from national authorities by 10:00 CEST, 06 June 2020",,
Highlights,,
"Community health mobilizers are on the frontlines of Angola’s COVID-19 response, increasing",,
awareness of COVID-19 among the general population by conducting home visits and social,,
mobilization campaigns in local markets and other busy communal areas.,,
"This year on World Environment Day on 5 June, people around the world celebrated biodiversity and",,
"called for the preservation of nature, as human impact on the environment has increased the risk of",,
emerging infectious diseases in humans: over 60% of emerging infectious diseases originate from,,
"animals, mainly from wildlife. The need to lessen our impact on the environment is being",,
"emphasised in the context of post-COVID-19 recovery, in order to reduce at source the risk of future",,
epidemics.,,
WHO has published an updated interim guidance on Key planning recommendations for mass,,
"gatherings in the context of COVID-19, which reflects the evolution of the pandemic and the most",,
"recent WHO recommendations on COVID-19, summarized in the ‘Subject in Focus’ below. The",,
"guidance provides advice to host governments, health authorities and event organizers on containing",,
"COVID-19 risks associated with a mass gathering, and on mitigating the likelihood of strain on health",,
services.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,6 663 304 cases (127 950),392 802 deaths (5 647)
Africa,126 561 cases (5 457),3 062 deaths (104)
Americas,3 155 370 cases (70 853),176 167 deaths (3 891)
Eastern Mediterranean,605 026 cases (17 996),14 024 deaths (304)
Europe,2 249 999 cases (19 293),183 128 deaths (963)
South-East Asia,336 577 cases (13 714),9 316 deaths (374)
Western Pacific,189 030 cases (637),7 092 deaths (11)

Subject in Focus: Key planning recommendations for mass,
gatherings in the context of COVID-19,
WHO has published an updated interim guidance on Key planning recommendations for mass,
gatherings in the context of COVID-19 on 29 May 2020. This general guidance is an updated,
version of the guidance first published on 14 February and revised on 19 March 2020. The current,
version reflects the evolution of the pandemic and the most recent WHO recommendations on,
COVID-19.,
"The guidance provides advice to host governments, health authorities and event organizers on",
"containing COVID-19 risks associated with a mass gathering, and on mitigating the resulting",
likelihood of strain on health services.,
Mass gatherings include a wide range of events characterized by the concentration of people in,
"space and time. They are not merely recreational events; rather, they may also have major political,",
"cultural, social and economic implications. WHO recommends that any decision to restrict, modify,",
"postpone, cancel or proceed with a mass gathering should be based on a rigorous risk assessment,",
based on three main considerations:,
1.,Normative and epidemiological context in which the event takes place: the application of
,"restrictive public health and social measures to control the spread of COVID-19, may not"
,"allow mass gatherings to take place. However, in countries where measures are eased in"
,"response to an evolving transmission scenario, the decision to proceed with an event and"
,"how to proceed, becomes relevant. The context continuously evolves, which entails an"
,"evolution of risk and of the action required to mitigate it, and therefore calls for a review of the"
,risk assessment at regular intervals.
2.,Risk factors associated with the event: this evaluation examines factors which determine the
,"risk profile for an event, including the characteristics of the venue, the number and key"
,"features of the participants (and their expected interactions), the duration of the event, and"
,"the capacity of the health system to detect and manage COVID-19 cases, among others."
3.,"Prevention and control measures: this area focuses on the capacity that host governments,"
,health authorities and event organizers have to apply actions that mitigate the risk identified
,"in step 2, above. Measures may modify the characteristics of the event (venue, attendees,"
,"facilities, etc.) or focus on strengthening the preparedness and response. Prevention and"
,"control measures can be applied throughout the event’s timeline – in the planning phase,"
,"operational phase, and post-event phase."
WHO has developed tools that facilitate the evaluation of the risks associated with a mass gathering,
and guide the selection of tailored prevention and control measures. A set of three tools is currently,
"available: a generic tool, one tailored to sports events, and one tailored to religious events. At the",
"same time, many organisers have adapted and tailored WHO tools to specific purposes, especially",
"for sport-related events, such as football, rugby and rowing competitions – with the aim of guiding",
the decision-making process on closing down or reopening them.,
A mass gathering indicator has been included in the COVID-19 Strategic Preparedness and,
Response Plan (SPRP) Monitoring and Evaluation Framework. This will help monitor how health,
systems prepare and respond to the COVID-19 pandemic as well as how they tackle risks,
associated with mass gatherings.,

Surveillance
"Figure 1. Number of confirmed COVID-19 cases reported in the last seven days by country, territory or area, 31 May to 06 June**"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December 2019 through 06 June 2020**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths, by WHO region. Data as of 10 AM",,,,,,
"CEST, 06 June 2020**",,,,,,
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Barbados,92,0,7,0,Clusters of cases,12
Suriname,82,0,1,0,Sporadic cases,1
Saint Vincent and the Grenadines,26,0,0,0,Sporadic cases,5
Antigua and Barbuda,25,0,3,0,Clusters of cases,33
Grenada,23,0,0,0,Clusters of cases,10
Saint Lucia,19,1,0,0,Sporadic cases,0
Belize,18,0,2,0,Sporadic cases,52
Dominica,16,0,0,0,Clusters of cases,56
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,46
Territoriesii,,,,,,
Puerto Rico,4 620,112,141,1,Community transmission,0
French Guiana,589,33,1,0,Clusters of cases,0
Martinique,200,0,14,0,Clusters of cases,6
Guadeloupe,164,2,14,0,Clusters of cases,0
Cayman Islands,160,4,1,0,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bermuda,141,0,9,0,Clusters of cases,3
Aruba,101,0,3,0,No cases,31
Sint Maarten,77,- 1,15,0,Sporadic cases,0
United States Virgin Islands,71,0,6,0,Clusters of cases,1
Saint Martin,41,0,3,0,Sporadic cases,6
Curaçao,21,0,1,0,Sporadic cases,1
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,41
Turks and Caicos Islands,12,0,1,0,Sporadic cases,39
Montserrat,11,0,1,0,Sporadic cases,53
British Virgin Islands,8,0,1,0,Sporadic cases,21
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,11
Saint Barthélemy,6,0,0,0,Sporadic cases,67
Anguilla,3,0,0,0,Sporadic cases,63
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,59
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),167 156,2 886,8 134,63,Community transmission,0
Saudi Arabia,95 748,2 591,642,31,Clusters of cases,0
Pakistan,93 983,4 734,1 935,97,Clusters of cases,0
Qatar,65 495,1 754,49,4,Community transmission,0
United Arab Emirates,37 642,624,274,1,Pending,0
Egypt,31 115,1 348,1 166,40,Clusters of cases,0
Kuwait,30 644,723,244,8,Clusters of cases,0
Afghanistan,19 551,582,327,18,Clusters of cases,0
Oman,15 086,770,72,5,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,13 835,606,22,1,Clusters of cases,0
Iraq,9 846,1 006,285,14,Clusters of cases,0
Morocco,8 071,68,208,0,Clusters of cases,0
Sudan,5 865,151,347,14,Community transmission,0
Djibouti,4 123,69,26,0,Clusters of cases,0
Somalia,2 204,0,79,0,Sporadic cases,1
Lebanon,1 312,6,28,0,Clusters of cases,0
Tunisia,1 087,0,49,0,Community transmission,2
Jordan,784,19,9,0,Clusters of cases,0
Yemen,473,16,112,8,Pending,0
Libya,239,43,5,0,Clusters of cases,0
Syrian Arab Republic,124,0,6,0,Community transmission,1
Territoriesii,,,,,,
occupied Palestinian territory,643,0,5,0,Clusters of cases,1
Europe,,,,,,
Russian Federation,458 689,8 855,5 725,197,Clusters of cases,0
The United Kingdom,283 315,1 650,40 261,357,Community transmission,0
Spain,240 978,318,27 134,1,Community transmission,0
Italy,234 531,518,33 774,85,Community transmission,0
Germany,183 678,407,8 646,33,Community transmission,0
Turkey,168 340,930,4 648,18,Community transmission,0
France,149 495,554,29 053,46,Community transmission,0
Belgium,58 907,140,9 566,18,Community transmission,0
Netherlands,47 152,210,6 005,15,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Belarus,46 868,887,259,6,Community transmission,0
Sweden,42 939,1 056,4 639,77,Community transmission,0
Portugal,33 969,377,1 465,10,Community transmission,0
Switzerland,30 853,23,1 659,0,Community transmission,0
Ukraine,26 514,550,777,15,Community transmission,0
Poland,25 419,371,1 137,20,Community transmission,0
Ireland,25 163,21,1 670,6,Community transmission,0
Romania,20 103,196,1 308,9,Community transmission,0
Israel,17 562,67,291,0,Pending,0
Austria,16 803,62,672,2,Community transmission,0
Kazakhstan,12 511,199,52,4,Clusters of cases,0
Armenia,12 364,547,190,7,Community transmission,0
Denmark,11 875,64,586,4,Community transmission,0
Serbia,11 667,96,247,1,Pending,0
Czechia,9 529,35,327,1,Clusters of cases,0
Republic of Moldova,9 247,229,323,8,Community transmission,0
Norway,8 504,27,238,0,Clusters of cases,0
Finland,6 941,30,322,0,Pending,0
Azerbaijan,6 860,338,82,4,Clusters of cases,0
Tajikistan,4 370,81,48,0,Pending,0
Luxembourg,4 032,5,110,0,Clusters of cases,0
Uzbekistan,4 022,57,16,0,Clusters of cases,0
Hungary,3 970,16,542,3,Community transmission,0
Greece,2 937,0,179,0,Clusters of cases,2

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
North Macedonia,2 792,180,149,2,Clusters of cases,0
Bulgaria,2 668,83,160,13,Clusters of cases,0
Bosnia and Herzegovina,2 605,12,158,0,Community transmission,0
Croatia,2 247,0,103,0,Sporadic cases,1
Kyrgyzstan,1 974,38,22,0,Clusters of cases,0
Estonia,1 910,20,69,0,Pending,0
Iceland,1 806,0,10,0,Community transmission,6
Lithuania,1 694,7,71,0,Community transmission,0
Slovakia,1 526,0,28,0,Clusters of cases,1
Slovenia,1 489,12,108,0,Clusters of cases,0
Albania,1 232,20,34,1,Clusters of cases,0
Latvia,1 082,0,25,0,Clusters of cases,1
Cyprus,960,2,17,0,Clusters of cases,0
Andorra,852,0,51,0,Community transmission,1
Georgia,808,2,13,0,Community transmission,0
San Marino,695,0,42,0,Community transmission,1
Malta,622,0,9,0,Sporadic cases,2
Montenegro,324,0,9,0,Clusters of cases,31
Monaco,98,0,1,0,Sporadic cases,13
Liechtenstein,83,0,1,0,Pending,41
Holy See,12,0,0,0,Sporadic cases,30
Territoriesii,,,,,,
Kosovo[1],1 142,0,30,0,Community transmission,2
Isle of Man,336,0,24,0,Pending,15

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Jersey,309,0,30,0,Community transmission,1
Guernsey,252,0,13,0,Community transmission,34
Faroe Islands,187,0,0,0,Pending,43
Gibraltar,174,1,0,0,Clusters of cases,0
Greenland,13,0,0,0,Pending,8
South-East Asia,,,,,,
India,236 657,9 887,6 642,294,Clusters of cases,0
Bangladesh,60 391,2 828,811,30,Community transmission,0
Indonesia,29 521,703,1 770,49,Community transmission,0
Thailand,3 104,2,58,0,Clusters of cases,0
Nepal,2 912,278,11,1,Sporadic cases,0
Maldives,1 883,11,7,0,Clusters of cases,0
Sri Lanka,1 801,4,11,0,Clusters of cases,0
Myanmar,236,0,6,0,Clusters of cases,1
Bhutan,48,1,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,43
Western Pacific,,,,,,
China,84 620,6,4 645,0,Clusters of cases,0
Singapore,37 183,261,24,0,Clusters of cases,0
Philippines,20 626,244,987,3,Community transmission,0
Japan,17 103,39,914,7,Clusters of cases,0
Republic of Korea,11 719,51,273,0,Clusters of cases,0
Malaysia,8 266,19,116,1,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Australia,7 251,11,102,0,Clusters of cases,0
New Zealand,1 154,0,22,0,Clusters of cases,15
Viet Nam,329,1,0,0,Clusters of cases,0
Mongolia,191,5,0,0,Sporadic cases,0
Brunei Darussalam,141,0,2,0,Clusters of cases,29
Cambodia,125,0,0,0,Sporadic cases,7
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,54
Fiji,18,0,0,0,Sporadic cases,46
Papua New Guinea,8,0,0,0,Sporadic cases,44
Territoriesii,,,,,,
Guam,171,0,5,0,Clusters of cases,1
French Polynesia,60,0,0,0,Sporadic cases,31
Northern Mariana Islands,,,,,,
(Commonwealth of the),26,0,2,0,Pending,1
New Caledonia,20,0,0,0,Sporadic cases,1
Subtotal for all regions,6 662 563,127 950,392 789,5 647,,
Other*,741,0,13,0,Not applicable,-
Grand total,6 663 304,127 950,392 802,5 647,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
–,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
–,Weekly COVID-19 Operations Updates,,,
Recommendations and advice for the public,,,,
–,Protect yourself,,,
–,Questions and answers,,,
–,Travel advice,,,
–,"EPI-WIN: tailored information for individuals, organizations and communities",,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus,,,,
disease (COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear alternative",,,,
cause of death that cannot be related to COVID-19 disease (e.g. trauma). There should be no,,,,
period of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be expected
"between information products published by WHO, national public health authorities, and other"
sources using different inclusion criteria and different data cut-off times. While steps are taken
"to ensure accuracy and reliability, all data are subject to continuous verification and change."
"Case detection, definitions, testing strategies, reporting practice, and lag times differ between"
"countries/territories/areas. These factors, amongst others, influence the counts presented,"
"with variable underestimation of true case and death counts, and variable delays to reflecting"
these data at global level.
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal status of any
"country, territory or area or of its authorities, or concerning the delimitation of its frontiers or"
boundaries. Dotted and dashed lines on maps represent approximate border lines for which
"there may not yet be full agreement. Countries, territories and areas are arranged under the"
administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not imply that
they are endorsed or recommended by WHO in preference to others of a similar nature that
"are not mentioned. Errors and omissions excepted, the names of proprietary products are"
distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United Nations
"Security Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo"
"(UNSCR 1244, 1999) have been aggregated for visualization purposes."
"Counts reflect laboratory-confirmed cases and deaths, based on WHO case"
"definitions, unless stated otherwise (see Country, territory, or area-specific updates and"
"errata), and include both domestic and repatriated cases."
Other*: includes cases reported from international conveyances.
Due to the recent trend of countries conducting data reconciliation exercises which remove
"large numbers of cases or deaths from their total counts, WHO will now display such data as"
negative numbers in the “new cases” / “new deaths” columns as appropriate. This will aid
readers in identifying when such adjustments occur. When additional details become available
"that allow the subtractions to be suitably apportioned to previous days, graphics will be"
updated accordingly. Prior situation reports will not be edited; see covid19.who.int for the
most up-to-date data.
Additional table notes
iTransmission classification is based on a process of country/territory/area self-reporting.
"Classifications are reviewed on a weekly basis, and may be revised as new information"
becomes available. and. Differing degrees of transmission may be present within
countries/territories/areas; classification is based on the highest category reported within a
country/territory/area. Categories:
• No cases: with no confirmed cases
"• Sporadic cases: with one or more cases, imported or locally detected."

•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by"
,common exposures.
•,Community transmission: experiencing larger outbreaks of local transmission defined
,"through an assessment of factors including, but not limited to: large numbers of cases not"
,linkable to transmission chains; large numbers of cases from sentinel lab surveillance;
,and/or multiple unrelated clusters in several areas of the country/territory/area.
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of",
similar status.,
"Country, territory, or area-specific updates and errata",
None,
