Coronavirus disease,,
(COVID-19),,
Situation Report – 202,,
"Data as received by WHO from national authorities by 10:00 CEST, 9 August 2020",,
Highlights,,
"“Now it’s time to work together. Now it’s time to fight the virus”, said Dr Tedros in a media",,
briefing on Thursday last week.,,
"Dr Mike Ryan, Executive Director, WHO Health Emergencies Programme also said that",,
“...we have to create a new partnership. A new deal between government services and,,
"community action. Communities’ individuals have to be empowered, educated. They have to",,
want to participate.”,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,19 462 112 cases (273 552),722 285deaths (6 207)
Africa,884 990 cases (12 489),16 403 deaths (362)
Americas,10 447 261 cases (156 817),385 076 deaths (4 182)
Eastern Mediterranean,1 634 940 cases (11 489),43 080 deaths (321)
Europe,3 562 774 cases (16 762),216 426 deaths (326)
South-East Asia,2 565 800 cases (69 799),52 569 deaths (961)
Western Pacific,365 606 cases (6 196),8 718 deaths (55)

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 3 August to 9 August"
**
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December through 9 August**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of",,,,,,
"10 AM CEST, 9 August 2020**",,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
Mozambique,2 241,28,16,1,Community transmission,0
Rwanda,2 134,6,6,1,Clusters of cases,0
Guinea-Bissau,2 052,0,29,0,Community transmission,1
Benin,1 936,0,38,0,Community transmission,4
Sierra Leone,1 895,8,68,0,Community transmission,0
Angola,1 572,34,70,3,Clusters of cases,0
Uganda,1 269,15,6,0,Clusters of cases,0
Liberia,1 234,4,79,1,Community transmission,0
Burkina Faso,1 175,13,54,0,Community transmission,0
Niger,1 157,4,69,0,Community transmission,0
Gambia,1 090,0,19,0,Sporadic cases,1
Togo,1 012,0,22,0,Community transmission,1
Chad,942,0,76,0,Community transmission,2
Sao Tome and Principe,878,0,15,0,Clusters of cases,3
Botswana,804,0,2,0,Clusters of cases,10
Lesotho,742,0,23,0,Clusters of cases,2
United Republic of Tanzania,509,0,21,0,Community transmission,93
Burundi,405,4,1,0,Clusters of cases,0
Comoros,399,3,7,0,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Mauritius 344 0 10 0 Sporadic cases 15,,,,,,
Eritrea 285 0 0 0 Sporadic cases 1,,,,,,
Seychelles,126,0,0,0,Sporadic cases,1
Territoriesii,,,,,,
Mayotte,3 068,0,39,0,Clusters of cases,1
Réunion,681,6,5,0,Clusters of cases,0
Americas,,,,,,
United States of America,4 897 958,61 028,159 930,1 324,Community transmission,0
Brazil,2 962 442,50 230,99 572,1 079,Community transmission,0
Mexico,469 407,6 717,51 311,794,Community transmission,0
Peru,463 875,8 466,20 649,225,Community transmission,0
Chile,371 023,2 198,10 011,53,Community transmission,0
Colombia,367 196,9 486,12 250,311,Community transmission,0
Argentina,235 677,7 482,4 450,159,Community transmission,0
Canada,118 985,424,8 970,4,Community transmission,0
Ecuador,93 572,1 603,5 916,19,Community transmission,0
Bolivia (Plurinational State of),87 891,1 468,3 524,59,Community transmission,0
Dominican Republic,78 778,1 069,1 289,30,Community transmission,0
Panama,72 560,1 142,1 591,17,Community transmission,0
Guatemala,56 189,919,2 197,29,Community transmission,0
Honduras,46 635,880,1 465,19,Community transmission,0
Venezuela (Bolivarian Republic of),24 166,886,208,6,Community transmission,0
Costa Rica,22 081,1 011,218,18,Community transmission,0
El Salvador,19 978,434,536,16,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Haiti,7 599,17,177,6,Community transmission,0
Paraguay,6 508,133,69,3,Community transmission,0
Nicaragua,3 266,0,123,0,Community transmission,4
Cuba,2 888,59,88,0,Clusters of cases,0
Suriname,2 203,107,29,0,Community transmission,0
Uruguay,1 325,7,37,0,Clusters of cases,0
Jamaica,987,29,12,0,Clusters of cases,0
Bahamas,830,69,14,0,Clusters of cases,0
Guyana,538,0,22,0,Clusters of cases,1
Trinidad and Tobago,225,8,8,0,Clusters of cases,0
Belize,146,32,2,0,Sporadic cases,0
Barbados,138,5,7,0,Clusters of cases,0
Antigua and Barbuda,92,0,3,0,Clusters of cases,4
Saint Vincent and the Grenadines,56,0,0,0,Sporadic cases,2
Saint Lucia,25,0,0,0,Sporadic cases,9
Grenada,24,0,0,0,Clusters of cases,9
Dominica,18,0,0,0,Clusters of cases,57
Saint Kitts and Nevis,17,0,0,0,No cases,29
Territoriesii,,,,,,
Puerto Rico,21 424,738,274,9,Community transmission,0
French Guiana,8 267,63,48,1,Community transmission,0
United States Virgin Islands,528,6,9,0,Community transmission,0
Martinique,336,60,16,1,Clusters of cases,0
Guadeloupe,290,11,14,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Aruba,263,0,3,0,Sporadic cases,1
Cayman Islands,203,0,1,0,Sporadic cases,25
Sint Maarten,176,0,16,0,Community transmission,1
Turks and Caicos Islands,170,29,2,0,Clusters of cases,0
Bermuda,158,1,9,0,Sporadic cases,0
Saint Martin,53,0,3,0,Sporadic cases,10
Curaçao,31,0,1,0,Sporadic cases,2
"Bonaire, Sint Eustatius and Saba",13,0,0,0,Sporadic cases,5
Falkland Islands (Malvinas),13,0,0,0,No cases,105
Montserrat,13,0,1,0,No cases,13
British Virgin Islands,9,0,1,0,No cases,4
Saint Barthélemy,9,0,0,0,No cases,6
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,23
Anguilla,3,0,0,0,No cases,127
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),324 692,2 125,18 264,132,Community transmission,0
Saudi Arabia,287 262,1 469,3 130,37,Clusters of cases,0
Pakistan,284 103,634,6 074,8,Clusters of cases,0
Iraq,147 389,3 325,5 310,74,Community transmission,0
Qatar,112 650,267,182,2,Community transmission,0
Egypt,95 314,167,4 992,21,Clusters of cases,0
Oman,81 357,290,509,7,Community transmission,0
Kuwait,71 199,472,474,3,Clusters of cases,0
United Arab Emirates,62 300,239,356,0,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,43 629,322,162,1,Clusters of cases,0
Afghanistan,37 054,39,1 312,5,Clusters of cases,0
Morocco,32 007,1 345,480,19,Clusters of cases,0
Sudan,11 894,0,773,0,Community transmission,1
Lebanon,6 223,272,74,4,Clusters of cases,0
Djibouti,5 338,0,59,0,Clusters of cases,1
Libya,5 078,0,108,0,Clusters of cases,1
Somalia,3 227,0,93,0,Sporadic cases,3
Yemen,1 801,1,513,0,Community transmission,0
Tunisia,1 678,22,51,0,Sporadic cases,0
Jordan,1 246,9,11,0,Clusters of cases,0
Syrian Arab Republic,1 125,65,50,2,Community transmission,0
Territoriesii,,,,,,
Clusters of cases,,,,,,
occupied Palestinian territory,18 374,426,103,6,0,
Europe,,,,,,
Russian Federation,887 536,5 189,14 931,77,Clusters of cases,0
Spain,314 362,0,28 503,0,Clusters of cases,1
The United Kingdom,309 767,758,46 566,55,Community transmission,0
Italy,250 103,347,35 203,13,Clusters of cases,0
Turkey,239 622,1 172,5 829,16,Community transmission,0
Germany,215 891,555,9 196,1,Clusters of cases,0
France,185 353,0,30 201,0,Clusters of cases,1
Kazakhstan,109 939,0,1 109,0,Clusters of cases,2
Sweden,82 323,0,5 763,0,Community transmission,1

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Ukraine,80 949,1 199,1 897,18,Community transmission,0
Israel,79 892,0,579,0,Community transmission,1
Belgium,73 308,0,9 870,1,Community transmission,1
Belarus,68 738,124,585,2,Community transmission,0
Romania,60 623,1 350,2 659,43,Community transmission,0
Netherlands,57 987,486,6 157,3,Community transmission,0
Portugal,52 537,186,1 750,4,Clusters of cases,0
Poland,51 167,843,1 800,13,Community transmission,0
Armenia,40 410,225,791,6,Community transmission,0
Kyrgyzstan,39 919,332,1 468,8,Clusters of cases,0
Switzerland,36 362,182,1 711,0,Community transmission,0
Azerbaijan,33 481,105,488,5,Clusters of cases,0
Uzbekistan,30 197,738,190,5,Clusters of cases,0
Serbia,27 863,255,632,6,Community transmission,0
Republic of Moldova,27 443,453,841,6,Community transmission,0
Ireland,26 644,174,1 772,0,Clusters of cases,0
Austria,21 935,116,721,1,Community transmission,0
Czechia,18 235,175,389,0,Clusters of cases,0
Denmark,14 442,0,617,0,Community transmission,1
Bosnia and Herzegovina,14 089,405,396,8,Community transmission,0
Bulgaria,13 343,329,445,10,Clusters of cases,0
North Macedonia,11 771,200,523,4,Clusters of cases,0
Norway,9 468,0,256,0,Clusters of cases,1
Tajikistan,7 745,39,62,0,Pending,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Finland,7 568,14,331,0,Clusters of cases,0
Luxembourg,7 113,0,119,0,Community transmission,1
Albania,6 275,124,193,4,Clusters of cases,0
Croatia,5 543,77,157,2,Clusters of cases,0
Greece,5 421,151,211,1,Clusters of cases,0
Hungary,4 653,32,602,0,Community transmission,0
Montenegro,3 610,42,62,1,Clusters of cases,0
Slovakia,2 566,43,31,0,Clusters of cases,0
Slovenia,2 247,14,120,1,Clusters of cases,0
Lithuania,2 231,37,81,0,Community transmission,0
Estonia,2 147,14,63,0,Clusters of cases,0
Iceland,1 955,3,10,0,Community transmission,0
Latvia,1 288,7,32,0,Clusters of cases,0
Cyprus,1 233,25,19,0,Clusters of cases,0
Georgia,1 225,9,17,0,Clusters of cases,0
Andorra,956,0,52,0,Community transmission,1
Malta,935,40,9,0,Sporadic cases,0
San Marino,717,0,42,0,Community transmission,2
Monaco,99,0,1,0,Sporadic cases,63
Liechtenstein,89,0,1,0,Sporadic cases,9
Holy See,12,0,0,0,Sporadic cases,94
Territoriesii,,,,,,
Kosovo[1],,,,,,
,10 016,190,305,12,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Jersey,345,0,31,0,Community transmission,1
Isle of Man,336,0,24,0,No cases,79
Faroe Islands,291,0,0,0,Sporadic cases,1
Guernsey,252,0,13,0,Community transmission,98
Gibraltar,193,3,0,0,Clusters of cases,0
Greenland,14,0,0,0,No cases,11
South-East Asia,,,,,,
India,2 153 010,64 399,43 379,861,Clusters of cases,0
Bangladesh,255 113,2 611,3 365,32,Community transmission,0
Indonesia,123 503,2 277,5 658,65,Community transmission,0
Nepal,22 592,378,73,3,Clusters of cases,0
Maldives,4 898,129,19,0,Clusters of cases,0
Thailand,3 351,3,58,0,Clusters of cases,0
Sri Lanka,2 841,2,11,0,Clusters of cases,0
Myanmar,359,0,6,0,Clusters of cases,2
Bhutan,108,0,0,0,Sporadic cases,2
Timor-Leste,25,0,0,0,No cases,5
Western Pacific,,,,,,
Philippines,126 885,4 131,2 209,41,Community transmission,0
China,89 151,94,4 688,0,Clusters of cases,0
Singapore,54 929,132,27,0,Clusters of cases,0
Japan,46 782,1 343,1 040,1,Clusters of cases,0
Australia,20 698,426,278,12,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Republic of Korea,14 598,36,305,1,Clusters of cases,0
Malaysia,9 070,7,125,0,Clusters of cases,0
New Zealand,1 219,0,22,0,Clusters of cases,4
Viet Nam,812,23,10,0,Clusters of cases,0
Mongolia,293,0,0,0,Sporadic cases,6
Cambodia,248,2,0,0,Sporadic cases,0
Papua New Guinea,188,0,3,0,Community transmission,1
Brunei Darussalam,142,0,3,0,No cases,1
Fiji,27,0,1,0,Sporadic cases,19
Lao People's Democratic Republic,20,0,0,0,Sporadic cases,15
Territoriesii,,,,,,
Guam,404,1,5,0,Clusters of cases,0
French Polynesia,69,0,0,0,Sporadic cases,1
Northern Mariana Islands,,,,,,
(Commonwealth of the),48,1,2,0,Pending,0
New Caledonia,23,0,0,0,Sporadic cases,1
Subtotal for all regions,19 461 371,273 552,722 272,6 207,,
Other †,741,0,13,0,Not applicable,-
Grand total,19 462 112,273 552,722 285,6 207,,
"** See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
,"To view all technical guidance documents regarding COVID-19, please go to this",,,
–,,,,
,webpage.,,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
,Weekly COVID-19 Operations Updates,,,
–,,,,
Recommendations and advice for the public,,,,
,Protect yourself,,,
–,,,,
–,Questions and answers,,,
–,Travel advice,,,
,"EPI-WIN: tailored information for individuals, organizations and communities",,,
–,,,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus,,,,
disease (COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a,,,,
"clinically compatible illness in a probable or confirmed COVID-19 case, unless there is a",,,,
clear alternative cause of death that cannot be related to COVID-19 disease (e.g. trauma).,,,,
There should be no period of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of,,,,
death is available here and here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be
"expected between information products published by WHO, national public health"
"authorities, and other sources using different inclusion criteria and different data cut-off"
"times. While steps are taken to ensure accuracy and reliability, all data are subject to"
"continuous verification and change. Case detection, definitions, testing strategies, reporting"
"practice, and lag times differ between countries/territories/areas. These factors, amongst"
"others, influence the counts presented, with variable underestimation of true case and"
"death counts, and variable delays to reflecting these data at global level."
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal status
"of any country, territory or area or of its authorities, or concerning the delimitation of"
its frontiers or boundaries. Dotted and dashed lines on maps represent approximate
"border lines for which there may not yet be full agreement. Countries, territories and"
areas are arranged under the administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not
imply that they are endorsed or recommended by WHO in preference to others of a
"similar nature that are not mentioned. Errors and omissions excepted, the names of"
proprietary products are distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United
"Nations Security Council resolution 1244 (1999). In the map, number of cases of Serbia"
"and Kosovo (UNSCR 1244, 1999) have been aggregated for visualization purposes."
*A small number of countries/territories/areas report combined probable and laboratory-
confirmed cases; efforts are underway to identify these for notation in the data
table.† Other: includes cases reported from international conveyances.
Due to the recent trend of countries conducting data reconciliation exercises which remove
"large numbers of cases or deaths from their total counts, WHO will now display such"

data as negative numbers in the “new cases” / “new deaths” columns as appropriate. This,
will aid readers in identifying when such adjustments occur. When additional details,
"become available that allow the subtractions to be suitably apportioned to previous days,",
graphics will be updated accordingly. Prior situation reports will not be edited; see,
covid19.who.int for the most up-to-date data.,
Additional table notes,
iTransmission classification is based on a process of country/territory/area self-,
reporting. Classifications are reviewed on a weekly basis and may be revised as new,
information becomes available. Differing degrees of transmission may be present within,
countries/territories/areas; classification is based on the highest category reported within,
a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by"
,common exposures;
•,Community transmission: experiencing larger outbreaks of local transmission defined
,"through an assessment of factors including, but not limited to: large numbers of cases"
,not linkable to transmission chains; large numbers of cases from sentinel lab
,surveillance; and/or multiple unrelated clusters in several areas of the
,country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions",
of similar status.,
"Country, territory, or area-specific notes, updates and errata",
•,"Update on 9 August, Belgium: Counts adjusted retrospectively by national authorities:"
,case counts adjusted from 3 May to 8 August and death counts adjusted from 28
,June to 8 August
•,"Update on 9 August, Kazakhstan: Counts adjusted retrospectively by national"
,authorities: case counts adjusted from 13 March to 7 August and death counts
,adjusted from 28 March to 7 August
