Coronavirus disease,,
(COVID-19),,
Situation Report – 200,,
"Data as received by WHO from national authorities by 10:00 CEST, 7 August 2020",,
Highlights,,
"As the continent nears one million cases, WHO is increasing COVID-19 support to hotspot",,
countries in Africa. Altogether more than 40 public health experts are expected to provide,,
"surge support, working with national and provincial counterparts on key areas of the response.",,
The Pan-American Health Organization/WHO Regional Office for the Americas/has drawn upon,,
the Strategic Fund for Public Health Supplies to procure and distribute millions of COVID-19,,
"diagnostic kits, Personal Protective Equipment (PPE), and other essential health supplies to",,
"countries throughout the region. Thus far, over 10 million PCR diagnostic tests have been sent",,
"to six countries. The Strategic Fund also helped finance PPE including face shields, gloves,",,
"goggles, gowns, masks and respirators for 26 countries in the region.",,
Environmental surveillance by testing of waste water for evidence of pathogens has a long,,
history of use in public health. WHO has published a scientific brief on how this form of,,
surveillance is being used in the context of the ongoing COVID-19 pandemic.,,
Developing a vaccine against COVID-19 is one of the most pressing challenges of our time.,,
WHO has published two new documents on the COVID-19 Vaccines Global Access Facility. One,,
outlines global procurement for COVID-19 vaccines and the other focuses on insuring,,
accelerated vaccine development and manufacturing.,,
Today’s ‘Subject in Focus’ provides a summary of the 4th meeting of the IHR Emergency,,
Committee for COVID-19. The Committee noted the anticipated lengthy duration of the COVID-,,
"19 pandemic, and the importance of sustained community, national, regional, and global",,
response efforts.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,18 902 735 cases (278 291),709 511 deaths (6 815)
Africa,860 507 cases (12 454),15 652 deaths (400)
Americas,10 135 322 cases (154 118),376 606 deaths (4 598)
Eastern Mediterranean,1 610 798 cases (12 412),42 403 deaths (353)
Europe,3 513 219 cases (25 473),215 640 deaths (416)
South-East Asia,2 428 584 cases (67 863),50 571 deaths (999)
Western Pacific,353 564 cases (5 971),8 626 deaths (49)

Subject in Focus: 4th meeting of the IHR Emergency Committee for,
COVID-19,
The fourth meeting of the International Health Regulations (IHR 2005) Emergency,
Committee for COVID-19 was convened by the WHO Director-General on 31 July 2020.,
"The Director-General welcomed the Emergency Committee, highlighted the advances in",
"global understanding of the SARS-CoV-2, the virus that causes CVID-19, since the",
declaration of a Public Health Emergency of International Concern (PHEIC) on 30 January,
"2020, and outlined key areas where further attention by the Emergency Committee was",
needed.,
The Emergency Committee highlighted the anticipated lengthy duration of the COVID-,
"19 pandemic, noting the importance of sustained community, national, regional, and",
"global response efforts. It encouraged all individuals, in particular young people,",
and communities to continue to play an active role in preventing and controlling,
"COVID-19. In support of this, the Emergency Committee recognized that States",
Parties should enable and support communities and individuals and thus build trust,
in governments’ response measures.,
"Following the advice of the Emergency Committee, the Director-General determined that",
the COVID-19 pandemic continues to constitute a PHEIC. He accepted the revised advice of,
the Emergency Committee to WHO and issued the Emergency Committee’s advice to,
States Parties as Temporary Recommendations under the IHR (2005). The areas for WHO,
advice and the Temporary Recommendations are as follows:,
•,Learning and sharing good practices on pandemic response
•,"Coordination, political commitment and solidarity to support global response"
•,Sustained evidence-based response for the long-run to reduce risk of response
,fatigue
•,"Surveillance, testing and contact tracing"
•,Research on the virus and on the effectiveness of response measures
•,"Risk communication, community engagement and management of infodemics"
•,Vaccines and therapeutics
•,International travel
•,Essential health services
"The Emergency Committee will be reconvened within three months or earlier, at the",
discretion of the Director-General.,
The Statement on the fourth meeting provides further details on proceedings and advice,
provided by the Emergency Committee.,

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 1 August to 7 August **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December through 7 August**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST,",,,,,,
7 August 2020**,,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
Paraguay,6 060,208,61,2,Community transmission,0
Nicaragua,3 266,0,123,0,Community transmission,2
Cuba,2 775,49,88,0,Clusters of cases,0
Suriname,2 050,69,27,0,Community transmission,0
Uruguay,1 309,9,37,0,Clusters of cases,0
Jamaica,928,8,12,0,Clusters of cases,0
Bahamas,751,36,14,0,Clusters of cases,0
Guyana,509,12,22,0,Clusters of cases,0
Trinidad and Tobago,207,10,8,0,Clusters of cases,0
Barbados,133,0,7,0,Clusters of cases,1
Antigua and Barbuda,92,0,3,0,Clusters of cases,2
Belize,86,19,2,0,Sporadic cases,0
Saint Vincent and the Grenadines,56,1,0,0,Sporadic cases,0
Saint Lucia,25,0,0,0,Sporadic cases,7
Grenada,24,0,0,0,Clusters of cases,7
Dominica,18,0,0,0,Clusters of cases,55
Saint Kitts and Nevis,17,0,0,0,No cases,27
Territoriesii,,,,,,
Puerto Rico,19 934,283,258,12,Community transmission,0
French Guiana,8 127,58,47,0,Community transmission,0
United States Virgin Islands,501,20,9,1,Community transmission,0
Guadeloupe,279,7,14,0,Clusters of cases,0
Martinique,276,7,15,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Cayman Islands,203,0,1,0,Sporadic cases,23
Aruba,171,39,3,0,Sporadic cases,0
Sint Maarten,160,4,16,0,Community transmission,0
Bermuda,157,0,9,0,Sporadic cases,3
Turks and Caicos Islands,129,13,2,0,Clusters of cases,0
Saint Martin,53,0,3,0,Sporadic cases,8
Curaçao,31,2,1,0,Sporadic cases,0
"Bonaire, Sint Eustatius and Saba",13,0,0,0,Sporadic cases,3
Falkland Islands (Malvinas),13,0,0,0,No cases,103
Montserrat,13,0,1,0,No cases,11
British Virgin Islands,9,0,1,0,No cases,2
Saint Barthélemy,9,0,0,0,No cases,4
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,21
Anguilla,3,0,0,0,No cases,125
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),320 117,2 634,17 976,174,Community transmission,0
Saudi Arabia,284 226,1 402,3 055,35,Clusters of cases,0
Pakistan,282 645,782,6 052,17,Clusters of cases,0
Iraq,140 603,3 047,5 161,67,Community transmission,0
Qatar,112 092,287,178,0,Community transmission,0
Egypt,95 006,131,4 951,20,Clusters of cases,0
Oman,80 713,427,492,4,Community transmission,0
Kuwait,70 045,620,469,1,Clusters of cases,0
United Arab Emirates,61 845,239,354,1,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,42 889,375,156,2,Clusters of cases,0
Afghanistan,36 937,41,1 298,0,Clusters of cases,0
Morocco,29 644,1 144,449,14,Clusters of cases,0
Sudan,11 850,70,769,6,Community transmission,0
Lebanon,5 672,255,70,2,Clusters of cases,0
Djibouti,5 334,4,59,0,Clusters of cases,0
Libya,4 879,404,107,8,Clusters of cases,0
Somalia,3 227,0,93,0,Sporadic cases,1
Yemen,1 767,0,509,0,Community transmission,1
Tunisia,1 642,41,51,0,Sporadic cases,0
Jordan,1 232,1,11,0,Clusters of cases,0
Syrian Arab Republic,999,55,48,0,Community transmission,0
Territoriesii,,,,,,
17 434,,453,95,2,Clusters of cases,0
occupied Palestinian territory,,,,,,
Europe,,,,,,
Russian Federation,877 135,5 241,14 725,119,Clusters of cases,0
Spain,309 855,4 088,28 500,1,Clusters of cases,0
The United Kingdom,308 138,950,46 413,49,Community transmission,0
Italy,249 204,401,35 187,6,Clusters of cases,0
Turkey,237 265,1 153,5 798,14,Community transmission,0
Germany,214 214,1 147,9 183,8,Clusters of cases,0
France,183 172,1 520,30 189,7,Clusters of cases,0
Kazakhstan,105 526,0,1 109,0,Clusters of cases,1
Sweden,81 967,427,5 766,6,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Ukraine,78 261,1 453,1 852,33,Community transmission,0
Israel,78 220,1 685,571,7,Community transmission,0
Belgium,71 923,0,9 861,0,Community transmission,1
Belarus,68 503,127,580,3,Community transmission,0
Romania,57 895,1 345,2 566,45,Community transmission,0
Netherlands,56 982,601,6 153,0,Community transmission,0
Portugal,52 061,213,1 743,3,Clusters of cases,0
Poland,49 515,726,1 774,18,Community transmission,0
Armenia,39 885,66,777,5,Community transmission,0
Kyrgyzstan,39 162,503,1 451,4,Clusters of cases,0
Switzerland,36 019,181,1 708,3,Community transmission,0
Azerbaijan,33 247,144,479,3,Clusters of cases,0
Uzbekistan,28 809,740,179,6,Clusters of cases,0
Serbia,27 332,299,621,7,Community transmission,0
Republic of Moldova,26 628,406,828,5,Community transmission,0
Ireland,26 372,69,1 768,5,Clusters of cases,0
Austria,21 689,114,719,0,Community transmission,0
Czechia,17 740,211,390,2,Clusters of cases,0
Denmark,14 306,121,617,1,Community transmission,0
Bosnia and Herzegovina,13 397,251,379,5,Community transmission,0
Bulgaria,12 717,303,424,9,Clusters of cases,0
North Macedonia,11 399,110,517,6,Clusters of cases,0
Norway,9 409,47,256,0,Clusters of cases,0
Tajikistan,7 665,40,62,1,Pending,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Finland,7 532,20,331,0,Clusters of cases,0
Luxembourg,7 073,66,119,1,Community transmission,0
Albania,6 016,127,188,6,Clusters of cases,0
Croatia,5 404,28,155,1,Clusters of cases,0
Greece,5 123,150,210,0,Clusters of cases,0
Hungary,4 597,33,600,1,Community transmission,0
Montenegro,3 520,0,60,0,Clusters of cases,1
Slovakia,2 480,63,29,0,Clusters of cases,0
Slovenia,2 223,15,118,0,Clusters of cases,0
Lithuania,2 171,24,81,0,Community transmission,0
Estonia,2 124,11,63,0,Clusters of cases,0
Iceland,1 932,6,10,0,Community transmission,0
Latvia,1 275,18,32,0,Clusters of cases,0
Georgia,1 213,7,17,0,Clusters of cases,0
Cyprus,1 195,15,19,0,Clusters of cases,0
Andorra,945,6,52,0,Community transmission,0
Malta,846,4,9,0,Sporadic cases,0
San Marino,717,1,42,0,Community transmission,0
Monaco,99,0,1,0,Sporadic cases,61
Liechtenstein,89,0,1,0,Sporadic cases,7
Holy See,12,0,0,0,Sporadic cases,92
Territoriesii,,,,,,
Kosovo [1],9 645,196,290,26,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Jersey,344,1,31,0,Community transmission,0
Isle of Man,336,0,24,0,No cases,77
Guernsey,252,0,13,0,Community transmission,96
Faroe Islands,241,0,0,0,Sporadic cases,1
Gibraltar,189,0,0,0,Clusters of cases,1
Greenland,14,0,0,0,No cases,9
South-East Asia,,,,,,
India,2 027 074,62 538,41 585,886,Clusters of cases,0
Bangladesh,249 651,2 977,3 306,39,Community transmission,0
Indonesia,118 753,1 882,5 521,69,Community transmission,0
Nepal,21 750,360,65,5,Clusters of cases,0
Maldives,4 680,86,19,0,Clusters of cases,0
Thailand,3 345,15,58,0,Clusters of cases,0
Sri Lanka,2 839,0,11,0,Clusters of cases,1
Myanmar,359,2,6,0,Clusters of cases,0
Bhutan,108,3,0,0,Sporadic cases,0
Timor-Leste,25,0,0,0,No cases,3
Western Pacific,,,,,,
Philippines,119 460,3 480,2 150,27,Community transmission,0
China,88 937,133,4 687,3,Clusters of cases,0
Singapore,54 555,301,27,0,Clusters of cases,0
Japan,43 815,1 552,1 033,7,Clusters of cases,0
Australia,19 862,418,255,8,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Republic of Korea,14 519,20,303,1,Clusters of cases,0
Malaysia,9 038,15,125,0,Clusters of cases,0
New Zealand,1 219,0,22,0,Clusters of cases,2
Viet Nam,750,33,10,2,Clusters of cases,0
Mongolia,293,0,0,0,Sporadic cases,4
Cambodia,243,0,0,0,Sporadic cases,2
Papua New Guinea,163,10,3,1,Community transmission,0
Brunei Darussalam,141,0,3,0,No cases,91
Fiji,27,0,1,0,Sporadic cases,17
Lao People's Democratic Republic,20,0,0,0,Sporadic cases,13
Territoriesii,,,,,,
Guam,389,8,5,0,Clusters of cases,0
French Polynesia,64,0,0,0,Sporadic cases,2
Northern Mariana Islands,47,1,2,0,Pending,0
(Commonwealth of the),,,,,,
New Caledonia,22,0,0,0,Sporadic cases,23
Subtotal for all regions,18 901 994,278 291,709 498,6 815,,
Other†,741,0,13,0,Not applicable,-
Grand total,18 902 735,278 291,709 511,6 815,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,,,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
,Weekly COVID-19 Operations Updates,,,
–,,,,
Recommendations and advice for the public,,,,
,Protect yourself,,,
–,,,,
–,Questions and answers,,,
–,Travel advice,,,
,"EPI-WIN: tailored information for individuals, organizations and communities",,,
–,,,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus,,,,
disease (COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear",,,,
alternative cause of death that cannot be related to COVID-19 disease (e.g. trauma). There,,,,
should be no period of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here and here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be expected
"between information products published by WHO, national public health authorities, and"
other sources using different inclusion criteria and different data cut-off times. While steps
"are taken to ensure accuracy and reliability, all data are subject to continuous verification and"
"change. Case detection, definitions, testing strategies, reporting practice, and lag times differ"
"between countries/territories/areas. These factors, amongst others, influence the counts"
"presented, with variable underestimation of true case and death counts, and variable delays"
to reflecting these data at global level.
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal status of
"any country, territory or area or of its authorities, or concerning the delimitation of its"
frontiers or boundaries. Dotted and dashed lines on maps represent approximate border
"lines for which there may not yet be full agreement. Countries, territories and areas are"
arranged under the administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not imply
that they are endorsed or recommended by WHO in preference to others of a similar
"nature that are not mentioned. Errors and omissions excepted, the names of proprietary"
products are distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United Nations
"Security Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo"
"(UNSCR 1244, 1999) have been aggregated for visualization purposes."
*A small number of countries/territories/areas report combined probable and laboratory-
confirmed cases; efforts are underway to identify these for notation in the data table.†Other:
includes cases reported from international conveyances.
Due to the recent trend of countries conducting data reconciliation exercises which remove
"large numbers of cases or deaths from their total counts, WHO will now display such data as"
negative numbers in the “new cases” / “new deaths” columns as appropriate. This will aid
readers in identifying when such adjustments occur. When additional details become
"available that allow the subtractions to be suitably apportioned to previous days, graphics will"
be updated accordingly. Prior situation reports will not be edited; see covid19.who.int for the
most up-to-date data.
Additional table notes
iTransmission classification is based on a process of country/territory/area self-reporting.
Classifications are reviewed on a weekly basis and may be revised as new information

becomes available. Differing degrees of transmission may be present within,
countries/territories/areas; classification is based on the highest category reported within,
a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by"
,common exposures;
•,Community transmission: experiencing larger outbreaks of local transmission defined
,"through an assessment of factors including, but not limited to: large numbers of cases not"
,linkable to transmission chains; large numbers of cases from sentinel lab surveillance;
,and/or multiple unrelated clusters in several areas of the country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of",
similar status.,
"Country, territory, or area-specific notes, updates and errata",
•,"Update 7 August 2020, Kazakhstan: Counts adjusted retrospectively by national"
,authorities: case counts and death counts adjusted from 2 August to 6 August.
•,"Update 7 August 2020, Montenegro: Counts adjusted retrospectively by national"
,authorities: case counts adjusted from 28 July to 6 August and death counts from 29
,July to 6 August.
•,"Update 7 August 2020, Belgium: Counts adjusted retrospectively by national"
,authorities: case counts adjusted from 18 April to 6 August and death counts
,adjusted from 28 July to 6 August.
•,"Update 7 August 2020, United Arab Emirates: Counts adjusted retrospectively by"
,national authorities: case counts and death counts adjusted for 6 August.
