Coronavirus disease,,
(COVID-19),,
Situation Report – 188,,
"Data as received by WHO from national authorities by 10:00 CEST, 26 July 2020",,
Highlights,,
WHO has published an interim guidance on safe Eid al Adha practices in the context of COVID-19. The,,
document highlights public health advice for social gatherings and religious practices that can be applied across,,
different national contexts.,,
"In Lao People’s Democratic Republic, Monks and health officials are working together to keep communities",,
"safe from COVID-19. The Ministry of Health, Lao Front for National Development and the Central Buddhist",,
"Fellowship, with technical support from the WHO Regional Office for the Western Pacific and financial support",,
"from the United States via USAID, organized a two-day engagement event to discuss community level action to",,
"prevent COVID-19 and combat the fear, stigma and discrimination outbreaks can bring.",,
"WHO has published a draft landscape of COVID-19 candidate vaccines . As of 24 July, twenty-five candidate",,
vaccines are under clinical evaluation.,,
"On 23 July, the WHO Regional Office for Africa warned of the threat posed by COVID-19 to health workers",,
"across Africa. More than 10 000 health workers in the 40 countries are reported to be infected with COVID-19 , a",,
sign of the challenges medical staff on the frontlines of the outbreak face.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,15 785 641 cases (200 625),640 016 deaths (4 823)
Africa,696 207 cases (16 245),11 708 deaths (368)
Americas,8 385 810 cases (93 499),332 589 deaths (2 890)
Eastern Mediterranean,1 469 979 cases (13 614),37 482 deaths (432)
Europe,3 216 335 cases (20 287),210 261 deaths (311)
South-East Asia,1 732 248 cases (53 254),39 786 deaths (793)
Western Pacific,284 321 cases (3 726),8 177 deaths (29)

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 20 July to 26 July **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed* COVID-19 cases, by date of report and WHO region, 30 December through 26 July**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST, 26 July 2020**",,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
Sao Tome and Principe,862,2,14,0,Clusters of cases,0
Togo,853,14,17,0,Community transmission,0
Botswana,686,0,1,0,Clusters of cases,1
United Republic of Tanzania,509,0,21,0,Community transmission,79
Lesotho,446,27,11,2,Clusters of cases,0
Burundi,345,0,1,0,Clusters of cases,2
Mauritius,344,0,10,0,Sporadic cases,1
Comoros,340,0,7,0,Community transmission,2

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Eritrea 263 2 0 0 Sporadic cases 0,,,,,,
Gambia 216 46 6 1 Sporadic cases 0,,,,,,
Seychelles,107,0,0,0,Sporadic cases,3
Territoriesii,,,,,,
Mayotte,2 873,0,38,0,Clusters of cases,1
Réunion,657,3,3,0,Clusters of cases,0
Americas,,,,,,
United States of America,4 009 808,0,143 663,0,Community transmission,1
Brazil,2 343 366,55 891,85 238,1 156,Community transmission,0
Mexico,378 285,7 573,42 645,737,Community transmission,0
Peru,375 961,4 865,17 843,189,Community transmission,0
Chile,343 592,2 288,9 020,106,Community transmission,0
Colombia,233 541,7 168,7 975,287,Community transmission,0
Argentina,153 520,5 493,2 847,125,Community transmission,0
Canada,113 206,534,8 881,7,Community transmission,0
Ecuador,80 036,987,5 507,39,Community transmission,0
Bolivia (Plurinational State of),66 456,1 204,2 473,66,Community transmission,0
Dominican Republic,60 896,1 819,1 055,19,Community transmission,0
Panama,57 993,1 176,1 250,41,Community transmission,0
Guatemala,44 492,1 209,1 699,30,Community transmission,0
Honduras,37 559,657,1 061,50,Community transmission,0
Venezuela (Bolivarian Republic of),14 263,650,134,5,Community transmission,0
El Salvador,14 221,429,390,11,Community transmission,0
Costa Rica,13 669,540,87,7,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Haiti,7 260,63,156,2,Community transmission,0
Paraguay,4 224,111,38,2,Community transmission,0
Nicaragua,3 004,0,108,0,Community transmission,4
Cuba,2 478,9,87,0,Clusters of cases,0
Suriname,1 305,71,23,0,Clusters of cases,0
Uruguay,1 166,25,34,0,Clusters of cases,0
Jamaica,831,10,10,0,Clusters of cases,0
Guyana,352,1,20,1,Clusters of cases,0
Bahamas,316,42,11,0,Clusters of cases,0
Trinidad and Tobago,147,5,8,0,Sporadic cases,0
Barbados,108,2,7,0,Clusters of cases,0
Antigua and Barbuda,82,6,3,0,Clusters of cases,0
Saint Vincent and the Grenadines,52,0,0,0,Sporadic cases,2
Belize,48,1,2,0,Sporadic cases,0
Saint Lucia,24,0,0,0,Sporadic cases,2
Grenada,23,0,0,0,Clusters of cases,60
Dominica,18,0,0,0,Clusters of cases,43
Saint Kitts and Nevis,17,0,0,0,No cases,15
Territoriesii,,,,,,
Puerto Rico,14 540,573,201,10,Community transmission,0
French Guiana,7 332,81,41,0,Community transmission,0
United States Virgin Islands,352,10,7,0,Clusters of cases,0
Martinique,269,0,15,0,Clusters of cases,1
Cayman Islands,203,0,1,0,Sporadic cases,11

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Guadeloupe,203,0,14,0,Clusters of cases,1
Bermuda,153,0,9,0,Sporadic cases,6
Aruba,117,0,3,0,Sporadic cases,3
Sint Maarten,94,0,15,0,Sporadic cases,1
Turks and Caicos Islands,92,2,2,0,Clusters of cases,0
Saint Martin,49,3,3,0,Sporadic cases,0
Curaçao,29,0,1,0,Sporadic cases,1
Falkland Islands (Malvinas),13,0,0,0,No cases,91
Montserrat,12,0,1,0,No cases,15
"Bonaire, Sint Eustatius and Saba",11,0,0,0,Sporadic cases,2
British Virgin Islands,8,0,1,0,No cases,71
Saint Barthélemy,7,1,0,0,No cases,0
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,9
Anguilla,3,0,0,0,No cases,113
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),288 839,2 316,15 484,195,Community transmission,0
Pakistan,273 113,1 226,5 822,35,Clusters of cases,0
Saudi Arabia,264 973,2 201,2 703,31,Clusters of cases,0
Qatar,109 036,398,164,0,Community transmission,0
Iraq,107 573,2 862,4 284,72,Community transmission,0
Egypt,91 583,511,4 558,40,Clusters of cases,0
Oman,74 858,1 067,371,12,Community transmission,0
Kuwait,63 309,684,429,4,Clusters of cases,0
United Arab Emirates,58 562,313,343,0,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,38 747,289,137,1,Clusters of cases,0
Afghanistan,36 157,121,1 259,13,Clusters of cases,0
Morocco,19 645,811,305,6,Clusters of cases,0
Sudan,11 385,83,717,2,Community transmission,0
Djibouti,5 039,0,58,0,Clusters of cases,1
Lebanon,3 582,175,47,1,Clusters of cases,0
Somalia,3 178,7,93,0,Sporadic cases,0
Libya,2 547,122,58,1,Clusters of cases,0
Yemen,1 678,0,475,13,Community transmission,1
Tunisia,1 443,18,50,0,Sporadic cases,0
Jordan,1 310,8,11,0,Clusters of cases,0
Syrian Arab Republic,627,19,36,1,Community transmission,0
Territoriesii,,,,,,
Clusters of cases,,,,,,
occupied Palestinian territory,12 795,383,78,5,0,
Europe,,,,,,
Russian Federation,812 485,5 765,13 269,77,Clusters of cases,0
The United Kingdom,298 685,767,45 738,61,Community transmission,0
Spain,272 421,0,28 432,0,Clusters of cases,1
Italy,245 864,274,35 102,5,Clusters of cases,0
Turkey,225 173,921,5 596,16,Community transmission,0
Germany,205 269,305,9 118,0,Clusters of cases,0
France,169 222,0,30 078,0,Clusters of cases,1
Kazakhstan,81 720,1 494,585,0,Clusters of cases,0
Sweden,78 997,0,5 697,0,Community transmission,1

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Belarus,66 846,0,524,0,Community transmission,1
Belgium,65 634,528,9 821,4,Community transmission,0
Ukraine,64 849,920,1 605,15,Community transmission,0
Israel,60 140,1 764,454,6,Community transmission,0
Netherlands,52 732,137,6 140,1,Community transmission,0
Portugal,49 955,263,1 716,4,Clusters of cases,0
Romania,43 678,1 284,2 165,15,Community transmission,0
Poland,42 622,584,1 664,9,Community transmission,0
Armenia,37 317,321,705,5,Community transmission,0
Switzerland,34 215,148,1 699,0,Community transmission,0
Kyrgyzstan,32 813,1 566,1 277,28,Clusters of cases,0
Azerbaijan,29 633,321,408,8,Clusters of cases,0
Ireland,25 869,24,1 764,1,Clusters of cases,0
Serbia,23 263,411,526,8,Community transmission,0
Republic of Moldova,22 828,345,733,7,Community transmission,0
Austria,20 349,120,712,1,Community transmission,0
Uzbekistan,20 226,573,112,8,Clusters of cases,0
Czechia,15 212,131,368,0,Clusters of cases,0
Denmark,13 438,0,613,0,Community transmission,1
Bulgaria,10 312,189,338,1,Clusters of cases,0
Bosnia and Herzegovina,10 069,305,283,5,Community transmission,0
North Macedonia,9 934,137,460,9,Clusters of cases,0
Norway,9 085,0,255,0,Clusters of cases,1
Finland,7 388,8,329,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Tajikistan,7 150,46,59,1,Pending,0
Luxembourg,6 189,133,112,0,Community transmission,0
Croatia,4 792,77,133,5,Clusters of cases,0
Albania,4 637,67,134,6,Clusters of cases,0
Hungary,4 435,11,596,0,Community transmission,0
Greece,4 166,31,201,0,Clusters of cases,0
Montenegro,2 569,0,40,0,Clusters of cases,2
Slovakia,2 141,23,28,0,Clusters of cases,0
Slovenia,2 066,14,115,0,Clusters of cases,0
Estonia,2 033,5,69,0,Clusters of cases,0
Lithuania,2 001,15,80,0,Community transmission,0
Iceland,1 843,0,10,0,Community transmission,1
Latvia,1 206,1,31,0,Clusters of cases,0
Georgia,1 131,14,16,0,Sporadic cases,0
Cyprus,1 053,6,19,0,Clusters of cases,0
Andorra,897,0,52,0,Community transmission,1
San Marino,716,0,42,0,Community transmission,16
Malta,686,0,9,0,Sporadic cases,1
Monaco,99,0,1,0,Sporadic cases,49
Liechtenstein,87,0,1,0,Sporadic cases,6
Holy See,12,0,0,0,Sporadic cases,80
Territoriesii,,,,,,
Kosovo [1],,,,,,
,6 874,237,159,5,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Isle of Man,336,0,24,0,No cases,65
Jersey,332,1,31,0,Community transmission,0
Guernsey,252,0,13,0,Community transmission,84
Faroe Islands,191,0,0,0,Sporadic cases,6
Gibraltar,185,1,0,0,Clusters of cases,0
Greenland,13,0,0,0,No cases,58
South-East Asia,,,,,,
India,1 385 522,48 661,32 063,705,Clusters of cases,0
Bangladesh,221 178,2 520,2 874,38,Community transmission,0
Indonesia,97 286,1 868,4 714,49,Community transmission,0
Nepal,18 483,109,45,1,Clusters of cases,0
Thailand,3 291,9,58,0,Clusters of cases,0
Maldives,3 252,77,15,0,Clusters of cases,0
Sri Lanka,2 770,6,11,0,Clusters of cases,0
Myanmar,349,3,6,0,Clusters of cases,0
Bhutan,93,1,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,No cases,93
Western Pacific,,,,,,
China,86 839,179,4 659,2,Clusters of cases,0
Philippines,78 412,1 968,1 897,18,Community transmission,0
Singapore,49 888,513,27,0,Clusters of cases,0
Japan,29 382,596,996,3,Clusters of cases,0
Republic of Korea,14 150,58,298,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Australia,13 950,355,145,6,Clusters of cases,0
Malaysia,8 884,23,123,0,Clusters of cases,0
New Zealand,1 206,0,22,0,Clusters of cases,2
Viet Nam,418,3,0,0,Clusters of cases,0
Mongolia,288,0,0,0,Sporadic cases,1
Cambodia,225,23,0,0,Sporadic cases,0
Brunei Darussalam,141,0,3,0,No cases,79
Papua New Guinea,39,7,0,0,Sporadic cases,0
Fiji,27,0,0,0,Sporadic cases,5
Lao People's Democratic Republic,20,0,0,0,Sporadic cases,1
Territoriesii,,,,,,
Guam,329,0,5,0,Clusters of cases,2
French Polynesia,62,0,0,0,Sporadic cases,28
Northern Mariana Islands,,,,,,
(Commonwealth of the),39,1,2,0,Pending,0
New Caledonia,22,0,0,0,Sporadic cases,11
Subtotal for all regions,15 784 900,200 625,640 003,4 823,,
Other†,741,0,13,0,Not applicable,-
Grand total,15 785 641,200 625,640 016,4 823,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
–,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the international community,,,
,can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
–,Weekly COVID-19 Operations Updates,,,
Recommendations and advice for the public,,,,
–,Protect yourself,,,
–,Questions and answers,,,
–,Travel advice,,,
–,"EPI-WIN: tailored information for individuals, organizations and communities",,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus disease (COVID-19),,,,
document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically compatible illness,,,,
"in a probable or confirmed COVID-19 case, unless there is a clear alternative cause of death that cannot be",,,,
related to COVID-19 disease (e.g. trauma). There should be no period of complete recovery between the,,,,
illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is available here,,,,
and here.,,,,

"Annex 1: Data, table and figure notes",
Caution must be taken when interpreting all data presented. Differences are to be expected between,
"information products published by WHO, national public health authorities, and other sources using different",
"inclusion criteria and different data cut-off times. While steps are taken to ensure accuracy and reliability, all",
"data are subject to continuous verification and change. Case detection, definitions, testing strategies,",
"reporting practice, and lag times differ between countries/territories/areas. These factors, amongst others,",
"influence the counts presented, with variable underestimation of true case and death counts, and variable",
delays to reflecting these data at global level.,
"The designations employed, and the presentation of these materials do not imply the expression of any",
"opinion whatsoever on the part of WHO concerning the legal status of any country, territory or area or",
"of its authorities, or concerning the delimitation of its frontiers or boundaries. Dotted and dashed lines",
"on maps represent approximate border lines for which there may not yet be full agreement. Countries,",
territories and areas are arranged under the administering WHO region.,
The mention of specific companies or of certain manufacturers’ products does not imply that they are,
endorsed or recommended by WHO in preference to others of a similar nature that are not mentioned.,
"Errors and omissions excepted, the names of proprietary products are distinguished by initial capital",
letters.,
[1] All references to Kosovo should be understood to be in the context of the United Nations Security Council,
"resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo (UNSCR 1244, 1999) have been",
aggregated for visualization purposes.,
*A small number ofcountries/territories/areas report combined probable and laboratory-confirmed cases;,
efforts are underway to identify these for notation in the data table.†Other: includes cases reported from,
international conveyances.,
Due to the recent trend of countries conducting data reconciliation exercises which remove large numbers of,
"cases or deaths from their total counts, WHO will now display such data as negative numbers in the “new",
cases” / “new deaths” columns as appropriate. This will aid readers in identifying when such adjustments,
occur. When additional details become available that allow the subtractions to be suitably apportioned to,
"previous days, graphics will be updated accordingly. Prior situation reports will not be edited; see",
covid19.who.int for the most up-to-date data.,
Additional table notes,
iTransmission classification is based on a process of country/territory/area self-reporting. Classifications,
are reviewed on a weekly basis and may be revised as new information becomes available. Differing,
degrees of transmission may be present within countries/territories/areas; classification is based on the,
highest category reported within a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by common"
,exposures;

•,Community transmission: experiencing larger outbreaks of local transmission defined through an
,"assessment of factors including, but not limited to: large numbers of cases not linkable to transmission"
,chains; large numbers of cases from sentinel lab surveillance; and/or multiple unrelated clusters in
,several areas of the country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of similar status.",
"Country, territory, or area-specific notes, updates and errata",
•,"Update 26 July 2020, Israel: Counts adjusted retrospectively by national authorities on 24 and"
,25 July 2020.
•,"Note 26 July 2020, United States of America: no updates were received today prior to the data"
,"cutoff time, thus regional and global totals for new cases and deaths are substantially reduced."
,The figures will be adjusted when data are available.
