Coronavirus disease,,
(COVID-19),,
Situation Report – 191,,
"Data as received by WHO from national authorities by 10:00 CEST, 29 July 2020",,
Highlights,,
The WHO Regional Office for Europe urges Turkmenistan to activate critical measures to prepare for,,
"COVID-19 outbreaks. To date, Turkmenistan has not reported any confirmed COVID-19 cases to WHO,",,
"however, the country has recently activated measures to prevent the transmission of respiratory",,
infections within communities.,,
The COVID-19 pandemic is threatening progress made towards eliminating hepatitis B. In observance of,,
"World Hepatitis Day on 28 July, WHO has called for united and fast-tracked action to stop mother-to-child",,
transmission of viral hepatitis. “No infant should grow up only to die of hepatitis B because they were not,,
vaccinated” said WHO Director-General Dr Tedros.,,
The WHO Regional Office for the Americas collaborates with the World Food Programme and the,,
Canadian Government to facilitate delivery of Personal Protective Equipment (PPE) to support Trinidad,,
and Tobago’s COVID-19 response. The supplies were procured via the UN Supply Portal and the PAHO,,
"Strategic Fund, which facilitates procurement of diagnostics, ventilators, and PPE for the COVID-19",,
response.,,
"The National Center for Laboratory and Epidemiology (NCLE), the Ministry of Health of Lao People’s",,
"Democratic Republic, with support from the WHO Regional Office for Western Pacific, are working with",,
communities to ensure early detection of potential outbreaks of COVID-19 in Lao PDR.,,
Today’s Subject in Focus highlights recently published WHO guidance on Safe Eid al Adha practices in,,
the context of COVID-19.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,16 558 289 cases (215 127),656 093 deaths (5 274)
Africa,738 344 cases (12 239),12 519 deaths (262)
Americas,8 840 524 cases (111 562),342 635 deaths (2 984)
Eastern Mediterranean,1 507 734 cases (13 037),38 815 deaths (444)
Europe,3 283 277 cases (20 993),211 616 deaths (705)
South-East Asia,1 892 056 cases (53 676),42 233 deaths (867)
Western Pacific,295 613 cases (3 620),8 262 deaths (12)

Subject in Focus: Safe Eid al Adha practices in the context of COVID-19,
"The Eid al Adha, also called Eid Qurban (“Feast of the sacrifice”) is a celebration observed by",
"Muslims worldwide, during which families and friends unite to pray and give alms, usually meat",
from animals that have been sacrificed (hence the name).,
"Festivities may last from one to a few days, and are characterized by many social and religious",
"gatherings. During the COVID-19 pandemic, precautions need to be taken to prevent transmission",
"of the virus. On 25 July 2020, WHO published interim guidance entitled Safe Eid al Adha practices in",
the context of COVID-19 that provides guidance applicable across different national contexts.,
WHO recommends that any decision on mass gatherings should be based on a careful assessment of,
all risk factors associated with the event. Guidance documents and tools have been developed to,
"this effect. Steps to be taken include risk evaluation, risk management and risk communication – the",
"latter of which has the aim of sharing with communities the rationale for the decisions taken, the",
measures applied and any residual risk.,
"Based on this risk-based approach, the decision may be taken to cancel a planned event or make it",
"virtual. If, on the contrary, it is decided to proceed with an event, key precautions should be",
"implemented, including basic measures for enforcing physical distancing of at least one metre",
"(three feet) between people at all times, frequent hand cleaning, and respiratory etiquette.",
Other recommendations relate to:,
•,"The venue, such as whether to hold the event outdoors and/or make it as short as possible;"
,"regulate the number and flow of people entering, attending and departing from the event;"
,enforce routine cleaning.
•,"Specific population groups, such as advising those who feel unwell or have symptoms suggestive"
,of COVID-19 and those at higher risk of developing severe illness from COVID-19 (older
,individuals and/or individuals with underliying medical conditions) to refrain from attending
,these gatherings.
"The slaughter of an animal is central to Eid al Adha. As such, the interim guidance also focuses on",
precautions that should be observed on these occasions. Although evidence indicates that infected,
"humans can infect other mammals, it remains unclear if the reverse can also occur. Animals that",
"have been shown to be able to be infected by SARS-CoV-2 include dogs, cats and farmed mink are",
"not typically sacrificed during Eid al Adha. Nevertheless, it is well known that several infectious",
"diseases can be transmitted at the human-animal interface. As such, countries are advised to follow",
"general precautionary measures relating to animal management, meat processing, and",
marketplaces as recommended by national and international food safety and hygiene regulations.,
"Precautions should also be applied by the faithful when distributing meat to those in need, so that",
"remembrance, charity and care for others can safely remain at the core of Eid al Adha’s celebrations",
during the COVID-19 pandemic.,
"The interim guidance is currently available in Arabic, English, French and Russian.",

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 23 July to 29 July **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed* COVID-19 cases, by date of report and WHO region, 30 December through 29 July**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST,",,,,,,
29 July 2020**,,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
Antigua and Barbuda,86,4,3,0,Clusters of cases,0
Saint Vincent and the Grenadines,52,0,0,0,Sporadic cases,5
Belize,48,0,2,0,Sporadic cases,3
Saint Lucia,24,0,0,0,Sporadic cases,5
Grenada,23,0,0,0,Clusters of cases,63
Dominica,18,0,0,0,Clusters of cases,46
Saint Kitts and Nevis,17,0,0,0,No cases,18
Territoriesii,,,,,,
Puerto Rico,15 840,409,209,8,Community transmission,0
French Guiana,7 562,48,43,1,Community transmission,0
United States Virgin Islands,375,11,7,0,Clusters of cases,0
Martinique,269,0,15,0,Clusters of cases,4
Cayman Islands,203,0,1,0,Sporadic cases,14

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Guadeloupe,203,0,14,0,Clusters of cases,4
Bermuda,154,0,9,0,Sporadic cases,2
Aruba,119,0,3,0,Sporadic cases,1
Sint Maarten,115,1,15,0,Sporadic cases,0
Turks and Caicos Islands,99,0,2,0,Clusters of cases,1
Saint Martin,49,0,3,0,Sporadic cases,3
Curaçao,29,0,1,0,Sporadic cases,4
Falkland Islands (Malvinas),13,0,0,0,No cases,94
Montserrat,13,0,1,0,No cases,2
"Bonaire, Sint Eustatius and Saba",11,0,0,0,Sporadic cases,5
British Virgin Islands,8,0,1,0,No cases,74
Saint Barthélemy,7,0,0,0,No cases,3
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,12
Anguilla,3,0,0,0,No cases,116
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),296 273,2 667,16 147,235,Community transmission,0
Pakistan,276 288,1 063,5 892,27,Clusters of cases,0
Saudi Arabia,270 831,1 897,2 789,29,Clusters of cases,0
Iraq,115 332,2 747,4 535,77,Community transmission,0
Qatar,109 880,283,167,2,Community transmission,0
Egypt,92 947,465,4 691,39,Clusters of cases,0
Oman,77 904,846,402,9,Community transmission,0
Kuwait,65 149,770,442,4,Clusters of cases,0
United Arab Emirates,59 546,369,347,2,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,39 921,439,141,0,Clusters of cases,0
Afghanistan,36 471,103,1 271,1,Clusters of cases,0
Morocco,21 387,500,327,11,Clusters of cases,0
Sudan,11 496,0,725,0,Community transmission,1
Djibouti,5 068,9,58,0,Clusters of cases,0
Lebanon,4 023,141,54,3,Clusters of cases,0
Somalia,3 212,16,93,0,Sporadic cases,0
Libya,3 017,190,67,3,Clusters of cases,0
Yemen,1 707,12,485,1,Community transmission,0
Tunisia,1 468,13,50,0,Sporadic cases,0
Jordan,1 182,6,11,0,Clusters of cases,0
Syrian Arab Republic,694,20,40,0,Community transmission,0
Territoriesii,,,,,,
13 938,,481,81,1,Clusters of cases,0
occupied Palestinian territory,,,,,,
Europe,,,,,,
Russian Federation,828 990,5 475,13 673,169,Clusters of cases,0
The United Kingdom,300 696,581,45 878,119,Community transmission,0
Spain,280 610,905,28 436,0,Clusters of cases,0
Italy,246 488,202,35 123,11,Clusters of cases,0
Turkey,227 982,963,5 645,15,Community transmission,0
Germany,206 926,684,9 128,6,Clusters of cases,0
France,172 148,672,30 105,12,Clusters of cases,0
Kazakhstan,86 192,1 544,793,208,Clusters of cases,0
Sweden,79 494,99,5 702,2,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Ukraine,67 597,1 022,1 650,21,Community transmission,0
Belarus,67 518,152,548,5,Community transmission,0
Belgium,66 569,0,9 833,1,Community transmission,1
Israel,64 428,2 052,477,5,Community transmission,0
Netherlands,53 374,223,6 145,4,Community transmission,0
Portugal,50 410,111,1 722,3,Clusters of cases,0
Romania,47 053,1 151,2 239,33,Community transmission,0
Poland,43 904,502,1 682,6,Community transmission,0
Armenia,37 937,308,723,4,Community transmission,0
Switzerland,34 522,132,1 702,2,Community transmission,0
Kyrgyzstan,34 512,668,1 347,18,Clusters of cases,0
Azerbaijan,30 858,412,430,7,Clusters of cases,0
Ireland,25 929,37,1 764,0,Clusters of cases,0
Serbia,24 520,379,551,8,Community transmission,0
Republic of Moldova,23 521,367,757,6,Community transmission,0
Uzbekistan,22 169,663,129,10,Clusters of cases,0
Austria,20 682,132,713,0,Community transmission,0
Czechia,15 799,283,373,0,Clusters of cases,0
Denmark,13 577,30,613,0,Community transmission,0
Bulgaria,10 871,250,355,8,Clusters of cases,0
Bosnia and Herzegovina,10 747,232,295,3,Community transmission,0
North Macedonia,10 315,102,471,5,Clusters of cases,0
Norway,9 132,15,255,0,Clusters of cases,0
Finland,7 404,6,329,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Tajikistan,7 276,41,60,0,Pending,0
Luxembourg,6 375,54,113,1,Community transmission,0
Albania,4 997,117,148,4,Clusters of cases,0
Croatia,4 923,42,140,1,Clusters of cases,0
Hungary,4 465,9,596,0,Community transmission,0
Greece,4 279,52,203,1,Clusters of cases,0
Montenegro,2 936,0,45,0,Clusters of cases,2
Slovakia,2 204,23,28,0,Clusters of cases,0
Slovenia,2 101,14,117,0,Clusters of cases,0
Estonia,2 038,0,69,0,Clusters of cases,1
Lithuania,2 027,8,80,0,Community transmission,0
Iceland,1 857,3,10,0,Community transmission,0
Latvia,1 220,0,31,0,Clusters of cases,1
Georgia,1 155,10,16,0,Sporadic cases,0
Cyprus,1 067,7,19,0,Clusters of cases,0
Andorra,911,4,52,0,Community transmission,0
San Marino,716,0,42,0,Community transmission,19
Malta,708,7,9,0,Sporadic cases,0
Monaco,99,0,1,0,Sporadic cases,52
Liechtenstein,87,0,1,0,Sporadic cases,9
Holy See,12,0,0,0,Sporadic cases,83
Territoriesii,,,,,,
Kosovo [1],7 609,239,182,7,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Isle of Man,336,0,24,0,No cases,68
Jersey,334,2,31,0,Community transmission,0
Guernsey,252,0,13,0,Community transmission,87
Faroe Islands,220,6,0,0,Sporadic cases,0
Gibraltar,185,0,0,0,Clusters of cases,3
Greenland,14,1,0,0,No cases,0
South-East Asia,,,,,,
India,1 531 669,48 513,34 193,768,Clusters of cases,0
Bangladesh,229 185,2 960,3 000,35,Community transmission,0
Indonesia,102 051,1 748,4 901,63,Community transmission,0
Nepal,19 063,311,49,1,Clusters of cases,0
Maldives,3 506,137,15,0,Clusters of cases,0
Thailand,3 298,1,58,0,Clusters of cases,0
Sri Lanka,2 810,5,11,0,Clusters of cases,0
Myanmar,351,1,6,0,Clusters of cases,0
Bhutan,99,0,0,0,Sporadic cases,1
Timor-Leste,24,0,0,0,No cases,96
Western Pacific,,,,,,
China,87 457,212,4 664,1,Clusters of cases,0
Philippines,83 673,1 633,1 947,2,Community transmission,0
Singapore,51 197,359,27,0,Clusters of cases,0
Japan,31 901,940,1 001,3,Clusters of cases,0
Australia,15 304,369,167,6,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Republic of Korea,14 251,48,300,0,Clusters of cases,0
Malaysia,8 943,39,124,0,Clusters of cases,0
New Zealand,1 208,1,22,0,Clusters of cases,0
Viet Nam,446,15,0,0,Clusters of cases,0
Mongolia,289,1,0,0,Sporadic cases,0
Cambodia,226,0,0,0,Sporadic cases,1
Brunei Darussalam,141,0,3,0,No cases,82
Papua New Guinea,63,1,0,0,Sporadic cases,0
Fiji,27,0,0,0,Sporadic cases,8
Lao People's Democratic Republic,20,0,0,0,Sporadic cases,4
Territoriesii,,,,,,
Guam,343,2,5,0,Clusters of cases,0
,62,0,0,0,Sporadic cases,31
French Polynesia,,,,,,
Northern Mariana Islands,40,0,2,0,Pending,2
(Commonwealth of the),,,,,,
New Caledonia,22,0,0,0,Sporadic cases,14
Subtotal for all regions,16 557 548,215 127,656 080,5 274,,
Other†,741,0,13,0,Not applicable,-
Grand total,16 558 289,215 127,656 093,5 274,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,,,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
,Weekly COVID-19 Operations Updates,,,
–,,,,
Recommendations and advice for the public,,,,
,Protect yourself,,,
–,,,,
–,Questions and answers,,,
–,Travel advice,,,
,"EPI-WIN: tailored information for individuals, organizations and communities",,,
–,,,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus,,,,
disease (COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear",,,,
alternative cause of death that cannot be related to COVID-19 disease (e.g. trauma). There,,,,
should be no period of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here and here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be expected
"between information products published by WHO, national public health authorities, and"
other sources using different inclusion criteria and different data cut-off times. While steps
"are taken to ensure accuracy and reliability, all data are subject to continuous verification and"
"change. Case detection, definitions, testing strategies, reporting practice, and lag times differ"
"between countries/territories/areas. These factors, amongst others, influence the counts"
"presented, with variable underestimation of true case and death counts, and variable delays"
to reflecting these data at global level.
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal status of
"any country, territory or area or of its authorities, or concerning the delimitation of its"
frontiers or boundaries. Dotted and dashed lines on maps represent approximate border
"lines for which there may not yet be full agreement. Countries, territories and areas are"
arranged under the administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not imply
that they are endorsed or recommended by WHO in preference to others of a similar
"nature that are not mentioned. Errors and omissions excepted, the names of proprietary"
products are distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United Nations
"Security Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo"
"(UNSCR 1244, 1999) have been aggregated for visualization purposes."
*A small number of countries/territories/areas report combined probable and laboratory-
confirmed cases; efforts are underway to identify these for notation in the data table.†Other:
includes cases reported from international conveyances.
Due to the recent trend of countries conducting data reconciliation exercises which remove
"large numbers of cases or deaths from their total counts, WHO will now display such data as"
negative numbers in the “new cases” / “new deaths” columns as appropriate. This will aid
readers in identifying when such adjustments occur. When additional details become
"available that allow the subtractions to be suitably apportioned to previous days, graphics will"
be updated accordingly. Prior situation reports will not be edited; see covid19.who.int for the
most up-to-date data.
Additional table notes
iTransmission classification is based on a process of country/territory/area self-reporting.
Classifications are reviewed on a weekly basis and may be revised as new information

becomes available. Differing degrees of transmission may be present within,
countries/territories/areas; classification is based on the highest category reported within,
a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by"
,common exposures;
•,Community transmission: experiencing larger outbreaks of local transmission defined
,"through an assessment of factors including, but not limited to: large numbers of cases not"
,linkable to transmission chains; large numbers of cases from sentinel lab surveillance;
,and/or multiple unrelated clusters in several areas of the country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of",
similar status.,
"Country, territory, or area-specific notes, updates and errata",
•,"Update 29 July 2020, Spain: Counts adjusted retrospectively by national authorities: case"
,and death counts adjusted from 11 May to 28 July.
•,"Update 29 July 2020, Belgium: Counts adjusted retrospectively by national authorities: case"
,and death counts adjusted from 3 April to 28 July.
•,"Update 29 July 2020, Montenegro: Counts adjusted retrospectively by national authorities:"
,case and death counts adjusted from 19 March to 28 July.
