Coronavirus disease,,
(COVID-19),,
Situation Report – 201,,
"Data as received by WHO from national authorities by 10:00 CEST, 8 August 2020",,
Highlights,,
WHO has published guidance on the public health surveillance of coronavirus disease 2019,,
(COVID-19) in humans caused by infection with severe acute respiratory syndrome coronavirus,,
2 (SARS-CoV-2). This document combines and supersedes the Global surveillance guidance for,,
"COVID-19 caused by human infection with COVID-19 virus: Interim guidance, and Surveillance",,
strategies for COVID-19 human infection: Interim Guidance 10 May 2020.,,
"A plane carrying 20 tonnes of trauma and surgical supplies from WHO has landed in Beirut,",,
Lebanon to support the treatment of patients injured by the blast which occurred in the city on,,
"4 August. This latest emergency has occurred at a time of recent civil unrest, economic crisis,",,
"the COVID-19 outbreak and heavy refugee burden. “We are in this together, and we are",,
"committed to supporting Lebanon in this very difficult time” said Dr Najat Rochdi, UN Resident",,
Coordinator in Lebanon.,,
"Epidemics and Public Health Emergency Operations Centre opens in Skopje, North Macedonia.",,
"At the Centre’s inauguration Dr Hans Henri P. Kluge, WHO Regional Director for Europe",,
commended North Macedonia for its commitment to strengthening public health capacity to,,
"fight COVID-19. Dr Venko Filipce, Minister of Health of North Macedonia, thanked WHO for its",,
continuous support in the COVID-19 response and shared that the Centre will play a critical role,,
in North Macedonia’s preparedness and response.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,19 187 943 cases (284 441),716 075 deaths (6 565)
Africa,872 501 cases (11 994),16 041 deaths (389)
Americas,10 290 444 cases (155 122),380 894 deaths (4 288)
Eastern Mediterranean,1 623 451 cases (12 653),42 759 deaths (356)
Europe,3 545 395 cases (31 409),216 097 deaths (458)
South-East Asia,2 496 001 cases (67 417),51 608 deaths (1 037)
Western Pacific,359 410 cases (5 846),8 663 deaths (37)

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 2 August to 8 August **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December through 8 August**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST,",,,,,,
8 August 2020**,,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
Comoros,396,0,7,0,Community transmission,1

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Mauritius 344 0 10 0 Sporadic cases 14,,,,,,
Eritrea 285 3 0 0 Sporadic cases 0,,,,,,
Seychelles,126,12,0,0,Sporadic cases,0
Territoriesii,,,,,,
Mayotte,3 068,26,39,0,Clusters of cases,0
Réunion,675,4,5,0,Clusters of cases,0
Americas,,,,,,
United States of America,4 836 930,55 318,158 606,1 249,Community transmission,0
Brazil,2 912 212,53 139,98 493,1 237,Community transmission,0
Mexico,462 690,6 590,50 517,819,Community transmission,0
Peru,455 409,7 785,20 424,196,Community transmission,0
Chile,368 825,2 154,9 958,69,Community transmission,0
Colombia,357 710,11 996,11 939,315,Community transmission,0
Argentina,228 195,7 513,4 291,156,Community transmission,0
Canada,118 561,374,8 966,4,Community transmission,0
Ecuador,91 969,1 432,5 897,20,Community transmission,0
Bolivia (Plurinational State of),86 423,1 282,3 465,80,Community transmission,0
Dominican Republic,77 709,1 173,1 259,13,Community transmission,0
Panama,71 418,1 187,1 574,21,Community transmission,0
Guatemala,55 270,931,2 168,49,Community transmission,0
Honduras,45 755,657,1 446,23,Community transmission,0
Venezuela (Bolivarian Republic of),23 280,981,202,7,Community transmission,0
Costa Rica,21 070,653,200,9,Community transmission,0
El Salvador,19 544,418,520,7,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Haiti,7 582,38,171,0,Community transmission,0
Paraguay,6 375,315,66,5,Community transmission,0
Nicaragua,3 266,0,123,0,Community transmission,3
Cuba,2 829,54,88,0,Clusters of cases,0
Suriname,2 096,46,29,2,Community transmission,0
Uruguay,1 318,9,37,0,Clusters of cases,0
Jamaica,958,30,12,0,Clusters of cases,0
Bahamas,761,10,14,0,Clusters of cases,0
Guyana,538,29,22,0,Clusters of cases,0
Trinidad and Tobago,217,10,8,0,Clusters of cases,0
Barbados,133,0,7,0,Clusters of cases,2
Belize,114,28,2,0,Sporadic cases,0
Antigua and Barbuda,92,0,3,0,Clusters of cases,3
Saint Vincent and the Grenadines,56,0,0,0,Sporadic cases,1
Saint Lucia,25,0,0,0,Sporadic cases,8
Grenada,24,0,0,0,Clusters of cases,8
Dominica,18,0,0,0,Clusters of cases,56
Saint Kitts and Nevis,17,0,0,0,No cases,28
Territoriesii,,,,,,
Puerto Rico,20 686,752,265,7,Community transmission,0
French Guiana,8 204,77,47,0,Community transmission,0
United States Virgin Islands,522,21,9,0,Community transmission,0
Guadeloupe,279,0,14,0,Clusters of cases,1
Martinique,276,0,15,0,Clusters of cases,1

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Aruba,263,92,3,0,Sporadic cases,0
Cayman Islands,203,0,1,0,Sporadic cases,24
Sint Maarten,176,16,16,0,Community transmission,0
Bermuda,157,0,9,0,Sporadic cases,4
Turks and Caicos Islands,141,12,2,0,Clusters of cases,0
Saint Martin,53,0,3,0,Sporadic cases,9
Curaçao,31,0,1,0,Sporadic cases,1
"Bonaire, Sint Eustatius and Saba",13,0,0,0,Sporadic cases,4
Falkland Islands (Malvinas),13,0,0,0,No cases,104
Montserrat,13,0,1,0,No cases,12
British Virgin Islands,9,0,1,0,No cases,3
Saint Barthélemy,9,0,0,0,No cases,5
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,22
Anguilla,3,0,0,0,No cases,126
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),322 567,2 450,18 132,156,Community transmission,0
Saudi Arabia,285 793,1 567,3 093,38,Clusters of cases,0
Pakistan,283 469,824,6 066,14,Clusters of cases,0
Iraq,144 064,3 461,5 236,75,Community transmission,0
Qatar,112 383,291,180,2,Community transmission,0
Egypt,95 147,141,4 971,20,Clusters of cases,0
Oman,81 067,354,502,10,Community transmission,0
Kuwait,70 727,682,471,2,Clusters of cases,0
United Arab Emirates,62 061,216,356,2,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,43 307,418,161,5,Clusters of cases,0
Afghanistan,37 015,78,1 307,9,Clusters of cases,0
Morocco,30 662,1 018,461,12,Clusters of cases,0
Sudan,11 894,44,773,4,Community transmission,0
Lebanon,5 951,279,70,0,Clusters of cases,0
Djibouti,5 338,4,59,0,Clusters of cases,0
Libya,5 078,199,108,1,Clusters of cases,0
Somalia,3 227,0,93,0,Sporadic cases,2
Yemen,1 800,33,513,4,Community transmission,0
Tunisia,1 656,14,51,0,Sporadic cases,0
Jordan,1 237,5,11,0,Clusters of cases,0
Syrian Arab Republic,1 060,61,48,0,Community transmission,0
Territoriesii,,,,,,
17 948,,514,97,2,Clusters of cases,0
occupied Palestinian territory,,,,,,
Europe,,,,,,
Russian Federation,882 347,5 212,14 854,129,Clusters of cases,0
Spain,314 362,4 507,28 503,3,Clusters of cases,0
The United Kingdom,309 009,871,46 511,98,Community transmission,0
Italy,249 756,552,35 190,3,Clusters of cases,0
Turkey,238 450,1 185,5 813,15,Community transmission,0
Germany,215 336,1 122,9 195,12,Clusters of cases,0
France,185 353,2 181,30 201,12,Clusters of cases,0
Kazakhstan,109 939,4 413,1 109,0,Clusters of cases,0
Sweden,82 323,356,5 763,0,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Israel,79 892,1 672,579,8,Community transmission,0
Ukraine,79 750,1 489,1 879,27,Community transmission,0
Belgium,72 691,1,9 866,2,Community transmission,0
Belarus,68 614,111,583,3,Community transmission,0
Romania,59 273,1 378,2 616,50,Community transmission,0
Netherlands,57 501,519,6 154,1,Community transmission,0
Portugal,52 351,290,1 746,3,Clusters of cases,0
Poland,50 324,809,1 787,13,Community transmission,0
Armenia,40 185,300,785,8,Community transmission,0
Kyrgyzstan,39 587,425,1 460,9,Clusters of cases,0
Switzerland,36 180,161,1 711,3,Community transmission,0
Azerbaijan,33 376,129,483,4,Clusters of cases,0
Uzbekistan,29 459,650,185,6,Clusters of cases,0
Serbia,27 608,276,626,5,Community transmission,0
Republic of Moldova,26 990,362,835,7,Community transmission,0
Ireland,26 470,98,1 772,4,Clusters of cases,0
Austria,21 819,130,720,1,Community transmission,0
Czechia,18 060,320,389,0,Clusters of cases,0
Denmark,14 442,136,617,0,Community transmission,0
Bosnia and Herzegovina,13 684,287,388,9,Community transmission,0
Bulgaria,13 014,297,435,11,Clusters of cases,0
North Macedonia,11 571,172,519,2,Clusters of cases,0
Norway,9 468,59,256,0,Clusters of cases,0
Tajikistan,7 706,41,62,0,Pending,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Finland,7 554,22,331,0,Clusters of cases,0
Luxembourg,7 113,40,119,0,Community transmission,0
Albania,6 151,135,189,1,Clusters of cases,0
Croatia,5 466,62,155,0,Clusters of cases,0
Greece,5 270,147,210,0,Clusters of cases,0
Hungary,4 621,24,602,2,Community transmission,0
Montenegro,3 568,48,61,1,Clusters of cases,0
Slovakia,2 523,43,31,2,Clusters of cases,0
Slovenia,2 233,10,119,1,Clusters of cases,0
Lithuania,2 194,23,81,0,Community transmission,0
Estonia,2 133,9,63,0,Clusters of cases,0
Iceland,1 952,20,10,0,Community transmission,0
Latvia,1 281,6,32,0,Clusters of cases,0
Georgia,1 216,3,17,0,Clusters of cases,0
Cyprus,1 208,13,19,0,Clusters of cases,0
Andorra,956,11,52,0,Community transmission,0
Malta,895,49,9,0,Sporadic cases,0
San Marino,717,0,42,0,Community transmission,1
Monaco,99,0,1,0,Sporadic cases,62
Liechtenstein,89,0,1,0,Sporadic cases,8
Holy See,12,0,0,0,Sporadic cases,93
Territoriesii,,,,,,
Kosovo [1],9 826,181,293,3,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Jersey,345,1,31,0,Community transmission,0
Isle of Man,336,0,24,0,No cases,78
Faroe Islands,291,50,0,0,Sporadic cases,0
Guernsey,252,0,13,0,Community transmission,97
Gibraltar,190,1,0,0,Clusters of cases,0
Greenland,14,0,0,0,No cases,10
South-East Asia,,,,,,
India,2 088 611,61 537,42 518,933,Clusters of cases,0
Bangladesh,252 502,2 851,3 333,27,Community transmission,0
Indonesia,121 226,2 473,5 593,72,Community transmission,0
Nepal,22 214,464,70,5,Clusters of cases,0
Maldives,4 769,89,19,0,Clusters of cases,0
Thailand,3 348,3,58,0,Clusters of cases,0
Sri Lanka,2 839,0,11,0,Clusters of cases,2
Myanmar,359,0,6,0,Clusters of cases,1
Bhutan,108,0,0,0,Sporadic cases,1
Timor-Leste,25,0,0,0,No cases,4
Western Pacific,,,,,,
Philippines,122 754,3 294,2 168,18,Community transmission,0
China,89 057,120,4 688,1,Clusters of cases,0
Singapore,54 797,242,27,0,Clusters of cases,0
Japan,45 439,1 624,1 039,6,Clusters of cases,0
Australia,20 272,410,266,11,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Republic of Korea,14 562,43,304,1,Clusters of cases,0
Malaysia,9 063,25,125,0,Clusters of cases,0
New Zealand,1 219,0,22,0,Clusters of cases,3
Viet Nam,789,39,10,0,Clusters of cases,0
Mongolia,293,0,0,0,Sporadic cases,5
Cambodia,246,3,0,0,Sporadic cases,0
Papua New Guinea,188,25,3,0,Community transmission,0
Brunei Darussalam,142,1,3,0,No cases,0
Fiji,27,0,1,0,Sporadic cases,18
Lao People's Democratic Republic,20,0,0,0,Sporadic cases,14
Territoriesii,,,,,,
Guam,403,14,5,0,Clusters of cases,0
French Polynesia,69,5,0,0,Sporadic cases,0
Northern Mariana Islands,47,0,2,0,Pending,1
(Commonwealth of the),,,,,,
New Caledonia,23,1,0,0,Sporadic cases,0
Subtotal for all regions,19 187 202,284 441,716 062,6 565,,
Other†,741,0,13,0,Not applicable,-
Grand total,19 187 943,284 441,716 075,6 565,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,,,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
,Weekly COVID-19 Operations Updates,,,
–,,,,
Recommendations and advice for the public,,,,
,Protect yourself,,,
–,,,,
–,Questions and answers,,,
–,Travel advice,,,
,"EPI-WIN: tailored information for individuals, organizations and communities",,,
–,,,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus,,,,
disease (COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear",,,,
alternative cause of death that cannot be related to COVID-19 disease (e.g. trauma). There,,,,
should be no period of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here and here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be expected
"between information products published by WHO, national public health authorities, and"
other sources using different inclusion criteria and different data cut-off times. While steps
"are taken to ensure accuracy and reliability, all data are subject to continuous verification and"
"change. Case detection, definitions, testing strategies, reporting practice, and lag times differ"
"between countries/territories/areas. These factors, amongst others, influence the counts"
"presented, with variable underestimation of true case and death counts, and variable delays"
to reflecting these data at global level.
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal status of
"any country, territory or area or of its authorities, or concerning the delimitation of its"
frontiers or boundaries. Dotted and dashed lines on maps represent approximate border
"lines for which there may not yet be full agreement. Countries, territories and areas are"
arranged under the administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not imply
that they are endorsed or recommended by WHO in preference to others of a similar
"nature that are not mentioned. Errors and omissions excepted, the names of proprietary"
products are distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United Nations
"Security Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo"
"(UNSCR 1244, 1999) have been aggregated for visualization purposes."
*A small number of countries/territories/areas report combined probable and laboratory-
confirmed cases; efforts are underway to identify these for notation in the data table.†Other:
includes cases reported from international conveyances.
Due to the recent trend of countries conducting data reconciliation exercises which remove
"large numbers of cases or deaths from their total counts, WHO will now display such data as"
negative numbers in the “new cases” / “new deaths” columns as appropriate. This will aid
readers in identifying when such adjustments occur. When additional details become
"available that allow the subtractions to be suitably apportioned to previous days, graphics will"
be updated accordingly. Prior situation reports will not be edited; see covid19.who.int for the
most up-to-date data.
Additional table notes
iTransmission classification is based on a process of country/territory/area self-reporting.
Classifications are reviewed on a weekly basis and may be revised as new information

becomes available. Differing degrees of transmission may be present within,
countries/territories/areas; classification is based on the highest category reported within,
a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by"
,common exposures;
•,Community transmission: experiencing larger outbreaks of local transmission defined
,"through an assessment of factors including, but not limited to: large numbers of cases not"
,linkable to transmission chains; large numbers of cases from sentinel lab surveillance;
,and/or multiple unrelated clusters in several areas of the country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of",
similar status.,
"Country, territory, or area-specific notes, updates and errata",
•,"Update 8 August 2020, Belgium: Counts adjusted retrospectively by national"
,authorities: case counts adjusted from 3 June to 7 August and death counts adjusted
,on 6 and 7 August.
