Coronavirus disease,,
(COVID-19),,
Situation Report – 207,,
"Data as received by WHO from national authorities by 10:00 CEST, 14 August 2020",,
Highlights,,
"As previously indicated (Situation Report 203), starting this coming Monday, 17 August, the daily",,
situation report will be replaced by a “COVID-19 Weekly Epidemiological Update” which will,,
focus on analysis and interpretation of the evolving epidemiological situation. All quantitative,,
"data will continue to be updated daily on the global COVID-19 dashboard, covid19.who.int.",,
Important narrative updates will appear on the “Rolling updates”pages. Operational updates,,
will continue to be shared through the “Weekly Operational Update on COVID-19”.,,
"In many countries, the response to the COVID-19 pandemic has incorporated lessons from",,
"other disease approaches, such as the work to protect communities against Ebola virus disease.",,
"In Nigeria’s Niger Delta, health workers have unified their surveillance strategy to improve the",,
"detection and reporting of infectious diseases such as measles, yellow fever, and COVID-19.",,
Today’s ‘Subject in Focus’ highlights updated guidance on home care for patients with,,
suspected or confirmed COVID-19 and the management of their contacts. The document,,
provides guidance on the issues to be considered when deciding whether or not to provide,,
care for COVID-19 patients at home and offers advice for health workers and caregivers,,
providing that care.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,20 730 456 cases (286 710),751 154 deaths (6 713)
Africa,925 297 cases (8 653),17 904 deaths (347)
Americas,11 109 443 cases (157 676),402 734 deaths (4 472)
Eastern Mediterranean,1 696 890 cases (13 379),45 004 deaths (343)
Europe,3 702 640 cases (31 585),218 662 deaths (384)
South-East Asia,2 900 347 cases (69 943),57 756 deaths (1 120)
Western Pacific,395 098 cases (5 474),9 081 deaths (47)

Subject in Focus: Home care for patients with suspected or confirmed
COVID-19 and management of their contacts
"On 13 August 2020, WHO updated guidance for the provision of care for patients with"
COVID-19 in a home setting. This replaces the previous version of the guidance published
17 March 2020.
This guidance was updated to align with recent updates to WHO surveillance case
definitions for COVID-19 and WHO guidance on clinical management for COVID-19. It has
also been expanded to include implementation aspects as well as considerations to
"identify and support patients who could receive care at home, and the infection,"
prevention and control (IPC) requirements for suitable and safe home care of people
"infected with SARS-CoV-2, the virus that causes COVID-19."
As this virus continues to spread and health systems struggle to find capacity to provide
"care, some people with COVID-19 may be cared for at home. The needs of the patient, the"
"caregiver, the household and community must all be considered when the decision to"
provide care for someone infected with SARS-CoV-2 at home is made. WHO has provided
updated guidance to policy makers and health professionals to assess the ability to safely
provide care for COVID-19 patients in the home setting and to support it with adequate
"tools, equipment, resources and instructions."
"Ideally, all patients with COVID-19 should be cared for in a health facility, but there are"
specific situations where they may be cared for safely at home. The guidance outlines
several factors that should be evaluated by the health care provider when determining if a
patient with COVID-19 can be cared for at home. These include the patient’s clinical
"condition and presence of underlying medical conditions, which put them at a higher risk"
"for developing severe disease, an evaluation of the home setting to ensure IPC and other"
"requirements can be met (such as basic hygiene and adequate ventilation), the ability of"
"the caregiver to provide care and recognize when the patient may be deteriorating,"
"adequate support for the caregiver (e.g., food, supplies, psychological support) and"
support of a trained health worker in the community. If specific requirements cannot be
"met, then alternative arrangements should be discussed with the patient and caregiver,"
such as isolation in an alternate or repurposed facility where available.
"Within the updated guidance, WHO provides specific advice for health workers and"
"caregivers providing or supporting care in a patient’s home, including IPC measures to be"
taken to protect the health worker or caregiver and prevent transmission of the COVID-19
virus.
"In addition, a new annex on the implementation of home care policies and guidelines,"
"which was developed with input from social sciences experts, provides some practical"
"examples of approaches towards ensuring patients, family, community and health"
"workers have the necessary supports, resources and communication to safely provide care"
in the home setting.

The full technical guidance is available here.
Information for health workers and the general public about home care can be found
here:
Q&A: Home care and COVID-19 for health workers and administrators
Q&A: Home care and COVID 19 for families and caregivers
Information for the general public about home care for COVID-19 patients can be found
here.

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 8 August to 14 August **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed* COVID-19 cases, by date of report and WHO region, 30 December through 14 August**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST,",,,,,,
14 August 2020**,,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
Uruguay,1 393,8,37,0,Clusters of cases,0
Jamaica,1 065,18,14,0,Clusters of cases,0
Bahamas,1 036,47,15,0,Clusters of cases,0
Guyana,623,21,22,0,Clusters of cases,0
Trinidad and Tobago,369,61,8,0,Clusters of cases,0
Belize,296,86,2,0,Clusters of cases,0
Barbados,144,1,7,0,Clusters of cases,0
Antigua and Barbuda,92,0,3,0,Clusters of cases,9
Saint Vincent and the Grenadines,57,0,0,0,Sporadic cases,3
Saint Lucia,25,0,0,0,Sporadic cases,14
Grenada,24,0,0,0,Clusters of cases,14
Dominica,18,0,0,0,Clusters of cases,62
Saint Kitts and Nevis,17,0,0,0,No cases,34
Territoriesii,,,,,,
Puerto Rico,24 446,372,306,11,Community transmission,0
French Guiana,8 471,48,51,1,Community transmission,0
Aruba,798,81,3,0,Community transmission,0
United States Virgin Islands,682,43,9,0,Community transmission,0
Guadeloupe,367,50,14,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Martinique,336,0,16,0,Clusters of cases,5
Sint Maarten,248,29,17,0,Community transmission,0
Turks and Caicos Islands,241,17,2,0,Clusters of cases,0
Cayman Islands,203,0,1,0,No cases,30
Bermuda,159,0,9,0,Sporadic cases,2
Saint Martin,92,8,4,0,Sporadic cases,0
"Bonaire, Sint Eustatius and Saba",13,0,0,0,Sporadic cases,10
Falkland Islands (Malvinas),13,0,0,0,No cases,110
Montserrat,13,0,1,0,No cases,18
Saint Barthélemy,13,0,0,0,Sporadic cases,4
British Virgin Islands,9,0,1,0,Sporadic cases,9
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,28
Anguilla,3,0,0,0,No cases,132
Curaçao,32,0,1,0,Sporadic cases,3
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),336 324,2 625,19 162,174,Community transmission,0
Saudi Arabia,294 519,1 482,3 303,34,Clusters of cases,0
Pakistan,287 300,617,6 153,14,Clusters of cases,0
Iraq,164 277,3 841,5 641,53,Community transmission,0
Qatar,114 281,343,190,0,Community transmission,0
Egypt,96 108,145,5 107,22,Clusters of cases,0
Oman,82 531,232,551,12,Community transmission,0
Kuwait,74 486,701,489,0,Clusters of cases,0
United Arab Emirates,63 489,277,358,0,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,45 726,462,167,0,Clusters of cases,0
Morocco,37 935,1 241,584,28,Clusters of cases,0
Afghanistan,37 431,7,1 363,0,Clusters of cases,0
Sudan,12 162,47,793,1,Community transmission,0
Lebanon,7 711,298,92,3,Community transmission,0
Libya,7 050,439,135,3,Clusters of cases,0
Djibouti,5 358,0,59,0,Clusters of cases,1
Somalia,3 227,0,93,0,Sporadic cases,8
Yemen,1 851,6,529,0,Community transmission,0
Tunisia,1 847,67,53,1,Sporadic cases,0
Syrian Arab Republic,1 432,100,55,- 3,Community transmission,0
Jordan,1 320,17,11,0,Clusters of cases,0
Territoriesii,,,,,,
20 525,,432,116,1,Clusters of cases,0
Occupied Palestinian territory,,,,,,
Europe,,,,,,
Russian Federation,912 823,5 065,15 498,114,Clusters of cases,0
Spain,337 334,7 550,28 605,26,Clusters of cases,0
The United Kingdom,313 802,0,46 706,0,Community transmission,1
Italy,252 235,522,35 231,6,Clusters of cases,0
Turkey,245 635,1 243,5 912,21,Community transmission,0
Germany,221 413,1 449,9 225,14,Clusters of cases,0
France,196 209,2 515,30 259,16,Clusters of cases,0
Kazakhstan,118 514,1 410,1 433,0,Clusters of cases,0
Israel,88 488,1 612,640,14,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Ukraine,87 872,1 732,2 011,19,Community transmission,0
Sweden,83 852,397,5 776,2,Community transmission,0
Belgium,76 098,0,9 916,2,Community transmission,1
Belarus,69 203,101,599,4,Community transmission,0
Romania,66 631,1 454,2 860,53,Community transmission,0
Netherlands,61 149,577,6 156,4,Community transmission,0
Poland,54 487,811,1 844,14,Community transmission,0
Portugal,53 548,325,1 770,6,Clusters of cases,0
Kyrgyzstan,41 373,304,1 491,4,Clusters of cases,0
Armenia,41 299,276,814,5,Community transmission,0
Switzerland,37 312,233,1 714,1,Community transmission,0
Azerbaijan,33 915,91,500,3,Clusters of cases,0
Uzbekistan,33 561,724,218,5,Clusters of cases,0
Republic of Moldova,29 087,390,878,15,Community transmission,0
Serbia,28 998,247,661,3,Community transmission,0
Ireland,26 929,91,1 774,0,Clusters of cases,0
Austria,22 730,229,725,1,Community transmission,0
Czechia,19 401,326,391,0,Clusters of cases,0
Denmark,15 214,144,621,0,Community transmission,0
Bosnia and Herzegovina,15 187,227,453,5,Community transmission,0
Bulgaria,14 069,176,484,2,Clusters of cases,0
North Macedonia,12 386,141,532,2,Clusters of cases,0
Norway,9 783,33,257,1,Clusters of cases,0
Tajikistan,7 950,38,63,0,Pending,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Finland,7 683,41,333,0,Clusters of cases,0
Luxembourg,7 368,68,122,0,Community transmission,0
Albania,6 971,154,213,5,Clusters of cases,0
Greece,6 381,204,221,5,Clusters of cases,0
Croatia,6 050,180,161,1,Clusters of cases,0
Hungary,4 813,45,607,2,Community transmission,0
Montenegro,3 880,46,73,0,Clusters of cases,0
Slovakia,2 739,49,31,0,Clusters of cases,0
Slovenia,2 332,29,124,1,Clusters of cases,0
Lithuania,2 330,21,81,0,Community transmission,0
Estonia,2 174,0,63,0,Clusters of cases,1
Iceland,1 976,4,10,0,Community transmission,0
Latvia,1 307,4,32,0,Clusters of cases,0
Georgia,1 306,23,17,0,Clusters of cases,0
Cyprus,1 291,0,20,0,Clusters of cases,1
Malta,1 144,55,9,0,Sporadic cases,0
Andorra,981,4,53,0,Community transmission,0
San Marino,719,0,42,0,Community transmission,2
Monaco,141,3,1,0,Sporadic cases,0
Liechtenstein,91,1,1,0,Sporadic cases,0
Holy See,12,0,0,0,Sporadic cases,99
Territoriesii,,,,,,
Kosovo[1],10 945,193,363,8,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Faroe Islands,362,23,0,0,Sporadic cases,0
Jersey,352,4,31,0,Community transmission,0
Isle of Man,336,0,24,0,No cases,84
Guernsey,252,0,13,0,Community transmission,103
Gibraltar,203,1,0,0,Clusters of cases,0
Greenland,14,0,0,0,No cases,16
South-East Asia,,,,,,
India,2 461 190,64 553,48 040,1 007,Clusters of cases,0
Bangladesh,269 115,2 617,3 557,44,Community transmission,0
Indonesia,132 816,2 098,5 968,65,Community transmission,0
Nepal,24 957,525,95,4,Clusters of cases,0
Maldives,5 494,128,21,0,Clusters of cases,0
Thailand,3 376,17,58,0,Clusters of cases,0
Sri Lanka,2 882,2,11,0,Clusters of cases,0
Myanmar,361,0,6,0,Sporadic cases,1
Bhutan,131,3,0,0,Sporadic cases,0
Timor-Leste,25,0,0,0,No cases,10
Western Pacific,,,,,,
Philippines,147 526,3 777,2 426,22,Community transmission,0
China,89 625,99,4 707,3,Clusters of cases,0
Singapore,55 497,102,27,0,Clusters of cases,0
Japan,52 217,1 070,1 073,10,Clusters of cases,0
Australia,22 358,231,361,9,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Republic of Korea,14 873,103,305,0,Clusters of cases,0
Malaysia,9 129,15,125,0,Clusters of cases,0
New Zealand,1 251,13,22,0,Clusters of cases,0
Viet Nam,911,28,21,3,Clusters of cases,0
Mongolia,297,4,0,0,Sporadic cases,0
Cambodia,273,1,0,0,Sporadic cases,0
Papua New Guinea,271,2,3,0,Community transmission,0
Brunei Darussalam,142,0,3,0,Sporadic cases,6
Fiji,28,1,1,0,Sporadic cases,0
Lao People's Democratic Republic,20,0,0,0,Sporadic cases,20
Territoriesii,,,,,,
Guam,469,28,5,0,Clusters of cases,0
French Polynesia,139,0,0,0,Sporadic cases,1
Northern Mariana Islands,49,0,2,0,Pending,3
(Commonwealth of the),,,,,,
New Caledonia,23,0,0,0,Sporadic cases,6
Subtotal for all regions,20 729 715,286 710,751 141,6 713,,
Other†,741,0,13,0,Not applicable,-
Grand total,20 730 456,286 710,751 154,6 713,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,,,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
,Weekly COVID-19 Operational Updates,,,
–,,,,
Recommendations and advice for the public,,,,
,Protect yourself,,,
–,,,,
–,Questions and answers,,,
–,Travel advice,,,
,"EPI-WIN: tailored information for individuals, organizations and communities",,,
–,,,,
Case definitions,,,,
WHO periodically updates the Public health surveillance for COVID-19: interim guidance,,,,
document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear",,,,
alternative cause of death that cannot be related to COVID-19 disease (e.g. trauma). There,,,,
should be no period of complete recovery between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here and here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be expected
"between information products published by WHO, national public health authorities, and"
other sources using different inclusion criteria and different data cut-off times. While steps
"are taken to ensure accuracy and reliability, all data are subject to continuous verification and"
"change. Case detection, definitions, testing strategies, reporting practice, and lag times differ"
"between countries/territories/areas. These factors, amongst others, influence the counts"
"presented, with variable underestimation of true case and death counts, and variable delays"
to reflecting these data at global level.
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal status of
"any country, territory or area or of its authorities, or concerning the delimitation of its"
frontiers or boundaries. Dotted and dashed lines on maps represent approximate border
"lines for which there may not yet be full agreement. Countries, territories and areas are"
arranged under the administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not imply
that they are endorsed or recommended by WHO in preference to others of a similar
"nature that are not mentioned. Errors and omissions excepted, the names of proprietary"
products are distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United Nations
"Security Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo"
"(UNSCR 1244, 1999) have been aggregated for visualization purposes."
*A small number of countries/territories/areas report combined probable and laboratory-
confirmed cases; efforts are underway to identify these for notation in the data table.†Other:
includes cases reported from international conveyances.
Due to the recent trend of countries conducting data reconciliation exercises which remove
"large numbers of cases or deaths from their total counts, WHO will now display such data as"
negative numbers in the “new cases” / “new deaths” columns as appropriate. This will aid
readers in identifying when such adjustments occur. When additional details become
"available that allow the subtractions to be suitably apportioned to previous days, graphics will"
be updated accordingly. Prior situation reports will not be edited; see covid19.who.int for the
most up-to-date data.
Additional table notes
iTransmission classification is based on a process of country/territory/area self-reporting.
Classifications are reviewed on a weekly basis and may be revised as new information

becomes available. Differing degrees of transmission may be present within,
countries/territories/areas; classification is based on the highest category reported within,
a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by"
,common exposures;
•,Community transmission: experiencing larger outbreaks of local transmission defined
,"through an assessment of factors including, but not limited to: large numbers of cases not"
,linkable to transmission chains; large numbers of cases from sentinel lab surveillance;
,and/or multiple unrelated clusters in several areas of the country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of",
similar status.,
"Country, territory, or area-specific notes, updates and errata",
•,"Update 14 August 2020, Belgium: Counts adjusted retrospectively by national"
,authorities: case counts adjusted from 13 May to 13 August and death counts
,adjusted from 8 to 13 August.
•,"Update 14 August 2020, Israel: Counts adjusted retrospectively by national"
,authorities: case and death counts adjusted for 13 August.
•,"Update 14 August 2020, Ecuador: Counts adjusted retrospectively by national"
,authorities: case and death counts adjusted for 13 August.
•,"Update 14 August 2020, Papua New Guinea: Counts adjusted retrospectively by"
,national authorities: case counts adjusted for 13 August.
•,"Update 14 August 2020, Monaco: Counts adjusted retrospectively by national"
,authorities: case and death counts adjusted from 29 February to 13 August.
