Coronavirus disease,,
(COVID-19),,
Situation Report – 190,,
"Data as received by WHO from national authorities by 10:00 CEST, 28 July 2020",,
Highlights,,
"WHO has published an interim guidance on Considerations for implementing mass treatment, active case-",,
finding and population-based surveys for neglected tropical diseases in the context of the COVID-19,,
"pandemic. The document proposes a two-step approach: a risk–benefit assessment, to decide if the",,
"planned neglected tropical diseases activity should proceed, and a review of a list of precautionary",,
"measures, to decide how the planned activity should be implemented.",,
Ethiopia vaccinates nearly 15 million children against measles despite COVID-19 challenges. The,,
"campaign’s target was 15 million children and it attained 96% coverage (14.4 million), showing that even",,
"with the ongoing COVID-19 pandemic, countries can continue to carry out life-saving mass vaccinations.",,
The WHO Regional Office for the Americas and the Caribbean Development Bank (CDB) launched the,,
“Stronger Together” campaign to assist communities in promoting mental wellbeing and positive coping,,
strategies during times of stress and crisis. The awareness campaign will run until November 2020 and,,
includes a range of promotional materials and media.,,
Today’s Subject in Focus provides an update on Infodemics management.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,16 341 920 cases (226 783),650 805 deaths (4 153)
Africa,726 105 cases (13 185),12 257 deaths (357)
Americas,8 728 962 cases (118 828),339 651 deaths (2 212)
Eastern Mediterranean,1 494 697 cases (12 382),38 371 deaths (439)
Europe,3 261 042 cases (26 311),210 897 deaths (368)
South-East Asia,1 838 380 cases (52 235),41 366 deaths (751)
Western Pacific,291 993 cases (3 842),8 250 deaths (26)

Subject in Focus: Infodemics Management – ‘The FoRCCE’ Regions helping,
Regions through Risk Communication and Community Engagement (RCCE),
A strong network of Risk Communication and Community Engagement (RCCE) in WHO’s regional,
"offices has developed a high volume of consistent yet adaptable messages, materials and strategies.",
The network was informally named the Formidable Officers of RCCE (The FoRCCE) and has been,
supporting country preparedness under the Pandemic Influenza Preparedness (PIP) framework,
since 2019.,
"In January 2020, the FoRCCE teamed up with WHO headquarters to share materials, messages and",
strategies related to COVID-19 that could be adapted for use in other regions. Coordination with,
"each of the regional offices meant that the network could foresee issues on the horizon, as countries",
responded to COVID-19 at different times. They could also avoid duplication of work and possible,
"confusion in messaging, while identifying gaps, myths and misinformation occurring in countries",
across the world.,
Materials developed in one region are being translated and used by others. Below are examples of,
materials created in one region and amplified around the world :,
•,the Regional Office for Africa shared its experience with community engagement;
•,the Regional Office for the Americas created an informative guide for journalists on COVID-19;
•,the Regional Office for the Eastern Mediterranean regional office produced a home care video ;
•,the Regional Office for Europe developed a Behavioural Insights tool which is being used across
,Europe and many other countries (Figure 1);
Figure 1: Behaviour insights-tool-chart from WHO Regional Office for Europe,

•,the Regional Office for South-East Asia focused on misinformation management by developing a
,"rumour monitoring framework and rumour repository, partnering with factcheckers and"
,"amplifying facts through over 300 videos, infographics, and other material in 10 languages"
•,the Western Pacific Regional Office created a package for health care workers which contains a
,series of simplified messages and reminders for healthcare facilities in the context of COVID-19.
Several regional offices have been conducting webinars based on country needs. Topics have,
"included trust, coordination, partnering with the media, community engagement, rumours",
"management, social media, hotlines, reaching vulnerable groups remotely, behaviour change,",
"communicating the risk of large-scale community transmission, integrating risk assessment and",
"risk communication, stigma and discrimination, communicating uncertainty, ‘ensuring impact:",
"monitoring and evaluation of risk communication’, and the role of behavioral surveillance. Some of",
these webinars will soon be available for viewing at epi-win.who.int.,

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 22 July to 28 July **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed* COVID-19 cases, by date of report and WHO region, 30 December through 28 July**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST, 28 July 2020**",,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Haiti,7 315,18,157,0,Community transmission,0
Paraguay,4 444,116,41,1,Community transmission,0
Nicaragua,3 004,0,108,0,Community transmission,6
Cuba,2 532,37,87,0,Clusters of cases,0
Suriname,1 439,58,23,0,Clusters of cases,0
Uruguay,1 192,18,34,0,Clusters of cases,0
Jamaica,842,5,10,0,Clusters of cases,0
Guyana,370,10,20,0,Clusters of cases,0
Bahamas,342,16,11,0,Clusters of cases,0
Trinidad and Tobago,148,1,8,0,Sporadic cases,0
Barbados,110,2,7,0,Clusters of cases,0
Antigua and Barbuda,82,0,3,0,Clusters of cases,2
Saint Vincent and the Grenadines,52,0,0,0,Sporadic cases,4
Belize,48,0,2,0,Sporadic cases,2
Saint Lucia,24,0,0,0,Sporadic cases,4
Grenada,23,0,0,0,Clusters of cases,62
Dominica,18,0,0,0,Clusters of cases,45
Saint Kitts and Nevis,17,0,0,0,No cases,17
Territoriesii,,,,,,
Puerto Rico,15 431,288,201,0,Community transmission,0
French Guiana,7 514,182,42,1,Community transmission,0
United States Virgin Islands,364,3,7,0,Clusters of cases,0
Martinique,269,0,15,0,Clusters of cases,3
Cayman Islands,203,0,1,0,Sporadic cases,13

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Guadeloupe,203,0,14,0,Clusters of cases,3
Bermuda,154,0,9,0,Sporadic cases,1
Aruba,119,2,3,0,Sporadic cases,0
Sint Maarten,114,20,15,0,Sporadic cases,0
Turks and Caicos Islands,99,2,2,0,Clusters of cases,0
Saint Martin,49,0,3,0,Sporadic cases,2
Curaçao,29,0,1,0,Sporadic cases,3
Falkland Islands (Malvinas),13,0,0,0,No cases,93
Montserrat,13,0,1,0,No cases,1
"Bonaire, Sint Eustatius and Saba",11,0,0,0,Sporadic cases,4
British Virgin Islands,8,0,1,0,No cases,73
Saint Barthélemy,7,0,0,0,No cases,2
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,11
Anguilla,3,0,0,0,No cases,115
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),293 606,2 434,15 912,212,Community transmission,0
Pakistan,275 225,936,5 865,23,Clusters of cases,0
Saudi Arabia,268 934,1 993,2 760,27,Clusters of cases,0
Iraq,112 585,2 553,4 458,96,Community transmission,0
Qatar,109 597,292,165,0,Community transmission,0
Egypt,92 482,420,4 652,46,Clusters of cases,0
Oman,77 058,1 053,393,9,Community transmission,0
Kuwait,64 379,606,438,5,Clusters of cases,0
United Arab Emirates,59 177,264,345,1,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,39 482,351,141,0,Clusters of cases,0
Afghanistan,36 368,105,1 270,1,Clusters of cases,0
Morocco,20 887,609,316,3,Clusters of cases,0
Sudan,11 496,72,725,5,Community transmission,0
Djibouti,5 059,9,58,0,Clusters of cases,0
Lebanon,3 882,132,51,0,Clusters of cases,0
Somalia,3 196,18,93,0,Sporadic cases,0
Libya,2 827,158,64,4,Clusters of cases,0
Yemen,1 695,10,484,4,Community transmission,0
Tunisia,1 455,3,50,0,Sporadic cases,0
Jordan,1 176,8,11,0,Clusters of cases,0
Syrian Arab Republic,674,24,40,2,Community transmission,0
Territoriesii,,,,,,
Clusters of cases,,,,,,
occupied Palestinian territory,13 457,332,80,1,0,
Europe,,,,,,
Russian Federation,823 515,5 395,13 504,150,Clusters of cases,0
The United Kingdom,300 115,685,45 759,7,Community transmission,0
Spain,278 782,6 361,28 434,2,Clusters of cases,0
Italy,246 286,168,35 112,5,Clusters of cases,0
Turkey,227 019,919,5 630,17,Community transmission,0
Germany,206 242,633,9 122,4,Clusters of cases,0
France,171 476,2 254,30 093,15,Clusters of cases,0
Kazakhstan,84 648,1 526,585,0,Clusters of cases,0
Sweden,79 395,398,5 700,3,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Belarus,67 366,234,543,9,Community transmission,0
Ukraine,66 575,919,1 629,13,Community transmission,0
Belgium,66 335,0,9 822,0,Community transmission,1
Israel,62 376,1 037,472,9,Community transmission,0
Netherlands,53 151,205,6 141,1,Community transmission,0
Portugal,50 299,135,1 719,2,Clusters of cases,0
Romania,45 902,1 104,2 206,19,Community transmission,0
Poland,43 402,337,1 676,5,Community transmission,0
Armenia,37 629,239,719,8,Community transmission,0
Switzerland,34 390,65,1 700,0,Community transmission,0
Kyrgyzstan,33 844,548,1 329,28,Clusters of cases,0
Azerbaijan,30 446,396,423,6,Clusters of cases,0
Ireland,25 892,11,1 764,0,Clusters of cases,0
Serbia,24 141,411,543,9,Community transmission,0
Republic of Moldova,23 154,120,751,11,Community transmission,0
Uzbekistan,21 506,686,119,2,Clusters of cases,0
Austria,20 550,64,713,1,Community transmission,0
Czechia,15 516,192,373,2,Clusters of cases,0
Denmark,13 547,109,613,0,Community transmission,0
Bulgaria,10 621,194,347,7,Clusters of cases,0
Bosnia and Herzegovina,10 515,183,292,7,Community transmission,0
North Macedonia,10 213,127,466,6,Clusters of cases,0
Norway,9 117,32,255,0,Clusters of cases,0
Finland,7 398,5,329,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Tajikistan,7 235,43,60,1,Pending,0
Luxembourg,6 321,49,112,0,Community transmission,0
Croatia,4 881,24,139,3,Clusters of cases,0
Albania,4 880,117,144,6,Clusters of cases,0
Hungary,4 456,8,596,0,Community transmission,0
Greece,4 227,34,202,0,Clusters of cases,0
Montenegro,2 851,0,43,0,Clusters of cases,1
Slovakia,2 181,2,28,0,Clusters of cases,0
Slovenia,2 087,5,117,2,Clusters of cases,0
Estonia,2 038,4,69,0,Clusters of cases,0
Lithuania,2 019,11,80,0,Community transmission,0
Iceland,1 854,7,10,0,Community transmission,0
Latvia,1 220,1,31,0,Clusters of cases,0
Georgia,1 145,8,16,0,Sporadic cases,0
Cyprus,1 060,3,19,0,Clusters of cases,0
Andorra,907,3,52,0,Community transmission,0
San Marino,716,0,42,0,Community transmission,18
Malta,701,1,9,0,Sporadic cases,0
Monaco,99,0,1,0,Sporadic cases,51
Liechtenstein,87,0,1,0,Sporadic cases,8
Holy See,12,0,0,0,Sporadic cases,82
Territoriesii,,,,,,
Kosovo [1],,,,,,
,7 370,276,175,8,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Isle of Man,336,0,24,0,No cases,67
Jersey,332,0,31,0,Community transmission,2
Guernsey,252,0,13,0,Community transmission,86
Faroe Islands,214,23,0,0,Sporadic cases,0
Gibraltar,185,0,0,0,Clusters of cases,2
Greenland,13,0,0,0,No cases,60
South-East Asia,,,,,,
India,1 483 156,47 703,33 425,654,Clusters of cases,0
Bangladesh,226 225,2 772,2 965,37,Community transmission,0
Indonesia,100 303,1 525,4 838,57,Community transmission,0
Nepal,18 752,139,48,3,Clusters of cases,0
Maldives,3 369,67,15,0,Clusters of cases,0
Thailand,3 297,2,58,0,Clusters of cases,0
Sri Lanka,2 805,23,11,0,Clusters of cases,0
Myanmar,350,0,6,0,Clusters of cases,1
Bhutan,99,4,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,No cases,95
Western Pacific,,,,,,
China,87 245,217,4 663,4,Clusters of cases,0
Philippines,82 040,1 592,1 945,13,Community transmission,0
Singapore,50 838,469,27,0,Clusters of cases,0
Japan,30 961,972,998,2,Clusters of cases,0
Australia,14 935,532,161,6,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Republic of Korea,14 203,28,300,1,Clusters of cases,0
Malaysia,8 904,7,124,0,Clusters of cases,0
New Zealand,1 207,1,22,0,Clusters of cases,0
Viet Nam,431,11,0,0,Clusters of cases,0
Mongolia,288,0,0,0,Sporadic cases,3
Cambodia,226,1,0,0,Sporadic cases,0
Brunei Darussalam,141,0,3,0,No cases,81
Papua New Guinea,62,0,0,0,Sporadic cases,1
Fiji,27,0,0,0,Sporadic cases,7
Lao People's Democratic Republic,20,0,0,0,Sporadic cases,3
Territoriesii,,,,,,
Guam,341,12,5,0,Clusters of cases,0
French Polynesia,62,0,0,0,Sporadic cases,30
Northern Mariana Islands,,,,,,
(Commonwealth of the),40,0,2,0,Pending,1
New Caledonia,22,0,0,0,Sporadic cases,13
Subtotal for all regions,16 341 179,226 783,650 792,4 153,,
Other†,741,0,13,0,Not applicable,-
Grand total,16 341 920,226 783,650 805,4 153,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
–,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the international community,,,
,can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
–,Weekly COVID-19 Operations Updates,,,
Recommendations and advice for the public,,,,
–,Protect yourself,,,
–,Questions and answers,,,
–,Travel advice,,,
–,"EPI-WIN: tailored information for individuals, organizations and communities",,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus disease (COVID-19),,,,
document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically compatible illness,,,,
"in a probable or confirmed COVID-19 case, unless there is a clear alternative cause of death that cannot be",,,,
related to COVID-19 disease (e.g. trauma). There should be no period of complete recovery between the,,,,
illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is available here,,,,
and here.,,,,

"Annex 1: Data, table and figure notes",
Caution must be taken when interpreting all data presented. Differences are to be expected between,
"information products published by WHO, national public health authorities, and other sources using different",
"inclusion criteria and different data cut-off times. While steps are taken to ensure accuracy and reliability, all",
"data are subject to continuous verification and change. Case detection, definitions, testing strategies,",
"reporting practice, and lag times differ between countries/territories/areas. These factors, amongst others,",
"influence the counts presented, with variable underestimation of true case and death counts, and variable",
delays to reflecting these data at global level.,
"The designations employed, and the presentation of these materials do not imply the expression of any",
"opinion whatsoever on the part of WHO concerning the legal status of any country, territory or area or",
"of its authorities, or concerning the delimitation of its frontiers or boundaries. Dotted and dashed lines",
"on maps represent approximate border lines for which there may not yet be full agreement. Countries,",
territories and areas are arranged under the administering WHO region.,
The mention of specific companies or of certain manufacturers’ products does not imply that they are,
endorsed or recommended by WHO in preference to others of a similar nature that are not mentioned.,
"Errors and omissions excepted, the names of proprietary products are distinguished by initial capital",
letters.,
[1] All references to Kosovo should be understood to be in the context of the United Nations Security Council,
"resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo (UNSCR 1244, 1999) have been",
aggregated for visualization purposes.,
*A small number ofcountries/territories/areas report combined probable and laboratory-confirmed cases;,
efforts are underway to identify these for notation in the data table.†Other: includes cases reported from,
international conveyances.,
Due to the recent trend of countries conducting data reconciliation exercises which remove large numbers of,
"cases or deaths from their total counts, WHO will now display such data as negative numbers in the “new",
cases” / “new deaths” columns as appropriate. This will aid readers in identifying when such adjustments,
occur. When additional details become available that allow the subtractions to be suitably apportioned to,
"previous days, graphics will be updated accordingly. Prior situation reports will not be edited; see",
covid19.who.int for the most up-to-date data.,
Additional table notes,
iTransmission classification is based on a process of country/territory/area self-reporting. Classifications,
are reviewed on a weekly basis and may be revised as new information becomes available. Differing,
degrees of transmission may be present within countries/territories/areas; classification is based on the,
highest category reported within a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by common"
,exposures;

•,Community transmission: experiencing larger outbreaks of local transmission defined through an
,"assessment of factors including, but not limited to: large numbers of cases not linkable to transmission"
,chains; large numbers of cases from sentinel lab surveillance; and/or multiple unrelated clusters in
,several areas of the country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of similar status.",
"Country, territory, or area-specific notes, updates and errata",
•,"Update 28 July 2020, Belarus: Counts adjusted retrospectively by national authorities: case and death"
,counts adjusted from 26 to 27 July
•,"Update 28 July 2020, Belgium: Counts adjusted retrospectively by national authorities: case and death"
,counts adjusted from 14 to 27 July
