Coronavirus disease,,
(COVID-19),,
Situation Report – 131,,
"Data as received by WHO from national authorities by 10:00 CEST, 30 May 2020",,
Highlights,,
WHO has published key planning recommendations for mass gatherings in the context,,
of the current COVID-19 outbreak. The document provides guidance on containing risks,,
of COVID-19 transmission associated with mass gathering events.,,
The UN and WHO have urged governments around the world to take the mental,,
"health consequences of the pandemic seriously, and ensure widespread availability of",,
mental health support. WHO discusses this in a recently released article and has,,
published guidelines for communities and a children’s book.,,
An article released by WHO Regional Office for Europe introduces recently published,,
technical guidance on preventing and managing the COVID-19 pandemic across long-,,
term care services.,,
WHO has released a framework for decision-making that proposes a step-wise,,
approach to the assessment of the relative risks and benefits of conductin g mass,,
vaccination campaigns in the context of COVID-19 (see ‘Subject in Focus’ below).,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,5 817 385 cases (116 048),362 705 deaths (5 017)
Africa,96 902 cases (3 973),2 482 deaths (55)
Americas,2 677 500 cases (64 408),154 608 deaths (3 396)
Eastern Mediterranean 489 921 cases (14 502),,12 078 deaths (245)
Europe,2 122 350 cases (19 776),179 353 deaths (975)
South-East Asia,249 525 cases (11 445),7 157 deaths (313)
Western Pacific,180 446 cases (1 944),7 014 deaths (33)

Subject in Focus: Framework for decision-making:,
implementation of mass vaccination campaigns in the context of,
COVID-19,
For countries affected by vaccine-preventable diseases and high impact diseases,
"(VPD/HID) and COVID-19 outbreaks, determining the best course of action may be",
challenging. Countries must weigh the benefits of a safe and effective intervention to,
"reduce mortality and morbidity, against the risks of increasing transmission of a new",
disease that may burden essential health services. The starting point for such,
considerations is a risk-benefit analysis that reviews the epidemiological evidence and,
balances the short- and medium-term public health consequences of implementing or,
"postponing mass vaccination campaigns, against a potential increase in COVID-19",
transmission.,
"In order to support this process, WHO has developed a document that:",
i.,outlines a common framework for decision-making for the conduct of
,preventive and outbreak response campaigns;
ii.,offers principles to consider when deliberating the implementation of mass
,vaccination campaigns for prevention of increased risk of VPD/HID among
,susceptible populations; and
iii.,and details the risks and benefits of conducting vaccination campaigns to
,respond to VPD/HID outbreaks.
"The framework proposes a five steps approach, each accompanied by a set of",
principles and criteria to consider during the decision-making process:,
Step 1:,Assess the potential impact of the VPD/HID outbreak using key
,epidemiological criteria.
Step 2:,Assess the potential benefits of a mass vaccination campaign and the
,country capacity to implement it safely and effectively.
Step 3:,Consider the potential risk of increased COVID-19 transmission
,associated with the mass vaccination campaign.
Step 4:,Determine the most appropriate actions considering the COVID-19
,epidemiological situation.
Step 5:,"If a decision is made to proceed with a mass vaccination campaign,"
,implement best practice.
The document also provides recommendations on how to safely organize a mass,
"vaccination campaign, including the organization of vaccination sites and specific",
recommendations for vaccinators.,

Surveillance
"Figure 1. Number of confirmed COVID-19 cases reported in the last seven days by country, territory or area, 24 May to 30 May**"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December 2019 through 30 May 2020**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths, by WHO region. Data as of",,,,,,
"10 AM CEST, 30 May 2020**",,,,,,
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Panama,12 131,403,320,5,Community transmission,0
Bolivia (Plurinational State of),8 387,619,293,13,Community transmission,0
Honduras,4 752,112,196,2,Community transmission,0
Guatemala,4 348,203,80,12,Community transmission,0
El Salvador,2 278,84,42,3,Community transmission,0
Cuba,2 005,22,82,0,Clusters of cases,0
Haiti,1 443,123,35,1,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Venezuela (Bolivarian Republic of),1 327,82,11,0,Community transmission,0
Costa Rica,1 000,16,10,0,Clusters of cases,0
Paraguay,917,17,11,0,Community transmission,0
Nicaragua,885,0,35,0,Community transmission,1
Uruguay,811,8,22,0,Clusters of cases,0
Jamaica,569,0,9,0,Clusters of cases,1
Guyana,150,11,11,0,Clusters of cases,0
Trinidad and Tobago,116,0,8,0,Sporadic cases,32
Bahamas,101,1,11,0,Clusters of cases,0
Barbados,92,0,7,0,Clusters of cases,5
Antigua and Barbuda,25,0,3,0,Clusters of cases,26
Saint Vincent and the Grenadines,25,0,0,0,Sporadic cases,1
Grenada,23,0,0,0,Clusters of cases,3
Belize,18,0,2,0,Sporadic cases,45
Saint Lucia,18,0,0,0,Sporadic cases,25
Dominica,16,0,0,0,Clusters of cases,49
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,39
Suriname,12,0,1,0,Sporadic cases,1
Territoriesii,,,,,,
Puerto Rico,3 647,161,132,1,Community transmission,0
French Guiana,436,27,1,0,Clusters of cases,0
Martinique,197,0,14,0,Clusters of cases,7
Guadeloupe,162,1,14,0,Clusters of cases,0
Bermuda,140,1,9,0,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Cayman Islands,140,0,1,0,Clusters of cases,1
Aruba,101,0,3,0,Sporadic cases,24
Sint Maarten,78,0,15,0,Sporadic cases,16
United States Virgin Islands,69,0,6,0,Clusters of cases,19
Saint Martin,40,0,3,0,Sporadic cases,3
Curaçao,20,0,1,0,Sporadic cases,1
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,34
Turks and Caicos Islands,12,0,1,0,Sporadic cases,32
Montserrat,11,0,1,0,Sporadic cases,46
British Virgin Islands,8,0,1,0,Sporadic cases,14
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,4
Saint Barthélemy,6,0,0,0,Sporadic cases,60
Anguilla,3,0,0,0,Sporadic cases,56
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,52
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),146 668,2 819,7 677,50,Community transmission,0
Saudi Arabia,81 766,1 581,458,17,Clusters of cases,0
Pakistan,66 457,2 429,1 395,78,Clusters of cases,0
Qatar,52 907,1 993,36,3,Community transmission,0
United Arab Emirates,33 170,638,260,2,Pending,0
Kuwait,25 184,1 072,194,9,Clusters of cases,0
Egypt,22 082,1 289,879,34,Clusters of cases,0
Afghanistan,14 443,784,248,2,Clusters of cases,0
Bahrain,10 449,397,15,0,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Oman,9 820,811,41,1,Clusters of cases,0
Morocco,7 714,71,202,0,Clusters of cases,0
Iraq,5 873,416,185,6,Clusters of cases,0
Sudan,4 521,175,233,38,Community transmission,0
Djibouti,2 914,0,20,0,Clusters of cases,1
Somalia,1 828,0,72,0,Sporadic cases,1
Lebanon,1 172,4,26,0,Clusters of cases,0
Tunisia,1 071,3,48,0,Community transmission,0
Jordan,730,2,9,0,Clusters of cases,0
Yemen,287,5,66,5,Pending,0
Syrian Arab Republic,122,0,4,0,Community transmission,1
Libya,118,13,5,0,Clusters of cases,0
Territoriesii,,,,,,
occupied Palestinian territory,625,0,5,0,Clusters of cases,1
Europe,,,,,,
Russian Federation,396 575,8 952,4 555,181,Clusters of cases,0
The United Kingdom,271 226,2 095,38 161,324,Community transmission,0
Spain,238 936,658,29 039,2,Community transmission,0
Italy,232 248,516,33 229,87,Community transmission,0
Germany,181 196,738,8 489,39,Community transmission,0
Turkey,162 120,1 141,4 489,28,Community transmission,0
France,146 657,535,28 660,52,Community transmission,0
Belgium,58 061,212,9 443,55,Community transmission,0
Netherlands,46 126,176,5 931,28,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Belarus,40 764,906,224,5,Community transmission,0
Sweden,36 476,749,4 350,84,Community transmission,0
Portugal,31 946,350,1 383,14,Community transmission,0
Switzerland,30 745,32,1 656,2,Community transmission,0
Ireland,24 876,35,1 645,6,Community transmission,0
Ukraine,23 204,393,696,17,Community transmission,0
Poland,23 155,330,1 051,13,Community transmission,0
Romania,18 982,191,1 240,11,Community transmission,0
Israel,16 809,0,281,0,Pending,1
Austria,16 594,51,668,0,Community transmission,0
Denmark,11 593,81,568,0,Community transmission,0
Serbia,11 354,54,242,1,Pending,0
Kazakhstan,10 382,450,37,0,Clusters of cases,0
Czechia,9 196,56,319,0,Clusters of cases,0
Armenia,8 927,251,127,7,Community transmission,0
Norway,8 411,10,236,0,Clusters of cases,0
Republic of Moldova,7 896,171,289,7,Community transmission,0
Finland,6 776,33,314,1,Pending,0
Azerbaijan,4 989,230,58,2,Clusters of cases,0
Luxembourg,4 012,4,110,0,Clusters of cases,0
Hungary,3 841,0,517,0,Community transmission,1
Tajikistan,3 686,123,47,0,Pending,0
Uzbekistan,3 513,50,14,0,Clusters of cases,0
Greece,2 909,3,175,0,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bulgaria,2 499,14,139,3,Clusters of cases,0
Bosnia and Herzegovina,2 484,22,152,0,Community transmission,0
Croatia,2 245,0,103,1,Community transmission,1
North Macedonia,2 130,52,126,4,Clusters of cases,0
Estonia,1 859,8,67,1,Pending,0
Iceland,1 805,0,10,0,Community transmission,2
Kyrgyzstan,1 722,60,16,0,Clusters of cases,0
Lithuania,1 662,6,68,0,Community transmission,0
Slovakia,1 520,0,28,0,Clusters of cases,1
Slovenia,1 473,0,108,0,Clusters of cases,1
Albania,1 122,23,33,0,Clusters of cases,0
Latvia,1 064,3,24,0,Clusters of cases,0
Cyprus,941,0,17,0,Clusters of cases,1
Andorra,764,0,51,0,Community transmission,1
Georgia,757,11,12,0,Community transmission,0
San Marino,687,0,42,0,Community transmission,1
Malta,616,0,7,0,Sporadic cases,1
Montenegro,324,0,9,0,Clusters of cases,24
Monaco,98,0,1,0,Sporadic cases,6
Liechtenstein,83,0,1,0,Pending,34
Holy See,12,0,0,0,Sporadic cases,23
Territoriesii,,,,,,
Kosovo[1],1048,0,30,0,Community transmission,1
Isle of Man,336,0,24,0,Pending,8

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Jersey,308,0,29,0,Community transmission,1
Guernsey,252,0,13,0,Community transmission,27
Faroe Islands,187,0,0,0,Pending,36
Gibraltar,158,1,0,0,Clusters of cases,0
Greenland,13,0,0,0,Pending,1
South-East Asia,,,,,,
India,173 763,7 964,4 971,265,Clusters of cases,0
Bangladesh,42 844,2 523,582,23,Clusters of cases,0
Indonesia,25 216,678,1 520,24,Community transmission,0
Thailand,3 077,1,57,0,Clusters of cases,0
Maldives,1 591,78,5,0,Clusters of cases,0
Sri Lanka,1 558,28,10,0,Clusters of cases,0
Nepal,1 212,170,6,1,Sporadic cases,0
Myanmar,207,1,6,0,Clusters of cases,0
Bhutan,33,2,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,36
Western Pacific,,,,,,
China,84 565,18,4 645,0,Clusters of cases,0
Singapore,33 860,611,23,0,Clusters of cases,0
Japan,16 804,85,886,12,Clusters of cases,0
Philippines,16 634,1 046,942,21,Community transmission,0
Republic of Korea,11 441,39,269,0,Clusters of cases,0
Malaysia,7 732,103,115,0,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Australia,7 173,23,103,0,Clusters of cases,0
New Zealand,1 154,0,22,0,Clusters of cases,8
Viet Nam,327,0,0,0,Clusters of cases,3
Mongolia,179,18,0,0,Sporadic cases,0
Brunei Darussalam,141,0,2,0,Clusters of cases,22
Cambodia,125,1,0,0,Sporadic cases,0
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,47
Fiji,18,0,0,0,Sporadic cases,39
Papua New Guinea,8,0,0,0,Sporadic cases,37
Territoriesii,,,,,,
Guam,165,0,5,0,Clusters of cases,1
French Polynesia,60,0,0,0,Sporadic cases,24
Northern Mariana Islands,,,,,,
(Commonwealth of the),22,0,2,0,Pending,8
New Caledonia,19,0,0,0,Sporadic cases,1
Subtotal for all regions,5 816 644,116 048,362 692,5 017,,
Other*,741,0,13,0,Not applicable,-
Grand total,5 817 385,116 048,362 705,5 017,,
"** See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
,"To view all technical guidance documents regarding COVID-19, please go to this",,,
–,,,,
,webpage.,,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the,,,
,international community can provide to all countries to prepare and respond to the,,,
,virus,,,
–,WHO Health Emergency dashboard,,,
,Weekly COVID-19 Operations Updates,,,
–,,,,
Recommendations and advice for the public,,,,
,Protect yourself,,,
–,,,,
–,Questions and answers,,,
–,Travel advice,,,
,"EPI-WIN: tailored information for individuals, organizations and communities",,,
–,,,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with,,,,
coronavirus disease (COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
COVID-19 death is defined for surveillance purposes as a death resulting from a,,,,
"clinically compatible illness in a probable or confirmed COVID-19 case, unless there is",,,,
a clear alternative cause of death that cannot be related to COVID-19 disease (e.g.,,,,
trauma). There should be no period of complete recovery between the illness and,,,,
death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of,,,,
death is available here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be
"expected between information products published by WHO, national public health"
"authorities, and other sources using different inclusion criteria and different data cut-"
"off times. While steps are taken to ensure accuracy and reliability, all data are"
"subject to continuous verification and change. Case detection, definitions, testing"
"strategies, reporting practice, and lag times differ between countries/territories/areas."
"These factors, amongst others, influence the counts presented, with variable"
"underestimation of true case and death counts, and variable delays to reflecting"
these data at global level.
"The designations employed, and the presentation of these materials do not imply the"
expression of any opinion whatsoever on the part of WHO concerning the legal
"status of any country, territory or area or of its authorities, or concerning the"
delimitation of its frontiers or boundaries. Dotted and dashed lines on maps represent
"approximate border lines for which there may not yet be full agreement. Countries,"
territories and areas are arranged under the administering WHO region.
The mention of specific companies or of certain manufacturers’ products does not
imply that they are endorsed or recommended by WHO in preference to others of a
"similar nature that are not mentioned. Errors and omissions excepted, the names of"
proprietary products are distinguished by initial capital letters.
[1]All references to Kosovo should be understood to be in the context of the United
"Nations Security Council resolution 1244 (1999). In the map, number of cases of"
"Serbia and Kosovo (UNSCR 1244, 1999) have been aggregated for visualization"
purposes.
"Counts reflect laboratory-confirmed cases and deaths, based on WHO case"
"definitions, unless stated otherwise (see Country, territory, or area-specific updates"
"and errata), and include both domestic and repatriated cases."
Other*: includes cases reported from international conveyances.

Due to the recent trend of countries conducting data reconciliation exercises which,
"remove large numbers of cases or deaths from their total counts, WHO will now",
display such data as negative numbers in the “new cases” / “new deaths” columns,
as appropriate. This will aid readers in identifying when such adjustments occur.,
When additional details become available that allow the subtractions to be suitably,
"apportioned to previous days, graphics will be updated accordingly. Prior situation",
reports will not be edited; see covid19.who.int for the most up-to-date data.,
Additional table notes,
iTransmission classification is based on a process of country/territory/area self-,
"reporting. Classifications are reviewed on a weekly basis, may be revised as new",
"information becomes available, and are based on the highest category reported.",
Differing degrees of transmission may be present within countries/territories/areas .,
Categories:,
•,No cases: with no confirmed cases
•,"Sporadic cases: with one or more cases, imported or locally detected."
•,"Clusters of cases: experiencing cases, clustered in time, geographic location"
,and/or by common exposures.
•,Community transmission: experiencing larger outbreaks of local transmission
,"defined through an assessment of factors including, but not limited to: large"
,numbers of cases not linkable to transmission chains; large numbers of cases
,from sentinel lab surveillance; and/or multiple unrelated clusters in several areas
,of the country/territory/area.
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions",
of similar status.,
"Country, territory, or area-specific updates and errata",
"No new updates/errata. For previous information, see the log of major changes",
and errata in WHO daily aggregate case and death count data.,
