Coronavirus disease,,
(COVID-19),,
Situation Report – 209,,
"Data as received by WHO from national authorities by 10:00 CEST, 16 August 2020",,
Highlights,,
WHO Director-General Dr Tedros expressed his gratitude to the Government of South Africa for,,
welcoming the WHO experts that will be supporting the Ministry of Health and other agencies,,
in their response to COVID-19.,,
South Africa is stepping up hygiene in health facilities to protect against COVID-19 with support,,
provided through the UHC Partnership as part of WHO’s overall COVID-19 response.,,
This is the final daily COVID-19 Situation Report. Beginning tomorrow we will begin publishing,,
the COVID-19 Weekly Epidemiological Update which will focus on analysis and interpretation of,,
the evolving epidemiological situation.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,21 294 845 cases (267 291),761 779 deaths (5 985)
Africa,945 165 cases (9 103),18 476 deaths (190)
Americas,11 420 860 cases (149 645),414 326 deaths (3 843)
Eastern Mediterranean,1 723 673 cases (13 401),45 704 deaths (343)
Europe,3 754 649 cases (19 888),214 092 deaths (410)
South-East Asia,3 040 168 cases (69 064),59 875 deaths (1 031)
Western Pacific,409 589 cases (6 190),9 293 deaths (168)

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 10 August to 16 August **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed* COVID-19 cases, by date of report and WHO region, 30 December through 16 August**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST, 16 August 2020**",,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
Benin,2 063,49,39,1,Community transmission,0
Sierra Leone,1 954,7,69,0,Community transmission,0
Angola,1 879,27,86,0,Clusters of cases,0
Gambia,1 689,0,54,0,Sporadic cases,1
Uganda,1 385,0,12,0,Clusters of cases,1
Liberia,1 257,3,82,0,Community transmission,0
Burkina Faso,1 240,2,54,0,Community transmission,0
Botswana,1 214,0,3,0,Clusters of cases,2
Niger,1 165,0,69,0,Community transmission,1
Togo,1 092,0,26,0,Community transmission,2
Chad,952,1,76,0,Community transmission,0
Lesotho,903,0,25,0,Clusters of cases,1
Sao Tome and Principe,885,0,15,0,Clusters of cases,1
United Republic of Tanzania,509,0,21,0,Community transmission,100
Burundi,413,1,1,0,Clusters of cases,0
Comoros,405,2,7,0,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Mauritius 346 2 10 0 Sporadic cases 0,,,,,,
Eritrea 285 0 0 0 Sporadic cases 8,,,,,,
Seychelles,127,0,0,0,Sporadic cases,1
Territoriesii,,,,,,
Mayotte,3 119,0,39,0,Clusters of cases,2
Réunion,788,12,5,0,Clusters of cases,0
Americas,,,,,,
United States of America,5 258 565,55 359,167 201,1 206,Community transmission,0
Brazil,3 275 520,50 644,106 523,1 060,Community transmission,0
Peru,516 296,8 300,25 856,208,Community transmission,0
Mexico,511 369,5 618,55 908,615,Community transmission,0
Colombia,445 111,11 306,14 492,347,Community transmission,0
Chile,383 902,1 791,10 395,55,Community transmission,0
Argentina,282 437,6 365,5 565,137,Community transmission,0
Canada,121 652,418,9 020,5,Community transmission,0
Ecuador,100 688,1 279,6 065,35,Community transmission,0
Bolivia (Plurinational State of),97 950,1 491,3 939,55,Community transmission,0
Dominican Republic,85 545,1 057,1 438,29,Community transmission,0
Panama,79 402,956,1 734,12,Community transmission,0
Guatemala,62 313,885,2 355,14,Community transmission,0
Honduras,49 467,425,1 548,6,Community transmission,0
Venezuela (Bolivarian Republic of),31 381,1 012,266,7,Community transmission,0
Costa Rica,26 931,802,281,9,Community transmission,0
El Salvador,22 619,305,603,8,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Paraguay,9 022,633,108,11,Community transmission,0
Haiti,7 831,21,196,4,Community transmission,0
Nicaragua,3 413,0,128,0,Community transmission,4
Cuba,3 292,63,88,0,Clusters of cases,0
Suriname,2 838,77,41,1,Community transmission,0
Uruguay,1 421,12,38,1,Clusters of cases,0
Bahamas,1 119,30,17,2,Clusters of cases,0
Jamaica,1 082,11,14,0,Clusters of cases,0
Guyana,649,18,22,0,Clusters of cases,0
Trinidad and Tobago,474,62,10,2,Clusters of cases,0
Belize,388,32,3,1,Clusters of cases,0
Barbados,148,4,7,0,Clusters of cases,0
Antigua and Barbuda,93,0,3,0,Clusters of cases,1
Saint Vincent and the Grenadines,57,0,0,0,Sporadic cases,5
Saint Lucia,25,0,0,0,Sporadic cases,16
Grenada,24,0,0,0,Clusters of cases,16
Dominica,18,0,0,0,Clusters of cases,64
Saint Kitts and Nevis,17,0,0,0,No cases,36
Territoriesii,,,,,,
Puerto Rico,25 695,567,329,12,Community transmission,0
French Guiana,8 588,39,53,0,Community transmission,0
Aruba,894,0,4,0,Community transmission,1
United States Virgin Islands,734,30,9,0,Community transmission,0
Guadeloupe,446,0,14,0,Clusters of cases,1

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Martinique,336,0,16,0,Clusters of cases,7
Turks and Caicos Islands,274,16,2,0,Clusters of cases,0
Sint Maarten,263,0,17,0,Community transmission,1
Cayman Islands,203,0,1,0,No cases,32
Bermuda,159,0,9,0,Sporadic cases,4
Saint Martin,109,17,5,1,Sporadic cases,0
"Bonaire, Sint Eustatius and Saba",13,0,0,0,Sporadic cases,12
Falkland Islands (Malvinas),13,0,0,0,No cases,112
Montserrat,13,0,1,0,No cases,20
Saint Barthélemy,13,0,0,0,Sporadic cases,6
British Virgin Islands,9,0,1,0,Sporadic cases,11
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,30
Anguilla,3,0,0,0,No cases,134
Curaçao,32,0,1,0,Sporadic cases,5
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),341 070,2 245,19 492,161,Community transmission,0
Saudi Arabia,297 315,1 413,3 369,31,Clusters of cases,0
Pakistan,288 717,670,6 168,6,Clusters of cases,0
Iraq,172 583,4 293,5 785,76,Community transmission,0
Qatar,114 809,277,192,2,Community transmission,0
Egypt,96 336,116,5 141,17,Clusters of cases,0
Oman,82 924,181,562,5,Community transmission,0
Kuwait,75 697,512,498,4,Clusters of cases,0
United Arab Emirates,64 102,283,361,2,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,46 430,378,170,2,Clusters of cases,0
Morocco,41 017,1776,632,21,Clusters of cases,0
Afghanistan,37 596,45,1375,5,Clusters of cases,0
Sudan,12 314,103,798,2,Community transmission,0
Lebanon,8 442,397,97,3,Community transmission,0
Libya,7 327,0,139,0,Clusters of cases,1
Djibouti,5 367,0,59,0,Clusters of cases,1
Somalia,3 256,6,93,0,Sporadic cases,0
Tunisia,2 023,120,54,1,Sporadic cases,0
Yemen,1 862,0,529,0,Community transmission,1
Syrian Arab Republic,1 593,78,60,2,Community transmission,0
Jordan,1 339,10,11,0,Clusters of cases,0
Territoriesii,,,,,,
Clusters of cases,,,,,,
occupied Palestinian territory,21 554,498,119,3,0,
Europe,,,,,,
Russian Federation,922 853,4 969,15 685,68,Clusters of cases,0
Spain,342 813,0,28 617,0,Clusters of cases,1
The United Kingdom,316 371,0,41 358,1,Community transmission,1
Italy,253 438,629,35 392,158,Clusters of cases,0
Turkey,248 117,1 256,5 955,21,Community transmission,0
Germany,223 453,625,9 231,0,Clusters of cases,0
France,202 118,3 242,30 277,2,Clusters of cases,0
Kazakhstan,119 781,0,1 433,0,Clusters of cases,1
Ukraine,91 356,1 637,2 070,26,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Israel,88 488,0,640,0,Community transmission,2
Sweden,84 294,0,5 783,0,Community transmission,1
Belgium,77 776,0,9 935,2,Community transmission,1
Belarus,69 424,116,607,4,Community transmission,0
Romania,69 374,1 328,2 954,50,Community transmission,0
Netherlands,62 437,652,6 160,2,Community transmission,0
Poland,56 090,771,1 869,11,Community transmission,0
Portugal,53 981,198,1 775,3,Clusters of cases,0
Kyrgyzstan,41 856,211,1 495,2,Clusters of cases,0
Armenia,41 663,168,818,1,Community transmission,0
Switzerland,37 831,251,1 714,0,Community transmission,0
Uzbekistan,34 944,693,228,5,Clusters of cases,0
Azerbaijan,34 107,89,506,2,Clusters of cases,0
Republic of Moldova,29 905,422,895,11,Community transmission,0
Serbia,29 471,238,670,5,Community transmission,0
Ireland,27 191,196,1 774,0,Clusters of cases,0
Austria,23 211,260,728,3,Community transmission,0
Czechia,19 891,198,395,1,Clusters of cases,0
Bosnia and Herzegovina,15 802,268,466,2,Community transmission,0
Denmark,15 483,104,621,0,Community transmission,0
Bulgaria,14 333,90,495,3,Clusters of cases,0
North Macedonia,12 546,160,535,3,Clusters of cases,0
Norway,9 850,0,261,0,Clusters of cases,1
Tajikistan,8 029,40,64,1,Pending,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Finland,7 720,20,333,0,Clusters of cases,0
Luxembourg,7 439,34,123,1,Community transmission,0
Albania,7 260,143,225,6,Clusters of cases,0
Greece,6 858,226,226,3,Clusters of cases,0
Croatia,6 420,162,165,2,Clusters of cases,0
Hungary,4 877,24,607,0,Community transmission,0
Montenegro,4 013,53,75,2,Clusters of cases,0
Slovakia,2 855,54,31,0,Clusters of cases,0
Slovenia,2 401,32,124,0,Clusters of cases,0
Lithuania,2 386,34,81,0,Community transmission,0
Estonia,2 184,7,63,0,Clusters of cases,0
Iceland,1 999,16,10,0,Community transmission,0
Georgia,1 336,15,17,0,Clusters of cases,0
Cyprus,1 332,14,20,0,Clusters of cases,0
Latvia,1 315,7,32,0,Clusters of cases,0
Malta,1 247,72,9,0,Sporadic cases,0
Andorra,997,8,53,0,Community transmission,0
San Marino,719,0,42,0,Community transmission,4
Monaco,143,0,1,0,Sporadic cases,1
Liechtenstein,93,2,1,0,Sporadic cases,0
Holy See,12,0,0,0,Sporadic cases,101
Territoriesii,,,,,,
Kosovo [1],,,,,,
,11 232,145,380,9,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Faroe Islands,370,8,0,0,Sporadic cases,0
Jersey,356,0,31,0,Community transmission,1
Isle of Man,336,0,24,0,No cases,86
Guernsey,252,0,13,0,Community transmission,105
Gibraltar,206,1,0,0,Clusters of cases,0
Greenland,14,0,0,0,No cases,18
South-East Asia,,,,,,
India,2 589 682,63 490,49 980,944,Clusters of cases,0
Bangladesh,274 525,2 644,3 625,34,Community transmission,0
Indonesia,137 468,2 345,6 071,50,Community transmission,0
Nepal,26 019,468,102,3,Clusters of cases,0
Maldives,5 679,107,22,0,Clusters of cases,0
Thailand,3 377,1,58,0,Clusters of cases,0
Sri Lanka,2 886,4,11,0,Clusters of cases,0
Myanmar,374,5,6,0,Sporadic cases,0
Bhutan,133,0,0,0,Sporadic cases,1
Timor-Leste,25,0,0,0,No cases,12
Western Pacific,,,,,,
Philippines,157 918,4 258,2 600,158,Community transmission,0
China,89 761,66,4 710,2,Clusters of cases,0
Singapore,55 661,81,27,0,Clusters of cases,0
Japan,54 714,1 137,1 088,3,Clusters of cases,0
Australia,23 035,292,379,4,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Republic of Korea,15 318,279,305,0,Clusters of cases,0
Malaysia,9 175,26,125,0,Clusters of cases,0
New Zealand,1 271,13,22,0,Clusters of cases,0
Viet Nam,951,21,23,1,Clusters of cases,0
Mongolia,298,1,0,0,Sporadic cases,0
Papua New Guinea,275,0,3,0,Community transmission,1
Cambodia,273,0,0,0,Sporadic cases,2
Brunei Darussalam,142,0,3,0,Sporadic cases,8
Fiji,28,0,1,0,Sporadic cases,2
Lao People's Democratic Republic,22,2,0,0,Sporadic cases,0
Territoriesii,,,,,,
Guam,508,14,5,0,Clusters of cases,0
French Polynesia,166,0,0,0,Sporadic cases,1
Northern Mariana Islands,,,,,,
(Commonwealth of the),50,0,2,0,Pending,1
New Caledonia,23,0,0,0,Sporadic cases,8
Subtotal for all regions,21 294 104,267 291,761 766,5 985,,
Other†,741,0,13,0,Not applicable,-
Grand total,21 294 845,267 291,761 779,5 985,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
–,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the international community,,,
,can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
–,Weekly COVID-19 Operational Updates,,,
Recommendations and advice for the public,,,,
–,Protect yourself,,,
–,Questions and answers,,,
–,Travel advice,,,
–,"EPI-WIN: tailored information for individuals, organizations and communities",,,
Case definitions,,,,
WHO periodically updates the Public health surveillance for COVID-19: interim guidance document which,,,,
includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically compatible illness,,,,
"in a probable or confirmed COVID-19 case, unless there is a clear alternative cause of death that cannot be",,,,
related to COVID-19 disease (e.g. trauma). There should be no period of complete recovery between the,,,,
illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is available here,,,,
and here.,,,,

"Annex 1: Data, table and figure notes",
Caution must be taken when interpreting all data presented. Differences are to be expected between,
"information products published by WHO, national public health authorities, and other sources using different",
"inclusion criteria and different data cut-off times. While steps are taken to ensure accuracy and reliability, all",
"data are subject to continuous verification and change. Case detection, definitions, testing strategies,",
"reporting practice, and lag times differ between countries/territories/areas. These factors, amongst others,",
"influence the counts presented, with variable underestimation of true case and death counts, and variable",
delays to reflecting these data at global level.,
"The designations employed, and the presentation of these materials do not imply the expression of any",
"opinion whatsoever on the part of WHO concerning the legal status of any country, territory or area or",
"of its authorities, or concerning the delimitation of its frontiers or boundaries. Dotted and dashed lines",
"on maps represent approximate border lines for which there may not yet be full agreement. Countries,",
territories and areas are arranged under the administering WHO region.,
The mention of specific companies or of certain manufacturers’ products does not imply that they are,
endorsed or recommended by WHO in preference to others of a similar nature that are not mentioned.,
"Errors and omissions excepted, the names of proprietary products are distinguished by initial capital",
letters.,
[1] All references to Kosovo should be understood to be in the context of the United Nations Security Council,
"resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo (UNSCR 1244, 1999) have been",
aggregated for visualization purposes.,
*A small number ofcountries/territories/areas report combined probable and laboratory-confirmed cases;,
efforts are underway to identify these for notation in the data table.†Other: includes cases reported from,
international conveyances.,
Due to the recent trend of countries conducting data reconciliation exercises which remove large numbers of,
"cases or deaths from their total counts, WHO will now display such data as negative numbers in the “new",
cases” / “new deaths” columns as appropriate. This will aid readers in identifying when such adjustments,
occur. When additional details become available that allow the subtractions to be suitably apportioned to,
"previous days, graphics will be updated accordingly. Prior situation reports will not be edited; see",
covid19.who.int for the most up-to-date data.,
Additional table notes,
iTransmission classification is based on a process of country/territory/area self-reporting. Classifications,
are reviewed on a weekly basis and may be revised as new information becomes available. Differing,
degrees of transmission may be present within countries/territories/areas; classification is based on the,
highest category reported within a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by common"
,exposures;

•,Community transmission: experiencing larger outbreaks of local transmission defined through an
,"assessment of factors including, but not limited to: large numbers of cases not linkable to transmission"
,chains; large numbers of cases from sentinel lab surveillance; and/or multiple unrelated clusters in
,several areas of the country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of similar status.",
"Country, territory, or area-specific notes, updates and errata",
•,"Update 16 August 2020, Belgium: Counts adjusted retrospectively by national authorities: case"
,and death counts adjusted from 7 April to 15 August.
•,"Update 16 August 2020, Ireland: Counts adjusted retrospectively by national authorities: case"
,and death counts adjusted on 15 March and 15 August.
