Coronavirus disease (COVID-19),,
Situation Report – 124,,
"Data as received by WHO from national authorities by 10:00 CEST, 23 May 2020",,
Highlights,,
WHO has published a COVID-19 Monitoring and Evaluation Framework listing the key public health,,
"and essential health services and systems indicators to monitor preparedness, response, and situations",,
during the COVID-19 pandemic.,,
WHO has updated a document on Operational Planning Guidelines to Support Country,,
Preparedness and Response. The document provides a practical guide that can be used by national,,
authorities to develop and update their COVID-19 national plans across the major pillars of COVID-19,,
preparedness and response.,,
WHO published an interim guidance on Framework for decision-making: implementation of mass,,
vaccination campaigns in the context of COVID-19. The document describes the principles to consider,,
when deliberating the implementation of mass vaccination campaigns for prevention of vaccine-,,
"preventable diseases and high impact diseases (VPD/HID), and when assessing risks and benefits of",,
conducting outbreak-response vaccination campaigns to respond to VPD/HID outbreaks.,,
WHO has published an interim guidance on Controlling the spread of COVID-19 at ground crossings,,
"advising countries to reduce the spread of COVID-19 resulting from travel, transportation, and trade on",,
and around ground crossings,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,5 103 006 cases (109 536),333 401 deaths (5 663)
Africa,74 256 cases (2 504),2 040 deaths (59)
Americas,2 282 488 cases (62 221),135 184 deaths (3 579)
Eastern Mediterranean,402 919 cases (13 331),10 806 deaths (158)
Europe,1 987 657 cases (21 413),172 958 deaths (1 631)
South-East Asia,182 278 cases (9 119),5 556 deaths (209)
Western Pacific,172 696 cases (948),6 844 deaths (27)

Surveillance
"Figure 1. Number of confirmed COVID-19 cases reported in the last seven days by country, territory or area, 17 May to 23 May**"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December 2019 through 23 May 2020**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST, 23 May 2020**",,,,,,
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Zimbabwe,51,0,4,0,Sporadic cases,1
Burundi,42,0,1,0,Clusters of cases,5
Eritrea,39,0,0,0,Sporadic cases,34
Comoros,34,0,1,0,Community transmission,3

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Botswana,29,0,1,0,Clusters of cases,1
Gambia,25,1,1,0,Sporadic cases,0
Namibia,19,1,0,0,Sporadic cases,0
Seychelles,11,0,0,0,Clusters of cases,46
Lesotho,2,1,0,0,Pending,0
Territoriesii,,,,,,
Mayotte,1 521,27,19,0,Clusters of cases,0
Réunion,449,0,1,0,Clusters of cases,1
Americas,,,,,,
United States of America,1 547 973,22 787,92 923,1 396,Community transmission,0
Brazil,310 087,18 508,20 047,1 188,Community transmission,0
Peru,108 769,4 749,3 148,124,Community transmission,0
Canada,81 765,1 210,6 180,118,Community transmission,0
Chile,61 857,8 240,630,86,Community transmission,0
Mexico,59 567,2 973,6 510,420,Community transmission,0
Ecuador,35 828,974,3 056,168,Community transmission,0
Colombia,18 330,643,652,22,Community transmission,0
Dominican Republic,13 989,332,456,8,Community transmission,0
Panama,10 116,139,291,4,Community transmission,0
Argentina,9 931,648,419,16,Community transmission,0
Bolivia (Plurinational State of),5 187,268,215,16,Community transmission,0
Honduras,3 204,104,156,5,Community transmission,0
Guatemala,2 512,247,48,3,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Cuba,1 916,8,81,1,Clusters of cases,0
El Salvador,1 725,85,33,1,Community transmission,0
Costa Rica,903,21,10,0,Clusters of cases,0
Venezuela (Bolivarian Republic of),882,58,10,0,Community transmission,0
Paraguay,838,2,11,0,Community transmission,0
Uruguay,749,3,20,0,Clusters of cases,0
Haiti,734,71,25,3,Clusters of cases,0
Jamaica,534,5,9,0,Clusters of cases,0
Nicaragua,279,0,17,0,Clusters of cases,2
Guyana,127,2,10,0,Clusters of cases,0
Trinidad and Tobago,116,0,8,0,Sporadic cases,25
Bahamas,97,0,11,0,Clusters of cases,1
Barbados,90,0,7,0,Clusters of cases,2
Antigua and Barbuda,25,0,3,0,Clusters of cases,19
Grenada,22,0,0,0,Clusters of cases,7
Belize,18,0,2,0,Sporadic cases,38
Saint Lucia,18,0,0,0,Sporadic cases,18
Saint Vincent and the Grenadines,18,0,0,0,Sporadic cases,2
Dominica,16,0,0,0,Clusters of cases,42
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,32
Suriname,11,0,1,0,Sporadic cases,4
Territoriesii,,,,,,
Puerto Rico,3 030,117,126,0,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
French Guiana,249,12,1,0,Clusters of cases,0
Martinique,197,5,14,0,Clusters of cases,0
Guadeloupe,155,0,13,0,Clusters of cases,10
Bermuda,125,0,9,0,Clusters of cases,3
Cayman Islands,121,10,1,0,Clusters of cases,0
Aruba,101,0,3,0,Sporadic cases,17
Sint Maarten,78,0,15,0,Sporadic cases,9
United States Virgin Islands,69,0,6,0,Clusters of cases,12
Saint Martin,39,0,3,0,Sporadic cases,12
Curaçao,16,0,1,0,Sporadic cases,25
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,27
Turks and Caicos Islands,12,0,1,0,Sporadic cases,25
Montserrat,11,0,1,0,Sporadic cases,39
British Virgin Islands,8,0,1,0,Sporadic cases,7
"Bonaire, Sint Eustatius and Saba",6,0,0,0,No cases,25
Saint Barthélemy,6,0,0,0,Sporadic cases,53
Anguilla,3,0,0,0,Sporadic cases,49
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,45
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),131 652,2 311,7 300,51,Community transmission,0
Saudi Arabia,67 719,2 642,364,13,Clusters of cases,0
Pakistan,52 437,1 743,1 101,34,Clusters of cases,0
Qatar,40 481,1 830,19,2,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
United Arab Emirates,27 892,994,241,4,Pending,0
Kuwait,19 564,955,138,9,Clusters of cases,0
Egypt,15 786,783,707,11,Clusters of cases,0
Afghanistan,9 866,650,211,6,Clusters of cases,0
Bahrain,8 414,240,12,0,Clusters of cases,0
Morocco,7 332,121,197,1,Clusters of cases,0
Oman,6 794,424,34,2,Clusters of cases,0
Iraq,3 964,87,147,7,Clusters of cases,0
Sudan,3 378,240,137,16,Community transmission,0
Djibouti,2 270,223,10,0,Clusters of cases,0
Somalia,1 594,0,61,0,Sporadic cases,1
Lebanon,1 086,62,26,0,Clusters of cases,0
Tunisia,1 048,2,47,0,Community transmission,0
Jordan,700,16,9,0,Clusters of cases,0
Yemen,209,12,34,1,Pending,0
Libya,72,1,3,0,Clusters of cases,0
Syrian Arab Republic,59,1,4,1,Community transmission,0
Territoriesii,,,,,,
occupied Palestinian territory,602,- 6,4,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,335 882,9 434,3 388,139,Clusters of cases,0
The United Kingdom,254 199,3 287,36 393,351,Community transmission,0
Spain,234 824,1 787,28 628,688,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Italy,228 658,652,32 616,130,Community transmission,0
Germany,177 850,638,8 216,42,Community transmission,0
Turkey,154 500,952,4 276,27,Community transmission,0
France,141 949,359,28 238,74,Community transmission,0
Belgium,56 511,276,9 212,26,Community transmission,0
Netherlands,44 888,188,5 788,13,Community transmission,0
Belarus,34 303,0,190,0,Community transmission,1
Sweden,32 809,637,3 925,54,Community transmission,0
Switzerland,30 624,13,1 637,0,Community transmission,0
Portugal,30 200,288,1 289,12,Community transmission,0
Ireland,24 506,115,1 592,9,Community transmission,0
Poland,20 619,476,982,10,Community transmission,0
Ukraine,20 580,432,605,17,Community transmission,0
Romania,17 712,127,1 159,8,Community transmission,0
Israel,16 690,0,279,0,Pending,1
Austria,16 361,29,635,2,Community transmission,0
Denmark,11 230,48,561,0,Community transmission,0
Serbia,11 024,105,237,0,Pending,0
Czechia,8 813,59,312,6,Clusters of cases,0
Norway,8 309,41,235,1,Clusters of cases,0
Kazakhstan,7 919,322,35,0,Pending,0
Republic of Moldova,6 847,143,238,5,Pending,0
Finland,6 537,44,306,0,Pending,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Armenia,6 302,374,77,3,Clusters of cases,0
Luxembourg,3 981,1,109,0,Pending,0
Azerbaijan,3 855,106,46,2,Clusters of cases,0
Hungary,3 713,35,482,6,Community transmission,0
Uzbekistan,3 078,72,13,0,Clusters of cases,0
Greece,2 873,20,169,1,Clusters of cases,0
Tajikistan,2 551,201,44,0,Pending,0
Bulgaria,2 408,36,126,1,Clusters of cases,0
Bosnia and Herzegovina,2 371,19,140,1,Community transmission,0
Croatia,2 243,6,99,2,Community transmission,0
North Macedonia,1 921,23,112,1,Clusters of cases,0
Estonia,1 807,7,64,0,Pending,0
Iceland,1 803,0,10,0,Community transmission,2
Lithuania,1 604,10,61,0,Community transmission,0
Slovakia,1 503,1,28,0,Clusters of cases,0
Slovenia,1 478,10,106,0,Clusters of cases,0
Kyrgyzstan,1 365,15,14,0,Clusters of cases,0
Latvia,1 030,5,22,0,Clusters of cases,0
Albania,981,12,31,0,Clusters of cases,0
Cyprus,927,4,17,0,Clusters of cases,0
Andorra,762,0,51,0,Community transmission,2
Georgia,723,0,12,0,Community transmission,1
San Marino,672,0,41,0,Community transmission,1

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Malta,600,1,6,0,Sporadic cases,0
Montenegro,324,0,9,0,Clusters of cases,17
Monaco,96,0,1,0,Sporadic cases,12
Liechtenstein,83,0,1,0,Pending,27
Holy See,12,0,0,0,Sporadic cases,16
Territoriesii,,,,,,
Kosovo[1],1 004,1,29,0,Community transmission,0
Isle of Man,336,0,24,0,Pending,1
Jersey,306,0,29,0,Community transmission,1
Guernsey,252,0,13,0,Community transmission,20
Faroe Islands,187,0,0,0,Pending,29
Gibraltar,151,2,0,0,Clusters of cases,0
Greenland,11,0,0,0,Pending,47
South-East Asia,,,,,,
India,125 101,6 654,3 720,137,Clusters of cases,0
Bangladesh,30 205,1 694,432,24,Clusters of cases,0
Indonesia,20 796,634,1 326,48,Community transmission,0
Thailand,3 040,3,56,0,Clusters of cases,0
Maldives,1 274,58,4,0,Clusters of cases,0
Sri Lanka,1 068,13,9,0,Clusters of cases,0
Nepal,548,61,3,0,Sporadic cases,0
Myanmar,201,2,6,0,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Timor-Leste,24,0,0,0,Clusters of cases,29
Bhutan,21,0,0,0,Sporadic cases,7
Western Pacific,,,,,,
China,84 522,2,4 645,0,Clusters of cases,0
Singapore,30 426,614,23,0,Clusters of cases,0
Japan,16 536,23,808,12,Clusters of cases,0
Philippines,13 597,163,857,11,Community transmission,0
Republic of Korea,11 165,23,266,2,Clusters of cases,0
Malaysia,7 137,78,115,1,Clusters of cases,0
Australia,7 095,14,101,1,Clusters of cases,0
New Zealand,1 154,0,21,0,Clusters of cases,1
Viet Nam,324,0,0,0,Clusters of cases,4
Brunei Darussalam,141,0,1,0,Clusters of cases,15
Mongolia,141,1,0,0,Sporadic cases,0
Cambodia,124,1,0,0,Sporadic cases,0
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,40
Fiji,18,0,0,0,Sporadic cases,32
Papua New Guinea,8,0,0,0,Sporadic cases,30
Territoriesii,,,,,,
Guam,160,0,5,0,Clusters of cases,2
French Polynesia,89,29,0,0,Sporadic cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Northern Mariana Islands,,,,,,
(Commonwealth of the) 22 0 2 0 Pending 1,,,,,,
New Caledonia,18,0,0,0,Sporadic cases,50
Subtotal for all regions,5 102 294,109 536,333 388,5 663,,
Other*,712,0,13,0,-,68
Grand total,5 103 006,109 536,333 401,5 663,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
–,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the international,,,
,community can provide to all countries to prepare and respond to the virus,,,
–,WHO Health Emergency dashboard,,,
–,Weekly COVID-19 Operations Updates,,,
Recommendations and advice for the public,,,,
–,Protect yourself,,,
–,Questions and answers,,,
–,Travel advice,,,
–,"EPI-WIN: tailored information for individuals, organizations and communities",,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus disease,,,,
(COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
COVID-19 death is defined for surveillance purposes as a death resulting from a clinically compatible,,,,
"illness in a probable or confirmed COVID-19 case, unless there is a clear alternative cause of death that",,,,
cannot be related to COVID-19 disease (e.g. trauma). There should be no period of complete recovery,,,,
between the illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is,,,,
available here.,,,,

"Annex 1: Data, table and figure notes"
Caution must be taken when interpreting all data presented. Differences are to be expected between
"information products published by WHO, national public health authorities, and other sources using"
different inclusion criteria and different data cut-off times. While steps are taken to ensure accuracy
"and reliability, all data are subject to continuous verification and change. Case detection, definitions,"
"testing strategies, reporting practice, and lag times differ between countries/territories/areas. These"
"factors, amongst others, influence the counts presented, with variable underestimation of true case"
"and death counts, and variable delays to reflecting these data at global level."
"The designations employed, and the presentation of these materials do not imply the expression of"
"any opinion whatsoever on the part of WHO concerning the legal status of any country, territory or"
"area or of its authorities, or concerning the delimitation of its frontiers or boundaries. Dotted and"
dashed lines on maps represent approximate border lines for which there may not yet be full
"agreement. Countries, territories and areas are arranged under the administering WHO region."
The mention of specific companies or of certain manufacturers’ products does not imply that they are
endorsed or recommended by WHO in preference to others of a similar nature that are not
"mentioned. Errors and omissions excepted, the names of proprietary products are distinguished by"
initial capital letters.
[1] All references to Kosovo should be understood to be in the context of the United Nations Security
"Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo (UNSCR 1244, 1999)"
have been aggregated for visualization purposes.
"Counts reflect laboratory-confirmed cases and deaths, based on WHO case definitions, unless stated"
"otherwise (see Country, territory, or area-specific updates and errata), and include both domestic and"
repatriated cases.
Other*: includes cases reported from an international conveyance (Diamond Princess).
Due to the recent trend of countries conducting data reconciliation exercises which remove large
"numbers of cases or deaths from their total counts, WHO will now display such data as negative"
numbers in the “new cases” / “new deaths” columns as appropriate. This will aid readers in identifying
when such adjustments occur. When additional details become available that allow the subtractions to
"be suitably apportioned to previous days, graphics will be updated accordingly. Prior situation reports"
will not be edited; see covid19.who.int for the most up-to-date data.
Additional table notes
i Transmissionclassification is based on a process of country/territory/area self-reporting.
"Classifications are reviewed on a weekly basis, may be revised as new information becomes available,"
and are based on the highest category reported. Differing degrees of transmission may be present
within countries/territories/areas. Categories:
• No cases: with no confirmed cases
"• Sporadic cases: with one or more cases, imported or locally detected."

•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by common"
,exposures.
•,Community transmission: experiencing larger outbreaks of local transmission defined through an
,"assessment of factors including, but not limited to: large numbers of cases not linkable to"
,transmission chains; large numbers of cases from sentinel lab surveillance; and/or multiple
,unrelated clusters in several areas of the country/territory/area.
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories”include territories, areas, overseas dependencies and other jurisdictions of similar status.",
"Country, territory, or area-specific updates and errata",
•,"Erratum 23 May 2020, occupied Palestinian territory: The original publication of the Situation"
,Report included an additional 6 cases. Counts have been corrected.
•,"Update 23 May 2020, South Sudan: Counts adjusted retrospectively by national authorities due"
,to data reclassification: 1 death was excluded.
•,"Note 23 May 2020, French Polynesia: Counts include 29 cases from an international"
,commercial vessel.
