Coronavirus disease,,
(COVID-19),,
Situation Report – 194,,
"Data as received by WHO from national authorities by 10:00 CEST, 1 August 2020",,
Highlights,,
The fourth meeting of the International Health Regulations (2005) Emergency Committee regarding COVID-19,,
was convened by the WHO Director-General on 31 July 2020. The Director-General declared that the outbreak,,
of COVID-19 continues to constitute a public health emergency of international concern (PHEIC). The,,
recommendations from the Emergency Committee highlight the need for response efforts to continue over the,,
long term.,,
"WHO has updated the interim guidance on Water, sanitation, hygiene (WASH), and waste management for",,
"SARS-CoV-2. The document provides additional details on risks associated with excreta and untreated sewage,",,
"on hand hygiene, on protecting WASH workers and on supporting the continuation and strengthening of WASH",,
"services, especially in underserved areas.",,
WHO has published a draft for Target Product Profiles (TPP) for COVID-19 therapeutics. The three sets of TPPs,,
describe the preferred and minimally acceptable profiles for therapeutic agents for the treatment of those with,,
"COVID-19, ranging from mild through critically ill patients. Comments on this document are welcomed by",,
submitting a comment form. All forms should be completed with the details of the individual or organization,,
providing the comment.,,
"For World Breastfeeding Week, WHO and UNICEF are calling on governments to protect and promote",,
"women’s access to skilled breastfeeding counselling. This is a critical component of breastfeeding support and,",,
"amidst the COVID-19 pandemic, it is even more important to find innovative solutions to ensure that access to",,
these essential services is not disrupted.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,17 396 943 cases (289 321),675 060 deaths (6 142)
Africa,788 448 cases (18 027),13 545 deaths (311)
Americas,9 320 330 cases (168 157),355 217 deaths (4 096)
Eastern Mediterranean,1 544 994 cases (11 637),40 019 deaths (358)
Europe,3 357 465 cases (22 550),212 978 deaths (450)
South-East Asia,2 072 194 cases (62 231),44 900 deaths (869)
Western Pacific,312 771 cases (6 719),8 388 deaths (58)

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 26 July to 1 August **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December through 1 August**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST, 1 August 2020**",,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
Burundi,387,0,1,0,Clusters of cases,1
Comoros,382,0,7,0,Community transmission,1

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Mauritius 344 0 10 0 Sporadic cases 7,,,,,,
Eritrea 279 0 0 0 Sporadic cases 1,,,,,,
Seychelles,114,0,0,0,Sporadic cases,4
Territoriesii,,,,,,
Mayotte,2 962,0,39,0,Clusters of cases,1
Réunion,660,3,4,0,Clusters of cases,0
Americas,,,,,,
United States of America,4 456 389,67 823,151 265,1 211,Community transmission,0
Brazil,2 610 102,57 837,91 263,1 129,Community transmission,0
Mexico,416 179,7 730,46 000,639,Community transmission,0
Peru,407 492,6 809,19 021,205,Community transmission,0
Chile,355 667,2 131,9 457,80,Community transmission,0
Colombia,286 020,9 965,9 810,356,Community transmission,0
Argentina,185 373,6 377,3 466,155,Community transmission,0
Canada,115 799,329,8 929,12,Community transmission,0
Ecuador,85 355,985,5 702,45,Community transmission,0
Bolivia (Plurinational State of),75 234,1 700,2 894,86,Community transmission,0
Dominican Republic,69 649,1 734,1 160,14,Community transmission,0
Panama,64 191,922,1 397,23,Community transmission,0
Guatemala,49 789,963,1 924,57,Community transmission,0
Honduras,41 426,482,1 312,53,Community transmission,0
Venezuela (Bolivarian Republic of),17 859,700,158,4,Community transmission,0
Costa Rica,17 290,490,140,7,Community transmission,0
El Salvador,16 632,402,448,9,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Haiti,7 412,34,161,2,Community transmission,0
Paraguay,5 207,341,47,1,Community transmission,0
Nicaragua,3 080,0,116,0,Community transmission,3
Cuba,2 608,11,87,0,Clusters of cases,0
Suriname,1 650,43,26,0,Clusters of cases,0
Uruguay,1 243,6,35,0,Clusters of cases,0
Jamaica,864,8,10,0,Clusters of cases,0
Bahamas,508,24,14,3,Clusters of cases,0
Guyana,401,3,20,0,Clusters of cases,0
Trinidad and Tobago,169,12,8,0,Sporadic cases,0
Barbados,110,0,7,0,Clusters of cases,4
Antigua and Barbuda,91,0,3,0,Clusters of cases,1
Saint Vincent and the Grenadines,54,2,0,0,Sporadic cases,0
Belize,48,0,2,0,Sporadic cases,6
Saint Lucia,25,0,0,0,Sporadic cases,1
Grenada,24,0,0,0,Clusters of cases,1
Dominica,18,0,0,0,Clusters of cases,49
Saint Kitts and Nevis,17,0,0,0,No cases,21
Territoriesii,,,,,,
Puerto Rico,16 781,209,219,5,Community transmission,0
French Guiana,7 799,71,43,0,Community transmission,0
United States Virgin Islands,406,8,8,0,Community transmission,0
Martinique,269,0,15,0,Clusters of cases,7
Guadeloupe,244,0,14,0,Clusters of cases,2

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Cayman Islands,203,0,1,0,Sporadic cases,17
Bermuda,156,0,9,0,Sporadic cases,2
Sint Maarten,128,2,15,0,Community transmission,0
Aruba,120,1,3,0,Sporadic cases,0
Turks and Caicos Islands,107,3,2,0,Clusters of cases,0
Saint Martin,53,0,3,0,Sporadic cases,2
Curaçao,29,0,1,0,Sporadic cases,7
Falkland Islands (Malvinas),13,0,0,0,No cases,97
Montserrat,13,0,1,0,No cases,5
"Bonaire, Sint Eustatius and Saba",11,0,0,0,Sporadic cases,8
British Virgin Islands,8,0,1,0,No cases,77
Saint Barthélemy,8,0,0,0,No cases,2
Saint Pierre and Miquelon,4,0,0,0,Sporadic cases,15
Anguilla,3,0,0,0,No cases,119
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),304 204,2 674,16 766,197,Community transmission,0
Pakistan,278 305,0,5 951,0,Clusters of cases,1
Saudi Arabia,275 905,1 686,2 866,- 3,Clusters of cases,0
Iraq,124 609,3 346,4 741,70,Community transmission,0
Qatar,110 695,235,174,3,Community transmission,0
Egypt,94 078,321,4 805,31,Clusters of cases,0
Oman,79 159,0,421,0,Community transmission,1
Kuwait,66 957,428,447,2,Clusters of cases,0
United Arab Emirates,60 506,283,351,2,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bahrain,40 982,227,148,2,Clusters of cases,0
Afghanistan,36 710,168,1 283,12,Clusters of cases,0
Morocco,24 322,1 063,353,7,Clusters of cases,0
Sudan,11 644,148,746,21,Community transmission,0
Djibouti,5 081,0,58,0,Clusters of cases,2
Lebanon,4 555,221,59,2,Clusters of cases,0
Libya,3 621,399,74,3,Clusters of cases,0
Somalia,3 212,0,93,0,Sporadic cases,3
Yemen,1 732,2,494,6,Community transmission,0
Tunisia,1 535,21,50,0,Sporadic cases,0
Jordan,1 193,2,11,0,Clusters of cases,0
Syrian Arab Republic,757,19,43,2,Community transmission,0
Territoriesii,,,,,,
Clusters of cases,,,,,,
occupied Palestinian territory,15 232,394,85,1,0,
Europe,,,,,,
Russian Federation,845 443,5 462,14 058,95,Clusters of cases,0
The United Kingdom,303 185,880,46 119,120,Community transmission,0
Spain,288 522,3 092,28 445,2,Clusters of cases,0
Italy,247 537,379,35 141,9,Clusters of cases,0
Turkey,230 873,982,5 691,17,Community transmission,0
Germany,209 653,955,9 148,7,Clusters of cases,0
France,175 920,1 272,30 147,11,Clusters of cases,0
Kazakhstan,90 367,1 289,793,0,Clusters of cases,0
Sweden,80 422,322,5 743,4,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Ukraine,71 056,1 172,1 709,16,Community transmission,0
Belgium,68 658,0,9 841,0,Community transmission,1
Israel,68 492,0,493,0,Community transmission,1
Belarus,67 808,0,559,0,Community transmission,1
Netherlands,54 301,338,6 147,0,Community transmission,0
Portugal,51 072,204,1 735,8,Clusters of cases,0
Romania,50 886,1 295,2 343,39,Community transmission,0
Poland,45 688,657,1 716,7,Community transmission,0
Armenia,38 841,291,749,11,Community transmission,0
Kyrgyzstan,36 299,494,1 397,19,Clusters of cases,0
Switzerland,34 933,0,1 703,0,Community transmission,1
Azerbaijan,31 878,318,448,7,Clusters of cases,0
Ireland,26 065,38,1 763,0,Clusters of cases,0
Serbia,25 552,339,573,8,Community transmission,0
Republic of Moldova,24 733,390,778,7,Community transmission,0
Uzbekistan,24 304,746,143,6,Clusters of cases,0
Austria,21 098,89,718,0,Community transmission,0
Czechia,16 574,232,382,3,Clusters of cases,0
Denmark,13 789,64,615,0,Community transmission,0
Bulgaria,11 690,270,383,9,Clusters of cases,0
Bosnia and Herzegovina,11 442,0,324,0,Community transmission,1
North Macedonia,10 762,145,486,6,Clusters of cases,0
Norway,9 208,36,255,0,Clusters of cases,0
Finland,7 432,9,329,0,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Tajikistan,7 409,43,60,0,Pending,0
Luxembourg,6 695,79,114,0,Community transmission,0
Albania,5 276,79,157,3,Clusters of cases,0
Croatia,5 138,67,145,1,Clusters of cases,0
Hungary,4 505,0,596,0,Community transmission,1
Greece,4 477,76,206,3,Clusters of cases,0
Montenegro,3 184,73,49,1,Clusters of cases,0
Slovakia,2 292,27,29,1,Clusters of cases,0
Slovenia,2 165,26,117,0,Clusters of cases,0
Lithuania,2 075,13,80,0,Community transmission,0
Estonia,2 064,13,69,0,Sporadic cases,0
Iceland,1 885,13,10,0,Community transmission,0
Latvia,1 231,3,32,1,Clusters of cases,0
Georgia,1 171,3,17,0,Sporadic cases,0
Cyprus,1 114,30,19,0,Clusters of cases,0
Andorra,925,3,66,14,Community transmission,0
Malta,824,10,9,0,Sporadic cases,0
San Marino,716,0,42,0,Community transmission,22
Monaco,99,0,1,0,Sporadic cases,55
Liechtenstein,89,0,1,0,Sporadic cases,1
Holy See,12,0,0,0,Sporadic cases,86
Territoriesii,,,,,,
Kosovo [1],,,,,,
,8 287,226,217,15,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Isle of Man,336,0,24,0,No cases,71
Jersey,335,0,31,0,Community transmission,2
Guernsey,252,0,13,0,Community transmission,90
Faroe Islands,225,5,0,0,Sporadic cases,0
Gibraltar,187,1,0,0,Clusters of cases,0
Greenland,14,0,0,0,No cases,3
South-East Asia,,,,,,
India,1 695 988,57 118,36 511,764,Clusters of cases,0
Bangladesh,237 661,2 772,3 111,28,Community transmission,0
Indonesia,108 376,2 040,5 131,73,Community transmission,0
Nepal,19 771,224,56,4,Clusters of cases,0
Maldives,3 793,74,16,0,Clusters of cases,0
Thailand,3 312,2,58,0,Clusters of cases,0
Sri Lanka,2 815,1,11,0,Clusters of cases,0
Myanmar,353,0,6,0,Clusters of cases,2
Bhutan,101,0,0,0,Sporadic cases,2
Timor-Leste,24,0,0,0,No cases,99
Western Pacific,,,,,,
Philippines,93 354,3 980,2 023,40,Community transmission,0
China,88 122,166,4 668,2,Clusters of cases,0
Singapore,52 205,396,27,0,Clusters of cases,0
Japan,35 836,1 464,1 011,5,Clusters of cases,0
Australia,16 905,602,196,7,Clusters of cases,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Republic of Korea,14 336,31,301,0,Clusters of cases,0
Malaysia,8 976,12,125,1,Clusters of cases,0
New Zealand,1 212,2,22,0,Clusters of cases,0
Viet Nam,558,49,2,2,Clusters of cases,0
Mongolia,291,0,0,0,Sporadic cases,2
Cambodia,239,5,0,0,Sporadic cases,0
Brunei Darussalam,141,0,3,0,No cases,85
Papua New Guinea,72,9,2,0,Sporadic cases,0
Fiji,27,0,1,1,Sporadic cases,11
Lao People's Democratic Republic,20,0,0,0,Sporadic cases,7
Territoriesii,,,,,,
Guam,351,3,5,0,Clusters of cases,0
French Polynesia,62,0,0,0,Sporadic cases,34
Northern Mariana Islands,,,,,,
(Commonwealth of the),42,0,2,0,Pending,1
New Caledonia,22,0,0,0,Sporadic cases,17
Subtotal for all regions,17 396 202,289 321,675 047,6 142,,
Other†,741,0,13,0,Not applicable,-
Grand total,17 396 943,289 321,675 060,6 142,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
–,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the international community,,,
,can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
–,Weekly COVID-19 Operations Updates,,,
Recommendations and advice for the public,,,,
–,Protect yourself,,,
–,Questions and answers,,,
–,Travel advice,,,
–,"EPI-WIN: tailored information for individuals, organizations and communities",,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus disease (COVID-19),,,,
document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically compatible illness,,,,
"in a probable or confirmed COVID-19 case, unless there is a clear alternative cause of death that cannot be",,,,
related to COVID-19 disease (e.g. trauma). There should be no period of complete recovery between the,,,,
illness and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is available here,,,,
and here.,,,,

"Annex 1: Data, table and figure notes",
Caution must be taken when interpreting all data presented. Differences are to be expected between,
"information products published by WHO, national public health authorities, and other sources using different",
"inclusion criteria and different data cut-off times. While steps are taken to ensure accuracy and reliability, all",
"data are subject to continuous verification and change. Case detection, definitions, testing strategies,",
"reporting practice, and lag times differ between countries/territories/areas. These factors, amongst others,",
"influence the counts presented, with variable underestimation of true case and death counts, and variable",
delays to reflecting these data at global level.,
"The designations employed, and the presentation of these materials do not imply the expression of any",
"opinion whatsoever on the part of WHO concerning the legal status of any country, territory or area or",
"of its authorities, or concerning the delimitation of its frontiers or boundaries. Dotted and dashed lines",
"on maps represent approximate border lines for which there may not yet be full agreement. Countries,",
territories and areas are arranged under the administering WHO region.,
The mention of specific companies or of certain manufacturers’ products does not imply that they are,
endorsed or recommended by WHO in preference to others of a similar nature that are not mentioned.,
"Errors and omissions excepted, the names of proprietary products are distinguished by initial capital",
letters.,
[1] All references to Kosovo should be understood to be in the context of the United Nations Security Council,
"resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo (UNSCR 1244, 1999) have been",
aggregated for visualization purposes.,
*A small number ofcountries/territories/areas report combined probable and laboratory-confirmed cases;,
efforts are underway to identify these for notation in the data table.†Other: includes cases reported from,
international conveyances.,
Due to the recent trend of countries conducting data reconciliation exercises which remove large numbers of,
"cases or deaths from their total counts, WHO will now display such data as negative numbers in the “new",
cases” / “new deaths” columns as appropriate. This will aid readers in identifying when such adjustments,
occur. When additional details become available that allow the subtractions to be suitably apportioned to,
"previous days, graphics will be updated accordingly. Prior situation reports will not be edited; see",
covid19.who.int for the most up-to-date data.,
Additional table notes,
iTransmission classification is based on a process of country/territory/area self-reporting. Classifications,
are reviewed on a weekly basis and may be revised as new information becomes available. Differing,
degrees of transmission may be present within countries/territories/areas; classification is based on the,
highest category reported within a country/territory/area. Categories:,
•,No cases: with no confirmed cases;
•,"Sporadic cases: with one or more cases, imported or locally detected;"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by common"
,exposures;

•,Community transmission: experiencing larger outbreaks of local transmission defined through an
,"assessment of factors including, but not limited to: large numbers of cases not linkable to transmission"
,chains; large numbers of cases from sentinel lab surveillance; and/or multiple unrelated clusters in
,several areas of the country/territory/area;
•,Pending: transmission classification has not been reported to WHO.
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of similar status.",
"Country, territory, or area-specific notes, updates and errata",
•,"Update 1 August 2020, Austria: Counts adjusted retrospectively by national authorities: case and"
,death counts adjusted from 26 February to 22 March and from 22 July to 24 July. First case and first
,death also adjusted.
•,"Update 1 August 2020, Belgium: Counts adjusted retrospectively by national authorities: case and"
,death counts from 2 July to 31 July.
•,"Update 1 August 2020, Bulgaria: Counts adjusted retrospectively by national authorities: case and"
,death counts adjusted from 8 March to 21 March and 11 June.
•,"Update 1 August 2020, Croatia: Counts adjusted retrospectively by national authorities: case and"
,death counts adjusted from 26 February to 22 March and 30 July.
•,"Update 1 August 2020, Germany: Counts adjusted retrospectively by national authorities: case and"
,"death counts adjusted from 28 February to 22 March, on 1 May, 14 July and 30-31 July. First death"
,also adjusted.
•,"Update 1 August 2020, Greece: Counts adjusted retrospectively by national authorities: case and"
,death counts adjusted from 27 February to 22 March and from 3 June to 8 June. First case also
,adjusted.
•,"Update 1 August 2020, Hungary: Counts adjusted retrospectively by national authorities: case and"
,death counts adjusted from 5 March to 22 March and on 8 July. First case also adjusted.
•,"Update 1 August 2020, Netherlands: Counts adjusted retrospectively by national authorities: case"
,and death counts adjusted from 27 February to 22 March and on 16 June. First case also adjusted.
•,"Update 1 August 2020, Poland: Counts adjusted retrospectively by national authorities: case and"
,death counts adjusted from 4 March to 22 March and on 4 June. First case and first death also
,adjusted.
