Coronavirus disease,,
(COVID-19),,
Situation Report – 174,,
"Data as received by WHO from national authorities by 10:00 CEST, 12 July 2020",,
Highlights,,
WHO has published an Emergency Global Supply Chain Sysetem (COVID-19) catalogue listing all medical,,
"devices, including personal protective equipment, medical equipment, medical consumables, single use",,
"devices, and laboratory and test-related devices, which may be requested through the COVID-19 Supply Portal.",,
The catalogue represents an initial prioritized selection of items and are subject to constant reviw.,,
WHO surveyed networks of laboratories to map out global animal laboratory capacity around the world to,,
potentially help with accelerating vaccine and therapeutic evaluation.,,
"The WHO Regional Office for Africa calls for equitable access to future COVID-19 vaccines in Africa, as",,
researchers around the world race to find effective protection against the virus.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,12 552 765 cases (230 370),561 617 deaths (5 285)
Africa,461 296 cases (17 884),8 092 deaths (162)
Americas,6 540 222 cases (142 992),283 357 deaths (3 500)
Eastern Mediterranean,1 271 338 cases (15 361),30 652 deaths (510)
Europe,2 907 654 cases (18 804),203 285 deaths (448)
South-East Asia,1 130 247 cases (33 173),28 640 deaths (650)
Western Pacific,241 267 cases (2 156),7 578 deaths (15)

Surveillance
"Figure 1. Number of confirmed COVID-19 cases reported in the last seven days by country, territory or area, 6 July to 12 July **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December through 12 July**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST, 12 July 2020**",,,,,,
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Burkina Faso,1 020,0,54,0,Community transmission,1
Uganda,1 013,7,0,0,Sporadic cases,0
Liberia,998,35,47,0,Community transmission,0
Zimbabwe,982,40,18,5,Sporadic cases,0
Chad,874,0,74,0,Community transmission,1
Namibia,713,45,1,0,Sporadic cases,0
Togo,710,0,15,0,Community transmission,1
United Republic of Tanzania,509,0,21,0,Community transmission,65
Angola,483,21,25,2,Clusters of cases,0
Sao Tome and Principe,407,0,12,0,Clusters of cases,1
Mauritius,342,0,10,0,Clusters of cases,5
Botswana,314,0,1,0,Clusters of cases,5
Comoros,314,0,7,0,Community transmission,1
Burundi,250,0,1,0,Clusters of cases,1
Eritrea,232,0,0,0,Sporadic cases,2

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Lesotho 184 0 1 0 Sporadic cases 1,,,,,,
Seychelles 100 0 0 0 Clusters of cases 2,,,,,,
Gambia,64,0,3,0,Sporadic cases,2
Territoriesii,,,,,,
Mayotte,2 711,0,40,0,Clusters of cases,1
Réunion,577,6,3,0,Clusters of cases,0
Americas,,,,,,
United States of America,3 163 581,66 281,133 486,803,Community transmission,1
Brazil,1 800 827,45 048,70 398,1 214,Community transmission,0
Peru,319 646,3 198,11 500,186,Community transmission,0
Chile,312 029,2 755,6 881,100,Community transmission,0
Mexico,289 174,6 891,34 191,665,Community transmission,0
Colombia,140 776,6 803,4 925,211,Community transmission,0
Canada,107 126,321,8 759,10,Community transmission,0
Argentina,94 060,3 367,1 787,38,Community transmission,0
Ecuador,67 209,1 408,5 031,48,Community transmission,0
Bolivia (Plurinational State of),45 565,1 452,1 702,64,Community transmission,0
Panama,43 257,1 041,863,24,Community transmission,0
Dominican Republic,43 114,1 199,880,16,Community transmission,0
Guatemala,27 619,961,1 139,47,Community transmission,0
Honduras,27 053,669,750,46,Community transmission,0
El Salvador,9 391,249,254,5,Community transmission,0
Venezuela (Bolivarian Republic of),8 803,431,83,3,Community transmission,0
Costa Rica,6 845,360,27,1,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Haiti,6 617,35,135,5,Community transmission,0
Paraguay,2 736,0,20,0,Community transmission,1
Cuba,2 420,7,87,1,Clusters of cases,0
Nicaragua,2 411,0,91,0,Community transmission,3
Uruguay,985,8,29,0,Clusters of cases,0
Jamaica,753,0,10,0,Clusters of cases,1
Suriname,729,3,18,1,Clusters of cases,0
Guyana,290,4,16,0,Clusters of cases,0
Trinidad and Tobago,133,0,8,0,Sporadic cases,5
Bahamas,108,1,11,0,Clusters of cases,0
Barbados,98,0,7,0,Clusters of cases,5
Antigua and Barbuda,74,1,3,0,Clusters of cases,0
Belize,37,4,2,0,Sporadic cases,0
Saint Vincent and the Grenadines,29,0,0,0,Sporadic cases,24
Grenada,23,0,0,0,Clusters of cases,46
Saint Lucia,22,0,0,0,Sporadic cases,8
Dominica,18,0,0,0,Clusters of cases,29
Saint Kitts and Nevis,17,0,0,0,No cases,1
Territoriesii,,,,,,
Puerto Rico,9 366,229,167,8,Community transmission,0
French Guiana,5 949,245,26,3,Community transmission,0
Martinique,255,6,15,1,Clusters of cases,0
Cayman Islands,201,0,1,0,Clusters of cases,9
Guadeloupe,190,0,14,0,Clusters of cases,1

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
United States Virgin Islands,167,14,6,0,Clusters of cases,0
Bermuda,150,1,9,0,Sporadic cases,0
Aruba,105,0,3,0,Sporadic cases,5
Sint Maarten,78,0,15,0,No cases,8
Turks and Caicos Islands,66,0,2,0,Clusters of cases,1
Saint Martin,44,0,3,0,Sporadic cases,7
Curaçao,25,0,1,0,Sporadic cases,11
Falkland Islands (Malvinas),13,0,0,0,No cases,77
Montserrat,12,0,1,0,No cases,1
British Virgin Islands,8,0,1,0,No cases,57
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,47
Saint Barthélemy,6,0,0,0,No cases,103
Anguilla,3,0,0,0,No cases,99
Saint Pierre and Miquelon,2,0,0,0,No cases,2
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),255 117,2 397,12 635,188,Community transmission,0
Pakistan,248 872,2 521,5 197,74,Clusters of cases,0
Saudi Arabia,229 480,2 994,2 181,30,Clusters of cases,0
Qatar,103 128,498,146,0,Community transmission,0
Egypt,81 158,923,3 769,67,Clusters of cases,0
Iraq,75 194,2 734,3 055,95,Community transmission,0
Oman,54 697,1 083,248,4,Community transmission,0
United Arab Emirates,54 453,403,331,2,Community transmission,0
Kuwait,54 058,478,386,3,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Afghanistan,34 451,100,1 010,35,Clusters of cases,0
Bahrain,32 470,431,104,0,Clusters of cases,0
Morocco,15 542,99,245,1,Clusters of cases,0
Sudan,10 250,46,650,1,Community transmission,0
Djibouti,4 968,0,56,0,Clusters of cases,1
Somalia,3 051,13,92,0,Sporadic cases,0
Lebanon,2 168,86,36,0,Clusters of cases,0
Libya,1 389,47,38,0,Clusters of cases,0
Yemen,1 389,37,365,10,Community transmission,0
Tunisia,1 245,5,50,0,Sporadic cases,0
Jordan,1 176,3,10,0,Clusters of cases,0
Syrian Arab Republic,394,0,16,0,Community transmission,1
Territoriesii,,,,,,
occupied Palestinian territory,6 688,463,32,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,727 162,6 615,11 335,130,Clusters of cases,0
The United Kingdom,288 957,820,44 798,148,Community transmission,0
Spain,253 908,0,28 403,0,Clusters of cases,1
Italy,242 827,188,34 945,7,Community transmission,0
Turkey,211 981,1 016,5 344,21,Community transmission,0
Germany,198 804,248,9 063,3,Clusters of cases,0
France,161 275,0,29 907,0,Clusters of cases,1
Sweden,74 898,0,5 526,0,Community transmission,1
Belarus,64 764,160,459,5,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Belgium,62 606,137,9 782,0,Community transmission,0
Kazakhstan,58 253,1 798,352,20,Clusters of cases,0
Ukraine,53 521,678,1 383,11,Community transmission,0
Netherlands,50 866,81,6 128,1,Community transmission,0
Portugal,46 221,542,1 654,8,Community transmission,0
Poland,37 521,305,1 568,6,Community transmission,0
Israel,36 821,1 395,353,4,Pending,0
Switzerland,32 713,108,1 685,0,Community transmission,0
Romania,32 079,698,1 871,24,Community transmission,0
Armenia,31 969,577,565,6,Community transmission,0
Ireland,25 611,22,1 746,2,Clusters of cases,0
Azerbaijan,23 521,531,298,6,Clusters of cases,0
Republic of Moldova,19 208,284,640,5,Community transmission,0
Austria,18 795,108,706,0,Community transmission,0
Serbia,18 073,345,382,12,Pending,0
Czechia,13 115,53,352,0,Clusters of cases,0
Denmark,12 946,0,609,0,Community transmission,1
Uzbekistan,12 706,500,58,3,Clusters of cases,0
Kyrgyzstan,10 629,719,132,7,Clusters of cases,0
Norway,8 965,0,252,0,Clusters of cases,1
North Macedonia,7 967,197,375,8,Clusters of cases,0
Finland,7 279,0,329,0,Clusters of cases,1
Bulgaria,6 672,0,262,0,Clusters of cases,2
Tajikistan,6 505,49,55,0,Pending,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Bosnia and Herzegovina,6 402,0,215,0,Community transmission,1
Luxembourg,4 842,65,110,0,Community transmission,0
Hungary,4 229,6,595,2,Community transmission,0
Greece,3 772,40,193,0,Clusters of cases,0
Croatia,3 672,140,118,1,Clusters of cases,0
Albania,3 371,0,89,0,Clusters of cases,1
Estonia,2 014,1,69,0,Clusters of cases,0
Slovakia,1 893,23,28,0,Clusters of cases,0
Iceland,1 888,2,10,0,Community transmission,0
Lithuania,1 865,4,79,0,Community transmission,0
Slovenia,1 827,34,111,0,Clusters of cases,0
Latvia,1 173,19,30,0,Sporadic cases,0
Montenegro,1 164,87,23,4,Clusters of cases,0
Cyprus,1 014,1,19,0,Clusters of cases,0
Georgia,986,5,15,0,Sporadic cases,0
Andorra,855,0,52,0,Community transmission,23
San Marino,713,0,42,0,Community transmission,22
Malta,674,0,9,0,Sporadic cases,2
Monaco,99,0,1,0,Sporadic cases,35
Liechtenstein,85,0,1,0,Sporadic cases,5
Holy See,12,0,0,0,Sporadic cases,66
Territoriesii,,,,,,
Kosovo[1],,,,,,
,4 672,203,91,4,Community transmission,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Isle of Man,336,0,24,0,No cases,51
Jersey,325,0,31,0,Community transmission,4
Guernsey,252,0,13,0,Community transmission,70
Faroe Islands,188,0,0,0,Pending,4
Gibraltar,180,0,0,0,Clusters of cases,1
Greenland,13,0,0,0,Pending,44
South-East Asia,,,,,,
India,849 553,28 637,22 674,551,Clusters of cases,0
Bangladesh,181 129,2 686,2 305,30,Community transmission,0
Indonesia,74 018,1 671,3 535,66,Community transmission,0
Nepal,16 719,70,38,3,Clusters of cases,0
Thailand,3 217,1,58,0,Clusters of cases,0
Maldives,2 664,47,13,0,Clusters of cases,0
Sri Lanka,2 511,57,11,0,Clusters of cases,0
Myanmar,330,4,6,0,Clusters of cases,0
Bhutan,82,0,0,0,Sporadic cases,1
Timor-Leste,24,0,0,0,No cases,79
Western Pacific,,,,,,
China,85 522,35,4 648,0,Clusters of cases,0
Philippines,54 222,1 308,1 372,12,Community transmission,0
Singapore,45 783,169,26,0,Clusters of cases,0
Japan,21 502,373,982,0,Clusters of cases,0
Republic of Korea,13 417,44,289,1,Clusters of cases,0

Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Australia,9 553,194,107,1,Clusters of cases,0
Malaysia,8 704,8,122,1,Clusters of cases,0
New Zealand,1 194,1,22,0,Clusters of cases,0
Viet Nam,370,0,0,0,Clusters of cases,1
Mongolia,227,0,0,0,Sporadic cases,3
Cambodia,156,15,0,0,Sporadic cases,0
Brunei Darussalam,141,0,3,0,No cases,65
Fiji,26,5,0,0,Sporadic cases,0
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,90
Papua New Guinea,11,0,0,0,Sporadic cases,16
Territoriesii,,,,,,
Guam,304,2,5,0,Clusters of cases,0
French Polynesia,62,0,0,0,Sporadic cases,14
Northern Mariana Islands,,,,,,
(Commonwealth of the),33,2,2,0,Pending,0
New Caledonia,21,0,0,0,Sporadic cases,32
Subtotal for all regions,12 552 024,230 370,561 604,5 285,,
Other*,741,0,13,0,Not applicable,-
Grand total,12 552 765,230 370,561 617,5 285,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
–,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the international community,,,
,can provide to all countries to prepare and respond to the virus,,,
–,WHO Coronavirus Disease (COVID-19) Dashboard,,,
–,Weekly COVID-19 Operations Updates,,,
Recommendations and advice for the public,,,,
–,Protect yourself,,,
–,Questions and answers,,,
–,Travel advice,,,
–,"EPI-WIN: tailored information for individuals, organizations and communities",,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus disease (COVID-19),,,,
document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
A COVID-19 death is defined for surveillance purposes as a death resulting from a clinically compatible illness in,,,,
"a probable or confirmed COVID-19 case, unless there is a clear alternative cause of death that cannot be",,,,
related to COVID-19 disease (e.g. trauma). There should be no period of complete recovery between the illness,,,,
and death.,,,,
Further guidance for certification and classification (coding) of COVID-19 as cause of death is available here and,,,,
here.,,,,

"Annex 1: Data, table and figure notes",
Caution must be taken when interpreting all data presented. Differences are to be expected between,
"information products published by WHO, national public health authorities, and other sources using different",
"inclusion criteria and different data cut-off times. While steps are taken to ensure accuracy and reliability, all",
"data are subject to continuous verification and change. Case detection, definitions, testing strategies,",
"reporting practice, and lag times differ between countries/territories/areas. These factors, amongst others,",
"influence the counts presented, with variable underestimation of true case and death counts, and variable",
delays to reflecting these data at global level.,
"The designations employed, and the presentation of these materials do not imply the expression of any",
"opinion whatsoever on the part of WHO concerning the legal status of any country, territory or area or of its",
"authorities, or concerning the delimitation of its frontiers or boundaries. Dotted and dashed lines on maps",
"represent approximate border lines for which there may not yet be full agreement. Countries, territories and",
areas are arranged under the administering WHO region.,
The mention of specific companies or of certain manufacturers’ products does not imply that they are,
endorsed or recommended by WHO in preference to others of a similar nature that are not mentioned.,
"Errors and omissions excepted, the names of proprietary products are distinguished by initial capital letters.",
[1] All references to Kosovo should be understood to be in the context of the United Nations Security Council,
"resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo (UNSCR 1244, 1999) have been",
aggregated for visualization purposes.,
"Counts reflect laboratory-confirmed cases and deaths, based on WHO case definitions, unless stated",
"otherwise (see Country, territory, or area-specific updates and errata), and include both domestic and",
repatriated cases.,
Other*: includes cases reported from international conveyances.,
Due to the recent trend of countries conducting data reconciliation exercises which remove large numbers of,
"cases or deaths from their total counts, WHO will now display such data as negative numbers in the “new",
cases” / “new deaths” columns as appropriate. This will aid readers in identifying when such adjustments,
occur. When additional details become available that allow the subtractions to be suitably apportioned to,
"previous days, graphics will be updated accordingly. Prior situation reports will not be edited; see",
covid19.who.int for the most up-to-date data.,
Additional table notes,
i Transmissionclassification is based on a process of country/territory/area self-reporting. Classifications are,
reviewed on a weekly basis and may be revised as new information becomes available. Differing degrees of,
transmission may be present within countries/territories/areas; classification is based on the highest,
category reported within a country/territory/area. Categories:,
•,No cases: with no confirmed cases
•,"Sporadic cases: with one or more cases, imported or locally detected"
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by common"
,exposures

•,Community transmission: experiencing larger outbreaks of local transmission defined through an
,"assessment of factors including, but not limited to: large numbers of cases not linkable to transmission"
,chains; large numbers of cases from sentinel lab surveillance; and/or multiple unrelated clusters in
,several areas of the country/territory/area
•,Pending: transmission classification has not been reported to WHO
"ii “Territories” include territories, areas, overseas dependencies and other jurisdictions of similar status.",
"Country, territory, or area-specific updates and errata",
"• Erratum 12 July 2020, occupied Palestinian territory: The original publication of the 11 July 2020",
Situation Report included 3 additional deaths. Counts have been corrected.,
