Coronavirus disease (COVID-19),,
Situation Report – 112,,
"Data as received by WHO from national authorities by 10:00 CEST, 11 May 2020",,
Highlights,,
WHO has published new guidance on Surveillance strategies for COVID-19 human infection. The,,
document provides an overview of surveillance strategies that Member States should consider as part of,,
comprehensive national surveillance for COVID-19. It also emphasise the need to adapt and reinforce,,
existing national systems where appropriate and to scale-up surveillance capacities as needed.,,
WHO has published new guidance on Contact tracing in the context of COVID-19. When systematically,,
"applied, the guidance will help break the chains of transmission of COVID-19 and other infectious disease",,
and is thus an essential public health tool for controlling infectious disease outbreaks.,,
"In today’s ‘Subject in Focus’, WHO provides an update on the work of the Emergency Medical Teams,",,
"the Global Outbreak Alert and Response Network, and Risk Communication and Community",,
Engagement.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,4 006 257 cases (88 891),278 892 deaths (4531)
Africa,44 533 cases (1907),1415 deaths (46)
Americas,1 702 451 cases (47 073),101 874 deaths (3151)
Eastern Mediterranean,265 164 cases (9436),9013 deaths (135)
Europe,1 731 606 cases (23 660),156 603 deaths (1051)
South-East Asia,100 881 cases (5567),3481 deaths (125)
Western Pacific,160 910 cases (1248),6493 deaths (23)

Subject in Focus: Partner Coordination update
"UNICEF, IFRC, US CDC, and OCHA are major partners embedded in the global COVID-19 incident"
"management team in Geneva, and are supporting all pillars of response."
Emergency Medical Teams (EMTs)
One hundred and twenty-seven Emergency Medical Teams (EMTs) are ready or getting ready for
deployment.
"To date, a total of 20 EMTs have been internationally deployed to provide support to 16 countries and"
another 37 EMTs are supporting national operations in the response to COVID-19. More than 3600 beds
"have been managed by EMTs and have contributed to increasing national capacity, while 340 different"
training events have been conducted benefitting almost 11 000 front line responders.
"As of 10 May 2020, international operations have significantly increased in the African Region, in Ghana,"
"South Africa, Zambia, Senegal, Burkina Faso, Ethiopia, Cameroon, Algeria, Democratic Republic of the"
"Congo, Congo and Zimbabwe. EMTs have also deployed in the European Region notably in Italy where"
"four international EMTs, in addition to two Italian EMTs have contributed to national operations. In"
"addition, EMTs have provided support to Cambodia, Mongolia, Kyrgyzstan and Bangladesh."
The Global Outbreak Alert and Response Network (GOARN)
"GOARN partners and networks are providing technical advice across all health operation pillars,"
"particularly clinical management, infection prevention and control, laboratory and risk communication"
and community engagement (RCCE).
"As of 11 May 2020, 518 offers of support have been received from GOARN partners; and 72 individuals"
have deployed to the field. Operational factors that have a major impact on the deployment of
international support are the heavy restrictions and quarantine requirements related to international air
"transport travel. WHO is working with the United Nations World Food Program (WFP), partners and"
"stakeholders to maximise the potential of existing commercial traffic, and special capacity available for"
COVID-19 operations.
"WHO, GOARN partners, and stakeholders continue to collaborate on the roll-out and implementation of"
Go.Data. Go.Data is a field platform for collecting and analyzing key data for case investigations; for
contact tracing and follow-up; and for generating chains of transmission.
"The Go.Data team has involved staff and consultants in France, Germany, Malta, Switzerland, the US,"
"and Viet Nam. The team has responded to 279 requests from 140 countries and territories, and is"
supporting 53 projects worldwide to implement Go.data. Seventy-two partners have been part of
"briefings, webinars, and trainings, including WHO major offices, ministries of health, hospitals,"
"universities and research centres, technical partners, and networks, NGOs, stakeholders, donors, and the"
private sector.

Risk Communications and Community Engagement (RCCE)
The Risk Communications and Community Engagement (RCCE) partners have published ‘Tips for
"engaging communities during COVID-19 in Low Resource settings’, which is available from the Red Cross"
"Community Engagement Hub, hosted by the British Red Cross."
"UNESCO, UNICEF, the World Bank and WFP have published a Framework for Reopening Schools ,"
"addressing the impact of school-closure on children, specifically the marginalized. It highlights the"
"importance of education and of wellbeing considerations for safe school return, providing advice on"
"core pillars including safe operations, learning, including the most marginalized, wellbeing and"
protection.
Additional information is available on the GOARN knowledge platform for COVID-19 to share
resources from partners and other stakeholders.

Surveillance
"Figure 1. Number of confirmed COVID-19 cases reported in the last seven days by country, territory or area, 5 May to 11 May**"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed COVID-19 cases, by date of report and WHO region, 30 December 2019 through 11 May 2020**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST, 11 May 2020**",,,,,,
Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Belize,18,0,2,0,Sporadic cases,26
Saint Lucia,18,0,0,0,Sporadic cases,6
"Saint Vincent and the
Grenadines",17,0,0,0,Sporadic cases,6
Dominica,16,0,0,0,Clusters of cases,30
Nicaragua,16,0,5,0,Pending,4
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,20
Suriname,10,0,1,0,Sporadic cases,37
Territoriesii,,,,,,
Puerto Rico,2198,25,111,3,Clusters of cases,0
Martinique,187,1,14,0,Clusters of cases,0
Guadeloupe,154,0,13,0,Clusters of cases,2
French Guiana,144,3,1,0,Clusters of cases,0

Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Territory/Area,cases,new cases,,,classificationi,reported case
Bermuda,118,0,7,0,Clusters of cases,3
Aruba,101,0,3,0,Sporadic cases,5
Cayman Islands,81,0,1,0,Clusters of cases,1
Sint Maarten,77,0,15,0,Sporadic cases,1
United States Virgin Islands,69,1,4,0,Clusters of cases,0
Saint Martin,39,1,3,0,Sporadic cases,0
Curaçao,16,0,1,0,Sporadic cases,13
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,15
Turks and Caicos Islands,12,0,1,0,Sporadic cases,13
Montserrat,11,0,1,0,Sporadic cases,27
British Virgin Islands,7,0,1,0,Sporadic cases,5
"Bonaire, Sint Eustatius and
Saba",6,0,0,0,Sporadic cases,13
Saint Barthélemy,6,0,0,0,Sporadic cases,41
Anguilla,3,0,0,0,Sporadic cases,37
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,33
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),107 603,1383,6640,51,Community transmission,0
Saudi Arabia,39 048,1912,246,7,Clusters of cases,0
Pakistan,30 941,1476,667,28,Clusters of cases,0
Qatar,22 520,1189,14,1,Community transmission,0
United Arab Emirates,18 198,781,198,13,Pending,0
Egypt,9400,436,525,11,Clusters of cases,0
Kuwait,8688,1065,58,9,Clusters of cases,0

Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Territory/Area,cases,new cases,,,classificationi,reported case
Morocco,6063,153,188,2,Clusters of cases,0
Bahrain,4941,167,8,0,Clusters of cases,0
Afghanistan,4664,262,120,1,Clusters of cases,0
Oman,3574,174,17,0,Clusters of cases,0
Iraq,2767,88,109,2,Clusters of cases,0
Sudan,1365,201,70,6,Sporadic cases,0
Djibouti,1210,21,3,0,Clusters of cases,0
Somalia,1054,57,51,3,Sporadic cases,0
Tunisia,1032,0,45,0,Community transmission,1
Lebanon,845,36,26,0,Clusters of cases,0
Jordan,540,18,9,0,Clusters of cases,0
Libya,64,0,3,0,Clusters of cases,4
Yemen,53,17,9,1,Pending,0
Syrian Arab Republic,47,0,3,0,Community transmission,2
Territoriesii,,,,,,
occupied Palestinian territory,547,0,4,0,Clusters of cases,3
Europe,,,,,,
Spain,224 390,812,26 621,143,Community transmission,0
Russian Federation,221 344,11 656,2009,94,Clusters of cases,0
The United Kingdom,219 187,3923,31 855,268,Community transmission,0
Italy,219 070,802,30 560,165,Community transmission,0
Germany,169 575,357,7417,22,Community transmission,0
Turkey,138 657,1542,3786,47,Community transmission,0
France,137 073,65,26 338,70,Community transmission,0

Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Territory/Area,cases,new cases,,,classificationi,reported case
Belgium,53 081,485,8656,75,Community transmission,0
Netherlands,42 627,245,5440,18,Community transmission,0
Switzerland,30 222,54,1537,6,Community transmission,0
Portugal,27 581,175,1135,9,Community transmission,0
Sweden,26 322,401,3225,5,Community transmission,0
Belarus,23 906,933,135,4,Clusters of cases,0
Ireland,22 996,236,1458,12,Community transmission,0
Israel,16 492,48,254,9,Pending,0
Poland,15 996,345,800,15,Community transmission,0
Austria,15 787,10,618,3,Community transmission,0
Ukraine,15 648,416,408,17,Community transmission,0
Romania,15 362,231,952,26,Community transmission,0
Denmark,10 429,110,529,3,Pending,0
Serbia,10 114,82,215,2,Pending,0
Czechia,8123,28,280,4,Community transmission,0
Norway,8099,30,217,4,Pending,0
Finland,5962,82,267,2,Pending,0
Kazakhstan,5138,82,31,0,Pending,0
Republic of Moldova,4927,60,171,6,Pending,0
Luxembourg,3886,9,101,0,Pending,0
Armenia,3392,79,45,0,Clusters of cases,0
Hungary,3284,21,421,8,Clusters of cases,0
Greece,2716,6,151,0,Community transmission,0
Azerbaijan,2519,97,32,1,Clusters of cases,0

Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Territory/Area,cases,new cases,,,classificationi,reported case
Uzbekistan,2411,24,10,0,Clusters of cases,0
Croatia,2187,11,90,3,Community transmission,0
Bosnia and Herzegovina,2098,28,103,6,Community transmission,0
Bulgaria,1965,10,91,1,Clusters of cases,0
Iceland,1801,0,10,0,Community transmission,3
Estonia,1739,6,60,0,Pending,0
North Macedonia,1642,20,91,0,Clusters of cases,0
Lithuania,1479,35,50,0,Community transmission,0
Slovakia,1457,2,26,0,Clusters of cases,0
Slovenia,1457,3,102,1,Community transmission,0
Kyrgyzstan,1016,14,12,0,Clusters of cases,0
Latvia,939,9,18,0,Community transmission,0
Cyprus,898,6,22,1,Clusters of cases,0
Albania,868,0,31,0,Clusters of cases,1
Andorra,756,2,48,0,Community transmission,0
Georgia,638,3,10,0,Community transmission,0
San Marino,637,5,41,0,Community transmission,0
Tajikistan,612,51,20,1,Pending,0
Malta,496,6,5,0,Pending,0
Montenegro,325,1,8,0,Clusters of cases,0
Monaco,96,1,1,0,Sporadic cases,0
Liechtenstein,83,0,1,0,Pending,15
Holy See,12,0,0,0,Sporadic cases,4

Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Territory/Area,cases,new cases,,,classificationi,reported case
Territoriesii,,,,,,
Kosovo[1],870,0,28,0,Community transmission,1
Isle of Man,330,1,23,0,Pending,0
Jersey,293,0,25,0,Pending,5
Guernsey,252,0,13,0,Community transmission,8
Faroe Islands,187,0,0,0,Pending,17
Gibraltar,146,0,0,0,Clusters of cases,1
Greenland,11,0,0,0,Pending,35
South-East Asia,,,,,,
India,67 152,4213,2206,97,Clusters of cases,0
Bangladesh,14 657,887,228,14,Clusters of cases,0
Indonesia,14 032,387,973,14,Community transmission,0
Thailand,3009,0,56,0,Clusters of cases,1
Sri Lanka,863,16,9,0,Clusters of cases,0
Maldives,835,50,3,0,Clusters of cases,0
Myanmar,180,2,6,0,Clusters of cases,0
Nepal,120,10,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,17
Bhutan,9,2,0,0,Sporadic cases,0
Western Pacific,,,,,,
China,84 450,20,4643,0,Clusters of cases,0
Singapore,23 336,876,20,0,Clusters of cases,0
Japan,15 798,51,621,8,Clusters of cases,0
Republic of Korea,10 909,35,256,0,Clusters of cases,0

Reporting Country/,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Territory/Area,cases,new cases,,,classificationi,reported case
Philippines,10 794,184,719,15,Clusters of cases,0
Australia,6941,12,97,0,Clusters of cases,0
Malaysia,6656,67,108,0,Clusters of cases,0
New Zealand,1147,3,21,0,Clusters of cases,0
Viet Nam,288,0,0,0,Clusters of cases,3
Brunei Darussalam,141,0,1,0,Sporadic cases,3
Cambodia,122,0,0,0,Sporadic cases,29
Mongolia,42,0,0,0,Sporadic cases,2
"Lao People's Democratic
Republic",19,0,0,0,Sporadic cases,28
Fiji,18,0,0,0,Sporadic cases,20
Papua New Guinea,8,0,0,0,Sporadic cases,18
Territoriesii,,,,,,
Guam,147,0,5,0,Clusters of cases,4
French Polynesia,60,0,0,0,Sporadic cases,5
New Caledonia,18,0,0,0,Sporadic cases,38
Northern Mariana Islands,,,,,,
(Commonwealth of the),16,0,2,0,Pending,1
Subtotal for all regions,4 005 545,88 891,278 879,4531,,
Other*,,-,,,56,
,712,0,13,0,,
Grand total,,,,,,
,4 006 257,88 891,278 892,4531,,
"**See Annex 1 for data, table and figure notes.",,,,,,

Technical guidance and other resources,,,,
–,"To view all technical guidance documents regarding COVID-19, please go to this webpage.",,,
–,Updates from WHO regional offices,,,
,–,WHO AFRO,–,WHO PAHO
,–,WHO EMRO,–,WHO SEARO
,–,WHO EURO,–,WHO WPRO
–,Research and Development,,,
–,Online courses on COVID-19 and in additional national languages,,,
–,The Strategic Preparedness and Response Plan (SPRP) outlining the support the international,,,
,community can provide to all countries to prepare and respond to the virus.,,,
–,WHO Health Emergency dashboard,,,
–,Weekly COVID-19 Operations Updates,,,
Recommendations and advice for the public,,,,
–,Protect yourself,,,
–,Questions and answers,,,
–,Travel advice,,,
–,"EPI-WIN: tailored information for individuals, organizations and communities",,,
Case definitions,,,,
WHO periodically updates the Global Surveillance for human infection with coronavirus disease,,,,
(COVID-19) document which includes surveillance definitions.,,,,
Definition of COVID-19 death,,,,
COVID-19 death is defined for surveillance purposes as a death resulting from a clinically,,,,
"compatible illness in a probable or confirmed COVID-19 case, unless there is a clear alternative",,,,
cause of death that cannot be related to COVID disease (e.g. trauma). There should be no period of,,,,
complete recovery between the illness and death.,,,,

"Annex 1: Data, table and figure notes",
Caution must be taken when interpreting all data presented. Differences are to be expected,
"between information products published by WHO, national public health authorities, and other",
sources using different inclusion criteria and different data cut-off times. While steps are taken to,
"ensure accuracy and reliability, all data are subject to continuous verification and change. Case",
"detection, definitions, testing strategies, reporting practice, and lag times differ between",
"countries/territories/areas. These factors, amongst others, influence the counts presented with",
"variable underestimation of true case and death counts, and variable delays to reflecting these data",
at global level.,
"The designations employed, and the presentation of these materials do not imply the expression of",
"any opinion whatsoever on the part of WHO concerning the legal status of any country, territory or",
"area or of its authorities, or concerning the delimitation of its frontiers or boundaries. Dotted and",
dashed lines on maps represent approximate border lines for which there may not yet be full,
"agreement. Countries, territories and areas are arranged under the administering WHO region.",
[1] All references to Kosovo should be understood to be in the context of the United Nations Security,
"Council resolution 1244 (1999). In the map, number of cases of Serbia and Kosovo (UNSCR 1244,",
1999) have been aggregated for visualization purposes.,
"Counts reflect laboratory-confirmed cases and deaths, based on WHO case definitions unless stated",
"otherwise (see Country, territory, or area-specific updates and errata), and include both domestic",
and repatriated cases.,
Other*: includes cases reported under the international conveyance (Diamond Princess).,
Due to the recent trend of countries conducting data reconciliation exercises which remove large,
"numbers of cases or deaths from their total counts, WHO will now display such data as negative",
numbers in the “new cases” / “new deaths” columns as appropriate. This will aid readers in,
identifying when such adjustments occur. When additional details become available that allow the,
"subtractions to be suitably apportioned to previous days, graphics will be updated accordingly. Prior",
situation reports will not be edited; see covid19.who.int for the most up-to-date data.,
Additional table notes,
i Transmissionclassification is based on a process of country/territory/area self-reporting.,
"Classifications are reviewed on a weekly basis, may be revised as new information becomes",
"available, and are based on the highest category reported. Differing degrees of transmission may be",
present within countries/territories/areas. Categories:,
•,No cases: with no confirmed cases (not shown in table).
•,"Sporadic cases: with one or more cases, imported or locally detected."
•,"Clusters of cases: experiencing cases, clustered in time, geographic location and/or by common"
,exposures.
•,Community transmission: experiencing larger outbreaks of local transmission defined through
,"an assessment of factors including, but not limited to: large numbers of cases not linkable to"
,transmission chains; large numbers of cases from sentinel lab surveillance; and/or multiple
,unrelated clusters in several areas of the country/territory/area.
•,Pending: transmission classification not been reported to WHO.
ii “Territories”,"include territories, areas, overseas dependencies and other jurisdictions of similar"
status.,

"Country, territory, or area-specific updates and errata",
•,"11 May 2020, Ecuador: There is a large increase in deaths. The Ecuador Ministry of Health"
,"(MoH) explained in a press release today, that the 25% increase in deaths compared to the"
,"previous day, is a result of reclassification of 410 deaths as COVID-19 deaths, after completing"
,clinical-epidemiological investigations. This increased the number of “deceased by COVID-19”
,from 1717 to 2127 deaths as of 10 May 2020.
